Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
AUDI,"A3 (5 door, SE, Sport & Sport Quattro)","1.8 20v S, SE & Sport Models (125 bhp)",A4,1781,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,211,680,III,71.0,1.850,0.000,0.164,0.110,0.000
AUDI,"A3 (5 door, SE, Sport & Sport Quattro)","1.8 20v S, SE & Sport Models (125 bhp)",M5,1781,Petrol,10.7,6.3,7.9,26.4,44.8,35.8,190,610,III,72.0,0.874,0.000,0.078,0.036,0.000
AUDI,"A3 (5 door, SE, Sport & Sport Quattro)",1.8 20v T Quattro (180 bhp),QM6,1781,Petrol,13.0,7.5,9.4,21.7,37.7,30.1,226,725,III,74.0,0.996,0.000,0.064,0.035,0.000
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",1.9 TDI S & SE Models (115 bhp),M5,1896,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,150,444,III,70.0,0.219,0.483,0.000,0.445,0.046
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.5 V6 TDI SE Tiptronic (150 bhp),A5,2496,Diesel,11.2,6.2,8.0,25.2,45.6,35.3,216,634,III,73.0,0.107,0.441,0.000,0.410,0.040
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.5 V6 TDI SE (150 bhp),M6,2496,Diesel,10.0,5.3,7.0,28.2,53.3,40.4,189,554,III,73.0,0.311,0.435,0.000,0.373,0.033
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.5 V6 TDI Quattro Tiptronic (180 bhp),QA5,2496,Diesel,12.9,6.6,8.9,21.9,42.8,31.7,240,706,III,72.0,0.117,0.385,0.000,0.343,0.034
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.5 V6 TDI Quattro (180 bhp),QM6,2496,Diesel,11.2,6.3,8.0,25.2,44.8,35.3,216,634,III,73.0,0.004,0.338,0.000,0.318,0.026
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.7 V6 Sport & Turbo Quattro Models Tiptronic (230 bhp),QA5,2671,Petrol,18.1,8.8,12.2,15.6,32.1,23.2,293,941,III,71.0,0.814,0.000,0.132,0.106,0.000
AUDI,"Audi A6 Saloon (SE, Sport & Quattro)",2.7 V6 Sport & Turbo Quattro Models (230 bhp),QM6,2671,Petrol,16.7,8.9,11.7,16.9,31.7,24.1,281,905,III,72.0,0.630,0.000,0.067,0.061,0.000
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",1.9 TDI  PD S & SE Models (115 bhp),M5,1896,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,150,444,III,70.0,0.219,0.483,0.000,0.445,0.046
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.5 V6 TDI SE Tiptronic (150 bhp),A5,2496,Diesel,11.3,6.3,8.1,25.0,44.8,34.9,219,641,III,73.0,0.107,0.441,0.000,0.410,0.040
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.5 V6 TDI SE (150 bhp),M6,2496,Diesel,10.0,5.3,7.0,28.2,53.3,40.4,189,554,III,73.0,0.311,0.435,0.000,0.373,0.033
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.5 V6 TDI Quattro Tiptronic (180 bhp),QA5,2496,Diesel,12.9,6.6,8.9,21.9,42.8,31.7,240,706,III,72.0,0.117,0.385,0.000,0.343,0.034
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.5 V6 TDI Quattro (180 bhp),QM6,2496,Diesel,11.2,6.3,8.0,25.2,44.8,35.3,216,634,III,73.0,0.004,0.338,0.000,0.318,0.026
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.7 V6 Sport & Turbo Quattro Models Tiptronic (230 bhp),QA5,2671,Petrol,18.1,8.8,12.2,15.6,32.1,23.2,293,941,III,71.0,0.814,0.000,0.132,0.106,0.000
AUDI,"Audi A6 Avant (SE, Sport & Quattro)",2.7 V6 Sport & Turbo Quattro Models (230 bhp),QM6,2671,Petrol,16.7,8.9,11.7,16.9,31.7,24.1,281,905,III,72.0,0.630,0.000,0.067,0.061,0.000
AUDI,Audi Allroad,2.5 V6 TDI Quattro with Low Ratio Transmission (180 bhp),QM6,2496,Diesel,12.3,7.0,8.9,23.0,40.4,31.7,240,706,III,72.0,0.108,0.426,0.000,0.396,0.031
AUDI,Audi Allroad,2.5 V6 TDI Quattro (180 bhp),QA5,2496,Diesel,13.4,7.5,9.6,21.1,37.7,29.4,259,761,III,71.0,0.082,0.408,0.000,0.378,0.042
AUDI,Audi Allroad,2.7 V6 Turbo Quattro Tiptronic (250 bhp),QA5,2671,Petrol,19.2,9.7,13.2,14.7,29.1,21.4,317,1020,III,70.0,1.047,0.000,0.158,0.108,0.000
AUDI,Audi Allroad,2.7 V6 Turbo Quattro with Low Ratio Transmission (250 bhp),QM6,2671,Petrol,18.0,9.8,12.8,15.7,28.8,22.1,307,987,III,73.0,0.958,0.000,0.082,0.066,0.000
AUDI,Audi 'S' Quattro Series,S3 1.8 Quattro (210 bhp),QM6,1781,Petrol,13.3,7.1,9.3,21.2,39.8,30.4,223,718,III,74.0,1.228,0.000,0.110,0.080,0.000
AUDI,Audi 'S' Quattro Series,S4 2.7 Quattro Saloon (265 bhp),QM6,2671,Petrol,15.9,8.3,11.3,17.8,34.0,25.0,271,873,III,75.0,0.762,0.000,0.156,0.087,0.000
AUDI,Audi 'S' Quattro Series,S4 2.7 Quattro Avant (265 bhp),QM6,2671,Petrol,15.9,8.3,11.3,17.8,34.0,25.0,271,873,III,75.0,0.762,0.000,0.156,0.087,0.000
AUDI,Audi 'S' Quattro Series,S6 4.2 V8 Quattro Saloon Tiptronic (340 bhp),QA5,4172,Petrol,21.8,10.1,14.3,13.0,28.0,19.8,343,1102,III,74.0,0.988,0.000,0.131,0.071,0.000
AUDI,Audi 'S' Quattro Series,S6 4.2 V8 Quattro Avant Tiptronic (340 bhp),QA5,4172,Petrol,21.9,10.2,14.4,12.9,27.7,19.6,343,1113,III,74.0,0.988,0.000,0.131,0.071,0.000
AUDI,Audi 'S' Quattro Series,S8 4.2 Quattro Tiptronic (360 bhp),QA5,4172,Petrol,21.9,9.7,14.1,12.9,29.1,20.0,338,1091,III,74.0,0.918,0.000,0.133,0.043,0.000
AUDI,Audi TT (Coupé),1.8 20v T Quattro (180 bhp),QM6,1781,Petrol,13.1,7.6,9.5,21.6,37.2,29.7,228,735,III,74.0,0.996,0.000,0.064,0.035,0.000
AUDI,Audi TT (Coupé),1.8 20v T Quattro (225 bhp),QM6,1781,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,226,725,III,73.0,1.331,0.000,0.115,0.076,0.000
AUDI,Audi TT (Roadster),1.8 20v T Quattro (180 bhp),QM6,1781,Petrol,13.1,7.6,9.5,21.6,37.2,29.7,228,735,III,74.0,0.896,0.000,0.079,0.026,0.000
