Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
AUDI,Audi TT (Roadster),1.8 20v T Quattro (225 bhp),QM6,1781,Petrol,13.4,7.2,9.5,21.1,39.2,29.7,228,735,III,73.0,1.331,0.000,0.115,0.076,0.000
AUDI,Audi RS4,2.7 V6 (380 bhp),QM6,2671,Petrol,17.0,9.0,12.0,16.6,31.4,23.5,288,929,III,70.0,0.422,0.000,0.095,0.068,0.000
BMW,3 Series E36,Z3 Roadster 1.9i,M5,1895,Petrol,11.5,5.9,7.9,24.6,47.9,35.8,189,610,III,74.0,1.160,0.000,0.122,0.069,0.000
BMW,3 Series E36,Z3 Roadster 2.2i,M5,2171,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,222,711,III,74.0,1.020,0.000,0.127,0.037,0.000
BMW,3 Series E36,Z3 Roadster 2.2i,A5,2171,Petrol,13.1,7.6,9.6,21.6,37.2,29.4,229,742,III,73.0,0.585,0.000,0.110,0.033,0.000
BMW,3 Series E36,Z3 Roadster 3.0i,M5,2979,Petrol,13.3,7.3,9.5,21.2,38.7,29.7,228,735,III,74.0,0.269,0.000,0.048,0.009,0.000
BMW,3 Series E36,Z3 Roadster 3.0i,A5,2979,Petrol,14.3,7.6,10.1,19.8,37.2,28.0,242,779,III,74.0,0.288,0.000,0.058,0.006,0.000
BMW,3 Series E46,318 Ci Coupé,M5,1895,Petrol,11.3,6.0,8.0,25.0,47.1,35.3,190,618,III,72.0,1.160,0.000,0.122,0.069,0.000
BMW,3 Series E46,318 Ci Coupé,A4,1895,Petrol,13.0,6.9,9.2,21.7,40.9,30.7,220,711,III,72.0,0.814,0.000,0.111,0.098,0.000
BMW,3 Series E46,320 Ci Coupé,M5,2171,Petrol,12.2,6.9,8.9,23.2,40.9,31.7,213,688,III,74.0,0.765,0.000,0.097,0.015,0.000
BMW,3 Series E46,320 Ci Coupé,A5,2171,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,226,725,III,73.0,0.498,0.000,0.105,0.014,0.000
BMW,3 Series E46,325 Ci Coupé,M5,2494,Petrol,12.8,6.9,9.0,22.1,40.9,31.4,217,695,III,73.0,0.494,0.000,0.079,0.017,0.000
BMW,3 Series E46,325 Ci Coupé,A5,2494,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,229,735,III,72.0,0.255,0.000,0.086,0.013,0.000
BMW,3 Series E46,330 Ci Coupé,M5,2979,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,704,III,75.0,0.269,0.000,0.048,0.009,0.000
BMW,3 Series E46,330 Ci Coupé,A5,2979,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,230,742,III,74.0,0.447,0.000,0.062,0.013,0.000
BMW,3 Series E46,M3 Coupé,M6,3246,Petrol,17.8,8.4,11.9,15.9,33.6,23.7,287,921,III,75.0,0.779,0.000,0.125,0.031,0.000
BMW,3 Series E46,320 Ci Convertible,M5,2171,Petrol,12.8,7.4,9.4,22.1,38.2,30.1,225,725,III,74.0,0.765,0.000,0.097,0.015,0.000
BMW,3 Series E46,320 Ci Convertible,A5,2171,Petrol,13.5,7.7,9.8,20.9,36.7,28.8,236,758,III,73.0,0.498,0.000,0.105,0.014,0.000
BMW,3 Series E46,325 Ci Convertible,M5,2494,Petrol,13.4,7.6,9.8,21.1,37.2,28.8,235,758,III,73.0,0.494,0.000,0.079,0.017,0.000
BMW,3 Series E46,325 Ci Convertible,A5,2494,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,239,766,III,72.0,0.255,0.000,0.086,0.013,0.000
BMW,3 Series E46,330 Ci Convertible,M5,2979,Petrol,13.4,7.3,9.6,21.1,38.7,29.4,229,742,III,75.0,0.269,0.000,0.048,0.009,0.000
BMW,3 Series E46,330 Ci Convertible,A5,2979,Petrol,14.9,7.5,10.2,19.0,37.7,27.7,244,788,III,74.0,0.447,0.000,0.062,0.013,0.000
BMW,3 Series E46,316i Saloon,M5,1895,Petrol,11.4,5.8,7.9,24.8,48.7,35.8,188,610,III,73.0,0.722,0.000,0.095,0.047,0.000
BMW,3 Series E46,316i Saloon,A4,1895,Petrol,12.8,6.7,9.0,22.1,42.2,31.4,214,695,III,70.0,0.412,0.000,0.139,0.094,0.000
BMW,3 Series E46,318i Saloon,M5,1895,Petrol,11.3,6.0,8.0,25.0,47.1,35.3,190,618,III,72.0,1.160,0.000,0.122,0.069,0.000
BMW,3 Series E46,318i Saloon,A4,1895,Petrol,13.0,6.9,9.2,21.7,40.9,30.7,220,711,III,72.0,0.814,0.000,0.111,0.098,0.000
BMW,3 Series E46,320i Saloon,M5,2171,Petrol,12.2,6.9,8.9,23.2,40.9,31.7,213,688,III,74.0,0.765,0.000,0.097,0.015,0.000
BMW,3 Series E46,320i Saloon,A5,2171,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,226,725,III,73.0,0.498,0.000,0.105,0.014,0.000
BMW,3 Series E46,320d Saloon,M5,1951,Diesel,7.7,4.5,5.7,36.7,62.8,49.6,152,451,III,73.0,0.245,0.460,0.000,0.411,0.035
BMW,3 Series E46,325i Saloon,M5,2494,Petrol,12.8,6.9,9.0,22.1,40.9,31.4,217,695,III,73.0,0.494,0.000,0.079,0.017,0.000
BMW,3 Series E46,325i Saloon,A5,2494,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,229,735,III,72.0,0.255,0.000,0.086,0.013,0.000
BMW,3 Series E46,330i Saloon,M5,2979,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,704,III,75.0,0.269,0.000,0.048,0.009,0.000
BMW,3 Series E46,330i Saloon,A5,2979,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,230,742,III,74.0,0.447,0.000,0.062,0.013,0.000
BMW,3 Series E46,330d Saloon,M5,2926,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,178,530,III,73.0,0.323,0.492,0.000,0.437,0.033
BMW,3 Series E46,330d Saloon,A5,2926,Diesel,11.1,6.2,8.0,25.4,45.6,35.3,213,634,III,73.0,0.114,0.483,0.000,0.464,0.030
BMW,3 Series E46,318i Touring,M5,1895,Petrol,11.4,6.3,8.2,24.8,44.8,34.4,195,634,III,72.0,1.160,0.000,0.122,0.069,0.000
BMW,3 Series E46,318i Touring,A4,1895,Petrol,13.4,7.1,9.4,21.1,39.8,30.1,224,725,III,72.0,0.814,0.000,0.111,0.098,0.000
BMW,3 Series E46,320i Touring,M5,2171,Petrol,12.5,6.9,9.0,22.6,40.9,31.4,216,695,III,74.0,0.765,0.000,0.097,0.015,0.000
BMW,3 Series E46,320i Touring,A5,2171,Petrol,13.3,7.4,9.6,21.2,38.2,29.4,230,742,III,73.0,0.498,0.000,0.105,0.014,0.000
BMW,3 Series E46,320d Touring,M5,1951,Diesel,7.8,4.7,5.9,36.2,60.1,47.9,156,467,III,73.0,0.245,0.460,0.000,0.411,0.035
BMW,3 Series E46,325i Touring,M5,2494,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,221,711,III,73.0,0.494,0.000,0.079,0.017,0.000
BMW,3 Series E46,325i Touring,A5,2494,Petrol,13.6,7.4,9.7,20.8,38.2,29.1,232,750,III,72.0,0.255,0.000,0.086,0.013,0.000
BMW,3 Series E46,330i Touring,M5,2979,Petrol,12.9,7.1,9.3,21.9,39.8,30.4,222,718,III,75.0,0.269,0.000,0.048,0.009,0.000
BMW,3 Series E46,330i Touring,A5,2979,Petrol,14.2,7.2,9.8,19.9,39.2,28.8,235,758,III,74.0,0.447,0.000,0.062,0.013,0.000
BMW,3 Series E46,330d Touring,M5,2926,Diesel,9.6,5.5,7.0,29.4,51.4,40.4,186,554,III,73.0,0.323,0.492,0.000,0.437,0.033
BMW,3 Series E46,330d Touring,A5,2926,Diesel,11.3,6.3,8.1,25.0,44.8,34.9,216,641,III,73.0,0.114,0.483,0.000,0.464,0.030
BMW,5 Series E39,520i Saloon,M5,2171,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,213,695,III,73.0,1.171,0.000,0.093,0.008,0.000
BMW,5 Series E39,520i Saloon,A5,2171,Petrol,13.5,7.8,9.9,20.9,36.2,28.5,237,766,III,70.0,0.832,0.000,0.091,0.005,0.000
BMW,5 Series E39,525i Saloon,M5,2494,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,225,725,III,72.0,0.441,0.000,0.057,0.016,0.000
BMW,5 Series E39,525i Saloon,A5,2494,Petrol,14.4,7.9,10.3,19.6,35.8,27.4,247,796,III,71.0,0.382,0.000,0.045,0.006,0.000
BMW,5 Series E39,525d Saloon,M5,2497,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,179,530,III,73.0,0.265,0.502,0.000,0.445,0.047
BMW,5 Series E39,525d Saloon,A5,2497,Diesel,11.1,6.4,8.1,25.4,44.1,34.9,216,641,III,73.0,0.173,0.466,0.000,0.433,0.046
BMW,5 Series E39,530i Saloon,M5,2979,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,229,735,III,73.0,0.356,0.000,0.042,0.013,0.000
BMW,5 Series E39,530i Saloon,A5,2979,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,257,827,III,72.0,0.460,0.000,0.060,0.012,0.000
BMW,5 Series E39,530d Saloon,M5,2926,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,562,III,74.0,0.075,0.463,0.000,0.436,0.036
BMW,5 Series E39,530d Saloon,A5,2926,Diesel,11.8,6.3,8.3,23.9,44.8,34.0,221,658,III,71.0,0.263,0.456,0.000,0.414,0.033
BMW,5 Series E39,535i Saloon,M5,3498,Petrol,17.5,8.5,11.8,16.1,33.2,23.9,283,913,III,74.0,0.486,0.000,0.125,0.052,0.000
BMW,5 Series E39,535i Saloon,A5,3498,Petrol,17.7,8.6,11.9,16.0,32.8,23.7,286,921,III,71.0,0.374,0.000,0.135,0.089,0.000
BMW,5 Series E39,540i Saloon,M6,4398,Petrol,18.4,8.8,12.3,15.4,32.1,23.0,295,949,III,73.0,0.657,0.000,0.073,0.058,0.000
BMW,5 Series E39,540i Saloon,A5,4398,Petrol,18.2,8.9,12.3,15.5,31.7,23.0,295,949,III,73.0,0.450,0.000,0.108,0.084,0.000
BMW,5 Series E39,M5 Saloon,M6,4941,Petrol,22.3,9.8,14.4,12.7,28.8,19.6,346,1113,III,75.0,1.249,0.000,0.108,0.104,0.000
BMW,5 Series E39,520i Touring,M5,2171,Petrol,12.8,7.5,9.5,22.1,37.7,29.7,228,735,III,73.0,1.171,0.000,0.093,0.008,0.000
BMW,5 Series E39,520i Touring,A5,2171,Petrol,13.7,7.9,10.1,20.6,35.8,28.0,242,779,III,70.0,0.832,0.000,0.091,0.005,0.000
BMW,5 Series E39,525i Touring,M5,2494,Petrol,13.4,7.7,9.8,21.1,36.7,28.8,235,758,III,72.0,0.441,0.000,0.057,0.016,0.000
BMW,5 Series E39,525i Touring,A5,2494,Petrol,14.7,8.0,10.5,19.2,35.3,26.9,252,811,III,71.0,0.382,0.000,0.045,0.006,0.000
BMW,5 Series E39,525d Touring,M5,2497,Diesel,9.5,5.6,7.0,29.7,50.4,40.4,187,554,III,73.0,0.265,0.502,0.000,0.445,0.047
BMW,5 Series E39,525d Touring,A5,2497,Diesel,11.5,6.3,8.2,24.6,44.8,34.4,219,650,III,73.0,0.173,0.466,0.000,0.433,0.046
BMW,5 Series E39,530i Touring,M5,2979,Petrol,13.7,7.7,9.9,20.6,36.7,28.5,238,766,III,73.0,0.356,0.000,0.042,0.013,0.000
BMW,5 Series E39,530i Touring,A5,2979,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,261,843,III,72.0,0.460,0.000,0.060,0.012,0.000
BMW,5 Series E39,530d Touring,M5,2926,Diesel,9.6,5.9,7.3,29.4,47.9,38.7,194,578,III,74.0,0.075,0.463,0.000,0.436,0.036
BMW,5 Series E39,530d Touring,A5,2926,Diesel,11.6,6.7,8.5,24.4,42.2,33.2,226,674,III,71.0,0.263,0.456,0.000,0.414,0.033
BMW,5 Series E39,540i Touring,M6,4398,Petrol,18.7,9.0,12.6,15.1,31.4,22.4,302,974,III,73.0,0.657,0.000,0.073,0.058,0.000
BMW,5 Series E39,540i Touring,A5,4398,Petrol,18.9,9.2,12.8,14.9,30.7,22.1,307,987,III,73.0,0.450,0.000,0.108,0.084,0.000
BMW,X5 Series E53,X5 3.0i,M5,2979,Petrol,17.4,10.0,12.7,16.2,28.2,22.2,305,983,III,76.0,0.535,0.000,0.054,0.029,0.000
BMW,X5 Series E53,X5 3.0i,A5,2979,Petrol,17.5,10.3,12.9,16.1,27.4,21.9,310,996,III,74.0,0.582,0.000,0.065,0.015,0.000
BMW,X5 Series E53,X5 4.4i,A5,4398,Petrol,18.8,11.1,13.9,15.0,25.4,20.3,335,1075,III,75.0,0.806,0.000,0.127,0.088,0.000
BMW,7 Series E38,728i Saloon,A5,2793,Petrol,17.2,7.9,11.3,16.4,35.8,25.0,272,873,III,73.0,0.981,0.000,0.169,0.118,0.000
BMW,7 Series E38,735i Saloon,A5,3498,Petrol,18.3,9.0,12.4,15.4,31.4,22.8,298,957,III,73.0,0.374,0.000,0.135,0.089,0.000
BMW,7 Series E38,740i Saloon,A5,4398,Petrol,19.1,9.1,12.8,14.8,31.0,22.1,307,987,III,72.0,0.450,0.000,0.108,0.084,0.000
BMW,7 Series E38,740iL Saloon,A5,4398,Petrol,19.4,9.4,13.1,14.6,30.1,21.6,314,1010,III,72.0,0.450,0.000,0.108,0.084,0.000
BMW,7 Series E38,750i Saloon,A5,5379,Petrol,21.5,9.5,13.9,13.1,29.7,20.3,333,1075,III,72.0,1.549,0.000,0.095,0.055,0.000
BMW,7 Series E38,750iL Saloon,A5,5379,Petrol,22.0,9.6,14.1,12.8,29.4,20.0,338,1091,III,72.0,1.549,0.000,0.095,0.055,0.000
BMW,Z8 Series E52,Z8,M6,4941,Petrol,22.3,10.6,14.9,12.7,26.6,19.0,358,1148,III,75.0,1.249,0.000,0.108,0.104,0.000
CADILLAC,Seville STS Model Year 2000,4.6L V8 (LD8),A4,4565,Petrol,18.3,10.2,13.2,15.4,26.0,27.8,313,785,III,72.0,0.919,0.177,0.131,0.046,0.000
CADILLAC,Seville STS Model Year 2000,4.6L V8 (LS7),A4,4565,Petrol,19.1,10.9,13.9,14.8,26.0,20.3,330,1075,III,72.0,1.441,0.220,0.161,0.059,0.000
CHEVROLET,Blazer,4.3L V6,M5,4300,Petrol,19.6,10.7,14.0,14.4,26.5,20.2,333,1080,III,74.0,1.139,0.099,0.065,0.034,0.000
CHEVROLET,Blazer,4.3L V6,A4,4300,Petrol,19.1,11.1,14.0,14.8,25.4,20.2,335,1080,III,74.0,0.706,0.162,0.084,0.780,0.000
CHEVROLET,Corvette,5.7L V8,M6,5666,Petrol,19.4,9.5,13.1,14.6,29.7,21.6,314,1010,III,75.0,0.734,0.140,0.073,0.067,0.000
CHEVROLET,Corvette,5.7L V8,A4,5666,Petrol,17.3,9.1,12.1,16.3,31.0,23.3,290,937,III,74.0,0.238,0.071,0.043,0.028,0.000
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),2.5L,M5,2464,Petrol,15.4,9.3,11.6,18.3,30.4,24.4,275,894,III,74.0,0.831,0.187,0.075,0.112,0.000
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),4.0L,M5,3960,Petrol,19.0,9.7,13.1,14.9,29.1,21.6,311,1010,III,74.0,0.954,0.176,0.089,0.089,0.000
CHRYSLER JEEP,Jeep Wrangler (01 Model Year),4.0L,A3,3960,Petrol,20.2,11.5,14.7,14.0,24.6,19.2,350,1136,III,72.0,0.804,0.252,0.118,0.120,0.000
CHRYSLER JEEP,Jeep Cherokee (00 Model Year),4.0L,A4,3960,Petrol,20.3,11.0,14.4,13.9,25.7,19.6,341,1113,III,74.0,1.180,0.220,0.130,0.090,0.000
CHRYSLER JEEP,Jeep Grand Cherokee (01 Model Year),4.0L,A4,3956,Petrol,21.3,12.0,15.4,13.3,23.5,18.3,366,1192,III,71.0,1.653,0.270,0.156,0.114,0.000
CHRYSLER JEEP,Jeep Grand Cherokee (01 Model Year),4.7L,A4,4701,Petrol,22.5,13.6,16.8,12.6,20.8,16.8,400,1299,III,73.0,1.435,0.165,0.137,0.028,0.000
CHRYSLER JEEP,Jeep Grand Cherokee (01 Model Year),3.1Td,A4,3124,Diesel,14.9,9.7,11.7,19.0,29.1,24.1,308,928,III,75.0,0.042,1.023,0.010,1.013,0.077
CHRYSLER JEEP,Chrysler Neon (01 Model Year),2.0L SOHC,A3,1996,Petrol,11.8,7.1,8.9,23.9,39.8,31.7,208,688,III,71.0,0.564,0.156,0.090,0.066,0.000
CHRYSLER JEEP,Chrysler Neon (01 Model Year),2.0L SOHC,M5,1996,Petrol,10.9,6.3,8.0,25.9,44.8,35.3,188,618,III,72.0,0.801,0.156,0.094,0.062,0.000
CHRYSLER JEEP,Chrysler Neon (01 Model Year),2.0L SOHC,A4,1996,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,216,711,III,71.0,0.491,0.137,0.092,0.045,0.000
CHRYSLER JEEP,Chrysler PT Cruiser (01 Model Year),2.0L DOHC,M5,1996,Petrol,10.8,6.9,8.4,26.2,40.9,33.6,196,649,III,73.0,1.085,0.101,0.088,0.013,0.000
CHRYSLER JEEP,Chrysler PT Cruiser (01 Model Year),2.0L DOHC,A4,1996,Petrol,13.1,7.9,9.8,21.6,35.8,28.8,232,758,III,72.0,1.050,0.130,0.095,0.035,0.000
CITROEN,Saxo,Saxo 1.1i,M5,1124,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,145,471,III,73.0,0.379,0.000,0.118,0.020,0.000
CITROEN,Saxo,Saxo 1.4i,M5,1360,Petrol,8.2,5.0,6.2,34.4,56.5,45.6,148,479,III,72.5,0.347,0.000,0.088,0.019,0.000
CITROEN,Saxo,Saxo 1.4i Furio,M5,1360,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,152,495,III,72.8,0.256,0.000,0.058,0.030,0.000
CITROEN,Saxo,Saxo 1.6i VTR,M5,1587,Petrol,8.8,5.5,6.7,32.1,51.4,42.1,159,518,III,74.0,0.540,0.000,0.074,0.020,0.000
CITROEN,Saxo,Saxo 1.6i 16v VTS,M5,1587,Petrol,12.6,6.2,8.5,22.4,45.5,33.2,201,657,III,73.4,1.418,0.000,0.068,0.046,0.000
CITROEN,Saxo,Saxo 1.5 D,M5,1527,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,138,412,III,73.8,0.344,0.403,0.000,0.360,0.023
CITROEN,Berlingo Multispace,Berlingo Multispace 1.4i,M5,1360,Petrol,8.9,6.0,7.1,31.7,47.1,40.0,168,546,III,73.2,0.742,0.000,0.121,0.019,0.000
CITROEN,Berlingo Multispace,Berlingo Multispace 1.9D,M5,1888,Diesel,8.7,5.8,6.9,32.4,48.7,41.0,181,546,III,72.7,0.248,0.416,0.000,0.392,0.031
CITROEN,Berlingo Multispace,Berlingo Multispace 2.0 HDi,M5,1997,Diesel,7.3,5.0,5.8,38.7,56.5,48.7,154,459,III,73.8,0.309,0.438,0.000,0.404,0.034
CITROEN,Xsara,Xsara 1.4i,M5,1360,Petrol,9.2,5.4,6.7,30.7,52.3,42.2,159,517,III,73.5,0.984,0.000,0.119,0.030,0.000
CITROEN,Xsara,Xsara 1.4i Estate,M5,1360,Petrol,9.2,5.4,6.7,30.7,52.3,42.2,159,517,III,73.5,0.984,0.000,0.119,0.030,0.000
CITROEN,Xsara,Xsara 1.6i 16v,M5,1587,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,160,534,III,72.1,0.901,0.000,0.079,0.037,0.000
CITROEN,Xsara,Xsara 1.6i 16v Estate,M5,1587,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,160,534,III,72.1,0.901,0.000,0.079,0.037,0.000
CITROEN,Xsara,Xsara  2.0i 16v,M5,1997,Petrol,11.4,5.6,7.7,24.8,50.4,36.7,184,595,III,72.0,0.192,0.000,0.048,0.036,0.000
CITROEN,Xsara,Xsara  2.0i 16v Coupé,M5,1998,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,215,718,III,73.9,0.925,0.000,0.132,0.055,0.000
CITROEN,Xsara,Xsara 1.9D,M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,490,III,73.6,0.068,0.453,0.000,0.442,0.032
CITROEN,Xsara,Xsara 1.9D Estate,M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,490,III,73.6,0.068,0.453,0.000,0.442,0.032
CITROEN,Xsara,Xsara 2.0 HDi 90hp,M5,1997,Diesel,7.3,4.2,5.4,38.7,67.3,52.3,141,428,III,72.2,0.173,0.367,0.000,0.343,0.034
CITROEN,Xsara,Xsara 2.0 HDi 90hp Coupé,M5,1997,Diesel,7.3,4.2,5.4,38.7,67.3,52.3,141,428,III,71.3,0.173,0.367,0.000,0.343,0.034
CITROEN,Xsara,Xsara 2.0 HDi 90hp Estate,M5,1997,Diesel,7.5,4.3,5.5,37.7,65.7,51.4,144,435,III,72.2,0.174,0.410,0.000,0.382,0.041
CITROEN,Xsara Picasso,Picasso 1.6i,M5,1587,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,178,579,III,74.0,0.935,0.000,0.121,0.025,0.000
CITROEN,Xsara Picasso,Picasso 1.8i 16v,M5,1749,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,187,595,III,74.0,0.765,0.000,0.082,0.077,0.000
CITROEN,Xsara Picasso,Picasso 2.0 HDi,M5,1997,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,147,435,III,72.0,0.419,0.375,0.000,0.339,0.032
CITROEN,Xantia,Xantia 1.8i 16v,M5,1761,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,195,634,III,72.2,0.247,0.000,0.049,0.014,0.000
CITROEN,Xantia,Xantia 1.8i 16v Estate,M5,1761,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,198,657,III,72.2,0.247,0.000,0.038,0.016,0.000
CITROEN,Xantia,Xantia 2.0 HDi 110hp,M5,1997,Diesel,7.5,4.6,5.6,37.6,61.4,50.4,154,444,III,72.3,0.384,0.421,0.000,0.388,0.030
CITROEN,Xantia,Xantia 2.0 HDi 110hp Estate,M5,1997,Diesel,7.6,4.6,5.7,37.2,61.4,49.5,159,452,III,72.3,0.409,0.443,0.000,0.404,0.032
CITROEN,Synergie,Synergie 2.0i 16v,M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,711,III,72.3,0.396,0.000,0.042,0.098,0.000
CITROEN,Synergie,Synergie 2.0i 16v,A4,1997,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,232,750,III,73.6,0.497,0.000,0.079,0.035,0.000
DAEWOO CARS,Matiz,SE (SOHC),M5,796,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,161,471,III,70.9,0.670,0.000,0.080,0.080,0.000
DAEWOO CARS,Matiz,SE+ (SOHC),M5,796,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,161,471,III,70.9,0.670,0.000,0.080,0.080,0.000
DAEWOO CARS,Lanos,1.4 S (SOHC),M5,1349,Petrol,10.0,5.5,7.2,28.3,51.4,39.2,204,557,III,70.7,1.030,0.000,0.050,0.050,0.000
DAEWOO CARS,Lanos,1.4 SE (SOHC),M5,1349,Petrol,10.0,5.5,7.2,28.3,51.4,39.2,204,557,III,70.7,1.030,0.000,0.050,0.050,0.000
DAEWOO CARS,Lanos,1.6 SX (DOHC),M5,1598,Petrol,11.1,6.0,7.9,25.5,47.1,35.8,206,610,III,72.9,0.730,0.000,0.110,0.020,0.000
DAEWOO CARS,Lanos,1.6 SX (DOHC),A4,1598,Petrol,11.7,6.0,8.1,24.1,47.1,34.9,223,625,III,73.2,0.320,0.000,0.080,0.020,0.000
DAEWOO CARS,Nubira,1.6 SE (DOHC),M5,1598,Petrol,11.3,6.4,8.2,25.0,44.1,34.5,208,632,III,71.9,0.890,0.000,0.090,0.070,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),M5,1998,Petrol,11.6,6.8,8.5,24.4,41.5,33.2,235,657,III,69.9,1.460,0.000,0.090,0.060,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),A4,1998,Petrol,14.6,7.5,10.1,19.4,37.7,28.0,250,779,III,67.7,1.140,0.000,0.080,0.080,0.000
DAEWOO CARS,Nubira,1.6 SE Estate (DOHC),M5,1598,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,208,625,III,71.9,1.210,0.000,0.070,0.010,0.000
DAEWOO CARS,Nubira,2.0 CDX Estate (DOHC),M5,1998,Petrol,11.7,6.7,8.5,24.1,42.2,33.2,235,657,III,69.9,1.800,0.000,0.110,0.060,0.000
DAEWOO CARS,Nubira,2.0 CDX Estate (DOHC),A4,1998,Petrol,14.5,7.5,10.1,19.5,37.7,28.0,250,779,III,67.7,1.070,0.000,0.080,0.080,0.000
DAEWOO CARS,Leganza,2.0 SX (DOHC),M5,1998,Petrol,12.9,7.0,9.2,21.9,40.4,30.7,240,711,III,72.0,0.970,0.000,0.130,0.020,0.000
DAEWOO CARS,Leganza,2.0 SX (DOHC),A4,1998,Petrol,14.7,7.0,9.9,19.2,40.4,28.5,260,766,III,71.0,0.650,0.000,0.120,0.020,0.000
DAEWOO CARS,Leganza,2.0 CDX (DOHC),M5,1998,Petrol,12.9,7.0,9.2,21.9,40.4,30.7,240,711,III,72.0,0.970,0.000,0.130,0.020,0.000
DAEWOO CARS,Leganza,2.0 CDX (DOHC),A4,1998,Petrol,14.7,7.0,9.9,19.2,40.4,28.5,260,766,III,71.0,0.650,0.000,0.120,0.020,0.000
DAEWOO CARS,Tacuma,1.8 SX (DOHC),M5,1761,Petrol,12.0,7.2,9.0,23.5,39.2,31.4,226,695,III,71.0,1.340,0.000,0.060,0.040,0.000
DAEWOO CARS,Tacuma,2.0 CDX (DOHC),M5,1998,Petrol,12.0,7.2,9.0,23.5,39.2,31.4,236,695,III,73.1,1.000,0.000,0.070,0.050,0.000
DAEWOO CARS,Tacuma,2.0 CDX (DOHC),A4,1998,Petrol,15.1,8.2,10.8,18.7,34.5,26.2,265,833,III,71.8,0.840,0.000,0.090,0.070,0.000
DAIHATSU,Cuore,Cuore L701 1.0L EFi (From VIN 036101),M5,989,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,124,394,III,70.8,0.534,0.060,0.052,0.008,0.000
DAIHATSU,Cuore,Cuore L701 1.0L EFi (From VIN 036101),A3,989,Petrol,7.7,5.8,6.5,36.7,48.7,43.5,157,502,III,70.0,0.996,0.084,0.065,0.019,0.000
DAIHATSU,Terios,Terios J102 1.3L EFi 4WD,M5,1298,Petrol,9.4,6.8,7.7,30.1,41.5,36.7,183,595,III,71.0,0.713,0.094,0.078,0.016,0.000
DAIHATSU,Terios,Terios J102 1.3L EFi 4WD,A4,1298,Petrol,10.8,7.2,8.4,26.2,39.2,33.6,200,649,III,65.0,0.637,0.097,0.079,0.018,0.000
DAIHATSU,Sirion,Sirion M100 1.0L EFi (From VIN 538946),M5,989,Petrol,6.7,4.7,5.5,42.2,60.1,51.4,129,425,III,70.0,0.736,0.085,0.063,0.022,0.000
DAIHATSU,Sirion,Sirion M100 1.0L EFi (From VIN 538946),A4,989,Petrol,7.6,5.3,6.2,37.2,53.3,45.6,145,479,III,69.0,0.904,0.084,0.106,0.062,0.000
