Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
FIAT,Doblo,1.3 16v MultiJet (85 bhp) High Roof,M5,1248,Diesel,6.8,4.9,5.6,41.5,57.6,50.4,148,1223,72,0.134,,0.217,0.238,0.002
FIAT,Doblo,1.9 MultiJet (105 bhp) Low Roof,M5,1910,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,153,1266,72.5,0.28,,0.243,0.3,0.015
FIAT,Doblo,1.9 MultiJet (120 bhp) Low Roof and Family,M5,1910,Diesel,7.5,5.2,6.1,37.7,54.3,46.3,160,1331,72.5,0.145,,0.211,0.236,0.003
FIAT,Doblo,1.9 MultiJet (120 bhp) High Roof,M5,1910,Diesel,7.7,5.3,6.2,36.7,53.3,45.6,163,1352,72.5,0.145,,0.211,0.236,0.003
FIAT,Scudo,Combi 1.6 MultiJet 5 seat,M5,1560,Diesel,8.4,6.6,7.2,33.6,42.8,39.2,191,1573,74.4,0.111,,0.325,0.35,0.037
FIAT,Scudo,Combi 2.0 MultiJet 120 8 seat,M6,1997,Diesel,9.3,6.5,7.5,30.4,43.5,37.7,198,1635,74.9,0.392,,0.266,0.301,0.034
FIAT,Scudo,Combi 2.0 MultiJet 120 lwb 5/6 seat,M6,1997,Diesel,9.2,6.4,7.4,30.7,44.1,38.2,196,1614,74.9,0.392,,0.266,0.301,0.034
FIAT,Scudo,Panorama Family 2.0 MultiJet 120 short wheelbase,M6,1997,Diesel,9.1,6.3,7.2,31,44.8,39.2,194,1573,74.9,0.392,,0.266,0.301,0.034
FIAT,Scudo,Panorama Family 2.0 MultiJet 120 long wheelbase,M6,1997,Diesel,9.2,6.4,7.4,30.7,44.1,38.2,196,1614,74.9,0.392,,0.266,0.301,0.034
FIAT,Scudo,Panorama Family 2.0 MultiJet 140 short wheelbase,M6,1997,Diesel,9.2,6.4,7.4,30.7,44.1,38.2,196,1614,73.8,0.086,,0.311,0.323,0.001
FIAT,Scudo,Panorama Family 2.0 MultiJet 140 long wheelbase,M6,1997,Diesel,9.3,6.5,7.5,30.4,43.5,37.7,198,1635,73.8,0.086,,0.311,0.323,0.001
FIAT,Ducato,Combi 2.2 MultiJet 100,M5,2198,Diesel,8.2,6.8,7.3,34.4,41.5,38.7,193,1593,75,0.41,,0.358,0.399,0.041
FIAT,Ducato,Combi 2.3 MultiJet 120 short wheelbase,M6,2287,Diesel,8.3,6.5,7.2,34,43.5,39.2,190,1573,72,0.091,,0.352,0.396,0.053
FIAT,Ducato,Combi 2.3 MultiJet 120 medium wheelbase High Roof,M6,2287,Diesel,8.8,6.8,7.5,32.1,41.5,37.7,199,1635,72,0.091,,0.352,0.396,0.053
FORD,"Ka, 2006 Model Year",1.3 Duratec - no AC (13 inch tyre),M5,1299,Petrol,8.2,4.7,5.9,34.4,60.1,47.9,141,1207,71,0.325,0.082,0.043,,
FORD,"Ka, 2006 Model Year",1.3 Duratec - no AC (14 inch tyre),M5,1299,Petrol,8.4,4.9,6.2,33.6,57.6,45.6,147,1268,71,0.325,0.082,0.043,,
FORD,"Ka, 2006 Model Year",1.3 Duratec - with AC (13 inch tyre),M5,1299,Petrol,8.7,4.9,6.3,32.5,57.6,44.8,150,1291,71,0.308,0.066,0.051,,
FORD,"Ka, 2006 Model Year",1.3 Duratec - with AC (14 inch tyre),M5,1299,Petrol,8.9,5.1,6.5,31.7,55.4,43.5,154,1329,71,0.308,0.066,0.051,,
FORD,"Ka, 2006 Model Year",1.6 Duratec Sportka,M5,1597,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1554,74,0.547,0.046,0.039,,
FORD,"Fiesta, 2008 Model Year Onwards",1.25 Duratec (75PS),M5,1242,Petrol,7.8,4.7,5.8,36.2,60.1,48.7,139,1187,72,0.308,0.059,0.027,,
FORD,"Fiesta, 2008 Model Year Onwards",1.4 Duratec (80PS),M5,1388,Petrol,8.3,5,6.2,34,56.5,45.6,147,1268,71,0.432,0.056,0.036,,
FORD,"Fiesta, 2008 Model Year Onwards",1.4 Duratec (80PS),ASM  ,1388,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,145,1249,71,0.245,0.044,0.065,,
FORD,"Fiesta, 2008 Model Year Onwards",1.6 Duratec (100PS) - 4.06 FDR,M5,1596,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,154,1329,71,0.292,0.049,0.034,,
FORD,"Fiesta, 2008 Model Year Onwards",1.6 Duratec (100PS) - 4.25 FDR,M5,1596,Petrol,8.8,5.1,6.4,32.1,55.4,44.1,153,1311,71,0.226,0.059,0.06,,
FORD,"Fiesta, 2008 Model Year Onwards",1.6 Duratec (100PS),A4,1596,Petrol,10.2,5.8,7.4,27.7,48.7,38.2,176,1514,70,0.489,0.075,0.062,,
FORD,"Fiesta, 2008 Model Year Onwards",2.0 Duratec (150PS),M5,1999,Petrol,10.4,5.7,7.4,27.2,49.6,38.2,177,1514,74,0.346,0.086,0.031,,
FORD,"Fiesta, 2008 Model Year Onwards",1.4 Duratorq TDCi (68PS),M5,1399,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,70,0.087,,0.203,0.237,0.023
FORD,"Fiesta, 2008 Model Year Onwards",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.2,3.9,4.4,54.3,72.4,64.2,116,960,71,0.173,,0.192,0.207,0.02
FORD,"Fusion, 2008½ Model Year Onwards",1.4 Duratec (80PS),M5,1388,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,154,1329,71,0.311,0.044,0.053,,
FORD,"Fusion, 2008½ Model Year Onwards",1.4 Duratec (80PS),ASM  ,1388,Petrol,8.5,5,6.3,33.2,56.5,44.8,149,1291,71,0.245,0.044,0.065,,
FORD,"Fusion, 2008½ Model Year Onwards",1.6 Duratec (100PS),M5,1596,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,157,1351,71,0.226,0.059,0.06,,
FORD,"Fusion, 2008½ Model Year Onwards",1.6 Duratec (100PS),A4,1596,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,181,1554,70,0.489,0.075,0.062,,
FORD,"Fusion, 2008½ Model Year Onwards",1.4 Duratorq TDCi (68PS),M5,1399,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,120,982,71,0.053,,0.201,0.261,0.019
FORD,"Fusion, 2008½ Model Year Onwards",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.5,4,4.5,51.4,70.6,62.8,119,982,71,0.173,,0.192,0.207,0.02
FORD,"Focus, 2008¼ Model Year Onwards",1.4 Duratec (80PS) 3/5 Door Saloon,M5,1388,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1351,72,0.517,0.09,0.038,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec (100PS) 3/4/5 Door Saloon ,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1370,71,0.547,0.072,0.05,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec (100PS) Estate,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1370,71,0.547,0.072,0.05,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec (100PS) 3 Door Saloon,A4,1596,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,179,1534,70,0.25,0.071,0.06,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec (100PS) 4/5 Door Saloon,A4,1596,Petrol,10.6,6,7.7,26.6,47.1,36.7,184,1576,70,0.25,0.071,0.06,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec (100PS) Estate,A4,1596,Petrol,10.6,6,7.7,26.6,47.1,36.7,184,1576,70,0.25,0.071,0.06,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec Ti-VCT (115PS) 3/4/5 Door Saloon,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1351,70,0.314,0.085,0.036,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec Ti-VCT (115PS) Estate,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1351,70,0.314,0.085,0.036,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec Ti-VCT - Single Cat (115PS) 3/4/5 Door Saloon,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1351,71,0.58,0.078,0.031,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratec Ti-VCT - Single Cat (115PS) Estate,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1351,71,0.58,0.078,0.031,,
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratec (125PS) 3/5 Door Saloon,M5,1798,Petrol,9.5,5.6,7,29.7,50.4,40.4,167,1431,71,0.413,0.081,0.034,,
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratec (125PS) Estate,M5,1798,Petrol,9.5,5.6,7,29.7,50.4,40.4,167,1431,71,0.413,0.081,0.034,,
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratec Flexi-Fuel (125PS) 5 Door Saloon,M5,1798,Petrol/E85 (Flex Fuel),9.5,5.6,7,29.7,50.4,40.4,167,1431,71,0.413,0.081,0.034,,
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratec Flexi-Fuel (125PS) Estate,M5,1798,Petrol/E85 (Flex Fuel),9.5,5.6,7,29.7,50.4,40.4,167,1431,71,0.413,0.081,0.034,,
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratec (145PS) 3/4/5 Door Saloon,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1453,71,0.501,0.084,0.04,,
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratec (145PS) Estate,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1453,71,0.501,0.084,0.04,,
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratec (145PS) 3/4/5 Door Saloon,A4,1999,Petrol,11.2,6.1,8,25.2,46.3,35.3,189,1638,71,0.509,0.087,0.061,,
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratec (145PS) Estate,A4,1999,Petrol,11.2,6.1,8,25.2,46.3,35.3,189,1638,71,0.509,0.087,0.061,,
FORD,"Focus, 2008¼ Model Year Onwards",2.5 Duratec (225PS) 3/5 Door Saloon,M6,2521,Petrol,13.8,6.8,9.3,20.5,41.5,30.4,224,1902,74,0.456,0.066,0.03,,
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (90PS) 5 Door Saloon,M5,1560,Diesel,5.6,3.8,4.5,50.4,74.3,62.8,118,982,71,0.178,,0.205,0.221,0.019
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (90PS) Estate,M5,1560,Diesel,5.6,3.8,4.5,50.4,74.3,62.8,118,982,71,0.178,,0.205,0.221,0.019
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (90PS) 5 Door Saloon (ECO),M5,1560,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,114,938,71,0.204,,0.156,0.179,0.016
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (90PS) Estate (ECO),M5,1560,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,114,938,71,0.204,,0.156,0.179,0.016
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (109PS) 3/4/5 Door Saloon (+DPF),M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,70,0.186,,0.188,0.208,0.002
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (109PS) Estate (+DPF),M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,70,0.186,,0.188,0.208,0.002
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (ECO +DPF),M5,1560,Diesel,5.6,3.6,4.3,50.4,78.5,65.7,115,938,70,0.018,,0.21,0.219,0
FORD,"Focus, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (109PS) Estate (ECO +DPF),M5,1560,Diesel,5.6,3.6,4.3,50.4,78.5,65.7,115,938,70,0.018,,0.21,0.219,0
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (115PS) 4 Door Saloon,M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1157,71,0.346,,0.246,0.29,0.012
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (115PS) 3/5 Door Saloon,M5,1753,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,137,1135,71,0.346,,0.246,0.29,0.012
FORD,"Focus, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (115PS) Estate,M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1157,71,0.346,,0.246,0.29,0.012
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (110PS) 3/4/5 Door Saloon (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1266,68,0.049,,0.202,0.211,0.001
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (110PS) Estate (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1266,68,0.049,,0.202,0.211,0.001
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon,M6,1997,Diesel,7,4.5,5.5,40.4,62.8,51.4,144,1199,72,0.257,,0.14,0.167,0.02
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) 4 Door Saloon,M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1223,72,0.257,,0.14,0.167,0.02
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) Estate,M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1223,72,0.257,,0.14,0.167,0.02
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon (+DPF),M6,1997,Diesel,7,4.5,5.5,40.4,62.8,51.4,144,1199,72,0.056,,0.208,0.22,0.003
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) 3/4/5 Door Saloon (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1266,68,0.049,,0.202,0.211,0.001
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) 4 Door Saloon (+DPF),M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1223,72,0.056,,0.208,0.22,0.003
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) Estate (+DPF),M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1223,72,0.056,,0.208,0.22,0.003
FORD,"Focus, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) Estate (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1266,68,0.049,,0.202,0.211,0.001
FORD,"Focus Coupé-Cabriolet, 2007 Model Year Onwards",1.6 Duratec (100PS),M5,1596,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,169,1453,71,0.547,0.072,0.05,,
FORD,"Focus Coupé-Cabriolet, 2007 Model Year Onwards",2.0 Duratec (145PS),A4,1999,Petrol,11.8,6.3,8.3,23.9,44.8,34,199,1701,74,0.509,0.087,0.061,,
FORD,"Focus Coupé-Cabriolet, 2007 Model Year Onwards",2.0 Duratec (145PS),M5,1999,Petrol,10.6,5.7,7.5,26.6,49.6,37.7,179,1534,74,0.501,0.084,0.04,,
FORD,"Focus Coupé-Cabriolet, 2007 Model Year Onwards",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,156,1287,72,0.056,,0.208,0.22,0.003
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.6 Duratec (100PS),M5,1596,Petrol,8.9,5.7,6.9,31.7,49.6,40.9,164,1414,71,0.547,0.072,0.05,,
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.8 Duratec (125PS),M5,1798,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,169,1453,71,0.413,0.081,0.034,,
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.8 Duratec Flexi-Fuel (125PS),M5,1798,Petrol/E85 (Flex Fuel),9.6,5.6,7.1,29.4,50.4,39.8,169,1453,71,0.413,0.081,0.034,,
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratec (145PS),M5,1999,Petrol,9.9,5.5,7.2,28.5,51.4,39.2,171,1475,71,0.501,0.084,0.04,,
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratec (145PS),A4,1999,Petrol,11.2,6.2,8,25.2,45.6,35.3,189,1638,71,0.509,0.087,0.061,,
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.9,4,4.7,47.9,70.6,60.1,124,1026,71,0.178,,0.205,0.221,0.019
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.6 Duratorq TDCi (109PS),M5,1560,Diesel,6.1,4,4.8,46.3,70.6,58.9,126,1047,70,0.186,,0.188,0.208,0.002
FORD,"Focus C-Max, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (115PS),M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,143,1179,71,0.346,,0.246,0.29,0.012
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (110PS) (+DPF),A6,1997,Diesel,8,4.8,5.9,35.3,58.9,47.9,159,1287,68,0.049,,0.202,0.211,0.001
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS),M6,1997,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,149,1243,72,0.257,,0.14,0.167,0.02
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,149,1243,72,0.056,,0.208,0.22,0.003
FORD,"Focus C-Max, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (136PS) (+DPF),A6,1997,Diesel,8,4.8,5.9,35.3,58.9,47.9,159,1287,68,0.049,,0.202,0.211,0.001
FORD,"Kuga, 2008½ Model Year Onwards",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,8,5.3,6.3,35.3,53.3,44.8,165,1376,72,0.068,,0.22,0.236,0.001
FORD,"Kuga, 2008½ Model Year Onwards",2.0 Duratorq TDCi (136PS) (+DPF),M6-AWD,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1398,72,0.068,,0.22,0.236,0.001
FORD,"Mondeo, 2008¼ Model Year Onwards",1.6 Duratec (110PS) Saloon,M5,1596,Petrol,10,5.6,7.2,28.2,50.4,39.2,172,1475,72,0.576,0.095,0.061,,
FORD,"Mondeo, 2008¼ Model Year Onwards",1.6 Duratec (110PS) Estate,M5,1596,Petrol,10,5.6,7.2,28.2,50.4,39.2,172,1475,72,0.576,0.095,0.061,,
FORD,"Mondeo, 2008¼ Model Year Onwards",1.6 Duratec (125PS) Saloon,M5,1596,Petrol,10.3,5.7,7.4,27.4,49.6,38.2,177,1514,72,0.576,0.095,0.061,,
FORD,"Mondeo, 2008¼ Model Year Onwards",1.6 Duratec (125PS) Estate,M5,1596,Petrol,10.3,5.7,7.4,27.4,49.6,38.2,177,1514,72,0.576,0.095,0.061,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratec (145PS) Saloon,M5,1999,Petrol,11.2,6,7.9,25.2,47.1,35.8,189,1615,72,0.506,0.064,0.052,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratec (145PS) Estate,M5,1999,Petrol,11.2,6,7.9,25.2,47.1,35.8,189,1615,72,0.506,0.064,0.052,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratec Flexi-Fuel (145PS) Saloon,M5,1999,Petrol/E85 (Flex Fuel),11.2,6,7.9,25.2,47.1,35.8,189,1615,72,0.399,0.034,0.026,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratec Flexi-Fuel (145PS) Estate,M5,1999,Petrol/E85 (Flex Fuel),11.2,6,7.9,25.2,47.1,35.8,189,1615,72,0.399,0.034,0.026,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.3 Duratec (160PS) Saloon,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,1902,70,0.476,0.057,0.063,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.3 Duratec (160PS) Estate,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,1902,70,0.476,0.057,0.063,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.5 Duratec (220PS) Saloon,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,1902,71,0.374,0.058,0.024,,
FORD,"Mondeo, 2008¼ Model Year Onwards",2.5 Duratec (220PS) Estate,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,1902,71,0.374,0.058,0.024,,
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (100PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1223,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (100PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1243,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1223,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Saloon (ECO),M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1157,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1243,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Estate (ECO),M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,69,0.275,,0.235,0.258,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Saloon,M6,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1266,69,0.344,,0.226,0.256,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",1.8 Duratorq TDCi (125PS) Estate,M6,1753,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1287,69,0.344,,0.226,0.256,0.023
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (130PS) Saloon,A6,1997,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1549,70,0.026,,0.216,0.222,0
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (130PS) Estate,A6,1997,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1549,70,0.026,,0.216,0.222,0
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (140PS) Saloon,M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1287,71,0.255,,0.237,0.267,0.001
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (140PS) Estate,M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1287,71,0.255,,0.237,0.267,0.001
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (140PS) Saloon,A6,1997,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1549,70,0.026,,0.216,0.222,0
FORD,"Mondeo, 2008¼ Model Year Onwards",2.0 Duratorq TDCi (140PS) Estate,A6,1997,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1549,70,0.026,,0.216,0.222,0
FORD,"Mondeo, 2008¼ Model Year Onwards",2.2 Duratorq TDCi (175PS) Saloon,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1352,70,0.263,,0.22,0.261,0.002
FORD,"Mondeo, 2008¼ Model Year Onwards",2.2 Duratorq TDCi (175PS) Estate ,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1352,70,0.263,,0.22,0.261,0.002
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratec (145PS),M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,1681,72,0.506,0.064,0.052,,
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol/E85 (Flex Fuel),11.2,6.5,8.2,25.2,43.5,34.4,197,1681,72,0.749,0.057,0.02,,
FORD,"Galaxy, 2008½ Model Year Onwards",2.3 Duratec (160PS),A6,2261,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,235,2008,70,0.476,0.057,0.063,,
FORD,"Galaxy, 2008½ Model Year Onwards",1.8 Duratorq TDCi (100PS),M5,1753,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1352,70,0.442,,0.307,0.34,0.049
FORD,"Galaxy, 2008½ Model Year Onwards",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1352,70,0.442,,0.307,0.341,0.049
FORD,"Galaxy, 2008½ Model Year Onwards",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1376,70,0.557,,0.247,0.329,0.038
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratorq TDCi (130PS),A6,1997,Diesel,10,5.9,7.4,28.2,47.9,38.2,196,1614,70,0.028,,0.302,0.308,0.001
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1352,71,0.242,,0.291,0.324,0.036
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratorq TDCi (140PS) (+ DPF),M6,1997,Diesel,8,5.2,6.2,35.3,54.3,45.6,165,1352,71,0.242,,0.302,0.326,0.001
FORD,"Galaxy, 2008½ Model Year Onwards",2.0 Duratorq TDCi (140PS) (+ DPF),A6,1997,Diesel,10,5.9,7.4,28.2,47.9,38.2,196,1614,70,0.028,,0.302,0.308,0.001
FORD,"Galaxy, 2008½ Model Year Onwards",2.2 Duratorq TDCi (175PS),M6,2179,Diesel,9.1,5.3,6.7,31,53.3,42.2,179,1461,70,0.243,,0.275,0.32,0.003
FORD,"S-Max, 2008½ Model Year Onwards",2.0 Duratec (145PS),M5,1999,Petrol,11,6.4,8.1,25.7,44.1,34.9,194,1657,72,0.506,0.064,0.052,,
FORD,"S-Max, 2008½ Model Year Onwards",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol/E85 (Flex Fuel),11,6.4,8.1,25.7,44.1,34.9,194,1657,72,0.749,0.057,0.02,,
FORD,"S-Max, 2008½ Model Year Onwards",2.3 Duratec (160PS),A6,2261,Petrol,13.7,7.4,9.7,20.6,38.2,29.1,232,1987,70,0.476,0.057,0.063,,
