Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
ALFA ROMEO,159 Sportwagon (2008 Model Year),1.9 JTDM 16v,M6,1910,Diesel,8,4.8,6,35.3,58.9,47.1,159,1309,74,0.475,,0.22,0.268,0.003
ALFA ROMEO,159 Sportwagon (2008 Model Year),1.9 JTDM 16v QTronic,A6,1910,Diesel,10,5.6,7.2,28.2,50.4,39.2,190,1573,74,0.052,,0.214,0.224,0.004
ALFA ROMEO,159 Sportwagon (2008 Model Year),2.4 JTDM ,M6,2387,Diesel,9.2,5.5,6.9,30.7,51.4,40.9,181,1507,74,0.192,,0.212,0.232,0.004
ALFA ROMEO,159 Sportwagon (2008 Model Year),2.4 JTDM QTronic,A6,2387,Diesel,11.6,5.9,8,24.4,47.9,35.3,210,1746,72,0.172,,0.21,0.237,0.004
ALFA ROMEO,159 Sportwagon (2008 Model Year),2.4 JTDM Q4 (4x4),M6,2387,Diesel,9.9,5.9,7.4,28.5,47.9,38.2,194,1614,74.5,0.131,,0.233,0.257,0.004
ALFA ROMEO,Brera,2.2 JTS,M6,2198,Petrol,13,7.3,9.4,21.7,38.7,30.1,221,1921,73,0.398,0.066,0.03,,
ALFA ROMEO,Brera,3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,273,2351,73,0.691,0.05,0.032,,
ALFA ROMEO,Brera,3.2 JTS V6 Q4 Automatic,A6,3195,Petrol,18.4,8.6,12.2,15.4,32.8,23.2,289,2492,71,0.358,0.078,0.046,,
ALFA ROMEO,Brera,2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1485,75,0.124,,0.231,0.248,0.004
ALFA ROMEO,Brera (2008 Model Year),2.2 JTS,M6,2198,Petrol,12.7,7.2,9.2,22.2,39.2,30.7,218,1884,73,0.398,0.066,0.03,,
ALFA ROMEO,Brera (2008 Model Year),3.2 JTS V6 Q4,M6,3195,Petrol,16.7,8.3,11.4,16.9,34,24.8,270,2332,73,0.691,0.05,0.032,,
ALFA ROMEO,Brera (2008 Model Year),3.2 JTS V6 Q4 QTronic,A6,3195,Petrol,18.2,8.5,12.1,15.5,33.2,23.3,286,2482,71,0.358,0.078,0.046,,
ALFA ROMEO,Brera (2008 Model Year),3.2 JTS V6 (4x2),M6,3195,Petrol,16.4,7.9,11,17.2,35.8,25.7,260,2250,74,0.234,0.052,0.035,,
ALFA ROMEO,Brera (2008 Model Year),2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1485,72,0.192,,0.212,0.232,0.004
ALFA ROMEO,Brera (2008 Model Year),2.4 JTDM QTronic,A6,2387,Diesel,11.4,5.8,7.9,24.8,48.7,35.8,208,1722,72,0.157,,0.217,0.231,0.004
ALFA ROMEO,Spider,2.2 JTS,M6,2198,Petrol,13,7.3,9.4,21.7,38.7,30.1,221,1921,73,0.398,0.066,0.03,,
ALFA ROMEO,Spider,3.2 JTS V6 Q4 QTronic,A6,3195,Petrol,18.4,8.6,12.2,15.4,32.8,23.2,289,2492,71,0.358,0.078,0.046,,
ALFA ROMEO,Spider,3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,273,2351,73,0.691,0.05,0.032,,
ALFA ROMEO,Spider,2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1485,75,0.124,,0.231,0.248,0.004
ALFA ROMEO,Spider (2008 Model Year),2.2 JTS,M6,2198,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,218,1884,73,0.398,0.066,0.03,,
ALFA ROMEO,Spider (2008 Model Year),3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,272,2351,73,0.691,0.05,0.032,,
ALFA ROMEO,Spider (2008 Model Year),3.2 JTS V6 Q4 QTronic,A6,3195,Petrol,18.4,8.6,12.2,15.4,32.8,23.2,288,2492,71,0.358,0.078,0.046,,
ALFA ROMEO,Spider (2008 Model Year),3.2 JTS V6 (4x2),M6,3195,Petrol,16.5,7.9,11.1,17.1,35.8,25.4,262,2277,74,0.234,0.052,0.035,,
ALFA ROMEO,Spider (2008 Model Year),2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1485,72,0.192,,0.212,0.232,0.004
ALFA ROMEO,Spider (2008 Model Year),2.4 JTDM QTronic,A6,2387,Diesel,11.4,5.8,7.9,24.8,48.7,35.8,208,1722,72,0.157,,0.217,0.231,0.004
ASTON MARTIN LAGONDA,DB9 08MY,Coupé & Convertible,A6,5935,Petrol,24.9,11.7,16.5,11.3,24.1,17.1,394,3382,74,0.639,0.062,0.003,,
ASTON MARTIN LAGONDA,DB9 08MY,Coupé & Convertible,M6,5935,Petrol,26.4,12.8,17.8,10.7,22.1,15.8,421,3660,75,0.636,0.054,0.012,,
ASTON MARTIN LAGONDA,DB9 09MY,Coupé & Convertible,A6,5935,Petrol,24.1,10.6,15.6,11.7,26.6,18.2,368,3177,73,0.529,0.058,0.006,,
ASTON MARTIN LAGONDA,DB9 09MY,Coupé & Convertible,M6,5935,Petrol,24.6,11.7,16.4,11.5,24.1,17.2,389,3362,75,0.286,0.036,0.017,,
ASTON MARTIN LAGONDA,V8 Vantage,Hatchback & Convertible,M6,4282,Petrol,22.5,10.6,15,12.5,26.6,18.8,358,3076,74,0.528,0.085,0.03,,
ASTON MARTIN LAGONDA,V8 Vantage,Hatchback & Convertible,ASM  ,4282,Petrol,23.2,10.4,15.1,12.2,27.1,18.7,360,3092,74,0.734,0.073,0.043,,
ASTON MARTIN LAGONDA,V8 Vantage,N400 Hatchback & Convertible,M6,4282,Petrol,22.5,10.6,15,12.5,26.6,18.8,358,3076,74,0.528,0.085,0.03,,
ASTON MARTIN LAGONDA,V8 Vantage,N400 Hatchback & Convertible,ASM  ,4282,Petrol,23.2,10.4,15.1,12.2,27.1,18.7,360,3092,74,0.734,0.073,0.043,,
ASTON MARTIN LAGONDA,DBS,Coupé,M6,5935,Petrol,24.3,11.7,16.4,11.6,24.1,17.2,388,3362,75,0.313,0.046,0.009,,
AUDI,A3,1.4 TFSI 125ps,M6,1390,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,154,1329,73,0.212,0.041,0.048,,
AUDI,A3,1.6 102ps,M5,1595,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,171,1475,70,0.761,0.064,0.032,,
AUDI,A3,1.6 102ps Tiptronic,A6,1595,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,183,1576,72,0.494,0.074,0.04,,
AUDI,A3,1.6 FSI 115ps,M6,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1351,73,0.066,0.025,0.046,,
AUDI,A3,1.8 TFSI 160ps,M6,1781,Petrol,10,5.7,7.3,28.2,49.6,38.7,174,1494,74,0.658,0.058,0.028,,
AUDI,A3,1.8 TFSI 160ps S-Tronic,D6,1781,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,1534,73,0.617,0.058,0.026,,
AUDI,A3,2.0 FSI 150ps,M6,1984,Petrol,10.3,5.8,7.4,27.4,48.7,38.2,177,1514,71,0.308,0.053,0.042,,
AUDI,A3,2.0 FSI 150ps Tiptronic,A6,1984,Petrol,11.5,6,8,24.6,47.1,35.3,192,1638,74,0.179,0.052,0.043,,
AUDI,A3,2.0 TFSI 200ps,M6,1984,Petrol,10.9,6,7.8,25.9,47.1,36.2,186,1597,75,0.356,0.06,0.024,,
AUDI,A3,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.6,6,7.7,26.6,47.1,36.7,182,1576,74,0.335,0.065,0.011,,
AUDI,A3,2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.3,6.8,8.8,23,41.5,32.1,209,1801,74,0.215,0.041,0.018,,
AUDI,A3,3.2 V6 250ps quattro,QM6,3189,Petrol,14.7,8.1,10.5,19.2,34.9,26.9,250,2150,74,0.378,0.034,0.024,,
AUDI,A3,3.2 V6 250ps quattro S-Tronic,QD6,3189,Petrol,13,7.3,9.4,21.7,38.7,30.1,224,1921,72,0.308,0.034,0.026,,
AUDI,A3,1.9 e TDI 105ps with DPF,M5,1896,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,71,0.119,,0.194,0.215,0.002
AUDI,A3,1.9 TDI 105ps,M5,1896,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,135,1113,71,0.131,,0.224,0.248,0.02
AUDI,A3,2.0 TDI 140ps,M6,1968,Diesel,7.1,4.5,5.4,40.4,62.8,52.3,143,1179,75,0.103,,0.239,0.261,0.016
AUDI,A3,2.0 TDI 140ps S-Tronic,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,73,0.196,,0.184,0.215,0.02
AUDI,A3,2.0 TDI 170ps with DPF,M6,1968,Diesel,7.7,4.5,5.7,36.7,62.8,49.6,151,1243,74,0.079,,0.216,0.23,0.001
AUDI,A3,2.0 TDI 170ps S-Tronic with DPF,D6,1968,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1287,72,0.055,,0.196,0.212,0.001
AUDI,A3,2.0 TDI 170ps quattro Sport with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1398,74,0.033,,0.192,0.205,0.001
AUDI,A3 Sportback,1.4 TFSI 125ps,M6,1390,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,154,1329,73,0.212,0.041,0.048,,
AUDI,A3 Sportback,1.6 102ps,M5,1595,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,171,1475,70,0.761,0.064,0.032,,
AUDI,A3 Sportback,1.6 102ps Tiptronic,A6,1595,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,183,1576,72,0.494,0.074,0.04,,
AUDI,A3 Sportback,1.6 FSI 115ps,M6,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1351,73,0.066,0.025,0.046,,
AUDI,A3 Sportback,1.8 TFSI 160ps,M6,1781,Petrol,10.1,5.8,7.4,28,48.7,38.2,176,1514,74,0.658,0.058,0.028,,
AUDI,A3 Sportback,1.8 TFSI 160ps S-Tronic,D6,1781,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,1534,73,0.617,0.058,0.026,,
AUDI,A3 Sportback,2.0 FSI 150ps,M6,1984,Petrol,10.3,5.8,7.4,27.4,48.7,38.2,177,1514,71,0.308,0.053,0.042,,
AUDI,A3 Sportback,2.0 FSI 150ps Tiptronic,A6,1984,Petrol,11.6,6.1,8.1,24.4,46.3,34.9,194,1657,74,0.179,0.052,0.043,,
AUDI,A3 Sportback,2.0 TFSI 200ps,M6,1984,Petrol,11,6.1,7.9,25.7,46.3,35.8,189,1615,75,0.356,0.06,0.024,,
AUDI,A3 Sportback,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.6,6,7.7,26.6,47.1,36.7,182,1576,74,0.335,0.065,0.011,,
AUDI,A3 Sportback,2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.4,6.9,8.9,22.8,40.9,31.7,212,1824,74,0.215,0.041,0.018,,
AUDI,A3 Sportback,3.2 V6 250ps quattro,QM6,3189,Petrol,14.7,8.1,10.5,19.2,34.9,26.9,250,2150,74,0.378,0.034,0.024,,
AUDI,A3 Sportback,3.2 V6 250ps quattro S-Tronic,QD6,3189,Petrol,13.1,7.6,9.6,21.6,37.2,29.4,228,1967,72,0.308,0.034,0.026,,
AUDI,A3 Sportback,1.9 e TDI 105ps with DPF,M5,1896,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,71,0.056,,0.16,0.175,0.002
AUDI,A3 Sportback,1.9 TDI 105ps,M5,1896,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,138,1135,71,0.131,,0.224,0.248,0.02
AUDI,A3 Sportback,2.0 TDI 140ps,M6,1986,Diesel,7.2,4.6,5.5,39.2,61.4,51.4,146,1199,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback,2.0 TDI 140ps S-Tronic,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback,2.0 TDI 170ps with DPF,M6,1968,Diesel,7.8,4.6,5.8,36.2,61.4,48.7,154,1266,74,0.079,,0.216,0.23,0.001
AUDI,A3 Sportback,2.0 TDI 170ps S-Tronic with DPF,D6,1968,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1287,72,0.055,,0.196,0.212,0.001
AUDI,A3 Sportback,2.0 TDI 170ps quattro with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1398,74,0.033,,0.192,0.205,0.001
AUDI,A3 Cabriolet,1.8 TFSI 160ps,M6,1781,Petrol,10,5.7,7.3,28.2,49.6,38.7,174,1494,74,0.379,0.038,0.041,,
AUDI,A3 Cabriolet,1.8 TFSI 160ps S-Tronic,D6,1781,Petrol,10.6,5.8,7.6,26.6,48.7,37.2,180,1554,73,0.277,0.041,0.026,,
AUDI,A3 Cabriolet,2.0 TFSI 200ps,M6,1984,Petrol,10.6,5.9,7.6,26.6,47.9,37.2,182,1554,73,0.424,0.048,0.016,,
AUDI,A3 Cabriolet,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,181,1554,71,0.425,0.054,0.017,,
AUDI,A3 Cabriolet,1.9 TDI 105ps with DPF,M5,1896,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,134,1113,71,0.118,,0.207,0.227,0.007
AUDI,A3 Cabriolet,2.0 TDI 140ps with DPF,M6,1968,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1157,73,0.225,,0.15,0.177,0
AUDI,A3 Cabriolet,2.0 TDI 140ps S-Tronic with DPF,D6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1223,69,0.039,,0.144,0.159,0
AUDI,A4 Saloon,1.8 T 163ps,M5,1781,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,192,1657,71,0.446,0.02,0.017,,
AUDI,A4 Saloon,1.8 T 163ps Multitronic,AV,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1701,71,0.617,0.058,0.049,,
AUDI,A4 Saloon,1.8 T 163ps quattro,QM6,1781,Petrol,12.6,6.9,9,22.4,40.9,31.4,216,1842,71,0.481,0.035,0.043,,
AUDI,A4 Saloon,2.0 130ps,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1681,73,0.682,0.068,0.044,,
AUDI,A4 Saloon,2.0 130ps Multitronic,AV,1984,Petrol,11,6.3,8,25.7,44.8,35.3,191,1638,71,0.705,0.088,0.038,,
AUDI,A4 Saloon,2.0 TFSI 200ps,M6,1984,Petrol,10.9,5.8,7.7,25.9,48.7,36.7,184,1576,73,0.61,0.059,0.017,,
AUDI,A4 Saloon,2.0 TFSI 200ps Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1657,73,0.636,0.038,0.018,,
AUDI,A4 Saloon,2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1801,74,0.634,0.034,0.019,,
AUDI,A4 Saloon,2.0 TFSI 200ps quattro Tiptronic,QA6,1984,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,224,1921,74,0.617,0.061,0.024,,
AUDI,A4 Saloon,2.0 TFSI 220ps Special Edition,M6,1984,Petrol,11.2,6.2,8,25.2,45.6,35.3,192,1638,73,0.666,0.076,0.029,,
AUDI,A4 Saloon,2.0 TFSI 220ps quattro Special Edition,QM6,1984,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1842,73,0.643,0.046,0.03,,
AUDI,A4 Saloon,3.2 V6 FSI 256ps Multitronic,AV,3123,Petrol,13.8,6.9,9.5,20.5,40.9,29.7,225,1947,74,0.887,0.075,0.037,,
AUDI,A4 Saloon,3.2 V6 FSI 256ps quattro,QM6,3123,Petrol,15.7,7.5,10.5,18,37.7,26.9,250,2150,71,0.462,0.064,0.031,,
AUDI,A4 Saloon,3.2 V6 FSI 256ps quattro Tiptronic,QA6,3123,Petrol,15.5,7.8,10.6,18.2,36.2,26.6,252,2174,72,0.749,0.08,0.062,,
AUDI,A4 Saloon,1.9 TDI 115ps,M5,1896,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,152,1243,71,0.051,,0.191,0.21,0.021
AUDI,A4 Saloon,2.0 TDI 140ps,M6,1968,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,151,1243,73,0.115,,0.226,0.257,0.022
AUDI,A4 Saloon,2.0 TDI 140ps Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1352,72,0.044,,0.229,0.241,0.022
AUDI,A4 Saloon,2.0 TDI 170ps with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1266,72,0.017,,0.19,0.198,0.001
AUDI,A4 Saloon,2.0 TDI 170ps quattro with DPF,QM6,1984,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,177,1461,74,0.01,,0.191,0.201,0.001
AUDI,A4 Saloon,2.7 V6 TDI 180ps with DPF,M6,2698,Diesel,9.5,5.1,6.7,29.7,55.4,42.2,179,1461,72,0.217,,0.195,0.221,0.001
AUDI,A4 Saloon,2.7 V6 TDI 180ps Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1485,72,0.166,,0.188,0.21,0.001
AUDI,A4 Saloon,3.0 V6 TDI 233ps quattro,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1635,73,0.208,,0.21,0.24,0.023
AUDI,A4 Saloon,3.0 V6 TDI 233ps quattro Tiptronic,QA6,2967,Diesel,11.6,6.2,8.2,24.4,45.6,34.4,219,1792,73,0.234,,0.171,0.204,0.022
AUDI,A4 Avant,1.8 T 163ps,M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1701,71,0.446,0.02,0.017,,
AUDI,A4 Avant,1.8 T 163ps Multitronic,AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,1721,71,0.617,0.058,0.049,,
AUDI,A4 Avant,1.8 T 163ps quattro,QM6,1781,Petrol,12.6,6.9,9,22.4,40.9,31.4,216,1842,71,0.481,0.035,0.043,,
AUDI,A4 Avant,2.0 130ps,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1681,73,0.682,0.068,0.044,,
AUDI,A4 Avant,2.0 130ps Multitronic,AV,1984,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,194,1657,71,0.705,0.088,0.038,,
AUDI,A4 Avant,2.0 TFSI 200ps,M6,1984,Petrol,11,5.9,7.8,25.7,47.9,36.2,186,1597,73,0.61,0.059,0.017,,
AUDI,A4 Avant,2.0 TFSI 200ps Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1657,73,0.636,0.038,0.018,,
AUDI,A4 Avant,2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1801,74,0.634,0.034,0.019,,
AUDI,A4 Avant,2.0 TFSI 200ps quattro Tiptronic,QA6,1984,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,226,1947,74,0.617,0.061,0.024,,
AUDI,A4 Avant,2.0 TFSI 220ps Special Edition,M6,1984,Petrol,11.3,6.3,8.1,25,44.8,34.9,194,1657,73,0.666,0.076,0.029,,
AUDI,A4 Avant,2.0 TFSI 220ps quattro Special Edition,QM6,1984,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1842,73,0.643,0.046,0.03,,
AUDI,A4 Avant,3.2 V6 256ps Multitronic,AV,3123,Petrol,13.9,7,9.6,20.3,40.4,29.4,228,1967,74,0.887,0.075,0.037,,
AUDI,A4 Avant,3.2 V6 256ps quattro,QM6,3123,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,252,2174,71,0.462,0.064,0.031,,
AUDI,A4 Avant,3.2 V6 256ps quattro Tiptronic,QA6,3123,Petrol,15.5,7.8,10.6,18.2,36.2,26.6,252,2174,72,0.749,0.08,0.062,,
AUDI,A4 Avant,1.9 TDI 115ps,M5,1896,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1266,71,0.051,,0.191,0.21,0.021
AUDI,A4 Avant,2.0 TDI 140ps,M6,1968,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1266,73,0.115,,0.226,0.257,0.022
AUDI,A4 Avant,2.0 TDI 140ps Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1352,72,0.044,,0.229,0.241,0.022
AUDI,A4 Avant,2.0 TDI 170ps with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1266,72,0.017,,0.19,0.198,0.001
AUDI,A4 Avant,2.0 TDI 170ps quattro,QM6,1984,Diesel,9.3,5.4,6.8,30.4,52.3,41.5,179,1485,74,0.01,,0.191,0.201,0.001
AUDI,A4 Avant,2.7 V6 TDI 180ps with DPF,M6,2698,Diesel,9.6,5.2,6.8,29.4,54.3,41.5,182,1485,72,0.217,,0.195,0.221,0.001
AUDI,A4 Avant,2.7 V6 TDI 180ps Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,20.7,52.3,41.5,179,1485,72,0.166,,0.188,0.21,0.001
AUDI,A4 Avant,3.0 V6 TDI 233ps quattro,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1635,73,0.208,,0.21,0.24,0.023
AUDI,A4 Avant,3.0 V6 TDI 233ps quattro Tiptronic,QA6,2967,Diesel,11.8,6.3,8.3,23.9,44.8,34,222,1813,73,0.234,,0.171,0.204,0.022
AUDI,New A4 Saloon,1.8 TFSI 120ps,M6,1798,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,169,1453,73,0.326,0.018,0.02,,
AUDI,New A4 Saloon,1.8 TFSI 160ps,M6,1798,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,1475,73,0.226,0.017,0.031,,
AUDI,New A4 Saloon,1.8 TFSI 160ps Multitronic,AV,1798,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,179,1554,74,0.457,0.071,0.012,,
AUDI,New A4 Saloon,3.2 V6 FSI 265ps quattro ,M6,3197,Petrol,13.5,6.7,9.2,20.9,42.2,30.7,219,1884,74,0.145,0.047,0.014,,
AUDI,New A4 Saloon,3.2 V6 FSI 265ps quattro Tiptronic,A6,3197,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,220,1902,70,0.166,0.079,0.018,,
AUDI,New A4 Saloon,2.0 TDI 143ps with DPF,M6,1968,Diesel,7.5,4.3,5.5,37.7,65.7,51.4,144,1199,72,0.037,,0.142,0.162,0.002
AUDI,New A4 Saloon,2.0 TDI 143ps Multitronic with DPF,AV,1968,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1266,72,0.044,,0.127,0.137,0.001
