Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Hatch/Saloon,A4,1798,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,207,665,IV,72,0.693,0.082,0.066,0.016,0
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate  (exc. SXi/SRi),M5,1798,Petrol,10.8,6,7.8,26.2,47.1,36.2,187,603,IV,72,0.784,0.074,0.063,0.011,0
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate SXi/SRi,M5,1798,Petrol,11.1,6.2,8,25.4,45.6,35.3,192,618,IV,72,0.503,0.047,0.035,0.012,0
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate,A4,1798,Petrol,12.2,6.8,8.8,23.2,41.5,32.1,211,680,IV,72,0.693,0.082,0.066,0.016,0
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,M5,2198,Petrol,12,6.3,8.4,23.5,44.8,33.6,202,649,IV,73,0.904,0.124,0.076,0.048,0
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,A4,2198,Petrol,13.1,6.8,9.1,21.6,41.5,31.8,219,686,IV,73,0.417,0.096,0.048,0.048,0
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,M5,2198,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,207,665,IV,73,0.904,0.124,0.076,0.048,0
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,A4,2198,Petrol,13.2,7,9.3,21.4,40.4,30.4,224,718,IV,73,0.457,0.096,0.048,0.048,0
VAUXHALL,"VX220, Model Year 2001",VX220,M5,2198,Petrol,12.3,6.4,8.5,23,44,33.3,205,655,IV,74,0.366,0.059,0.016,0.043,0
VAUXHALL,"Zafira, Model Year 2001",1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,610,IV,73,0.219,0.063,0.037,0.026,0
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,665,IV,73,0.627,0.043,0.035,0.008,0
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31,219,704,IV,71,0.486,0.05,0.037,0.013,0
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,M5,2198,Petrol,12.2,7,8.9,23.2,40.4,31.7,214,688,IV,74,0.755,0.069,0.043,0.026,0
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,735,IV,73,0.552,0.124,0.061,0.063,0
VOLKSWAGEN,Lupo,1.0 E (50 bhp),M5,999,Petrol,7.8,4.7,5.8,36.2,60.1,48.7,139,448,IV,72.5,0.209,0,0.071,0.025,0
VOLKSWAGEN,Lupo,1.4 E & S Models (75 bhp),M5,1390,Petrol,8.7,4.9,6.3,32.5,57.6,44.8,151,487,IV,72.5,0.294,0,0.067,0.03,0
VOLKSWAGEN,Lupo,1.4 Sport (100 bhp),M5,1390,Petrol,9.6,5.2,6.8,29.4,54.3,41.5,163,526,IV,73,0.283,0,0.061,0.014,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,1.0 E (50 bhp),M5,999,Petrol,8,4.8,6,35.3,58.9,47.1,144,463,IV,72,0.209,0,0.071,0.025,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,"1.4 E, S & SE Models (60 bhp)",M5,1390,Petrol,8.8,5,6.4,32.1,56.5,44.1,154,495,IV,73,0.251,0,0.043,0.023,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,"1.4 E, S & SE Models (60 bhp)",A4,1390,Petrol,10.5,6.3,7.8,26.9,44.8,36.2,187,603,IV,73,0.31,0,0.062,0.019,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,"1.4 16V S, SE & Colour Concept Models (75 bhp)",M5,1390,Petrol,9.1,5,6.5,31,56.5,43.5,156,502,IV,72.5,0.355,0,0.071,0.032,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,"1.4 16V S, SE & Colour Concept Models (75 bhp)",A4,1390,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,579,IV,70,0.11,0,0.072,0.07,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,1.4 16V (100 bhp),M5,1390,Petrol,9.8,5.4,7,28.8,52.3,40.4,168,540,IV,74,0.283,0,0.061,0.014,0
VOLKSWAGEN,New Polo Hatch 3 & 5 Door,1.6 GTI (125 bhp),M5,1598,Petrol,10.2,5.5,7.2,27.7,51.4,39.2,173,557,IV,74,0.191,0,0.059,0.042,0
VOLKSWAGEN,Golf Cabriolet,2.0 Avantgarde & Colour Concept Models (115 bhp),M5,1984,Petrol,11.3,6.3,8.1,25,44.8,34.9,194,625,IV,72,0.569,0,0.064,0.03,0
VOLKSWAGEN,Golf  Hatchback,1.4 E & S Models (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,31,51.4,41.5,163,526,IV,72,0.121,0,0.074,0.04,0
VOLKSWAGEN,Golf  Hatchback,1.6 S & SE Models (105 bhp),M5,1598,Petrol,9.4,5.6,7,30.1,50.4,40.4,168,540,IV,71,0.504,0,0.083,0.047,0
VOLKSWAGEN,Golf  Hatchback,1.6 S & SE Models (102 bhp),A4,1595,Petrol,11.4,6.3,8.1,24.8,44.8,34.9,194,625,IV,67,0.48,0,0.058,0.044,0
VOLKSWAGEN,Golf  Hatchback,1.8 T GTI (150 bhp),M5,1781,Petrol,10.8,6.3,8,26.2,44.8,35.3,192,618,IV,71,0.667,0,0.054,0.03,0
VOLKSWAGEN,Golf  Hatchback,GTI 2.0 (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,194,625,IV,73,0.794,0,0.068,0.03,0
VOLKSWAGEN,Golf  Hatchback,V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,680,IV,72,0.461,0,0.058,0.048,0
VOLKSWAGEN,Golf  Hatchback,V6 4MOTION (204 bhp),QM6,2792,Petrol,15.6,8.3,11,18.1,34,25.7,264,849,IV,74,0.473,0,0.059,0.025,0
VOLKSWAGEN,Golf Estate,1.4 E (75 bhp),M5,1390,Petrol,9.3,5.6,7,30.4,50.4,40.4,168,540,IV,72,0.121,0,0.074,0.04,0
VOLKSWAGEN,Golf Estate,2.0 S & SE Models (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,194,625,IV,73,0.794,0,0.068,0.03,0
VOLKSWAGEN,Golf Estate,1.6 S & SE Models (105 bhp),M5,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,548,IV,71,0.504,0,0.083,0.047,0
VOLKSWAGEN,Bora,1.6 SE (102 bhp),A4,1595,Petrol,11.5,6.4,8.3,24.6,44.1,34,199,642,IV,67,0.48,0,0.058,0.044,0
VOLKSWAGEN,Bora,1.6 S & SE Models (105 bhp),M5,1598,Petrol,9.4,5.6,7,30.1,50.4,40.4,168,540,IV,71,0.504,0,0.083,0.047,0
VOLKSWAGEN,Bora,2.0 SE & Sport Models (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,194,625,IV,73,0.794,0,0.068,0.03,0
VOLKSWAGEN,Bora,V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,680,IV,72,0.461,0,0.058,0.048,0
VOLKSWAGEN,Bora,V6 4MOTION (204 bhp),QM6,2792,Petrol,15.6,8.3,11,18.1,34,25.7,264,849,IV,74,0.473,0,0.059,0.025,0
VOLKSWAGEN,Beetle,1.6 (102 bhp),M5,1598,Petrol,10.5,6,7.7,26.9,47.1,36.7,185,595,IV,73,0.53,0,0.055,0.031,0
VOLKSWAGEN,New Sharan,"1.8 20v Turbo SE, Sport & Carat Models (150 bhp)",A5,1781,Petrol,14.7,8.6,10.8,19.2,32.8,26.2,259,833,IV,70,0.348,0,0.091,0.05,0
VOLKSWAGEN,New Sharan,"1.8 20v Turbo SE, Sport & Carat Models (150 bhp)",M6,1781,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,233,750,IV,74,0.545,0,0.061,0.017,0
VOLKSWAGEN,New Sharan,2.0 S & SE Models (115 bhp),A4,1984,Petrol,14.8,8.7,11,19.1,32.5,25.7,264,849,IV,73,0.775,0,0.088,0.066,0
VOLKSWAGEN,New Sharan,2.0 S & SE Models (115 bhp),M6,1984,Petrol,13,7.6,9.6,21.7,37.2,29.4,230,742,IV,74,0.814,0,0.067,0.07,0
VOLKSWAGEN,New Sharan,2.8 V6 Sport & Carat Models (204 bhp),A5,2792,Petrol,16.8,9.2,12,16.8,30.7,23.5,288,929,IV,73,0.449,0,0.061,0.016,0
VOLKSWAGEN,New Sharan,2.8 V6 Sport & Carat Models (204 bhp),M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,833,IV,73,0.28,0,0.071,0.059,0
VOLKSWAGEN,New Sharan,"2.8 V6 Sport, Carat & 4MOTION Models (204 bhp)",QM6,2792,Petrol,15.5,9.3,11.6,18.2,30.4,24.4,278,894,IV,74,0.348,0,0.059,0.054,0
VOLKSWAGEN,New Passat  Saloon,"2.0 S, SE & Sport Models (115 bhp)",M5,1984,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,206,665,IV,73,0.337,0,0.023,0.016,0
VOLKSWAGEN,New Passat  Saloon,"2.0 S, SE & Sport Models (115 bhp)",A4,1984,Petrol,13.4,7.6,9.7,21.1,37.2,29.1,233,750,IV,71,0.536,0,0.041,0.017,0
VOLKSWAGEN,New Passat  Saloon,1.8 20V Turbo SE & Sport  Models (150 bhp),M5,1781,Petrol,11.5,6.5,8.3,24.6,43.5,34,199,642,IV,72,0.35,0,0.032,0.037,0
VOLKSWAGEN,New Passat  Saloon,1.8 20V Turbo SE & Sport Models (150 bhp),A5,1781,Petrol,13.6,7.2,9.6,20.8,39.2,29.4,233,742,IV,71,0.392,0,0.041,0.037,0
VOLKSWAGEN,New Passat  Saloon,2.3 V5 (170 bhp),M5,2324,Petrol,13.2,7.4,9.5,21.4,38.2,29.7,228,735,IV,71,0.468,0,0.066,0.062,0
VOLKSWAGEN,New Passat  Saloon,2.8 V6 4MOTION (193 bhp),QM5,2771,Petrol,15.4,8.1,10.8,18.3,34.9,26.2,259,833,IV,73,0.275,0,0.028,0.023,0
VOLKSWAGEN,New Passat  Saloon,2.8 V6 4MOTION (193 bhp),QA5,2771,Petrol,16.7,8.2,11.3,16.9,34.4,25,271,873,IV,72,0.295,0,0.052,0.012,0
VOLKSWAGEN,New Passat Estate,"2.0 S, SE & Sport Models (115 bhp)",M5,1984,Petrol,12.2,6.8,8.7,23.2,41.5,32.5,209,671,IV,73,0.337,0,0.023,0.016,0
VOLKSWAGEN,New Passat Estate,"2.0 S, SE & Sport Models (115 bhp)",A4,1984,Petrol,13.8,7.8,10,20.5,36.2,28.2,240,774,IV,71,0.536,0,0.041,0.017,0
VOLKSWAGEN,New Passat Estate,1.8 20V Turbo SE & Sport Models (150 bhp),M5,1781,Petrol,11.7,6.7,8.5,24.1,42.2,33.2,204,657,IV,72,0.35,0,0.032,0.037,0
VOLKSWAGEN,New Passat Estate,1.8 20V Turbo SE & Sport Models (150 bhp),A5,1781,Petrol,13.7,7.4,9.8,20.6,38.2,28.8,235,758,IV,71,0.392,0,0.041,0.037,0
VOLKSWAGEN,New Passat Estate,2.3 V5 (170 bhp),M5,2324,Petrol,13.3,7.5,9.6,21.2,37.7,29.4,230,742,IV,71,0.468,0,0.066,0.062,0
VOLKSWAGEN,New Passat Estate,2.8 4MOTION (193 bhp),QM5,2771,Petrol,15.5,8.2,10.9,18.2,34.4,25.9,262,843,IV,72,0.275,0,0.028,0.023,0
VOLKSWAGEN,New Passat Estate,2.8 4MOTION (193 bhp),QA5,2771,Petrol,16.7,8.2,11.3,16.9,34.4,25,271,873,IV,72,0.295,0,0.052,0.012,0
VOLKSWAGEN,Caddy Kombi,1.4 P (75 bhp),M5,1390,Petrol,9.9,6.7,7.9,28.5,42.2,35.8,190,610,IV,73,0.526,0.155,0.095,0.06,0
VOLVO,New V70 Model Year 2001,2.4 (170 bhp),M5,2435,Petrol,12,7,8.8,23.5,40.4,32.1,210,680,IV,72,0.636,0.072,0.047,0.025,0
VOLVO,New V70 Model Year 2001,2.4 (170 bhp),A5,2435,Petrol,13.2,7.2,9.4,21.4,39.2,30.1,224,725,IV,73,0.376,0.057,0.031,0.026,0
VOLVO,New V70 Model Year 2001,2.4 (140 bhp),M5,2435,Petrol,11.7,6.8,8.6,24.1,41.5,32.8,205,665,IV,73,0.558,0.054,0.037,0.017,0
VOLVO,New V70 Model Year 2001,2.4 (140 bhp),A5,2435,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,222,718,IV,73,0.433,0.071,0.036,0.035,0
VOLVO,S80 Model Year 2001,2.9,M5,2922,Petrol,14.7,7.6,10.2,19.2,37.2,27.7,246,788,IV,71,0.187,0.071,0.061,0.01,0
VOLVO,S80 Model Year 2001,2.9,A4,2922,Petrol,15.3,7.6,10.4,18.5,37.2,27.2,251,802,IV,72,0.205,0.075,0.071,0.004,0
VOLVO,S80 Model Year 2001,2.4 (170 bhp),M5,2435,Petrol,12,6.9,8.8,23.5,40.9,32.1,210,680,IV,72,0.472,0.064,0.034,0.03,0
VOLVO,S80 Model Year 2001,2.4 (170 bhp),A5,2435,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,725,IV,73,0.406,0.075,0.037,0.038,0
VOLVO,S80 Model Year 2001,2.4 (140 bhp),M5,2435,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,205,665,IV,73,0.526,0.061,0.038,0.023,0
VOLVO,S80 Model Year 2001,2.4 (140 bhp),A5,2435,Petrol,13.3,7,9.3,21.2,40.4,30.4,222,718,IV,74,0.467,0.069,0.038,0.031,0
