Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
AUDI,"A3 (S, SE, Sport) From 2003",1.6 FSI (115 PS),M6,1598,Petrol,8.8,5.4,6.6,32.1,52.3,42.8,158,459,IV,73.0,0.3,,0.1,0.1,,30 July 2003,
AUDI,"A3 (S, SE, Sport) From 2003",1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,501,IV,70.0,0.6,,0.1,0.0,,24 February 2004,
AUDI,"A3 (S, SE, Sport) From 2003",2.0 FSI (150 PS),M6,1984,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,178,514,IV,71.0,0.2,,0.1,0.0,,30 July 2003,
AUDI,"A3 (S, SE, Sport) From 2003",1.6 FSI (115 PS),A6,1598,Petrol,9.6,5.5,7.0,29.4,51.4,40.4,168,486,IV,74.0,0.1,,0.0,0.0,,30 July 2003,
AUDI,"A3 (S, SE, Sport) From 2003",1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,384,IV,71.0,0.0,0.2,,0.2,0.0,06 August 2003,
AUDI,"A3 (S, SE, Sport) From 2003",2.0 TDI (140 PS),M6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,150,406,IV,71.0,0.3,0.3,,0.2,0.0,06 August 2003,
AUDI,"A3 (S, SE, Sport) From 2003",2.0 FSI (150 PS),A6,1984,Petrol,11.4,5.9,7.9,24.8,47.9,35.8,190,549,IV,74.0,0.3,,0.1,0.0,,30 July 2003,
AUDI,"A3 (S, SE, Sport) From 2003",1.6 MPI (102 PS),A6,1595,Petrol,11.2,5.8,7.8,25.2,48.7,36.2,187,543,IV,72.0,0.4,,0.1,0.0,,24 February 2004,
AUDI,"A3 (S, SE, Sport) From 2003",2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,157,420,IV,71.0,0.1,0.2,,0.2,0.0,24 February 2004,
AUDI,A3 (quattro) From 2003,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,14.0,7.7,10.0,20.2,36.7,28.2,240,696,IV,72.0,0.4,,0.0,0.0,,21 April 2004,
AUDI,A3 (quattro) From 2003,3.2 V6 quattro (250 PS) ,QM6,3189,Petrol,14.9,8.3,10.7,19.0,34.0,26.4,257,744,IV,72.0,0.4,,0.0,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T S Line (190 PS),M6,1781,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,209,604,IV,72.0,0.5,,0.0,0.0,,16 March 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T S Line quattro (190 PS),QM6,1781,Petrol,13.0,7.4,9.5,21.7,38.2,29.7,228,661,IV,72.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T (190 PS),AV,1781,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,592,IV,73.0,0.4,,0.0,0.0,,16 March 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T quattro (163 PS) ,QM6,1781,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,646,IV,71.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.0 FSI (150 PS),AV,1984,Petrol,10.7,5.7,7.5,26.4,49.6,37.7,180,521,IV,73.0,0.2,,0.0,0.0,,01 August 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.5 V6 quattro (180 PS) ,QM6,2496,Diesel,10.7,6.0,7.8,26.4,47.1,36.2,211,565,IV,73.0,0.2,0.3,,0.2,0.0,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.4 V6 (170 PS),M6,2393,Petrol,14.5,7.4,10.0,19.5,38.2,28.2,240,696,IV,73.0,0.4,,0.1,0.0,,10 October 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T (163 PS),M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,199,578,IV,71.0,0.4,,0.0,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.8T Multitronic (163 PS),AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,584,IV,71.0,0.6,,0.1,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",3.0 V6 quattro (220 PS),QM6,2976,Petrol,15.9,8.6,11.2,17.8,32.8,25.2,269,779,IV,74.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.0 FSI (150 PS),M5,1984,Petrol,10.2,5.6,7.3,27.7,50.4,38.7,175,507,IV,73.0,0.2,,0.1,0.0,,22 July 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.4 V6 Multitronic (170 PS) ,AV,2393,Petrol,13.6,7.0,9.4,20.8,40.4,30.1,226,652,IV,72.0,0.4,,0.1,0.0,,24 February 2004,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.1,24.4,46.3,34.9,194,563,IV,73.0,0.7,,0.1,0.0,,20 March 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",2.0 Multitronic (130 PS),AV,1984,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,192,556,IV,72.0,0.7,,0.1,0.0,,20 March 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",1.6 (102 PS),M5,1595,Petrol,10.9,6.1,7.8,25.9,46.3,36.2,187,543,IV,73.0,0.4,,0.0,0.0,,20 March 2003,
AUDI,"A4 Saloon (Standard, SE & Sport)",3.0 V6 quattro Tiptronic (220 PS),QA5,2976,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,271,758,IV,74.0,0.5,,0.1,0.1,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.1,24.4,46.3,34.9,194,563,IV,73.0,0.7,,0.1,0.0,,20 March 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",3.0 V6 quattro Tiptronic (220 PS),QA5,2976,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,271,758,IV,74.0,0.5,,0.1,0.1,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.0 FSI (150 PS),M5,1984,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,180,521,IV,73.0,0.2,,0.1,0.0,,22 July 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.4 V6 Multitronic (170 PS),AV,2393,Petrol,13.7,7.1,9.5,20.6,39.8,29.7,228,661,IV,72.0,0.4,,0.1,0.0,,16 March 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",3.0 V6 quattro Tiptronic (220 PS),QM6,2976,Petrol,16.0,8.7,11.3,17.7,32.5,25.0,271,786,IV,74.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T Multitronic (163 PS),AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,584,IV,71.0,0.6,,0.1,0.0,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T (163 PS),M5,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,584,IV,71.0,0.4,,0.0,0.0,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.0 Multitronic (130 PS),AV,1984,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,192,556,IV,72.0,0.7,,0.1,0.0,,20 March 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.5 V6 quattro (180 PS) ,QM6,2496,Diesel,10.9,6.1,8.0,25.9,46.3,35.3,216,580,IV,73.0,0.2,0.3,,0.2,0.0,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T (190 PS),AV,1781,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,592,IV,73.0,0.4,,0.0,0.0,,17 October 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T quattro (163 PS) ,QM6,1781,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,646,IV,71.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.0 FSI (150 PS),AV,1984,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,185,535,IV,73.0,0.2,,0.0,0.0,,01 August 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",2.4 V6 (170 PS),M6,2393,Petrol,14.5,7.4,10.0,19.5,38.2,28.2,240,696,IV,73.0,0.4,,0.1,0.0,,10 October 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.6 (102 PS),M5,1595,Petrol,11.0,6.2,7.9,25.7,45.6,35.8,190,549,IV,73.0,0.4,,0.0,0.0,,22 May 2003,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T S Line (190 PS),M6,1781,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,211,612,IV,72.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A4 Avant (Standard, SE &amp; Sport)",1.8T S Line quattro (190 PS),QM6,1781,Petrol,13.1,7.5,9.6,21.6,37.7,29.4,230,668,IV,72.0,0.5,,0.0,0.0,,24 February 2004,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",1.8T 20v (150 PS),M5,1781,Petrol,11.6,6.8,8.6,24.4,41.5,32.8,206,599,IV,72.0,0.4,,0.0,0.0,,20 March 2003,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",1.8T 20v Multitronic (150 PS),AV,1781,Petrol,11.9,6.9,8.7,23.7,40.9,32.5,209,604,IV,72.0,0.5,,0.1,0.0,,20 March 2003,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",2.0 (130 PS),M5,1984,Petrol,11.9,6.6,8.5,23.7,42.8,33.2,204,592,IV,74.0,0.6,,0.1,0.0,,20 March 2003,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",2.0 (130 PS),AV,1984,Petrol,11.4,6.8,8.5,24.8,41.5,33.2,204,592,IV,74.0,0.5,,0.1,0.0,,20 March 2003,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",2.4 V6 (170 PS),M5,2393,Petrol,14.1,7.6,10.0,20.0,37.2,28.2,240,696,IV,72.0,0.2,,0.0,0.0,,20 March 2003,
AUDI,"A6 Saloon (Standard, SE &amp; Sport)",2.4 V6 Multitronic (170 PS),AV,2393,Petrol,14.3,7.1,9.7,19.8,39.8,29.1,233,675,IV,73.0,0.3,,0.1,0.0,,20 March 2003,
AUDI,A6 Saloon ( from June 2004 ),3.2 V6 FSI quattro (256 PS),QA6,3123,Petrol,15.8,8.2,11.0,17.9,34.4,25.7,264,764,IV,71.0,0.8,,0.1,0.0,,27 February 2004,
AUDI,A6 Saloon ( from June 2004 ),2.4 V6 (177 PS),M6,2393,Petrol,14.6,7.3,10.0,19.3,38.7,28.2,240,696,IV,74.0,0.6,,0.0,0.0,,27 February 2004,
AUDI,A6 Saloon ( from June 2004 ),3.2 V6 FSI (256 PS),M6,3123,Petrol,14.6,7.3,10.0,19.3,38.7,28.2,240,696,IV,73.0,0.8,,0.1,0.0,,27 February 2004,
AUDI,A6 Saloon ( from June 2004 ),3.0 V6 TDI quattro (225 PS),QA6,2967,Diesel,12.0,6.5,8.5,23.5,43.5,33.2,229,616,IV,70.0,0.2,0.2,,0.2,0.0,27 February 2004,
AUDI,A6 Saloon ( from June 2004 ),4.2 V8 quattro (335 PS),QA6,4163,Petrol,16.7,9.0,11.8,16.9,31.4,23.9,283,822,IV,73.0,0.4,,0.1,0.0,,27 February 2004,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",1.8T 20v (150 PS),M5,1781,Petrol,11.6,6.8,8.6,24.4,41.5,32.8,206,599,IV,72.0,0.4,,0.0,0.0,,20 March 2003,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",1.8T 20v Multitronic (150 PS),AV,1781,Petrol,11.9,6.9,8.7,23.7,40.9,32.5,209,604,IV,72.0,0.5,,0.1,0.0,,20 March 2003,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",2.0 Multitronic (130 PS),AV,1984,Petrol,11.4,6.8,8.5,24.8,41.5,33.2,204,592,IV,74.0,0.5,,0.1,0.0,,20 March 2003,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",2.4 V6 (170 PS),M5,2393,Petrol,14.2,7.7,10.1,19.9,36.7,28.0,242,701,IV,72.0,0.2,,0.0,0.0,,20 March 2003,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",2.4 V6 Multitronic (170 PS),AV,2393,Petrol,14.4,7.2,9.8,19.6,39.2,28.8,235,682,IV,73.0,0.3,,0.1,0.0,,20 March 2003,
AUDI,"A6 Avant (Standard, SE &amp; Sport)",2.0 (130 PS),M5,1984,Petrol,12.1,6.8,8.7,23.3,41.5,32.5,209,604,IV,74.0,0.6,,0.1,0.0,,20 March 2003,
AUDI,A6 Saloon  (SE & Sport),3.0 V6 quattro (220 PS),QM6,2976,Petrol,16.1,8.7,11.4,17.5,32.5,24.8,274,792,IV,74.0,0.5,,0.0,0.0,,16 March 2004,
AUDI,A6 Saloon  (SE & Sport),3.0 V6 quattro Tiptronic (220 PS),QA5,2976,Petrol,16.6,8.4,11.4,17.0,33.6,24.8,274,792,IV,73.0,0.3,,0.0,0.0,,16 March 2004,
AUDI,A6 Avant  (SE & Sport),3.0 V6 quattro (220 PS),QM6,2976,Petrol,16.1,8.7,11.4,17.5,32.5,24.8,274,792,IV,74.0,0.5,,0.0,0.0,,16 March 2004,
AUDI,A6 Avant  (SE & Sport),3.0 V6 quattro Tiptronic (220 PS),QA5,2976,Petrol,16.8,8.5,11.5,16.8,33.2,24.6,276,798,IV,73.0,0.3,,0.0,0.0,,16 March 2004,
AUDI,A8 ,4.2 V8 quattro (335 PS),QA6,4172,Petrol,17.7,8.9,12.1,16.0,31.7,23.3,290,843,IV,73.0,0.4,,0.0,0.0,,24 February 2004,
AUDI,A8 ,3.7 quattro (270 PS),QA6,3697,Petrol,17.3,8.8,11.9,16.3,32.1,23.7,286,829,IV,73.0,0.7,,0.1,0.0,,24 February 2004,
AUDI,A8 ,6.0 W12 quattro (450 PS) LWB,QA6,5998,Petrol,20.7,10.1,14.0,13.6,28.0,20.2,336,972,IV,73.0,0.8,,0.1,0.0,,24 February 2004,
AUDI,A8 ,4.2 V8 quattro (335 PS) LWB,QA6,4172,Petrol,17.7,8.9,12.1,16.0,31.7,23.3,290,843,IV,73.0,0.4,,0.0,0.0,,24 February 2004,
AUDI,A8 ,3.0 TDI quattro (233 PS),QA6,2967,Diesel,12.2,6.6,8.6,23.2,42.8,32.8,231,624,IV,69.0,0.3,0.2,,0.2,0.0,24 February 2004,
AUDI,A8 ,3.0 V6 (220 PS),AV,2976,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,233,675,IV,74.0,0.3,,0.1,0.0,,25 February 2004,
AUDI,A8 ,3.0 V6 (220 PS) LWB,AV,2976,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,233,675,IV,74.0,0.3,,0.1,0.0,,25 February 2004,
AUDI,A8 ,6.0 W12 quattro (450 PS),QA6,5998,Petrol,21.5,10.9,14.8,13.1,25.9,19.1,355,1028,IV,72.0,0.7,,0.1,0.0,,27 February 2004,
AUDI,Audi Allroad ,4.2 V8 quattro (300 PS),QA5,4172,Petrol,20.1,10.2,13.8,14.1,27.7,20.5,331,958,IV,73.0,0.2,,0.0,0.0,,25 February 2004,
AUDI,Audi Allroad ,2.7 V6 Turbo quattro (250 PS)(Low & High Ratio Transmission),QM6,2671,Petrol,18.1,9.9,12.9,15.6,28.5,21.9,310,897,IV,73.0,0.3,,0.0,0.1,,16 March 2004,
AUDI,Audi Allroad ,2.7 V6 Turbo quattro Tiptronic (250 PS),QA5,2671,Petrol,19.3,9.8,13.3,14.6,28.8,21.2,319,926,IV,70.0,0.3,,0.1,0.0,,16 March 2004,
AUDI,Audi 'S' Series,S4 4.2 V8 quattro Saloon (344 PS),QM6,4163,Petrol,19.6,9.8,13.4,14.4,28.8,21.1,322,931,IV,74.0,0.4,,0.0,0.0,,16 March 2004,
AUDI,Audi 'S' Series,S4 4.2 V8 quattro Avant (344 PS),QM6,4163,Petrol,19.7,9.9,13.5,14.3,28.5,20.9,324,940,IV,74.0,0.4,,0.0,0.0,,16 March 2004,
AUDI,Audi TT (Coupé),3.2 V6 quattro (250 PS) DSG,D6,3189,Petrol,13.7,7.7,9.9,20.6,36.7,28.5,238,689,IV,74.0,0.7,,0.1,0.0,,24 February 2004,
AUDI,Audi TT (Roadster),1.8 T (150 PS),M5,1781,Petrol,11.0,6.5,8.3,25.0,43.5,34.0,199,578,IV,71.0,0.6,,0.0,0.0,,24 February 2004,
AUDI,Audi Cabriolet,1.8T quattro (163 PS) ,QM6,1781,Petrol,13.0,7.5,9.5,21.7,37.7,29.7,228,661,IV,71.0,0.5,,0.0,0.0,,16 March 2004,
AUDI,Audi Cabriolet,3.0 V6 (220 PS),M6,2976,Petrol,14.5,7.4,10.0,19.5,38.2,28.2,240,696,IV,72.0,0.7,,0.1,0.0,,01 August 2003,
AUDI,Audi Cabriolet,3.0 V6 quattro (220 PS) ,QA5,2976,Petrol,16.6,8.3,11.4,17.0,34.0,24.8,274,792,IV,74.0,0.4,,0.1,0.1,,16 March 2004,
AUDI,Audi Cabriolet,2.4 V6 (170 PS),M6,2393,Petrol,14.5,7.4,10.0,19.5,38.2,28.2,240,696,IV,73.0,0.4,,0.0,0.0,,28 January 2004,
AUDI,Audi Cabriolet,3.0 V6 quattro (220 PS) ,QM6,2976,Petrol,15.9,8.5,11.2,17.8,33.2,25.2,269,779,IV,74.0,0.8,,0.1,0.0,,16 March 2004,
AUDI,Audi Cabriolet,2.5 V6 (163 PS),M6,2496,Diesel,10.1,5.8,7.3,28.0,48.7,38.7,196,529,IV,74.0,0.2,0.3,,0.2,0.0,06 August 2003,
AUDI,Audi Cabriolet,2.5 V6 (163 PS),AV,2496,Diesel,9.5,6.1,7.3,29.7,46.3,38.7,197,529,IV,72.0,0.2,0.2,,0.2,0.0,06 August 2003,
AUDI,Audi Cabriolet,2.4 V6 Multitronic (170 PS) ,AV,2393,Petrol,13.7,7.5,9.7,20.6,37.7,29.1,233,675,IV,71.0,0.3,,0.1,0.0,,20 March 2003,
AUDI,Audi Cabriolet,3.0 V6 Multitronic (220 PS) ,AV,2976,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,235,682,IV,72.0,0.4,,0.1,0.0,,20 March 2003,
AUDI,Audi Cabriolet,1.8 T (163 PS),AV,1781,Petrol,11.7,6.8,8.6,24.1,41.5,32.8,206,599,IV,71.0,0.5,,0.0,0.0,,25 February 2004,
AUDI,Audi Cabriolet,1.8 T (163 PS),M5,1781,Petrol,11.8,6.9,8.7,23.9,40.9,32.5,208,604,IV,71.0,0.4,,0.0,0.0,,25 February 2004,
BENTLEY MOTORS ,Bentley,Continental GT,QA6,5998,Petrol,26.2,11.9,17.1,10.8,23.7,16.5,410,1190,IV,72.0,0.3,,0.1,0.0,,16 March 2004,
BENTLEY MOTORS ,Bentley,Arnage T,A4,6761,Petrol,30.7,14.8,20.6,9.2,19.1,13.7,495,1433,IV,73.0,,,,,,15 May 2003,
BENTLEY MOTORS ,Bentley,Arnage R,A4,6761,Petrol,30.7,14.8,20.6,9.2,19.1,13.7,495,1433,IV,73.0,,,,,,15 May 2003,
BENTLEY MOTORS ,Bentley,Arnage RL,A4,6761,Petrol,30.7,14.8,20.6,9.2,19.1,13.7,495,1433,IV,73.0,,,,,,15 May 2003,
BMW,3 Series E46,320 Cd Coupé,M6,1995,Diesel,7.9,4.5,5.7,35.8,62.8,49.6,153,412,IV,73.0,0.1,0.2,,0.2,0.0,11 September 2003,
BMW,3 Series E46,320 td Compact,M6,1995,Diesel,7.9,4.5,5.7,35.8,62.8,49.6,153,412,IV,74.0,0.1,0.2,0.0,0.2,0.0,16 March 2004,
BMW,3 Series E46,320d Saloon,M6,1995,Diesel,7.9,4.5,5.7,35.8,62.8,49.6,153,412,IV,73.0,0.1,0.2,0.0,0.2,0.0,16 March 2004,
BMW,3 Series E46,320d Touring,M6,1995,Diesel,8.1,4.7,5.9,34.9,60.1,47.9,158,427,IV,73.0,0.1,0.2,0.0,0.2,0.0,16 March 2004,
BMW,3 Series E46,330cd Coupé,M6,2993,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,177,478,IV,74.0,0.3,0.2,,0.2,0.0,17 February 2004,
BMW,3 Series E46,330d Touring (from March 2004 production),M6,2993,Diesel,9.4,5.3,6.8,30.1,53.3,41.5,182,493,IV,74.0,0.3,0.2,,0.2,0.0,17 February 2004,
BMW,3 Series E46,330d Saloon (from March 2004 production),M6,2993,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,177,478,IV,74.0,0.3,0.2,,0.2,0.0,17 February 2004,
BMW,3 Series E46,318d Saloon,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,406,IV,73.0,0.1,0.2,,0.2,0.0,17 February 2004,
BMW,3 Series E46,318d Touring,M5,1995,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,156,420,IV,73.0,0.1,0.2,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,525d Saloon,M6,2497,Diesel,9.3,5.3,6.7,30.4,53.3,42.2,179,485,IV,74.0,0.3,0.3,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,525d Saloon,A6,2497,Diesel,10.6,6.2,7.8,26.6,45.6,36.2,208,565,IV,70.0,0.1,0.3,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,525d Touring,M6,2497,Diesel,9.7,5.6,7.0,29.1,50.4,40.4,187,506,IV,74.0,0.3,0.3,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,530d Touring,M6,2993,Diesel,9.9,5.8,7.2,28.5,48.7,39.2,192,522,IV,74.0,0.2,0.2,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,530d Touring,A6,2993,Diesel,11.1,6.4,8.0,25.4,44.1,35.3,213,580,IV,73.0,0.1,0.2,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,530d Saloon (from March 2004 production),M6,2993,Diesel,9.5,5.5,6.9,29.7,51.4,40.9,184,500,IV,74.0,0.2,0.2,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,530d Saloon (from March 2004 production),A6,2993,Diesel,10.8,6.1,7.8,26.2,46.3,36.2,208,565,IV,73.0,0.1,0.2,,0.2,0.0,17 February 2004,
BMW,5 Series E60/E61,525d Touring,A6,2497,Diesel,10.9,6.5,8.0,25.9,43.5,35.3,213,580,IV,70.0,0.1,0.3,,0.2,0.0,17 February 2004,
CITROEN,C3,C3 1.4 HDi L,M5,1398,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,115,319,IV,71.9,0.2,0.3,,0.2,0.0,18 March 2004,
DAIHATSU,YRV,M201 1.3L EFi (From VIN 512165),M5,1298,Petrol,7.8,5.1,6.1,36.2,55.4,46.3,145,424,IV,70.4,0.5,0.1,0.0,0.0,,16 March 2004,
DAIHATSU,Charade,L251 1.0L EFi,M5,989,Petrol,6.0,4.1,4.8,47.1,68.9,58.9,114,333,IV,70.2,0.4,0.1,0.0,0.0,,16 March 2004,
DAIHATSU,Charade,L251 1.0L EFi,A4,989,Petrol,7.3,5.1,5.9,38.7,55.4,47.9,140,410,IV,67.2,0.3,,0.0,0.0,,17 March 2004,
DAIHATSU,Copen,L880 660cc EFi,M5,660,Petrol,7.9,5.6,6.4,35.8,50.4,44.1,151,445,IV,71.6,1.4,,0.1,0.0,,07 April 2004,
FIAT,New Panda,1.2 Dualogic,A/SAT5,1242,Petrol,6.8,4.6,5.4,41.5,61.4,52.3,127,376,IV,71.0,0.6,,0.1,0.1,,09 January 2004,
