Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
SUZUKI,SX4,1.6 From VIN JSAGYA21S00105782,5MT,1586,Petrol,8.5,5.8,6.8,33.2,48.7,41.5,165,1472,72.0,0.242,0.040,0.008,,,
SUZUKI,SX4,1.6 4WD Hatchback From VIN TSMEYB21S00300082,5MTx2,1586,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,164,1494,71.0,0.324,0.042,0.012,,,
SUZUKI,Grand Vitara,2.4 3 Door From VIN JSAJTAA4V00100049,5MT,2393,Petrol,11.3,7.4,8.8,25.0,38.2,32.1,205,1903,72.0,0.422,0.033,0.014,,,
SUZUKI,Grand Vitara,2.4 3 Door From VIN JSAJTDA4V00112807,4AT,2393,Petrol,11.9,8.0,9.4,23.7,35.3,30.0,219,2037,72.0,0.170,0.039,0.021,,,
SUZUKI,Grand Vitara,2.4 5 Door From VIN JSAJTDA4V00100049,5MT,2393,Petrol,11.4,7.6,9.0,24.8,37.2,31.4,208,1946,72.0,0.354,0.026,0.017,,,
SUZUKI,Grand Vitara,2.4 5 Door From VIN JSAJTDA4V00100180,4AT,2393,Petrol,12.5,8.1,9.7,22.6,34.9,29.1,225,2100,72.0,0.197,0.040,0.023,,,
TOYOTA,Auris Model Year 2010,TR 1.4 D-4D 6-speed Manual,M6,1364,Diesel,5.7,4.2,4.7,49.6,67.3,60.1,125,1026,67.0,0.250,,0.170,0.200,0.010,
TOYOTA,Auris Model Year 2010,TR 1.4 D-4D 6-speed Multimode,Multi6,1364,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,127,1047,68.0,0.220,,0.210,0.230,0.210,
TOYOTA,RAV4 Model Year 2009,XT-R 2.2 D-4D 150 6-speed Manual,M6,2231,Diesel,7.2,5.0,5.8,39.2,56.5,48.7,154,1266,70.1,0.180,,0.210,0.220,0.017,
TOYOTA,Land Cruiser,5 Door D-4D 5-speed Auto,A5,2982,Diesel,10.4,6.7,8.1,27.2,42.2,34.9,214,1766,71.0,0.050,,0.250,0.260,0.049,
TOYOTA,Land Cruiser,3.0 D-4D 5 Door 224g,A5x2,2982,Diesel,11.5,7.5,9.0,24.6,37.7,31.4,224,1963,69.7,0.020,,0.320,0.320,0.040,
TOYOTA,Land Cruiser,V8 4.5 D-4D 6-speed Auto,A6,4461,Diesel,12.0,9.1,10.2,23.5,31.0,27.7,270,2225,71.0,0.080,,0.330,0.340,0.030,
TOYOTA,Hiace,Glass Van,M5,2494,Diesel,10.7,7.1,8.4,26.4,39.8,33.6,221,1835,72.8,0.080,,0.310,0.320,0.040,
TOYOTA,Urban Cruiser,1.4 D-4D 6-speed Manual,M6,1364,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,130,1070,73.0,0.180,,0.180,0.190,0.001,
TOYOTA,Avensis Model Year 2009,T2 4 Door 2.0 D-4D 6-speed Manual,M6,1998,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,1113,72.0,0.230,,0.140,0.160,0.014,
TOYOTA,Avensis Model Year 2009,TR 4 Door 2.0 D-4D 6-speed Manual,M6,1998,Diesel,6.5,4.2,5.1,43.5,67.3,55.4,134,1113,72.0,0.230,,0.140,0.160,0.014,
TOYOTA,Avensis Model Year 2010,Tourer 2.0 D-4D 6-speed Manual,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1135,72.0,0.230,,0.140,0.160,0.014,
TOYOTA,Avensis Model Year 2010,T4 4 Door 2.0 D-4D 6-speed Manual,M6,1998,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,1113,72.0,0.230,,0.140,0.160,0.014,
TOYOTA,Avensis Model Year 2010,Tourer T4 2.0 D-4D 6-speed Manual,M6,1998,Diesel,6.6,4.3,5.2,42.8,65.7,54.3,136,1135,72.0,0.230,,0.140,0.160,0.014,
TOYOTA,Yaris Model Year 2010,1.4 D-4D 6-speed Manual,M6,1364,Diesel,5.1,3.6,4.1,55.4,78.5,68.9,109,895,67.0,0.300,,0.170,0.190,0.019,
TOYOTA,Yaris Model Year 2010,1.4 D-4D 6-speed Multimode,Multi5,1364,Diesel,5.1,3.6,4.2,55.4,78.5,67.3,110,916,72.0,0.220,,0.160,0.180,0.023,
TOYOTA,iQ,1.0 VVT-i 5-speed Manual,M5,998,Petrol,4.9,3.9,4.3,57.7,72.4,65.7,99,930,67.3,0.150,0.030,0.020,,,
TOYOTA,iQ,1.0 VVT-i 5-speed M-drive,MultiDriv,998,Petrol,5.7,4.1,4.7,49.6,68.9,60.1,110,1017,70.2,0.120,0.040,0.020,,,
TOYOTA,iQ,1.33 VVT-i 6-speed Manual,6MT,1329,Petrol,5.9,4.2,4.8,47.9,67.3,58.9,113,1037,67.3,0.098,0.024,0.016,,,
TOYOTA,iQ,1.33 VVT-i 5-speed Multimode,Multi5,1329,Petrol,6.3,4.4,5.1,44.8,64.2,55.4,120,1103,67.3,0.098,0.024,0.016,,,
TOYOTA,Aygo,1.0 VVT-i 5-speed Manual,M5,998,Petrol,5.5,3.9,4.5,51.4,72.4,62.8,106,973,71.0,0.320,0.040,0.020,,,
TOYOTA,Aygo,1.0 VVT-i 5-speed Multimode,Multi5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,107,995,71.0,0.380,0.050,0.010,,,
TOYOTA,Verso Model Year 2009,1.6 V-matic 6-speed Manual,M6,1598,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,158,1448,73.0,0.230,0.030,0.010,,,
TOYOTA,Verso Model Year 2009,1.8 V-matic 6-speed Manual,M6,1798,Petrol,9.1,5.8,7.0,31.0,48.7,40.4,165,1512,74.0,0.200,0.020,0.020,,,
TOYOTA,Verso Model Year 2009,1.8 V-matic M-Drive S,MultiDriv,1798,Petrol,8.7,5.9,7.0,32.5,54.3,40.4,164,1512,73.0,0.260,0.050,0.010,,,
TOYOTA,RAV4 Model Year 2009,XT-R 2.0 V-Matic 6-speed Manual,M6,1987,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,174,1599,71.9,0.320,0.020,0.010,,,
TOYOTA,RAV4 Model Year 2009,XT-R 2.0 V-Matic 6-speed M-drive S,MultiDriv,1987,Petrol,9.5,6.4,7.5,29.7,44.1,37.7,177,1621,69.8,0.280,0.040,0.010,,,
TOYOTA,Urban Cruiser,1.33 VVT-i 6-speed Manual,M6,1329,Petrol,6.6,4.9,5.5,42.8,57.6,51.4,129,1189,69.0,0.240,0.050,0.020,,,
TOYOTA,Avensis Model Year 2009,4 Door 1.8 V-matic 6-speed,M6,1794,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,154,1405,72.0,0.210,0.030,0.020,,,
TOYOTA,Avensis Model Year 2009,4 Door 1.8 V-matic M-drive S,CVT,1794,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,157,1448,73.0,0.240,0.040,0.010,,,
TOYOTA,Avensis Model Year 2009,Tourer 1.8 V-matic 6-speed Manual,M6,1794,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,155,1428,72.0,0.210,0.030,0.020,,,
TOYOTA,Avensis Model Year 2010,4 Door 1.6 V-matic 5-speed Manual,M5,1598,Petrol,8.3,5.4,6.5,34.0,52.3,43.5,152,1405,73.0,0.210,0.030,0.010,,,
TOYOTA,Avensis Model Year 2010,4 Door 1.6 V-matic 6-speed Manual,M6,1598,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,158,1448,73.0,0.230,0.030,0.010,,,
TOYOTA,Avensis Model Year 2010,Tourer 1.6 V-matic 5-speed Manual,M5,1598,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,153,1405,73.0,0.210,0.030,0.010,,,
TOYOTA,Avensis Model Year 2010,Tourer 1.8 V-matic MultiDrive S,CVT,1794,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,158,1494,73.0,0.240,0.040,0.010,,,
TOYOTA,Avensis Model Year 2010,4 Door 2.0 V-matic 6-speed Manual,M6,1998,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,163,1494,71.0,0.340,0.030,0.010,,,
TOYOTA,Avensis Model Year 2010,4 Door 2.0 V-matic MultiDrive S,CVT,1998,Petrol,9.2,5.7,7.0,30.7,49.6,40.4,164,1512,72.0,0.190,0.040,0.010,,,
TOYOTA,Avensis Model Year 2010,TR 2.0 Tourer V-matic MultiDrive S,CVT,1998,Petrol,9.2,5.8,7.0,30.7,48.7,40.4,165,1512,72.0,0.190,0.040,0.010,,,
TOYOTA,Yaris Model Year 2010,1.0 VVT-i 5-speed Manual,M5,998,Petrol,6.0,4.5,5.0,47.1,62.8,56.5,118,1081,70.5,0.400,0.070,0.020,,,
TOYOTA,Yaris Model Year 2010,1.33 VVT-i 6-speed Manual,M6,1329,Petrol,6.2,4.5,5.1,45.6,62.8,55.4,120,1103,71.5,0.240,0.070,0.020,,,
TOYOTA,Yaris Model Year 2010,1.33 VVT-i 6-speed Multimode,Multi6,1329,Petrol,6.2,4.4,5.1,45.6,64.2,55.4,119,1103,71.5,0.240,0.070,0.020,,,
VAUXHALL,Agila Model Year 2009,1.3CDTi 16v,M5,1248,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,120,982,71.0,0.231,,0.195,0.215,0.021,
VAUXHALL,Agila Model Year 2010,1.3CDTi 16v,M5,1248,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,120,982,71.0,0.231,,0.195,0.215,0.021,
VAUXHALL,Antara Model Year 2009,2.0CDTi 150ps,M5,1991,Diesel,8.9,6.6,7.5,31.7,42.8,37.7,198,1635,73.0,0.100,,0.260,0.290,0.004,
VAUXHALL,Antara Model Year 2009,2.0CDTi 150ps,A5,1991,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,238,1879,73.0,0.050,,0.220,0.250,0.002,
VAUXHALL,Antara Model Year 2010,2.0CDTi 150ps,M5,1991,Diesel,8.9,6.6,7.5,31.7,42.8,37.7,198,1635,72.0,0.100,,0.260,0.290,0.004,
VAUXHALL,Antara Model Year 2010,2.0CDTi 150ps,A5,1991,Diesel,10.9,7.3,8.6,25.9,38.7,32.8,225,1879,73.0,0.050,,0.220,0.250,0.002,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.7CDTi 16v 100ps,M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,1113,72.0,0.325,,0.199,0.226,0.012,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.9CDTi 8v 120ps,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,74.0,0.124,,0.215,0.241,0.023,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.9CDTi 8v 120ps,A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1526,75.0,0.067,,0.199,0.220,0.000,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.9CDTi 16v 150ps,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,74.0,0.191,,0.196,0.226,0.017,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.3CDTi 16v 90ps,M6,1248,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,130,1070,73.0,0.123,,0.215,0.229,0.022,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.7CDTi 16v 100ps with 15"" wheels",M5,1686,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,135,1091,72.0,0.325,,0.199,0.226,0.012,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.7CDTi 16v 100ps with 16/17/18"" wheels",M5,1686,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,138,1113,72.0,0.325,,0.199,0.226,0.012,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.7CDTi 16v 110ps ecoFLEX,M6,1686,Diesel,5.6,3.9,4.5,50.4,72.4,62.8,119,982,70.0,0.457,,0.201,0.208,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.9CDTi 8v 120ps,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,74.0,0.124,,0.215,0.241,0.023,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.9CDTi 8v 120ps,A6,1910,Diesel,9.7,5.4,7.0,29.1,52.3,40.4,189,1526,75.0,0.067,,0.199,0.220,0.000,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.9CDTi 16v 150ps,M6,1910,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,74.0,0.191,,0.196,0.226,0.017,
VAUXHALL,Astra 5 Door Estate Model Year 2009,1.7CDTi 16v 110ps ecoFLEX,M6,1686,Diesel,5.6,3.9,4.5,50.4,72.4,62.8,119,982,70.0,0.457,,0.201,0.208,0.000,
VAUXHALL,Astra TwinTop Model Year 2009,1.9CDTi 16v 150ps,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,74.0,0.021,,0.170,0.184,0.001,
VAUXHALL,Astra TwinTop Model Year 2010,1.9CDTi 16v 150ps,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,74.0,0.021,,0.170,0.184,0.001,
VAUXHALL,Combo Model Year 2009,1.3CDTi 16v 2000,MTA5,996,Diesel,5.9,4.5,5.0,47.9,62.8,56.5,135,1091,74.0,0.160,,0.237,0.248,0.001,
VAUXHALL,Combo Model Year 2009,1.7CDTi 16v 2000,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,140,1135,73.0,0.261,,0.218,0.244,0.017,
VAUXHALL,Combo Model Year 2009,1.3CDTi 16v 2000,M5,1248,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,1113,71.0,0.347,,0.199,0.228,0.001,
VAUXHALL,Combo Model Year 2010,1.3CDTi 16v,M5,1248,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,134,1113,71.0,0.347,,0.199,0.228,0.001,
VAUXHALL,Combo Model Year 2010,1.3CDTi 16v,MTA5,1248,Diesel,5.9,4.5,5.0,47.9,62.8,56.5,135,1091,74.0,0.160,,0.237,0.248,0.001,
VAUXHALL,Combo Model Year 2010,1.7CDTi 16v,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,140,1135,73.0,0.261,,0.218,0.244,0.017,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.3CDTi 16v 75ps,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,982,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.3CDTi 16v 90ps,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,73.0,0.296,,0.207,0.250,0.022,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.3CDTi 16v 75ps Life / Club,M5,1248,Diesel,5.2,3.3,4.0,54.3,85.6,70.6,105,873,72.0,0.170,,0.209,0.223,0.021,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.3CDTi 16v 75ps excluding Life / Club,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,982,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.3CDTi 16v 90ps,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,73.0,0.296,,0.207,0.250,0.022,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.7CDTi 16v 125ps,M6,1686,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,130,1047,72.0,0.173,,0.118,0.157,0.001,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010 ½,1.3CDTi 16v 75ps,M5,1248,Diesel,5.4,3.7,4.3,52.3,76.3,65.7,114,938,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010 ½,1.3CDTi 16v 95ps,M5,1248,Diesel,4.6,3.2,3.7,61.4,88.3,76.3,98,808,71.0,0.111,,0.195,0.219,0.001,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.3CDTi 16v 75ps,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,982,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.3CDTi 16v 90ps,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,73.0,0.296,,0.207,0.250,0.022,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.3CDTi 16v 75ps,M5,1248,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,982,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.3CDTi 16v 90ps,M6,1248,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,73.0,0.296,,0.207,0.250,0.022,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.7CDTi 16v 125ps,M6,1686,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,1070,72.0,0.173,,0.188,0.157,0.001,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010 ½,1.3CDTi 16v 75ps,M5,1248,Diesel,5.4,3.7,4.3,52.3,76.6,65.7,114,938,72.0,0.232,,0.220,0.240,0.020,
VAUXHALL,Meriva Model Year 2009,1.3CDTi 16v,M5,1248,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,135,1091,71.0,0.138,,0.177,0.195,0.000,
VAUXHALL,Meriva Model Year 2009,1.7CDTi 16v,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1135,73.0,0.112,,0.183,0.198,0.020,
VAUXHALL,Meriva Model Year 2009,1.7CDTi 16v,M6,1686,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,146,1179,72.0,0.156,,0.172,0.206,0.001,
VAUXHALL,Meriva Model Year 2010,1.3CDTi 16v,M5,1248,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,134,1091,71.0,0.138,,0.177,0.195,0.001,
VAUXHALL,Meriva Model Year 2010,1.7CDTi 16v Design,M5,1686,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1135,73.0,0.112,,0.183,0.198,0.020,
VAUXHALL,Tigra Model Year 2009,1.3CDTi 16v,M5,1248,Diesel,5.8,3.9,4.6,48.7,72.4,61.4,124,1004,71.0,0.262,,0.235,0.256,0.016,
VAUXHALL,Vivaro Model Year 2009 ,2.0CDTi 16v 90ps or 115ps From VIN WOLJ7BMA69V616698,M6,1995,Diesel,10.0,7.2,8.2,28.2,39.2,34.4,220,1792,72.0,0.255,,0.332,0.364,0.038,
VAUXHALL,Vivaro Model Year 2009 ,2.0CDTi 16v 90ps or 115ps From VIN WOLJ7BHBH9V603098,MTA6,1995,Diesel,8.9,7.2,7.8,31.7,39.2,36.2,207,1703,69.0,0.275,,0.313,0.331,0.042,
VAUXHALL,Vivaro Model Year 2009 ,2.0CDTi 16v 90ps or 115ps Solenoid Injectors From April 2009,M6,1995,Diesel,9.2,6.7,7.6,30.7,42.2,37.2,202,1657,72.0,0.311,,0.292,0.327,0.032,
VAUXHALL,Vivaro Model Year 2009 ,2.0CDTi 16v 90ps or 115ps Solenoid Injectors From April 2009,MTA6,1995,Diesel,8.2,6.9,7.4,34.4,40.9,38.2,194,1614,69.0,0.283,,0.272,0.301,0.038,
VAUXHALL,Zafira Model Year 2009,1.9CDTi 120ps Police,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,74.0,0.210,,0.198,0.224,0.001,
VAUXHALL,Zafira Model Year 2010,1.7CDTi 16v 110ps ecoFLEX,M6,1686,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,139,1157,71.0,0.271,,0.173,0.193,0.002,
VAUXHALL,Zafira Model Year 2010,1.9CDTi 120ps,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,74.0,0.210,,0.198,0.224,0.001,
VAUXHALL,Zafira Model Year 2010,1.9CDTi 120ps,A6,1910,Diesel,9.6,5.5,7.0,29.4,51.4,40.4,186,1526,74.0,0.045,,0.228,0.234,0.001,
VAUXHALL,Zafira Model Year 2010,1.9CDTi 150ps,M6,1910,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,74.0,0.179,,0.199,0.221,0.001,
VAUXHALL,Zafira Model Year 2010,1.9CDTi 150ps,A6,1910,Diesel,9.8,5.7,7.2,28.8,49.6,39.2,191,1573,75.0,0.016,,0.217,0.225,0.001,
VAUXHALL,Agila Model Year 2009,1.0i 12v from VIN W0LFXB22S9M259474,M5,996,Petrol,5.9,4.4,5.0,47.9,64.2,56.5,119,1081,70.0,0.442,0.037,0.004,,,
VAUXHALL,Agila Model Year 2009,1.0i 12v from VIN W0LFXB22S9M170826,M5,996,Petrol,5.9,4.4,5.0,47.9,64.2,56.6,120,1079,70.0,0.442,0.037,0.004,,,
VAUXHALL,Agila Model Year 2009,1.2i 16v from VIN W0LFXB32S9M256331,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,129,1189,70.0,0.498,0.041,0.006,,,
VAUXHALL,Agila Model Year 2009,1.2i 16v from VIN W0LFXB32S9M170890,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,131,1189,72.0,0.498,0.041,0.006,,,
VAUXHALL,Agila Model Year 2009,1.2I 16v Automatic,A4,1242,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,142,1276,68.0,0.282,0.038,0.007,,,
VAUXHALL,Agila Model Year 2010,1.0i 12v,M5,996,Petrol,5.9,4.4,5.0,47.0,64.2,56.5,119,1081,70.0,0.442,0.037,0.004,,,
VAUXHALL,Agila Model Year 2010,1.2i 16v,M5,1242,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,129,1189,70.0,0.498,0.041,0.006,,,
VAUXHALL,Agila Model Year 2010,1.2i 16v,A4,1242,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,142,1276,68.0,0.282,0.038,0.007,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,71.0,0.192,0.057,0.053,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.6i 16v VVT with 15/16"" wheels",M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,155,1405,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.6i 16v VVT with 17/18"" wheels",M5,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1428,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.6i 16v VVT,MTA5,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1364,69.0,0.361,0.080,0.054,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,1.6i 16v Turbo 180ps,M6,1598,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1665,74.0,0.349,0.068,0.051,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.8i 16v VVT with 15/16"" wheels",M5,1796,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1535,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.8i 16v VVT with 17/18"" wheels",M5,1796,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,172,1559,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.8i 16v VVT with 15/16"" wheels",A4,1796,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,184,1665,71.0,0.367,0.053,0.040,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,"1.8i 16v VVT with 17/18"" wheels",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,186,1688,71.0,0.367,0.053,0.040,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,2.0i 16v Turbo 240ps,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,221,1990,75.0,0.414,0.064,0.040,,,
VAUXHALL,Astra 3 Door Hatchback Model Year 2009,2.0i 16v Turbo 240ps VXR,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,221,1990,75.0,0.414,0.064,0.040,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,71.0,0.192,0.057,0.053,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.6i 16v VVT,M5,1598,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,155,1405,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,1.6i 16v VVT,MTA5,1598,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,151,1364,69.0,0.361,0.080,0.054,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.8i 16v VVT with 15/16"" wheels",M5,1796,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,169,1535,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.8i 16v VVT with 17"" wheels",M5,1796,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,172,1559,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.8i 16v VVT with 15/16"" wheels",A4,1796,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,186,1688,71.0,0.367,0.053,0.040,,,
VAUXHALL,Astra 5 Door Hatchback Model Year 2009,"1.8i 16v VVT with 17"" wheels",A4,1796,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,189,1707,71.0,0.367,0.053,0.040,,,
VAUXHALL,Astra 5 Door Estate Model Year 2009,1.6i 16v VVT,M5,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1428,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra TwinTop Model Year 2009,1.6i 16v VVT,M5,1598,Petrol,9.0,5.5,6.8,31.4,51.4,41.5,163,1472,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra TwinTop Model Year 2009,1.8i 16v VVT,M5,1796,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,177,1599,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra TwinTop Model Year 2009,1.8i 16v VVT,A4,1796,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,191,1731,71.0,0.367,0.053,0.040,,,
VAUXHALL,Astra TwinTop Model Year 2009,2.0i 16v Turbo 200ps,M6,1998,Petrol,13.3,7.3,9.5,21.2,38.7,29.7,228,2057,74.0,0.452,0.080,0.022,,,
VAUXHALL,Astra TwinTop Model Year 2010,1.6i 16v VVT,M5,1598,Petrol,9.0,5.5,6.8,31.4,51.4,41.5,163,1472,72.0,0.647,0.083,0.030,,,
VAUXHALL,Astra TwinTop Model Year 2010,1.8i 16v VVT Sport,M5,1796,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,177,1599,73.0,0.355,0.065,0.057,,,
VAUXHALL,Astra TwinTop Model Year 2010,1.8i 16v VVT Sport,A4,1796,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,191,1731,71.0,0.367,0.053,0.040,,,
VAUXHALL,Combo Model Year 2009,1.4i 16v 2000,M5,1364,Petrol,7.9,5.2,6.2,35.8,54.3,45.6,148,1340,72.0,0.451,0.050,0.021,,,
