Manufacturer,Model,Description,Transmission,Transmission type,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of driving 12000 Miles (£s),Electricity cost of driving 12000 Miles (£s),Total costs 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [mg/km],Euro Standard,Booklet,VED Band
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 350 CDI with 18"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.8,5.1,6.1,36.2,55.4,46.3,160,"£1,708.00",,"£1,708.00",71.0,303,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 350 CDI with 19"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.8,5.1,6.1,36.2,55.4,46.3,160,"£1,708.00",,"£1,708.00",71.0,303,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 350 with 18"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.2,5.5,6.9,30.7,51.4,40.9,161,"£1,841.00",,"£1,841.00",73.0,67,49,8,,,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 350 with 19"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.5,5.6,7.0,29.7,50.4,40.4,164,"£1,863.00",,"£1,863.00",73.0,67,49,8,,,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 500 with 19"" rear wheels",Automatic,A7,4663,Petrol,,,,,12.5,6.9,9.0,22.6,40.9,31.4,209,"£2,398.00",,"£2,398.00",72.0,600,65,28,,,5,August 2013,K
MERCEDES-BENZ,"CLS-Class, Model Year 2013","CLS 63 AMG with 19"" rear wheels",Automatic,A7,5461,Petrol,,,,,13.9,7.6,9.9,20.3,37.2,28.5,231,"£2,641.00",,"£2,641.00",74.0,225,31,37,,,5,August 2013,L
MERCEDES-BENZ,"CLS-Class, Model Year 2014","CLS 250 CDI with 18"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.4,5.2,44.1,64.2,54.3,135,"£1,457.00",,"£1,457.00",71.0,54,,146,157,0.2,5,August 2013,E
MERCEDES-BENZ,"CLS-Class, Model Year 2014","CLS 250 CDI with 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.5,5.3,43.5,62.8,53.3,138,"£1,484.00",,"£1,484.00",71.0,54,,146,157,0.2,5,August 2013,E
MERCEDES-BENZ,"CLS-Class, Model Year 2014","CLS 350 CDI with 18"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.8,5.1,6.1,36.2,55.4,46.3,160,"£1,708.00",,"£1,708.00",71.0,304,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2014","CLS 350 CDI with 19"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.8,5.1,6.1,36.2,55.4,46.3,160,"£1,708.00",,"£1,708.00",71.0,304,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"CLS-Class, Model Year 2014","CLS 350 with 19"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.5,5.6,7.0,29.7,50.4,40.4,164,"£1,863.00",,"£1,863.00",73.0,67,49,8,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 200 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.8,5.5,6.7,32.1,51.4,42.2,157,"£1,784.00",,"£1,784.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 200 with 17"" rear wheels ECO Start/Stop",Manual,M6,1796,Petrol,,,,,9.9,5.7,7.2,28.5,49.6,39.2,168,"£1,920.00",,"£1,920.00",72.0,254,30,25,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 200 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.0,5.8,7.0,31.4,48.7,40.4,164,"£1,863.00",,"£1,863.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 200 with 18"" & 19"" rear wheels ECO Start/Stop",Manual,M6,1796,Petrol,,,,,10.1,6.0,7.4,28.0,47.1,38.2,173,"£1,971.00",,"£1,971.00",72.0,254,30,25,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.4,4.4,5.1,44.1,64.2,55.4,135,"£1,428.00",,"£1,428.00",72.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,138,"£1,484.00",,"£1,484.00",70.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.7,4.6,5.4,42.2,61.4,52.3,142,"£1,512.00",,"£1,512.00",70.0,54,,146,156,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.7,4.7,5.4,42.2,60.1,52.3,142,"£1,512.00",,"£1,512.00",72.0,210,,170,183,0.3,5,August 2013,F
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 CDI with 17"" rear wheels 235/45 Tyres ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,138,"£1,484.00",,"£1,484.00",71.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.4,4.4,5.1,44.1,64.2,55.4,135,"£1,428.00",,"£1,428.00",72.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,138,"£1,484.00",,"£1,484.00",71.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.7,4.6,5.4,42.2,61.4,52.3,142,"£1,512.00",,"£1,512.00",71.0,54,,146,156,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.7,4.7,5.4,42.2,60.1,52.3,142,"£1,512.00",,"£1,512.00",72.0,210,,170,183,0.3,5,August 2013,F
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.8,5.5,6.7,32.1,51.4,42.2,157,"£1,784.00",,"£1,784.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 250 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.0,5.8,7.0,31.4,48.7,40.4,164,"£1,863.00",,"£1,863.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 350 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2987,Diesel,,,,,7.3,5.3,6.0,38.7,53.3,47.1,159,"£1,679.00",,"£1,679.00",71.0,303,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 350 with 17"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,10.0,5.6,7.2,28.2,50.4,39.2,168,"£1,920.00",,"£1,920.00",71.0,70,62,40,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 350 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,10.2,5.9,7.5,27.7,47.9,37.7,175,"£1,997.00",,"£1,997.00",71.0,70,62,40,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2013","E 500 with 18"" and 19"" rear wheels",Automatic,A7,4663,Petrol,,,,,12.9,6.9,9.1,21.9,40.9,31.0,213,"£2,428.00",,"£2,428.00",70.0,600,65,28,,,5,August 2013,K
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2014","E 220 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,5.9,4.4,4.9,47.9,64.2,57.6,130,"£1,373.00",,"£1,373.00",70.0,54,,146,156,0.2,5,August 2013,D
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2014","E 250 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,5.9,4.4,4.9,47.9,64.2,57.6,130,"£1,373.00",,"£1,373.00",71.0,54,,146,156,0.2,5,August 2013,D
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 200 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.9,5.5,6.7,31.7,51.4,42.2,156,"£1,784.00",,"£1,784.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 200 with 17"" rear wheels ECO Start/Stop",Manual,M6,1796,Petrol,,,,,9.7,5.6,7.1,29.1,50.4,39.8,164,"£1,892.00",,"£1,892.00",72.0,254,30,25,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 200 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.1,5.7,6.9,31.0,49.6,40.9,161,"£1,841.00",,"£1,841.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.0,4.2,4.9,47.1,67.3,57.6,128,"£1,373.00",,"£1,373.00",72.0,165,,173,181,0.3,5,August 2013,D
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.3,5.1,43.5,65.7,55.4,134,"£1,428.00",,"£1,428.00",70.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.1,4.4,5.0,46.3,64.2,56.5,131,"£1,400.00",,"£1,400.00",72.0,165,,173,181,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,138,"£1,484.00",,"£1,484.00",70.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.3,5.1,43.5,65.7,55.4,134,"£1,428.00",,"£1,428.00",71.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.5,4.2,5.1,43.5,67.3,55.4,134,"£1,428.00",,"£1,428.00",72.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,138,"£1,484.00",,"£1,484.00",71.0,54,,146,156,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.7,4.4,5.3,42.2,64.2,53.3,138,"£1,484.00",,"£1,484.00",72.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.9,5.5,6.7,31.7,51.4,42.2,156,"£1,784.00",,"£1,784.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 250 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.1,5.7,6.9,31.0,49.6,40.9,161,"£1,841.00",,"£1,841.00",73.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 350 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2987,Diesel,,,,,7.3,4.9,6.0,38.7,57.6,47.1,154,"£1,679.00",,"£1,679.00",71.0,303,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 350 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2987,Diesel,,,,,7.5,5.2,6.1,37.7,54.3,46.3,157,"£1,708.00",,"£1,708.00",71.0,303,,147,190,1.6,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 350 with 17"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.7,5.4,7.0,29.1,52.3,40.4,164,"£1,863.00",,"£1,863.00",71.0,70,62,40,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 350 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.8,5.6,7.2,28.8,50.4,39.2,167,"£1,920.00",,"£1,920.00",71.0,70,62,40,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Coupé, Model Year 2013","E 500 with 18"" & 19"" rear wheels",Automatic,A7,4663,Petrol,,,,,12.7,6.8,8.9,22.2,41.5,31.7,209,"£2,375.00",,"£2,375.00",70.0,600,65,28,,,5,August 2013,K
MERCEDES-BENZ,"E-Class Coupé, Model Year 2014","E 220 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.0,4.3,4.9,47.1,65.7,57.6,129,"£1,373.00",,"£1,373.00",70.0,54,,146,156,0.2,5,August 2013,D
MERCEDES-BENZ,"E-Class Coupé, Model Year 2014","E 250 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.0,4.3,4.9,47.1,65.7,57.6,129,"£1,373.00",,"£1,373.00",71.0,54,,146,156,0.2,5,August 2013,D
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 200 with 16"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.9,5.5,6.8,31.7,51.4,41.5,159,"£1,814.00",,"£1,814.00",70.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 16"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.5,4.4,5.2,43.5,64.2,54.3,136,"£1,457.00",,"£1,457.00",74.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 16"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,139,"£1,484.00",,"£1,484.00",72.0,94,,148,160,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,139,"£1,484.00",,"£1,484.00",74.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.8,5.5,42.8,58.9,51.4,142,"£1,539.00",,"£1,539.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.6,4.6,5.4,42.8,61.4,52.3,141,"£1,512.00",,"£1,512.00",74.0,210,,170,183,0.3,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 220 CDI with 18 & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.8,5.5,42.8,58.9,51.4,143,"£1,539.00",,"£1,539.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 16"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.5,4.4,5.2,43.5,64.2,54.3,136,"£1,457.00",,"£1,457.00",73.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 16"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.6,5.3,44.1,61.4,53.3,139,"£1,484.00",,"£1,484.00",72.0,94,,148,160,0.2,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,139,"£1,484.00",,"£1,484.00",73.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.8,5.5,42.8,58.9,51.4,142,"£1,539.00",,"£1,539.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.6,4.6,5.4,42.8,61.4,52.3,141,"£1,512.00",,"£1,512.00",73.0,210,,170,183,0.3,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.6,4.8,5.5,42.8,58.9,51.4,143,"£1,539.00",,"£1,539.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 with 16"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.9,5.5,6.8,31.7,51.4,41.5,159,"£1,814.00",,"£1,814.00",70.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.1,5.7,7.0,31.0,49.6,40.4,162,"£1,863.00",,"£1,863.00",70.0,254,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 250 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.1,5.7,7.0,31.0,49.6,40.4,163,"£1,863.00",,"£1,863.00",70.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 300 BLUETEC HYBRID with 16"" rear wheels",Automatic,A7,2143,Diesel Electric,,,,,4.5,4.4,4.4,62.8,64.2,64.2,116,"£1,232.00",,"£1,232.00",72.0,248,,158,181,0.2,5,August 2013,C
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 300 BLUETEC HYBRID with 17"" rear wheels",Automatic,A7,2143,Diesel Electric,,,,,4.5,4.6,4.5,62.8,61.4,62.8,119,"£1,260.00",,"£1,260.00",72.0,248,,158,181,0.2,5,August 2013,C
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 300 BLUETEC HYBRID with 18"" & 19"" rear wheels",Automatic,A7,2143,Diesel Electric,,,,,4.5,4.6,4.5,62.8,61.4,62.8,119,"£1,260.00",,"£1,260.00",72.0,248,,158,181,0.2,5,August 2013,C
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 350 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2987,Diesel,,,,,7.6,5.5,6.3,37.2,51.4,44.8,166,"£1,766.00",,"£1,766.00",71.0,253,,154,190,0.8,5,August 2013,H
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 350 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2987,Diesel,,,,,7.6,5.7,6.4,37.2,49.6,44.1,169,"£1,794.00",,"£1,794.00",71.0,253,,154,190,0.8,5,August 2013,H
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 350 with 17"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.7,5.8,7.2,29.1,48.7,39.2,168,"£1,920.00",,"£1,920.00",73.0,82,59,5,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 350 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,3498,Petrol,,,,,9.7,5.8,7.2,29.1,48.7,39.2,169,"£1,920.00",,"£1,920.00",73.0,82,59,5,,,5,August 2013,H
MERCEDES-BENZ,"E-Class Estate, Model Year 2013","E 63 AMG with 18"" & 19"" rear wheels",Automatic,A7,5461,Petrol,,,,,13.9,7.8,10.0,20.3,36.2,28.2,234,"£2,670.00",,"£2,670.00",74.0,225,31,37,,,5,August 2013,L
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 220 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.0,4.5,5.1,47.1,62.8,55.4,133,"£1,428.00",,"£1,428.00",74.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 220 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.7,5.4,44.1,60.1,52.3,141,"£1,512.00",,"£1,512.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 220 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.1,4.6,5.2,46.3,61.4,54.3,135,"£1,457.00",,"£1,457.00",74.0,210,,170,183,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 220 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.8,5.4,44.1,58.9,52.3,142,"£1,512.00",,"£1,512.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 250 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.8,5.4,43.5,58.9,52.3,143,"£1,512.00",,"£1,512.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 250 CDI with 18"" and 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.9,5.5,43.5,57.6,51.4,145,"£1,539.00",,"£1,539.00",72.0,94,,148,160,0.2,5,August 2013,F
MERCEDES-BENZ,"E-Class Estate, Model Year 2014","E 300 BLUETEC HYBRID with 17"" rear wheels",Automatic,A7,2143,Diesel Electric,,,,,4.5,4.6,4.5,62.8,61.4,62.8,119,"£1,260.00",,"£1,260.00",72.0,248,,158,181,0.2,5,August 2013,C
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 16"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.3,4.4,5.1,44.8,64.2,55.4,134,"£1,428.00",,"£1,428.00",70.0,68,,157,168,0.1,5,August 2013,E
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 16"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.3,4.4,5.1,44.8,64.2,55.4,134,"£1,428.00",,"£1,428.00",74.0,268,,154,172,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,136,"£1,457.00",,"£1,457.00",70.0,68,,157,168,0.1,5,August 2013,E
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 17"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.4,4.5,5.2,44.1,62.8,54.3,136,"£1,457.00",,"£1,457.00",74.0,268,,154,172,0.3,5,August 2013,E
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.5,4.7,5.4,43.5,60.1,52.3,141,"£1,512.00",,"£1,512.00",70.0,68,,157,168,0.1,5,August 2013,F
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 CDI with 18"" & 19"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.5,4.7,5.4,43.5,60.1,53.3,141,"£1,484.00",,"£1,484.00",74.0,268,,154,172,0.3,5,August 2013,F
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 with 16"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.8,5.2,6.5,32.1,54.3,43.5,152,"£1,731.00",,"£1,731.00",70.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 with 17"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,8.9,5.3,6.6,31.7,53.3,42.8,155,"£1,759.00",,"£1,759.00",70.0,155,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 200 with 18"" & 19"" rear wheels ECO Start/Stop",Automatic,A7,1796,Petrol,,,,,9.1,5.6,6.9,31.0,50.4,40.9,160,"£1,841.00",,"£1,841.00",70.0,255,48,19,,,5,August 2013,G
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 220 CDI with 16"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.2,4.2,4.9,45.6,67.3,57.6,129,"£1,373.00",,"£1,373.00",71.0,54,,146,156,0.2,5,August 2013,D
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 220 CDI with 16"" rear wheels ECO Start/Stop",Manual,M6,2143,Diesel,,,,,6.2,4.2,5.0,45.6,67.3,56.5,130,"£1,400.00",,"£1,400.00",74.0,210,,170,183,0.3,5,August 2013,D
MERCEDES-BENZ,"E-Class Saloon, Model Year 2013","E 220 CDI with 17"" rear wheels ECO Start/Stop",Automatic,A7,2143,Diesel,,,,,6.3,4.3,5.0,44.8,65.7,56.5,132,"£1,400.00",,"£1,400.00",71.0,54,,146,156,0.2,5,August 2013,E
