Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (140ps) Estate,M6,1997,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1157,70.0,352.0,,161.0,201.0,0.900,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (163ps) Saloon,M6,1997,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1157,70.0,352.0,,161.0,201.0,0.900,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (163ps) Estate,M6,1997,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1157,70.0,352.0,,161.0,201.0,0.900,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (140ps) Saloon,A6,1997,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,68.0,181.0,,158.0,179.0,0.600,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (140ps) Estate,A6,1997,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,68.0,181.0,,158.0,179.0,0.600,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (163ps) Saloon,A6,1997,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,68.0,181.0, ,158.0,179.0,0.600,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratorq (163ps) Estate,A6,1997,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,68.0,181.0, ,158.0,179.0,0.600,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratorq (115ps),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1243,70.0,357.0, ,165.0,208.0,0.700,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratorq (163ps),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1243,70.0,357.0, ,165.0,208.0,0.700,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratorq (115ps),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1243,70.0,357.0, ,165.0,208.0,0.700,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratorq (163ps),M6,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.6,152,1243,70.0,357.0, ,165.0,208.0,0.700,
FORD,Fiesta Model Year - Post 2010¼,1.4 Duratec (96ps),A4,1388,Petrol,8.9,5.2,6.6,31.7,54.3,42.8,154,1428,69.0,358.0,60.0,48.0,,,
FORD,Kuga Model Year - Post 2010¾,2.0 Duratorq TDCi (140ps) (+DPF),M6,1997,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,156,1287,72.0,217.9,,170.4,204.9,0.840,
FORD,Kuga Model Year - Post 2010¾,2.0 Duratorq TDCi (140ps) (+DPF),M6-AWD,1997,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,72.0,217.9,,170.4,204.9,0.840,
FORD,Kuga Model Year - Post 2010¾,2.0 Duratorq TDCi (163ps) (+DPF),M6-AWD,1997,Diesel,7.6,5.1,6.0,37.2,55.4,47.1,159,1309,72.0,217.9,,170.4,204.9,0.840,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratorq (140ps),A6,1997,Diesel,7.4,5.2,6.0,38.2,54.3,47.1,159,1309,68.0,195.0,,139.0,160.0,0.400,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratorq (163ps),A6,1997,Diesel,7.4,5.2,6.0,38.2,54.3,47.1,159,1309,68.0,195.0, ,139.0,160.0,0.400,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratorq (140ps),A6,1997,Diesel,7.4,5.2,6.0,38.2,54.3,47.1,159,1309,68.0,195.0,,139.0,160.0,0.400,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratorq (163ps),A6,1997,Diesel,7.4,5.2,6.0,38.2,54.3,47.1,159,1309,68.0,195.0, ,139.0,160.0,0.400,
FORD,Kuga Model Year - Post 2010¾,2.0 Duratorq TDCi (140ps) (+DPF),A6-AWD,1997,Diesel,8.5,5.8,6.8,33.2,48.7,41.5,179,1485,69.0,155.0,,172.0,191.9,0.810,
FORD,Kuga Model Year - Post 2010¾,2.0 Duratorq TDCi (163ps) (+DPF),A6-AWD,1997,Diesel,8.5,5.8,6.8,33.2,48.7,41.5,179,1485,69.0,155.0,,172.0,191.9,0.810,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratec EcoBoost (203ps) Saloon,A6,1976,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,179,1665,72.0,454.0,54.0,21.0,,,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratec EcoBoost (203ps) Estate,A6,1976,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,179,1665,72.0,454.0,54.0,21.0,,,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratec (145ps) Saloon,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,184,1707,72.0,462.0,37.0,30.0,,,
FORD,Mondeo Model Year - Post 2010½ ,2.0 Duratec (145ps) Estate,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,184,1707,72.0,462.0,37.0,30.0,,,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratec (145ps),M5,1999,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,189,1776,72.0,503.0,42.0,29.0,,,
FORD,S-Max Model Year - Post 2010½ ,2.0 Duratec EcoBoost (203ps),A6,1976,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,189,1751,71.0,458.0,61.0,31.0,,,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratec (145ps),M5,1999,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,189,1776,72.0,503.0,42.0,29.0,,,
FORD,Galaxy Model Year - Post 2010½ ,2.0 Duratec EcoBoost (203ps),A6,1976,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,189,1751,71.0,458.0,61.0,31.0,,,
HONDA,Insight Model Year 2010,1.3 IMA S 5 door,CVT,1339,Petrol Hybrid,4.6,4.2,4.4,61.4,67.3,64.2,101,952,67.0,50.0,16.0,7.0,,,
HONDA,Insight Model Year 2010,1.3 IMA SE 5 door,CVT,1339,Petrol Hybrid,4.6,4.2,4.4,61.4,67.3,64.2,101,952,67.0,50.0,16.0,7.0,,,
HONDA,Insight Model Year 2010,1.3 IMA ES 5 door,CVT,1339,Petrol Hybrid,4.7,4.5,4.6,60.1,62.8,61.4,105,995,67.0,60.0,15.0,7.0,,,
HONDA,Insight Model Year 2010,1.3 IMA ES-T 5 door,CVT,1339,Petrol Hybrid,4.7,4.5,4.6,60.1,62.8,61.4,105,995,67.0,60.0,15.0,7.0,,,
HONDA,Civic Hybrid Model Year 2009,1.4 IMA ES Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Hybrid Model Year 2009,1.4 IMA ES Leather Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Hybrid Model Year 2009,1.4 IMA EX Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Hybrid Model Year 2010,1.4 IMA ES Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Hybrid Model Year 2010,1.4 IMA ES Leather Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Hybrid Model Year 2010,1.4 IMA EX Saloon,CVT,1339,Petrol Hybrid,5.2,4.3,4.6,54.3,65.7,61.4,109,995,68.0,190.0,55.0,12.0,,,
HONDA,Civic Model Year 2009,1.4 i-VTEC,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1232,69.0,326.0,45.0,23.0,,,
HONDA,Civic Model Year 2010,1.4 i-VTEC,A6,1339,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,132,1232,69.0,326.0,45.0,23.0,,,
HONDA,Civic Model Year 2009,1.4 i-VTEC,M6,1339,Petrol,7.3,5.0,5.9,38.7,56.5,47.9,135,1276,69.0,345.0,43.0,25.0,,,
HONDA,Civic Model Year 2010,1.4 i-VTEC,M6,1339,Petrol,7.3,5.0,5.9,38.7,56.5,47.9,135,1276,69.0,345.0,43.0,25.0,,,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES Saloon,M6,2199,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1223,72.0,137.0,,136.0,155.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES GT Saloon,M6,2199,Diesel,7.3,4.8,5.7,38.7,58.9,49.7,150,1240,72.0,128.0,,140.0,160.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC EX Saloon,M6,2199,Diesel,7.3,4.8,5.7,38.7,58.9,49.7,150,1240,72.0,128.0,,140.0,160.0,1.000,
HONDA,Civic Model Year 2009,1.8 i-VTEC SE,M6,1799,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,152,1428,70.0,275.0,25.0,11.0,,,
HONDA,Civic Model Year 2010,1.8 i-VTEC SE,M6,1799,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,152,1428,70.0,275.0,25.0,11.0,,,
HONDA,Accord Model Year 2010,2.2 i-DTEC Type S Saloon,M6,2199,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,154,1266,72.0,147.0,,134.0,161.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES Tourer,M6,2199,Diesel,7.5,4.9,5.9,37.7,57.6,47.9,155,1287,72.0,140.0,,146.0,166.0,1.000,
HONDA,Civic Model Year 2009,1.8 i-VTEC,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1448,70.0,260.0,27.0,13.0,,,
HONDA,Civic Model Year 2010,1.8 i-VTEC,M6,1799,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,155,1448,70.0,260.0,27.0,13.0,,,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES GT Tourer,M6,2199,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,157,1287,72.0,132.0,,142.0,161.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC EX Tourer,M6,2199,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,157,1287,72.0,132.0,,142.0,161.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1398,68.0,65.0,,153.0,166.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES GT Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1398,68.0,65.0,,153.0,166.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC EX Saloon,A5,2199,Diesel,8.5,5.3,6.4,33.2,53.3,44.1,170,1398,68.0,65.0,,153.0,166.0,1.000,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES Saloon,M6,1997,Petrol,9.4,5.9,7.2,30.1,47.9,39.2,170,1559,71.0,340.0,43.0,26.0,,,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,173,1440,68.0,67.0,,156.0,167.0,1.000,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES Tourer,M6,1997,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,173,1579,71.0,340.0,38.0,29.0,,,
HONDA,Accord Model Year 2010,2.2 i-DTEC ES GT Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1440,68.0,67.0,,157.0,169.0,1.000,
HONDA,Accord Model Year 2010,2.2 i-DTEC EX Tourer,A5,2199,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,174,1440,68.0,67.0,,157.0,169.0,1.000,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES GT Saloon,M6,1997,Petrol,9.6,6.0,7.3,29.4,47.1,38.7,174,1579,71.0,320.0,35.0,36.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC EX Saloon,M6,1997,Petrol,9.6,6.0,7.3,29.4,47.1,38.7,174,1579,71.0,320.0,35.0,36.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES GT Tourer,M6,1997,Petrol,10.1,6.1,7.5,28.0,46.3,37.7,177,1621,71.0,320.0,39.0,29.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES Saloon,A5,1997,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,178,1621,71.0,340.0,44.0,31.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES GT Saloon,A5,1997,Petrol,10.4,6.0,7.7,27.2,47.1,36.7,182,1665,71.0,340.0,41.0,29.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC EX Saloon,A5,1997,Petrol,10.4,6.0,7.7,27.2,47.1,36.7,182,1665,71.0,340.0,41.0,29.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES Tourer,A5,1997,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,183,1665,71.0,380.0,43.0,27.0,,,
HONDA,Accord Model Year 2010,2.0 i-VTEC ES GT Tourer,A5,1997,Petrol,10.9,6.1,7.9,25.9,46.3,35.8,187,1707,71.0,360.0,48.0,30.0,,,
HONDA,Accord Model Year 2010,2.4 i-VTEC EX Saloon,A5,2354,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,202,1863,72.0,220.0,27.0,6.0,,,
HONDA,Accord Model Year 2010,2.4 i-VTEC EX Saloon,M6,2354,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,1903,73.0,210.0,11.0,8.0,,,
HYUNDAI,ix35,"2.0l CRDi 4x2 (17"" wheels)",M6,1995,Diesel,6.6,4.9,5.5,42.8,57.6,51.4,147,1199,73.0,172.0,,148.0,179.0,1.160,
HYUNDAI,ix35,"2.0l CRDi 4x4 (17"" wheels)",M6,1995,Diesel,6.7,5.1,5.7,42.2,55.4,49.6,149,1243,73.0,221.0,,137.0,169.0,1.390,
HYUNDAI,ix35,"2.0l CRDi 4x2 (18"" wheels)",M6,1995,Diesel,7.0,5.2,5.9,40.4,54.3,47.9,153,1287,73.0,172.0,,148.0,179.0,1.160,
HYUNDAI,ix35,"2.0l CRDi 4x4 (18"" wheels)",M6,1995,Diesel,7.0,5.2,5.9,40.4,54.3,47.9,154,1287,73.0,221.0,,137.0,169.0,1.390,
HYUNDAI,Santa Fe,2.2l CRDi (5 & 7 Seat),M6,2199,Diesel,8.8,5.6,6.8,32.1,50.4,41.5,176,1485,72.0,131.8,,149.5,170.1,0.500,
HYUNDAI,ix35,2.0l 4x2,M5,1998,Petrol,9.8,6.1,7.5,28.8,46.3,37.7,177,1621,73.0,552.0,27.0,6.0,,,
HYUNDAI,Santa Fe,2.2l CRDi (5 Seat),A6,2199,Diesel,8.8,6.2,7.2,32.1,45.6,39.2,194,1573,73.0,111.5,,147.4,172.7,0.800,
HYUNDAI,Santa Fe,2.2l CRDi (7 Seat),A6,2199,Diesel,9.3,6.3,7.4,30.4,44.8,38.2,197,1614,73.0,111.5,,147.4,172.7,0.800,
INFINITI,G37,G37 Saloon 2WD,A7,3696,Petrol,15.3,7.8,10.5,18.5,36.2,26.9,246,2271,74.0,141.0,25.0,22.0,,,
INFINITI,G37,G37 Coupé,A7,3696,Petrol,15.3,7.8,10.5,18.5,36.2,26.9,246,2271,71.4,141.0,25.0,22.0,,,
INFINITI,G37,G37 Saloon 2WD,M6,3696,Petrol,15.3,7.9,10.6,18.5,35.8,26.6,248,2297,74.5,378.0,38.0,27.0,,,
INFINITI,G37,G37 Coupé,M6,3696,Petrol,15.3,7.9,10.6,18.5,35.8,26.6,248,2297,73.8,378.0,38.0,27.0,,,
INFINITI,G37,G37 Saloon 4WD,A7,3696,Petrol,15.7,8.2,11.0,18.0,34.4,25.7,255,2377,69.9,155.0,32.0,24.0,,,
INFINITI,G37,G37 Convertible,A7,3696,Petrol,16.7,8.3,11.4,16.9,34.0,24.8,264,2464,71.4,130.0,24.0,21.0,,,
INFINITI,EX37,EX37 4WD,A6x2,3696,Petrol,16.0,8.3,11.3,17.7,34.0,25.7,265,2377,68.3,117.0,25.0,27.0,,,
INFINITI,G37,G37 Convertible,M6,3696,Petrol,17.0,8.9,11.9,16.5,31.7,25.7,275,2377,73.7,196.0,20.0,40.0,,,
INFINITI,FX,FX37 4WD,A6x2,3696,Petrol,16.8,9.4,12.1,16.8,30.1,23.3,282,2622,70.6,145.0,45.0,59.0,,,
INFINITI,FX,FX50 4WD,A6x2,5026,Petrol,18.9,9.8,13.1,14.8,28.8,21.6,307,2829,70.8,168.0,39.0,46.0,,,
JAGUAR CARS,XF,TDV6 cDPF,A6,2993,Diesel,9.5,5.5,6.8,30.0,51.3,42.0,179,1468,74.0,322.0,,175.0,211.0,0.910,
JAGUAR CARS,XJ 2010 Model Year,3.0L Short wheel base,A6,2993,Diesel,9.6,5.7,7.0,29.6,50.0,40.1,184,1537,72.0,353.0,,142.0,191.0,2.700,
JAGUAR CARS,XJ 2010 Model Year,3.0L Long wheel base,A6,2993,Diesel,9.7,5.8,7.2,29.1,48.7,39.2,189,1573,72.0,303.7,,162.4,206.8,2.300,
JAGUAR CARS,XK,5.0L Convertible,A6,4999,Petrol,17.1,8.0,11.2,16.5,35.3,24.9,264,2454,73.0,266.4,23.2,12.1,,,
JAGUAR CARS,XK,5.0L Coupé,A6,4999,Petrol,17.1,8.0,11.2,16.5,35.3,24.9,264,2454,73.0,266.4,23.2,12.1,,,
JAGUAR CARS,XF,5.0L V8,A6,4999,Petrol,17.3,7.8,11.1,16.3,35.9,24.9,264,2454,74.0,404.3,30.0,16.7,,,
JAGUAR CARS,XJ 2010 Model Year,5.0L Normally Aspirated,A6,4999,Petrol,17.0,8.2,11.3,16.6,34.6,24.9,264,2454,72.0,266.9,38.8,50.8,,,
JAGUAR CARS,XJ 2010 Model Year,5.0L Supercharger,A6,4999,Petrol,18.3,8.7,12.1,15.4,32.5,23.4,289,2611,72.0,398.6,49.0,22.9,,,
JAGUAR CARS,XF,5.0L V8 Supercharged,A6,4999,Petrol,18.7,8.7,12.5,15.1,32.4,22.5,292,2715,73.0,443.4,36.5,27.6,,,
JAGUAR CARS,XKR8,5.0L Supercharged Convertible,A6,4999,Petrol,18.9,8.8,12.3,14.9,32.0,22.5,292,2715,74.0,768.0,38.8,21.7,,,
JAGUAR CARS,XKR8,5.0L Supercharged Coupé,A6,4999,Petrol,18.9,8.8,12.3,14.9,32.0,22.5,292,2715,74.0,768.0,38.8,21.7,,,
KIA ,Venga,1.4 CRDi,M6,1396,Diesel,5.2,4.0,4.5,54.3,70.6,62.8,117,982,70.0,72.1,,146.7,159.9,0.600,
KIA ,Venga,1.4,M5,1396,Petrol,7.5,5.5,6.2,37.7,51.4,45.6,147,1340,71.0,491.3,28.9,31.5,,,
KIA ,Venga,1.6,A4,1591,Petrol,9.0,5.8,7.0,31.4,48.7,40.4,164,1512,71.0,599.2,27.7,6.0,,,
KIA ,New Sorento,2.2 CRDi 2WD,M6,2199,Diesel,8.5,5.3,6.5,33.2,53.3,43.5,171,1417,74.0,246.7,,131.5,160.3,1.000,
KIA ,New Sorento,2.2 CRDi 4WD,M6,2199,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,177,1461,74.0,246.7,,131.5,160.3,1.000,
KIA ,New Sorento,2.2 CRDi 4WD,A6,2199,Diesel,9.2,6.1,7.3,30.7,46.3,38.7,192,1593,74.0,139.0,,135.5,139.4,2.300,
KIA ,New Sorento,2.2 CRDi 4WD,A6,2199,Diesel,9.3,6.2,7.4,30.4,45.6,38.2,194,1614,74.0,139.0,,135.5,139.4,2.300,
KIA ,New Sorento,2.4 2WD,M6,2359,Petrol,11.2,6.9,8.5,25.2,40.9,33.2,203,1840,73.0,520.5,24.7,6.4,,,
LAND ROVER,Range Rover Sport Model Year 2010,3.0 V6,A6,2993,Diesel,11.2,8.1,9.2,25.2,34.9,30.7,243,2008,71.0,303.0,,177.0,215.0,0.000,
LAND ROVER,Discovery 4 Model Year 2010,3.0 V6,A6,2993,Diesel,11.3,8.3,9.3,25.0,34.0,30.4,244,2028,72.0,303.0,,177.0,215.0,0.000,
LAND ROVER,Range Rover Model Year 2010,5.0 V8,A6,4999,Petrol,20.8,10.0,14.0,13.6,28.2,20.2,326,3025,71.0,155.0,41.0,39.0,,,
LAND ROVER,Range Rover Sport Model Year 2010,5.0 V8,A6,4999,Petrol,19.8,10.5,13.9,14.3,26.9,20.3,327,3010,71.0,145.0,45.0,32.0,,,
LAND ROVER,Discovery 4 Model Year 2010,5.0 V8,A6,4999,Petrol,19.8,10.7,14.1,14.3,26.4,20.0,328,3055,70.0,145.0,45.0,32.0,,,
LAND ROVER,Range Rover Model Year 2010,5.0 V8 Supercharged,A6,4999,Petrol,22.6,10.4,14.9,12.5,27.2,19.0,348,3216,73.0,374.0,39.0,14.0,,,
LAND ROVER,Range Rover Sport Model Year 2010,5.0 V8 Supercharged,A6,4999,Petrol,21.8,10.7,14.9,13.0,26.4,19.0,348,3216,72.0,311.0,44.0,21.0,,,
LEXUS,LS,LS600h SWB,E-CVT,4969,Petrol Hybrid,11.3,8.0,9.3,25.0,35.3,30.4,218,2010,71.2,295.0,32.0,15.9,,,
LEXUS,LS,LS600h LWB,E-CVT,4969,Petrol Hybrid,11.3,8.0,9.3,25.0,35.3,30.4,219,2010,71.2,295.0,32.0,15.9,,,
MASERATI,Granturismo,Automatic,A6,4244,Petrol,21.5,10.0,14.3,13.1,28.2,19.8,330,3086,74.0,468.0,33.0,29.0,,,
MASERATI,Quattroporte,Automatic,A6,4244,Petrol,21.9,10.5,14.7,12.9,26.9,19.2,340,3182,73.9,489.0,36.0,29.0,,,
MASERATI,Granturismo,S Automatic,A6,4691,Petrol,23.2,10.5,15.2,12.2,27.0,18.6,354,3285,73.3,506.0,39.0,24.0,,,
MASERATI,Grancabrio,Automatic,A6,4691,Petrol,23.9,10.4,15.4,11.8,27.1,18.3,358,3339,73.8,532.0,53.0,35.0,,,
MASERATI,Quattroporte,S,A6,4691,Petrol,23.9,10.9,15.7,11.8,25.9,18.0,365,3394,69.2,506.0,39.0,24.0,,,
MASERATI,Quattroporte,Sport GT S,A6,4691,Petrol,23.9,10.9,15.7,11.8,25.9,18.0,365,3394,71.8,506.0,39.0,24.0,,,
MASERATI,Granturismo,S,M6,4691,Petrol,25.2,11.3,16.4,11.2,25.0,17.2,385,3552,74.3,458.0,29.0,30.0,,,
MAZDA,Mazda6,2.2 5 Door (129ps),M6,2184,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,138,1135,69.6,189.1,,171.2,192.0,0.360,
MAZDA,Mazda6,2.2 5 Door (163ps),M6,2184,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,73.4,295.1,,150.9,171.1,0.590,
MAZDA,Mazda6,2.2 5 Door (180ps),M6,2184,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,73.4,295.1,,150.9,171.1,0.590,
MAZDA,Mazda6,2.2 Estate (163ps),M6,2184,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,73.4,295.1,,150.9,171.1,0.590,
MAZDA,Mazda6,2.2 Estate (180ps),M6,2184,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,73.4,295.1,,150.9,171.1,0.590,
MAZDA,Mazda3,2.2 (150ps) 5 Door,M6,2184,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,144,1179,68.0,291.1,,165.1,189.7,0.400,
MAZDA,Mazda3,2.2 (185ps) 4/5 Door,M6,2184,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1223,68.0,286.8,,158.4,178.5,0.900,
MAZDA,Mazda3,2.0 4/5 Door,M6,1999,Petrol,9.3,5.4,6.8,30.4,52.3,41.5,159,1472,69.0,433.4,48.0,10.4,,,
MAZDA,Mazda6,2.0 5 Door,M6,1999,Petrol,9.6,5.3,6.9,29.4,53.3,40.9,159,1494,68.5,497.5,37.1,10.4,,,
MAZDA,Mazda6,2.0 Estate,M6,1999,Petrol,9.7,5.4,7.0,29.1,52.3,40.4,161,1512,68.5,497.5,37.1,10.4,,,
MAZDA,Mazda3,2.0 5 Door,A5,1999,Petrol,10.6,5.8,7.6,26.6,48.7,37.2,175,1642,70.0,223.1,34.2,27.7,,,
MAZDA,Mazda6,2.0 5 Door,A5,1999,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,176,1642,69.1,323.8,34.1,3.7,,,
MAZDA,Mazda6,2.0 Estate,A5,1999,Petrol,10.7,5.8,7.7,26.4,48.7,36.7,178,1665,69.1,323.8,34.1,3.7,,,
MAZDA,Mazda6,2.5 5 Door,M6,2488,Petrol,11.1,6.3,8.0,25.4,44.8,35.3,186,1731,70.2,290.0,38.0,14.6,,,
MAZDA,Mazda6,2.5 Estate,M6,2488,Petrol,11.2,6.4,8.1,25.2,44.1,34.9,188,1751,70.2,290.0,38.0,14.6,,,
MAZDA,CX-7,2.2D,M6,2184,Diesel,9.1,6.6,7.5,31.0,42.8,37.7,199,1635,68.2,210.0,,143.0,158.0,3.000,
MAZDA,Mazda3,MPS,M6,2261,Petrol,13.2,7.5,9.6,21.4,37.7,29.4,224,2078,73.0,621.8,32.5,12.2,,,
MERCEDES-BENZ,A-Class 3 door Model Year 2010,"A 160 CDI with 185/65 15"" rear wheels",M5,1991,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,116,960,70.0,392.0,,170.0,206.0,0.960,
MERCEDES-BENZ,A-Class 5 door Model Year 2010,"A 160 CDI with 185/65 15"" rear wheels",M5,1991,Diesel,5.4,3.9,4.5,52.3,72.4,62.8,118,982,70.0,392.0,,170.0,206.0,0.960,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 220 CDI BlueEFFICIENCY with 205/55 16"" rear wheels",M6,2143,Diesel,6.2,4.0,4.8,45.6,70.6,58.9,127,1047,71.0,175.0,,157.0,173.0,1.160,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 200 CDI BlueEFFICIENCY with 195/60 16"" rear wheels",M6,2143,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,130,1091,70.0,200.0,,159.0,175.0,1.320,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 220 CDI BlueEFFICIENCY with 205/55 16"" rear wheels",M6,2143,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,130,1070,74.0,175.0,,157.0,173.0,1.160,
MERCEDES-BENZ,A-Class 3 door Model Year 2010,"A 180 CDI with 15"" rear wheels",M6,1991,Diesel,6.3,4.3,5.0,44.8,65.7,56.5,131,1091,72.0,421.0,,165.0,209.0,0.630,
MERCEDES-BENZ,A-Class 5 door Model Year 2010,"A 180 CDI with 15"" rear wheels",M6,1991,Diesel,6.3,4.3,5.0,44.8,65.7,56.5,131,1091,72.0,421.0,,165.0,209.0,0.630,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 200 CDI BlueEFFICIENCY with 205/55 16"" rear wheels",M6,2143,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,131,1091,70.0,200.0,,159.0,175.0,1.320,
