ALFA ROMEO,Brera,3.2 JTS V6 4x2,M6,3195,Petrol,16.4,7.9,11.0,17.2,35.8,25.7,260,1868,74.0,0.234,0.052,0.035,,,,,,,,,
ALFA ROMEO,Brera,3.2 JTS V6 Q4,M6,3195,Petrol,16.7,8.3,11.4,16.9,34.0,24.8,270,1936,73.0,0.691,0.050,0.032,,,,,,,,,
ALFA ROMEO,Brera,3.2 JTS V6 Q4 QTronic,A6,3195,Petrol,18.2,8.5,12.1,15.5,33.2,23.3,286,2060,71.0,0.358,0.078,0.046,,,,,,,,,
ALFA ROMEO,GT,1.9 JTDM 16v (170 bhp),M6,1910,Diesel,8.7,4.8,6.2,32.5,58.9,45.6,164,1196,74.0,0.097,,0.214,0.226,0.023,,,,,,,
ALFA ROMEO,GT,1.9 JTDM 16v,M6,1910,Diesel,8.5,4.9,6.2,33.2,57.6,45.6,165,1196,74.5,0.214,,0.221,0.276,0.024,,,,,,,
ALFA ROMEO,GT,1.8 TS,M5,1747,Petrol,12.1,6.4,8.5,23.3,44.1,33.2,202,1446,73.0,0.271,0.041,0.022,,,,,,,,,
ALFA ROMEO,GT,2.0 JTS,M5,1970,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,207,1477,73.0,0.512,0.066,0.064,,,,,,,,,
ALFA ROMEO,MiTo,1.3 JTDM 90,M6,1248,Diesel,6.0,3.6,4.5,47.1,78.5,62.8,119,869,72.0,0.154,,0.211,0.228,0.003,,,,,,,
ALFA ROMEO,MiTo,1.4 16v TB 120 ,M5,1368,Petrol,8.1,5.0,6.1,34.9,56.5,46.3,145,1037,71.0,0.284,0.028,0.013,,,,,,,,,
ALFA ROMEO,Spider ,2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1315,72.0,0.192,,0.212,0.232,0.004,,,,,,,
ALFA ROMEO,Spider ,2.4 JTDM QTronic,A6,2387,Diesel,11.4,5.8,7.9,24.8,48.7,35.8,208,1524,72.0,0.157,,0.217,0.231,0.004,,,,,,,
ALFA ROMEO,Spider ,2.2 JTS,M6,2198,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,218,1564,73.0,0.398,0.066,0.030,,,,,,,,,
ALFA ROMEO,Spider ,3.2 JTS V6 4x2,M6,3195,Petrol,16.5,7.9,11.1,17.1,35.8,25.4,262,1890,74.0,0.234,0.052,0.035,,,,,,,,,
ALFA ROMEO,Spider ,3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,272,1951,73.0,0.691,0.050,0.032,,,,,,,,,
ALFA ROMEO,Spider ,3.2 JTS V6 Q4 QTronic,A6,3195,Petrol,18.4,8.6,12.2,15.4,32.8,23.2,288,2069,71.0,0.358,0.078,0.046,,,,,,,,,
ASTON MARTIN LAGONDA,DB9 08MY,Coupé & Convertible,A6,5935,Petrol,24.9,11.7,16.5,11.3,24.1,17.1,394,2807,74.0,0.639,0.062,0.003,,,,,,,,,
ASTON MARTIN LAGONDA,DB9 08MY,Coupé & Convertible,M6,5935,Petrol,26.4,12.8,17.8,10.7,22.1,15.8,421,3038,75.0,0.636,0.054,0.012,,,,,,,,,
ASTON MARTIN LAGONDA,DB9 09MY,Coupé & Convertible,A6,5935,Petrol,24.1,10.6,15.6,11.7,26.6,18.1,368,2652,73.0,0.529,0.058,0.006,,,,,,,,,
ASTON MARTIN LAGONDA,DB9 09MY,Coupé & Convertible,M6,5935,Petrol,24.6,11.7,16.4,11.5,24.1,17.2,389,2791,75.0,0.286,0.036,0.017,,,,,,,,,
ASTON MARTIN LAGONDA,DBS,Coupé & Convertible,A6,5935,Petrol,24.2,10.5,15.5,11.7,26.9,18.2,367,2638,74.0,0.298,0.040,0.007,,,,,,,,,
ASTON MARTIN LAGONDA,DBS,Coupé & Convertible,M6,5935,Petrol,24.3,11.7,16.4,11.6,24.1,17.2,388,2791,75.0,0.313,0.046,0.009,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 08MY,Hatchback & Convertible,M6,4282,Petrol,22.5,10.6,15.0,12.5,26.6,18.8,358,2553,74.0,0.528,0.085,0.030,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 08MY,N400 Hatchback & Convertible,M6,4282,Petrol,22.5,10.6,15.0,12.5,26.6,18.8,358,2553,74.0,0.528,0.085,0.030,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 08MY,Hatchback & Convertible,ASM  ,4282,Petrol,23.2,10.4,15.1,12.2,27.1,18.7,360,2567,74.0,0.734,0.073,0.043,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 08MY,N400 Hatchback & Convertible,ASM  ,4282,Petrol,23.2,10.4,15.1,12.2,27.1,18.7,360,2567,74.0,0.734,0.073,0.043,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 09MY,Hatchback & Convertible,ASM  ,4735,Petrol,19.4,9.6,13.2,14.6,29.5,21.4,312,2243,74.0,0.790,0.090,0.040,,,,,,,,,
ASTON MARTIN LAGONDA,V8 Vantage 09MY,Hatchback & Convertible,M6,4735,Petrol,19.9,10.4,13.9,14.2,27.3,20.4,328,2353,75.0,0.790,0.070,0.040,,,,,,,,,
AUDI,A3,1.9 e TDI 105PS with DPF,M5,1896,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,869,71.0,0.119,,0.194,0.215,0.002,,,,,,,
AUDI,A3,2.0 TDI 140PS with DPF,M6,1968,Diesel,6.7,4.2,5.1,42.2,67.3,55.4,134,985,74.0,0.291,,0.148,0.182,0.004,,,,,,,
AUDI,A3,1.9 TDI 105PS,M5,1896,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,135,985,71.0,0.131,,0.224,0.248,0.020,,,,,,,
AUDI,A3,2.0 TDI 140PS S-Tronic with DPF,D6,1968,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,1043,70.0,0.050,,0.126,0.142,0.008,,,,,,,
AUDI,A3,2.0 TDI 170PS with DPF,M6,1968,Diesel,7.7,4.5,5.7,36.7,62.8,49.6,151,1100,74.0,0.079,,0.216,0.230,0.001,,,,,,,
AUDI,A3,2.0 TDI quattro 170PS with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1237,74.0,0.033,,0.192,0.205,0.001,,,,,,,
AUDI,A3,1.4 TFSI 125PS,M6,1390,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,140,1002,73.0,0.383,0.040,0.038,,,,,,,,,
AUDI,A3,1.8 TFSI 160PS,M6,1781,Petrol,9.1,5.3,6.7,31.0,53.3,42.2,159,1138,74.0,0.274,0.040,0.012,,,,,,,,,
AUDI,A3,1.6 102PS,M5,1595,Petrol,9.5,5.3,6.8,30.1,53.3,41.5,162,1157,70.0,0.761,0.074,0.040,,,,,,,,,
AUDI,A3,2.0 TFSI 200PS,M6,1984,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,171,1225,71.0,0.245,0.040,0.020,,,,,,,,,
AUDI,A3,2.0 TFSI quattro 200PS S-Tronic,D6,1984,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,178,1273,71.0,0.187,0.032,0.020,,,,,,,,,
AUDI,A3 Cabriolet,1.9 TDI 105PS with DPF ,M5,1896,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,134,985,71.0,0.118,,0.207,0.227,0.007,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI 140PS with DPF,M6,1968,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1023,73.0,0.225,,0.150,0.177,0.000,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI 140PS S-Tronic with DPF,D6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1082,69.0,0.039,,0.144,0.159,0.000,,,,,,,
AUDI,A3 Cabriolet,1.6 102PS,M5,1598,Petrol,9.6,5.5,7.0,29.4,51.4,40.4,167,1188,70.0,0.664,0.047,0.025,,,,,,,,,
AUDI,A3 Cabriolet,1.8 TFSI 160PS,M6,1781,Petrol,10.0,5.7,7.3,28.2,49.6,38.7,174,1240,74.0,0.379,0.038,0.041,,,,,,,,,
AUDI,A3 Cabriolet,1.8 TFSI 160PS S-Tronic,D6,1781,Petrol,10.6,5.8,7.6,26.6,48.7,37.2,180,1290,73.0,0.277,0.041,0.026,,,,,,,,,
AUDI,A3 Cabriolet,2.0 TFSI 200PS S-Tronic,D6,1984,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,181,1290,71.0,0.425,0.054,0.017,,,,,,,,,
AUDI,A3 Cabriolet,2.0 TFSI 200PS,M6,1984,Petrol,10.6,5.9,7.6,26.6,47.9,37.2,182,1290,73.0,0.424,0.048,0.016,,,,,,,,,
AUDI,A3 Sportback,1.9 e TDI 105PS with DPF,M5,1896,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,869,71.0,0.056,,0.160,0.175,0.002,,,,,,,
AUDI,A3 Sportback,2.0 TDI 140PS with DPF,M6,1968,Diesel,6.7,4.2,5.1,42.2,67.3,55.4,134,985,74.0,0.291,,0.148,0.182,0.004,,,,,,,
AUDI,A3 Sportback,1.9 TDI 105PS,M5,1896,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,135,985,71.0,0.131,,0.224,0.248,0.020,,,,,,,
AUDI,A3 Sportback,2.0 TDI 140PS S-Tronic with DPF,D6,1968,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,1043,70.0,0.050,,0.126,0.142,0.008,,,,,,,
AUDI,A3 Sportback,2.0 TDI 170PS with DPF,M6,1968,Diesel,7.7,4.5,5.7,36.7,62.8,49.6,151,1100,74.0,0.079,,0.216,0.230,0.001,,,,,,,
AUDI,A3 Sportback,2.0 TDI quattro 170PS with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1237,74.0,0.033,,0.192,0.205,0.001,,,,,,,
AUDI,A3 Sportback,1.4 TFSI 125PS,M6,1390,Petrol,7.9,5.0,6.0,35.8,56.5,47.1,143,1019,73.0,0.383,0.040,0.038,,,,,,,,,
AUDI,A3 Sportback,1.6 102PS 7speed S-Tronic,D7,1595,Petrol,9.4,5.1,6.7,30.1,55.4,42.2,159,1138,72.0,0.240,0.024,0.019,,,,,,,,,
AUDI,A3 Sportback,1.8 TFSI 160PS,M6,1781,Petrol,9.1,5.4,6.7,31.0,52.3,42.2,159,1138,74.0,0.424,0.055,0.013,,,,,,,,,
AUDI,A3 Sportback,1.6 102PS,M5,1595,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,164,1174,70.0,0.761,0.064,0.032,,,,,,,,,
AUDI,A3 Sportback,2.0 TFSI 200PS,M6,1984,Petrol,9.9,5.6,7.2,28.5,50.4,39.2,171,1225,73.0,0.430,0.038,0.013,,,,,,,,,
AUDI,A3 Sportback,2.0 TFSI quattro 200PS S-Tronic ,D6,1984,Petrol,10.0,6.2,7.6,28.2,45.6,37.2,180,1290,71.0,0.187,0.032,0.020,,,,,,,,,
AUDI,A4 Avant,1.9 TDI 115PS,M5,1896,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1120,71.0,0.051,,0.191,0.210,0.021,,,,,,,
AUDI,A4 Avant,2.0 TDI 140PS,M6,1968,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1120,73.0,0.115,,0.226,0.257,0.022,,,,,,,
AUDI,A4 Avant,2.0 TDI 170PS with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1120,72.0,0.017,,0.190,0.198,0.001,,,,,,,
AUDI,A4 Avant,2.0 TDI 140PS Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1196,72.0,0.044,,0.229,0.241,0.022,,,,,,,
AUDI,A4 Avant,2.0 TDI quattro 170PS,QM6,1984,Diesel,9.3,5.4,6.8,30.4,52.3,41.5,179,1315,74.0,0.010,,0.191,0.201,0.001,,,,,,,
AUDI,A4 Avant,2.7 V6 TDI 180PS Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,20.7,52.3,41.5,179,1315,72.0,0.166,,0.188,0.210,0.001,,,,,,,
AUDI,A4 Avant,2.7 V6 TDI 180PS with DPF,M6,2698,Diesel,9.6,5.2,6.8,29.4,54.3,41.5,182,1315,72.0,0.217,,0.195,0.221,0.001,,,,,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 233PS,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1447,73.0,0.208,,0.210,0.240,0.023,,,,,,,
AUDI,A4 Avant,3.0 V6 TDI quattro 233PS Tiptronic,QA6,2967,Diesel,11.8,6.3,8.3,23.9,44.8,34.0,222,1604,73.0,0.234,,0.171,0.204,0.022,,,,,,,
AUDI,A4 Avant,2.0 TFSI 200PS,M6,1984,Petrol,11.0,5.9,7.8,25.7,47.9,36.2,186,1326,73.0,0.610,0.059,0.017,,,,,,,,,
AUDI,A4 Avant,2.0 130PS,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1396,73.0,0.682,0.068,0.044,,,,,,,,,
AUDI,A4 Avant,2.0 130PS Multitronic,AV,1984,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,194,1376,71.0,0.705,0.088,0.038,,,,,,,,,
AUDI,A4 Avant,2.0 TFSI 200PS Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1376,73.0,0.636,0.038,0.018,,,,,,,,,
AUDI,A4 Avant,2.0 TFSI 220PS Special Edition,M6,1984,Petrol,11.3,6.3,8.1,25.0,44.8,34.9,194,1376,73.0,0.666,0.076,0.029,,,,,,,,,
AUDI,A4 Avant,1.8 T 163PS,M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,199,1412,71.0,0.446,0.020,0.017,,,,,,,,,
AUDI,A4 Avant,1.8 T 163PS Multitronic,AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,1429,71.0,0.617,0.058,0.049,,,,,,,,,
AUDI,A4 Avant,2.0 TFSI quattro 200PS,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1496,74.0,0.634,0.034,0.019,,,,,,,,,
AUDI,A4 Avant,2.0 TFSI quattro 220PS Special Edition,QM6,1984,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,214,1529,73.0,0.643,0.046,0.030,,,,,,,,,
AUDI,A4 Avant,1.8 T quattro 163PS,QM6,1781,Petrol,12.6,6.9,9.0,22.4,40.9,31.4,216,1529,71.0,0.481,0.035,0.043,,,,,,,,,
AUDI,A4 Avant,2.0 TFSI quattro 200PS Tiptronic,QA6,1984,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,226,1616,74.0,0.617,0.061,0.024,,,,,,,,,
AUDI,A4 Avant,3.2 V6 256PS Multitronic,AV,3123,Petrol,13.9,7.0,9.6,20.3,40.4,29.4,228,1633,74.0,0.887,0.075,0.037,,,,,,,,,
AUDI,A4 Avant,3.2 V6 quattro 256PS,QM6,3123,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,252,1805,71.0,0.462,0.064,0.031,,,,,,,,,
AUDI,A4 Avant,3.2 V6 quattro 256PS Tiptronic,QA6,3123,Petrol,15.5,7.8,10.6,18.2,36.2,26.6,252,1805,72.0,0.749,0.080,0.062,,,,,,,,,
AUDI,A4 Saloon,2.0 TDI 140PS,M6,1968,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,151,1100,73.0,0.115,,0.226,0.257,0.022,,,,,,,
AUDI,A4 Saloon,1.9 TDI 115PS,M5,1896,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,152,1100,71.0,0.051,,0.191,0.210,0.021,,,,,,,
AUDI,A4 Saloon,2.0 TDI 170PS with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1120,72.0,0.017,,0.190,0.198,0.001,,,,,,,
AUDI,A4 Saloon,2.0 TDI 140PS Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1196,72.0,0.044,,0.229,0.241,0.022,,,,,,,
AUDI,A4 Saloon,2.0 TDI quattro 170PS with DPF,QM6,1984,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,177,1293,74.0,0.010,,0.191,0.201,0.001,,,,,,,
AUDI,A4 Saloon,2.7 V6 TDI 180PS with DPF,M6,2698,Diesel,9.5,5.1,6.7,29.7,55.4,42.2,179,1293,72.0,0.217,,0.195,0.221,0.001,,,,,,,
AUDI,A4 Saloon,2.7 V6 TDI 180PS Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1315,72.0,0.166,,0.188,0.210,0.001,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 233PS,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1447,73.0,0.208,,0.210,0.240,0.023,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 233PS Tiptronic,QA6,2967,Diesel,11.6,6.2,8.2,24.4,45.6,34.4,219,1586,73.0,0.234,,0.171,0.204,0.022,,,,,,,
AUDI,A4 Saloon,2.0 TFSI 200PS,M6,1984,Petrol,10.9,5.8,7.7,25.9,48.7,36.7,184,1308,73.0,0.610,0.059,0.017,,,,,,,,,
AUDI,A4 Saloon,2.0 130PS Multitronic,AV,1984,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,191,1360,71.0,0.705,0.088,0.038,,,,,,,,,
AUDI,A4 Saloon,1.8 T 163PS,M5,1781,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,192,1376,71.0,0.446,0.020,0.017,,,,,,,,,
AUDI,A4 Saloon,2.0 TFSI 220PS Special Edition,M6,1984,Petrol,11.2,6.2,8.0,25.2,45.6,35.3,192,1360,73.0,0.666,0.076,0.029,,,,,,,,,
AUDI,A4 Saloon,2.0 130PS,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1396,73.0,0.682,0.068,0.044,,,,,,,,,
AUDI,A4 Saloon,2.0 TFSI 200PS Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1376,73.0,0.636,0.038,0.018,,,,,,,,,
AUDI,A4 Saloon,1.8 T 163PS Multitronic,AV,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,199,1412,71.0,0.617,0.058,0.049,,,,,,,,,
AUDI,A4 Saloon,2.0 TFSI quattro 200PS,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1496,74.0,0.634,0.034,0.019,,,,,,,,,
AUDI,A4 Saloon,2.0 TFSI quattro 220PS Special Edition,QM6,1984,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,214,1529,73.0,0.643,0.046,0.030,,,,,,,,,
AUDI,A4 Saloon,1.8 T quattro 163PS,QM6,1781,Petrol,12.6,6.9,9.0,22.4,40.9,31.4,216,1529,71.0,0.481,0.035,0.043,,,,,,,,,
AUDI,A4 Saloon,2.0 TFSI quattro 200PS Tiptronic,QA6,1984,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,224,1595,74.0,0.617,0.061,0.024,,,,,,,,,
AUDI,A4 Saloon,3.2 V6 FSI 256PS Multitronic,AV,3123,Petrol,13.8,6.9,9.5,20.5,40.9,29.7,225,1616,74.0,0.887,0.075,0.037,,,,,,,,,
AUDI,A4 Saloon,3.2 V6 FSI quattro 256PS,QM6,3123,Petrol,15.7,7.5,10.5,18.0,37.7,26.9,250,1785,71.0,0.462,0.064,0.031,,,,,,,,,
AUDI,A4 Saloon,3.2 V6 FSI quattro 256PS Tiptronic,QA6,3123,Petrol,15.5,7.8,10.6,18.2,36.2,26.6,252,1805,72.0,0.749,0.080,0.062,,,,,,,,,
AUDI,A5 Coupé,2.0 CR TDI 170PS with DPF,M6,1968,Diesel,7.0,4.4,5.3,40.4,64.2,53.3,140,1023,73.0,0.189,,0.131,0.162,0.001,,,,,,,
AUDI,A5 Coupé,2.0 CR TDI quattro 170PS with DPF ,QM6,1968,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,156,1139,73.0,0.245,,0.134,0.174,0.003,,,,,,,
AUDI,A5 Coupé,3.0 V6 TDI quattro 240PS with DPF,QM6,2967,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,172,1275,74.0,0.131,,0.150,0.174,0.000,,,,,,,
AUDI,A5 Coupé,2.7 V6 TDI 190PS Multitronic with DPF  ,AV,2698,Diesel,8.2,5.8,6.7,34.4,48.7,42.2,179,1293,71.0,0.214,,0.141,0.160,0.001,,,,,,,
AUDI,A5 Coupé,3.0 V6 TDI quattro 240PS Tiptronic with DPF,QA6,2967,Diesel,8.6,5.9,6.9,32.8,47.9,40.9,182,1334,74.0,0.086,,0.122,0.132,0.001,,,,,,,
AUDI,A5 Coupé,2.0 FSI 180PS ,M6,1984,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,154,1122,73.0,0.217,0.024,0.024,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 210PS,M6,1984,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,154,1122,74.0,0.217,0.024,0.024,,,,,,,,,
AUDI,A5 Coupé,2.0 FSI 180PS Multitronic ,AV,1984,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,167,1206,74.0,0.760,0.071,0.023,,,,,,,,,
AUDI,A5 Coupé,1.8 TFSI 170PS,M6,1798,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,169,1206,73.0,0.326,0.018,0.020,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI quattro 210PS,QM6,1984,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,173,1257,74.0,0.385,0.034,0.018,,,,,,,,,
AUDI,A5 Coupé,1.8 TFSI 170PS Multitronic,AV,1798,Petrol,10.3,5.7,7.4,27.4,49.6,38.2,174,1257,74.0,0.400,0.044,0.012,,,,,,,,,
AUDI,A5 Coupé,3.2 V6 265PS Multitronic,AV,3197,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,194,1396,74.0,0.205,0.064,0.013,,,,,,,,,
