Manufacturer,Model,Description,transmission,Transmission type,Engine Capacity,Fuel Type,Electrical energy consumption miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of Driving 12000 Miles (£s),Electricity cost of Driving 12000 Miles (£s),Total cost of Driving 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Euro Standard,Booklet,VED Band
MERCEDES-BENZ,S-Class Limousine Model Year 2013,"S 350 BLUETEC with 17"" and 18"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.7,5.4,6.2,36.7,52.3,45.6,164,1735,,1735,71,252,,65,89,1,6,August 2013,G
MERCEDES-BENZ,S-Class Limousine Model Year 2013,"S 350 BLUETEC with 19"" and 20"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.9,5.6,6.4,35.8,50.4,44.1,168,1794,,1794,71,252,,65,89,0.7,6,August 2013,H
MERCEDES-BENZ,S-Class Limousine Model Year 2013,"S 350 BLUETEC with 19"" and 20"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.9,5.6,6.4,35.8,50.4,44.1,168,1794,,1794,71,252,,65,89,1,6,August 2013,H
MERCEDES-BENZ,S-Class Model Year 2013,"S 350 BLUETEC with 17"" and 18"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.7,5.4,6.2,36.7,52.3,45.6,164,1735,,1735,71,252,,65,89,0.7,6,August 2013,G
MERCEDES-BENZ,S-Class Model Year 2013,"S 350 BLUETEC with 17"" and 18"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.7,5.4,6.2,36.7,52.3,45.6,164,1735,,1735,71,252,,65,89,1,6,August 2013,G
MERCEDES-BENZ,S-Class Model Year 2013,"S 350 BLUETEC with 19"" and 20"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.9,5.6,6.4,35.8,50.4,44.1,168,1794,,1794,71,252,,65,89,0.7,6,August 2013,H
MERCEDES-BENZ,S-Class Model Year 2013,"S 350 BLUETEC with 19"" and 20"" rear wheels",Automatic,A7,2987,Diesel,,,,,7.9,5.6,6.4,35.8,50.4,44.1,168,1794,,1794,71,252,,65,89,1,6,August 2013,H
MINI,MINI Clubman R55,MINI One Clubman,Manual,M6,1598,Petrol,,,,,7.3,4.5,5.5,38.7,62.8,51.4,129,1465,,1465,74,385,42,40,,,6,August 2013,D
MINI,MINI Clubman R55,MINI Cooper Clubman,Manual,M6,1598,Petrol,,,,,7,4.7,5.5,40.4,60.1,51.4,129,1465,,1465,74,578,61,17,,,6,August 2013,D
MINI,MINI Clubman R55,MINI One Clubman,Automatic,A6,1598,Petrol,,,,,8.8,5.2,6.5,32.1,54.3,43.5,152,1731,,1731,72,353,57,31,,,6,August 2013,G
MINI,MINI Clubman R55,MINI Cooper Clubman,Automatic,A6,1598,Petrol,,,,,8.8,5.2,6.5,32.1,54.3,43.5,152,1731,,1731,72,353,57,31,,,6,August 2013,G
MINI,MINI Convertible R57,MINI One Convertible,Manual,M6,1598,Petrol,,,,,7.6,4.6,5.7,37.2,61.4,49.6,133,1518,,1518,74,385,42,40,,,6,August 2013,E
MINI,MINI Convertible R57,MINI Cooper Convertible,Manual,M6,1598,Petrol,,,,,7.2,4.9,5.7,39.2,57.6,49.6,133,1518,,1518,74,578,61,17,,,6,August 2013,E
MINI,MINI Convertible R57,MINI One Convertible,Automatic,A6,1598,Petrol,,,,,8.9,5.3,6.6,31.7,53.3,42.8,154,1759,,1759,72,353,57,31,,,6,August 2013,G
MINI,MINI Convertible R57,MINI Cooper Convertible,Automatic,A6,1598,Petrol,,,,,8.9,5.3,6.6,31.7,53.3,42.8,154,1759,,1759,72,353,57,31,,,6,August 2013,G
MINI,MINI Countryman R60 From September 2010,MINI One Countryman,Manual,M6,1598,Petrol,,,,,7.3,5.2,6,38.7,54.3,47.1,139,1598,,1598,74,380,53,51,,,6,August 2013,E
MINI,MINI Countryman R60 From September 2010,MINI Cooper Countryman,Manual,M6,1598,Petrol,,,,,7.4,5.2,6,38.2,54.3,47.1,140,1598,,1598,74,647,44,13,,,6,August 2013,E
MINI,MINI Countryman R60 From September 2010,MINI One Countryman,Automatic,A6,1598,Petrol,,,,,9.3,6,7.2,30.4,47.1,39.2,168,1920,,1920,74,462,66,32,,,6,August 2013,H
MINI,MINI Countryman R60 From September 2010,MINI Cooper Countryman,Automatic,A6,1598,Petrol,,,,,9.3,6,7.2,30.4,47.1,39.2,168,1920,,1920,74,462,66,32,,,6,August 2013,H
MINI,MINI Coupé R58 From October 2011,MINI Cooper Coupé,Manual,M6,1598,Petrol,,,,,6.9,4.6,5.4,40.9,61.4,52.3,127,1439,,1439,74,578,61,17,,,6,August 2013,D
MINI,MINI Coupé R58 From October 2011,MINI Cooper Coupé,Automatic,A6,1598,Petrol,,,,,8.7,5.1,6.4,32.5,55.4,44.1,150,1707,,1707,72,353,57,31,,,6,August 2013,F
MINI,MINI Hatchback R56,MINI First Hatchback,Manual,M6,1598,Petrol,,,,,7.2,4.4,5.4,39.2,64.2,52.3,127,1439,,1439,74,385,42,40,,,6,August 2013,D
MINI,MINI Hatchback R56,MINI One Hatchback,Manual,M6,1598,Petrol,,,,,7.2,4.4,5.4,39.2,64.2,52.3,127,1439,,1439,74,385,42,40,,,6,August 2013,D
MINI,MINI Hatchback R56,MINI Cooper Hatchback,Manual,M6,1598,Petrol,,,,,6.9,4.6,5.4,40.9,61.4,52.3,127,1439,,1439,74,578,61,17,,,6,August 2013,D
MINI,MINI Hatchback R56,MINI One Hatchback,Automatic,A6,1598,Petrol,,,,,8.7,5.1,6.4,32.5,55.4,44.1,150,1707,,1707,72,353,57,31,,,6,August 2013,F
MINI,MINI Hatchback R56,MINI Cooper Hatchback,Automatic,A6,1598,Petrol,,,,,8.7,5.1,6.4,32.5,55.4,44.1,150,1707,,1707,72,353,57,31,,,6,August 2013,F
MINI,MINI Paceman R61 From November 2012,MINI Cooper Paceman,Manual,M6,1598,Petrol,,,,,7.4,5.2,6,38.2,54.3,47.1,140,1598,,1598,74,647,44,13,,,6,August 2013,E
MINI,MINI Paceman R61 From November 2012,MINI Cooper Paceman,Automatic,A6,1598,Petrol,,,,,9.3,6,7.2,30.4,47.1,39.2,168,1920,,1920,74,462,66,32,,,6,August 2013,H
MINI,MINI Roadster R59 From April 2012,MINI Cooper Roadster,Manual,M6,1598,Petrol,,,,,7.2,4.9,5.7,39.2,57.6,49.6,133,1518,,1518,74,578,61,17,,,6,August 2013,E
MINI,MINI Roadster R59 From April 2012,MINI Cooper Roadster,Automatic,A6,1598,Petrol,,,,,8.9,5.3,6.6,31.7,53.3,42.8,154,1759,,1759,72,353,57,31,,,6,August 2013,G
MITSUBISHI,i-MiEV,i-MiEV,N/A,N/A,N/A,Electricity,4.6,135,150,93,N/A,N/A,N/A,N/A,N/A,N/A,0,0,378,378,66,N/A,N/A,N/A,N/A,N/A,6,August 2013,A
NISSAN,Leaf,Leaf,N/A,N/A,N/A,Electricity,3.6,173,175,109,N/A,N/A,N/A,N/A,N/A,N/A,0,0,484,484,68,N/A,N/A,N/A,N/A,N/A,6,August 2013,A
ROLLS-ROYCE,Ghost,Ghost,Automatic,A8,6592,Petrol,,,,,21.2,9.8,14,13.3,28.8,20.2,327,3727,,3727,70,190,57,37,,,6,August 2013,M
ROLLS-ROYCE,Ghost,Ghost EWB,Automatic,A8,6592,Petrol,,,,,21.4,9.8,14.1,13.2,28.8,20,329,3764,,3764,70,190,57,37,,,6,August 2013,M
SKODA,New Octavia 2013,2.0 TSI 220PS Stop-Start vRS,Manual,M6,1984,Petrol,,,,,7.7,5.3,6.2,36.7,53.3,45.6,142,1651,,1651,74,390,43,42,,,6,August 2013,F
SKODA,New Octavia 2013,2.0 TSI 220PS DSG Stop-Start vRS,Automatic,D6,1984,Petrol,,,,,8.1,5.4,6.4,34.9,52.3,44.1,149,1707,,1707,73,357,63,54,,,6,August 2013,F
SKODA,New Octavia Estate 2013,2.0 TSI 220PS Stop-Start vRS,Manual,M6,1984,Petrol,,,,,7.7,5.3,6.2,36.7,53.3,45.6,142,1651,,1651,74,390,52,43,,,6,August 2013,F
SKODA,New Octavia Estate 2013,2.0 TSI 220PS DSG Stop-Start vRS,Automatic,D6,1984,Petrol,,,,,8.1,5.4,6.4,34.9,52.3,44.1,149,1707,,1707,73,357,63,54,,,6,August 2013,F
VOLKSWAGEN,New Golf 2013,1.4 TSI 140PS 3 door GT,Manual,M6,1395,Petrol,,,,,5.8,4.2,4.7,48.7,67.3,60.1,109,1253,,1253,73,646,41,32,,,6,August 2013,B
VOLKSWAGEN,New Golf 2013,2.0 TDI 184PS 3 / 5 door ,Manual,M6,1968,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,109,1175,,1175,75,281,,64,112,0,6,August 2013,B
VOLKSWAGEN,New Golf 2013,1.4 TSI 140PS 5 door 7speed DSG GT,Automatic,D7,1395,Petrol,,,,,5.8,4.1,4.7,48.7,68.9,60.1,112,1253,,1253,69,470,53,46,,,6,August 2013,C
VOLKSWAGEN,New Golf 2013,1.4 TSI 140PS 5 door GT,Manual,M6,1395,Petrol,,,,,5.9,4.3,4.8,47.9,65.7,58.9,117,1278,,1278,73,646,41,32,,,6,August 2013,C
VOLKSWAGEN,New Golf 2013,2.0 TDI 184PS 3 door DSG,Automatic,D6,1968,Diesel,,,,,5.5,4,4.5,51.4,70.6,62.8,119,1260,,1260,74,165,,74,108,0,6,August 2013,C
VOLKSWAGEN,New Golf 2013,2.0 TDI 184PS 5 door DSG,Automatic,D6,1968,Diesel,,,,,5.7,4.1,4.7,49.6,68.9,60.1,122,1316,,1316,74,165,,74,108,0,6,August 2013,D
VOLKSWAGEN,New Golf 2013,GTI 2.0 TSI 220PS 3 / 5 door ,Manual,M6,1984,Petrol,,,,,7.5,5.1,6,37.7,55.4,47.1,139,1598,,1598,72,409,47,38,35,,6,August 2013,E
VOLKSWAGEN,New Golf 2013,GTI 2.0 TSI 230PS 3 / 5 door ,Manual,M6,1984,Petrol,,,,,7.5,5.1,6,37.7,55.4,47.1,139,1598,,1598,72,409,47,38,35,,6,August 2013,E
VOLKSWAGEN,New Golf 2013,GTI 2.0 TSI 220PS 3 / 5 door DSG,Automatic,D6,1984,Petrol,,,,,8.1,5.3,6.4,34.9,53.3,44.1,148,1707,,1707,74,357,63,54,32,,6,August 2013,F
VOLKSWAGEN,New Golf 2013,GTI 2.0 TSI 230PS 3 / 5 door DSG,Automatic,D6,1984,Petrol,,,,,8.1,5.4,6.4,34.9,52.3,44.1,149,1707,,1707,74,357,63,54,32,,6,August 2013,F
