Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (205 Tyres),A5,1796,Petrol,12.8,6.4,8.7,22.1,44.1,32.5,209,604,III,73.0,0.4,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (225 Tyres),A5,1796,Petrol,13.0,6.5,8.9,21.7,43.5,31.7,214,620,III,73.0,0.4,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (265 Tyres),A5,1796,Petrol,13.1,6.9,9.1,21.6,40.9,31.0,220,634,III,73.0,0.4,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E240 (205 Tyres),A5,2597,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,238,689,III,70.0,0.2,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E240 (225 Tyres),A5,2597,Petrol,15.2,7.6,10.4,18.6,37.2,27.2,250,722,III,70.0,0.2,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E240 (265 Tyres),A5,2597,Petrol,15.9,7.9,10.9,17.8,35.8,25.9,262,758,III,70.0,0.2,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E320 (All Tyre Sizes),A5,3199,Petrol,14.4,7.5,9.9,19.6,37.7,28.5,238,689,III,69.0,0.3,,0.1,0.0,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E500 (All Tyre Sizes),A5,4966,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,276,798,III,71.0,0.2,,0.1,0.1,,24 March 2003,
MERCEDES-BENZ,E Class (W211) Saloon,E55 AMG,A5,5439,Petrol,19.1,9.3,12.9,14.8,30.4,21.9,310,897,III,74.0,0.3,,0.0,0.0,,16 August 2002,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (225 Tyres),S/A6,1796,Petrol,12.4,6.5,8.5,22.8,43.5,33.2,204,592,III,73.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (245 Tyres),M6,1796,Petrol,12.6,6.8,9.1,22.4,41.5,31.0,218,634,III,73.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (255 Tyres),M6,1796,Petrol,12.6,6.9,9.1,22.4,40.9,31.0,218,634,III,73.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (225 Tyres),A5,1796,Petrol,12.8,6.7,8.9,22.1,42.2,31.7,214,620,III,74.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (245 Tyres),S/A6,1796,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,612,III,73.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (255 Tyres),S/A6,1796,Petrol,12.6,6.7,8.8,22.4,42.2,32.1,211,612,III,73.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (225 Tyres),M6,1796,Petrol,12.5,6.6,8.8,22.6,42.8,32.1,211,612,III,73.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (225 Tyres),S/A6,2597,Petrol,15.3,7.5,10.4,18.5,37.7,27.2,250,722,III,72.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (255 Tyres),M6,2597,Petrol,16.3,8.3,11.2,17.3,34.0,25.2,269,779,III,72.0,0.1,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,320 (225 Tyres),A5,3199,Petrol,15.7,7.7,10.4,18.0,36.7,27.2,250,722,III,71.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,320 (245 Tyres),A5,3199,Petrol,15.9,7.8,10.6,17.8,36.2,26.7,254,736,III,71.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,500 (245 Tyres),A5,4966,Petrol,17.2,8.6,11.6,16.4,32.8,24.4,278,805,III,74.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,500 (255 Tyres),A5,4966,Petrol,17.1,8.6,11.6,16.5,32.8,24.4,278,805,III,74.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,55 AMG,A5,5439,Petrol,18.2,8.9,12.3,15.5,31.7,23.0,295,854,III,72.0,0.2,0.0,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (245 Tyres),A5,1796,Petrol,12.9,6.9,9.2,21.9,40.9,30.7,221,640,III,74.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,200 Kompressor (255 Tyres),A5,1796,Petrol,13.1,6.8,9.2,21.6,41.5,30.7,221,640,III,74.0,0.4,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (255 Tyres),S/A6,2597,Petrol,15.5,7.6,10.6,18.2,37.2,26.7,254,736,III,72.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (225 Tyres),M6,2597,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,262,758,III,72.0,0.1,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (225 Tyres),A5,2597,Petrol,15.0,7.5,10.1,18.8,37.7,28.0,242,701,III,70.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,240 (255 Tyres),A5,2597,Petrol,15.3,7.7,10.4,18.5,36.7,27.2,250,722,III,70.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,CLK (A209) Cabriolet,320 (255 Tyres),A5,3199,Petrol,15.9,8.1,10.9,17.8,34.9,25.9,262,758,III,71.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (205 Tyres),S/A6,2148,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,173,478,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (225 Tyres),S/A6,2148,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,173,478,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (265 Tyres),S/A6,2148,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,183,500,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (205 Tyres),M6,2148,Diesel,9.6,5.3,6.9,29.4,53.3,40.9,183,500,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (225 Tyres),A5,2148,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,188,514,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (205 Tyres),A5,2148,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,188,514,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (225 Tyres),S/A6,2685,Diesel,9.1,5.5,6.8,31.0,51.4,41.5,180,493,III,73.0,0.1,0.3,0.0,0.3,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (265 Tyres),S/A6,2685,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,514,III,73.0,0.1,0.3,0.0,0.3,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (205 Tyres),M6,2685,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,188,514,III,73.0,0.2,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (225 Tyres),M6,2685,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,188,514,III,73.0,0.2,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (225 Tyres),A5,2685,Diesel,10.0,5.6,7.2,28.2,50.4,39.2,193,522,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (265 Tyres),A5,2685,Diesel,10.5,6.0,7.6,26.9,47.1,37.2,202,550,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 CDI (225 Tyres),A5,3222,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,194,529,III,72.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (205 Tyres),S/A6,1796,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,214,620,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (265 Tyres),S/A6,1796,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,218,634,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (225 Tyres),M6,1796,Petrol,12.9,6.8,9.1,21.9,41.5,31.0,218,634,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,240 (225 Tyres),A5,2597,Petrol,15.9,8.0,10.9,17.8,35.3,25.9,262,758,III,70.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 (205 Tyres),A5,3199,Petrol,15.7,7.6,10.6,18.0,37.2,26.7,254,736,III,69.0,0.1,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (225 Tyres),M6,2148,Diesel,9.6,5.3,6.9,29.4,53.3,40.9,183,500,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (265 Tyres),M6,2148,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,191,522,III,74.0,0.1,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,220 CDI (265 Tyres),A5,2148,Diesel,9.8,5.9,7.3,28.8,47.9,38.7,194,529,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (205 Tyres),S/A6,2685,Diesel,9.1,5.5,6.8,31.0,51.4,41.5,180,493,III,73.0,0.1,0.3,0.0,0.3,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (265 Tyres),M6,2685,Diesel,10.0,5.8,7.4,28.2,48.7,38.2,196,536,III,73.0,0.2,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,270 CDI (205 Tyres),A5,2685,Diesel,10.0,5.6,7.2,28.2,50.4,39.2,193,522,III,73.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 CDI (205 Tyres),A5,3222,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,194,529,III,72.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (265 Tyres),A5,1796,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,230,668,III,73.0,0.3,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,240 (205 Tyres),A5,2597,Petrol,15.9,8.0,10.9,17.8,35.3,25.9,262,758,III,70.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,240 (265 Tyres),A5,2597,Petrol,16.0,8.3,11.1,17.7,34.0,25.5,266,770,III,70.0,0.3,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 (265 Tyres),A5,3199,Petrol,15.8,7.9,10.8,17.9,35.8,26.2,258,750,III,69.0,0.1,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 CDI (265 Tyres),A5,3222,Diesel,10.2,6.2,7.6,27.7,45.6,37.2,201,550,III,72.0,0.0,0.4,0.0,0.4,0.0,24 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (225 Tyres),S/A6,1796,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,214,620,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (205 Tyres),M6,1796,Petrol,12.9,6.8,9.1,21.9,41.5,31.0,218,634,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (265 Tyres),M6,1796,Petrol,13.0,7.0,9.3,21.7,40.4,30.4,223,646,III,72.0,0.7,0.1,0.1,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (205 Tyres),A5,1796,Petrol,13.3,7.0,9.4,21.2,40.4,30.1,225,652,III,73.0,0.3,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,200 Kompressor (225 Tyres),A5,1796,Petrol,13.3,7.0,9.4,21.2,40.4,30.1,225,652,III,73.0,0.3,0.1,0.0,0.0,,12 March 2003,
MERCEDES-BENZ,E Class (S211) Estate,320 (225 Tyres),A5,3199,Petrol,15.7,7.6,10.6,18.0,37.2,26.7,254,736,III,69.0,0.1,0.1,0.0,0.0,,12 March 2003,
METROCAB,TAXI TTT,2.4 Turbo,A4,2446,Diesel,12.5,9.8,10.8,22.6,28.9,26.2,284,781,III,74.0,0.0,0.7,0.0,0.7,0.1,01 July 2001,
METROCAB,TAXI TTT,2.4 Turbo,M5,2446,Diesel,11.2,8.9,9.8,25.3,31.9,29.0,257,705,III,73.0,0.1,0.7,0.0,0.7,0.0,01 July 2001,
MG ROVER GROUP LTD,MG F,1.8 VVC,M5,1796,Petrol,11.3,5.9,7.9,25.0,47.6,35.7,189,550,III,74.0,0.7,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,MG F,1.8i,M5,1796,Petrol,10.8,5.8,7.6,26.2,49.0,37.1,182,529,III,74.0,0.8,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,MG F,1.8i,CVT,1796,Petrol,12.1,6.6,8.6,23.4,42.6,32.8,206,599,III,73.0,0.9,,0.2,0.1,,01 July 2001,
MG ROVER GROUP LTD,MG F,1.6,5MT,1588,Petrol,10.1,5.8,7.4,28.2,48.6,38.4,177,511,III,74.0,0.5,0.0,0.1,0.1,,09 August 2001,
MG ROVER GROUP LTD,MG F,Trophy 160 SE,5MT,1796,Petrol,10.6,5.8,7.5,26.6,49.0,37.4,180,525,III,73.0,0.9,0.0,0.1,0.1,,09 August 2001,
MG ROVER GROUP LTD,MG TF,115,5MT,1588,Petrol,9.7,5.6,7.1,29.2,50.4,39.8,169,493,III,74.0,0.5,,0.1,0.1,,09 April 2002,
MG ROVER GROUP LTD,MG TF,135,5MT,1796,Petrol,11.2,6.0,7.9,25.3,46.9,35.6,189,552,III,73.0,0.8,,0.1,0.1,,09 April 2002,
MG ROVER GROUP LTD,MG TF,120 Stepspeed,CVT,1796,Petrol,11.6,6.4,8.3,24.3,43.8,33.9,199,579,III,73.0,0.9,,0.2,0.1,,09 April 2002,
MG ROVER GROUP LTD,MG TF,160,5MT,1796,Petrol,10.6,5.7,7.5,26.7,49.6,37.6,179,522,III,74.0,0.9,,0.1,0.1,,09 April 2002,
MG ROVER GROUP LTD,MG ZR,105,5MT,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,476,III,73.0,0.4,0.0,0.1,0.0,,09 August 2001,
MG ROVER GROUP LTD,MG ZR,120,5MT,1796,Petrol,9.9,5.7,7.3,28.5,49.4,38.9,173,505,III,72.0,0.3,0.0,0.1,0.0,,09 August 2001,
MG ROVER GROUP LTD,MG ZR,120 Stepspeed,CVT,1796,Petrol,11.5,6.3,8.2,24.7,45.0,34.6,196,568,III,72.0,0.5,0.0,0.1,0.0,,09 August 2001,
MG ROVER GROUP LTD,MG ZR,Turbo Diesel,5MT,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,380,III,74.0,0.0,0.4,0.0,0.4,0.0,09 August 2001,
MG ROVER GROUP LTD,MG ZR,160,5MT,1796,Petrol,10.4,5.8,7.5,27.1,48.7,37.6,179,522,III,74.0,1.1,0.0,0.2,0.1,,09 August 2001,
MG ROVER GROUP LTD,MG ZS,120,5MT,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,505,III,73.0,0.3,0.0,0.1,0.0,,06 August 2001,
MG ROVER GROUP LTD,MG ZS,120 Stepspeed,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,590,III,72.0,0.6,0.0,0.1,0.0,,06 August 2001,
MG ROVER GROUP LTD,MG ZS,180,5MT,2497,Petrol,14.1,6.8,9.5,20.0,41.4,29.7,227,661,III,74.0,0.8,0.0,0.1,0.1,,06 August 2001,
MG ROVER GROUP LTD,MG ZS,CDTi,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,388,III,72.0,0.0,0.4,,0.4,0.0,24 September 2002,
MG ROVER GROUP LTD,MG ZT,CDTi - 96kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,73.0,0.0,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,MG ZT,CDTi - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,419,III,73.0,0.2,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,MG ZT,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,563,III,74.0,1.8,,0.1,0.1,,11 October 2002,
MG ROVER GROUP LTD,MG ZT,180 Sports Auto,A5,2497,Petrol,16.0,7.9,10.9,17.7,35.9,26.0,259,755,III,74.0,0.8,,0.1,0.0,,09 April 2002,
MG ROVER GROUP LTD,MG ZT,CDTi - 85kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,71.0,0.0,0.5,,0.5,0.0,24 September 2002,
MG ROVER GROUP LTD,MG ZT,CDTi - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,419,III,74.0,0.2,0.5,,0.4,0.1,24 September 2002,
MG ROVER GROUP LTD,MG ZT,160 (2.5 V6),M5,2497,Petrol,13.6,7.0,9.4,20.8,40.4,30.0,225,655,III,73.0,0.5,0.0,0.0,0.1,,14 October 2002,
MG ROVER GROUP LTD,MG ZT,190,M5,2497,Petrol,14.3,7.3,9.8,19.8,38.8,28.7,235,684,III,74.0,1.0,0.0,0.1,0.1,,14 October 2002,
MG ROVER GROUP LTD,MG ZT-T,160 (2.5 V6),M5,2497,Petrol,13.6,7.0,9.4,20.8,40.4,30.0,225,655,III,73.0,0.5,0.0,0.0,0.1,,14 October 2002,
MG ROVER GROUP LTD,MG ZT-T,190,M5,2497,Petrol,14.3,7.3,9.8,19.8,38.8,28.7,235,684,III,74.0,1.0,0.0,0.1,0.1,,14 October 2002,
MG ROVER GROUP LTD,MG ZT-T,CDTi - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,419,III,74.0,0.2,0.5,,0.4,0.1,24 September 2002,
MG ROVER GROUP LTD,MG ZT-T,CDTi - 85kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,71.0,0.0,0.5,,0.5,0.0,24 September 2002,
MG ROVER GROUP LTD,MG ZT-T,180 Sports Auto,A5,2497,Petrol,16.2,8.1,11.1,17.5,35.0,25.5,264,770,III,74.0,0.8,,0.1,0.0,,09 April 2002,
MG ROVER GROUP LTD,MG ZT-T,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,563,III,74.0,1.8,,0.1,0.1,,11 October 2002,
MG ROVER GROUP LTD,MG ZT-T,CDTi - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,419,III,73.0,0.2,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,MG ZT-T,CDTi - 96kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,73.0,0.0,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,Rover 25,1.6 (from VIN RF611800),M5,1588,Petrol,9.2,5.4,6.8,30.8,51.9,41.3,164,476,III,71.0,0.3,,0.1,0.0,,25 September 2002,
MG ROVER GROUP LTD,Rover 25,1.1,5MT,1119,Petrol,8.8,5.5,6.7,32.0,51.3,42.0,160,468,III,73.0,0.8,0.0,0.2,0.1,,09 August 2001,
MG ROVER GROUP LTD,Rover 25,1.6,CVT,1588,Petrol,10.8,5.5,7.5,26.2,50.9,37.8,178,520,III,68.0,0.6,0.0,0.1,0.0,,09 August 2001,
MG ROVER GROUP LTD,Rover 25,1.6 (from RF637299),CVT,1588,Petrol,11.1,5.7,7.7,25.5,49.3,36.6,184,537,III,68.0,0.6,,0.1,0.0,,19 December 2001,
MG ROVER GROUP LTD,Rover 25,1.1 (from RF637299),M5,1119,Petrol,9.0,5.6,6.8,31.3,50.8,41.3,164,476,III,73.0,0.8,,0.2,0.1,,19 December 2001,
MG ROVER GROUP LTD,Rover 25,1.4 (84 PS),M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,476,III,70.0,0.4,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 25,1.4 (103 PS),M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,476,III,73.0,0.4,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 25,1.6,M5,1588,Petrol,9.2,5.6,6.9,30.6,50.6,40.8,166,481,III,71.0,0.4,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 25,1.8,CVT,1796,Petrol,11.5,6.3,8.2,24.7,45.0,34.6,196,568,III,72.0,0.5,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 25,Gti,M5,1796,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,521,III,73.0,0.8,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,Rover 25,2.0,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,380,III,74.0,0.0,0.4,,0.4,0.0,01 July 2001,
MG ROVER GROUP LTD,Rover 45,1.4,M5,1396,Petrol,9.3,5.7,7.0,30.4,49.9,40.3,168,487,III,73.0,0.3,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 45,1.6,M5,1588,Petrol,9.6,5.8,7.2,29.4,48.7,39.3,172,500,III,73.0,0.7,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 45,1.8,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,505,III,74.0,0.3,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 45,1.8,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,590,III,72.0,0.5,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 45,2.0 V6,A5,1997,Petrol,13.9,6.7,9.3,20.3,42.2,30.2,224,650,III,72.0,0.4,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,Rover 45,2.0,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,388,III,72.0,0.0,0.4,,0.4,0.0,01 July 2001,
MG ROVER GROUP LTD,Rover 45,2.0 V6 (from RT567813),A5,1997,Petrol,14.6,7.0,9.8,19.3,40.1,28.7,234,684,III,72.0,0.4,,0.1,0.1,,14 November 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,1.8,M5,1796,Petrol,10.7,6.0,7.8,26.4,46.9,36.4,185,540,III,73.0,0.5,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,1.8,A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,652,III,70.0,0.7,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0,M5,1997,Petrol,13.9,7.0,9.6,20.3,40.1,29.5,228,666,III,73.0,0.4,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0,A5,1997,Petrol,14.5,7.8,10.3,19.5,36.0,27.5,245,714,III,69.0,0.3,,0.1,0.0,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,2.5,M5,2497,Petrol,13.6,7.0,9.4,20.8,40.4,30.0,225,655,III,73.0,0.4,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,2.5,A5,2497,Petrol,15.2,7.7,10.4,18.6,36.8,27.1,249,725,III,70.0,0.4,,0.1,0.1,,01 July 2001,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0 D - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,419,III,74.0,0.2,0.5,,0.4,0.1,24 September 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0 D - 85kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,71.0,0.0,0.5,,0.5,0.0,24 September 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0 D - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,419,III,73.0,0.2,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0 D - 96kW,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,500,III,73.0,0.0,0.4,,0.3,0.0,25 September 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,1.8 (from RJ255552),M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,185,565,III,73.0,0.5,,0.1,0.1,,06 June 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.0 (from RJ255552),A5,1997,Petrol,15.0,7.5,10.3,18.8,37.7,27.4,245,747,III,69.0,0.3,,0.1,0.1,,06 June 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.5 (from RJ255552),M5,2497,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,229,696,III,73.0,0.8,,0.1,0.1,,06 June 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,2.5 (from RJ255552),A5,2497,Petrol,15.5,7.5,10.5,18.2,37.7,26.9,249,760,III,70.0,0.6,,0.1,0.1,,06 June 2002,
MG ROVER GROUP LTD,Rover 75 Saloon,1.8 (from RJ255552),A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,680,III,70.0,0.5,,0.1,0.1,,06 June 2002,
