Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
HONDA,Civic Coup&#233; (2002 YM),1.7i VTEC,A4,1668,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,170,501,III,71.9,0.4,,0.1,0.1,,01 July 2001,
HONDA,Civic 1.7 Diesel (2002 YM),1.7 SE Imagine 5 Door,M5,1686,Diesel,6.3,4.4,5.0,44.8,64.2,56.5,134,362,III,71.0,0.2,0.5,,0.4,0.0,28 May 2003,
HONDA,Civic 1.7 Diesel (2002 YM),1.7 SE 3 Door  ,M5,1686,Diesel,6.3,4.4,5.0,44.8,64.2,56.5,134,362,III,71.0,0.2,0.5,,0.4,0.0,28 May 2003,
HONDA,Civic 1.7 Diesel (2002 YM),1.7 S CTDI 5 Door ,M5,1686,Diesel,6.3,4.4,5.0,44.8,64.2,56.5,134,362,III,71.0,0.2,0.5,,0.4,0.0,28 May 2003,
HONDA,Civic 1.7 Diesel (2002 YM),1.7 SE 5 Door ,M5,1686,Diesel,6.3,4.4,5.0,44.8,64.2,56.5,134,362,III,71.0,0.2,0.5,,0.4,0.0,28 May 2003,
HONDA,CR-V (up to 2001 YM),2.0i LS,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,675,III,71.9,1.0,,0.1,0.0,,01 July 2001,
HONDA,CR-V (up to 2001 YM),2.0i LS,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,689,III,71.9,1.3,,0.1,0.1,,01 July 2001,
HONDA,CR-V (up to 2001 YM),2.0i ES,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,675,III,73.7,1.0,,0.1,0.4,,01 July 2001,
HONDA,CR-V (up to 2001 YM),2.0i ES,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,689,III,73.7,1.3,,0.1,0.1,,01 July 2001,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE,5MT,1998,Petrol,11.7,7.7,9.1,24.1,36.7,31.0,216,634,III,73.0,1.0,,0.1,0.0,,22 March 2002,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE,4AT,1998,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,220,646,III,72.0,0.8,,0.1,0.0,,22 March 2002,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE Sport,5MT,1998,Petrol,11.7,7.7,9.1,24.1,36.7,31.0,216,634,III,73.0,1.0,,0.1,0.0,,22 March 2002,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE Sport,4AT,1998,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,220,673,III,72.0,0.3,,0.1,0.0,,09 December 2002,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE Sport (with Satellite Navigation),5MT,1998,Petrol,11.7,7.7,9.1,24.1,36.7,31.0,216,634,III,73.0,0.6,,0.0,0.0,,22 March 2002,
HONDA,CR-V (2002 YM),2.0 i-VTEC SE Sport (with Satellite Navigation),4AT,1998,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,220,673,III,72.0,0.3,,0.1,0.0,,09 December 2002,
HONDA,HR-V (2002 YM),HR-V 4wd VTEC (3 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,205,599,III,71.7,1.1,,0.1,0.1,,01 July 2001,
HONDA,HR-V (2002 YM),HR-V 4wd (3 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,204,599,III,73.0,1.2,,0.1,0.0,,01 July 2001,
HONDA,HR-V (2002 YM),HR-V 4wd (3 Door),CVT,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,201,584,III,71.2,1.3,,0.1,0.0,,01 July 2001,
HONDA,HR-V (2002 YM),HR-V 4wd VTEC (5 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,205,599,III,71.7,1.1,,0.1,0.1,,01 July 2001,
HONDA,HR-V (2002 YM),HR-V 4wd (5 Door),CVT,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,201,584,III,71.2,1.4,,0.1,0.0,,01 July 2001,
HONDA,HR-V (2002 YM),HR-V 4wd (5 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,204,599,III,73.0,1.1,,0.1,0.0,,01 July 2001,
HONDA,Legend (2002 YM),3.5 V6 (4 Door),A4,3474,Petrol,17.2,9.3,12.2,16.4,30.4,23.2,291,846,III,67.4,1.0,,0.1,0.1,,01 July 2001,
HONDA,STREAM (2001 YM),1.7i SE,M5,1668,Petrol,9.9,6.5,7.7,28.5,43.5,36.7,183,535,III,73.1,0.6,,0.1,0.0,,01 July 2001,
HONDA,STREAM (2001 YM),2.0i SE SPORT,M5,1998,Petrol,11.3,7.0,8.6,25.0,40.4,32.8,203,599,III,73.1,1.1,,0.1,0.0,,01 July 2001,
HONDA,STREAM (2001 YM),2.0i SE SPORT,SS5,1998,Petrol,12.7,7.1,9.1,22.2,39.8,31.0,216,634,III,71.8,1.0,,0.1,0.0,,01 July 2001,
HONDA,Jazz (2002 YM),1.4 i-DSI S,5MT,1339,Petrol,6.9,4.9,5.7,40.9,57.6,49.6,134,396,III,70.7,0.4,,0.1,0.0,,22 March 2002,
HONDA,Jazz (2002 YM),1.4 i-DSI SE,5MT,1339,Petrol,6.9,4.9,5.7,40.9,57.6,49.6,134,396,III,70.7,0.4,,0.1,0.0,,22 March 2002,
HONDA,Jazz (2002 YM),1.4 i-DSI SE Sport,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,403,III,70.7,0.4,,0.1,0.0,,22 March 2002,
HONDA,Jazz (2002 YM),1.4 i-DSI SE Sport,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,410,III,72.3,0.3,,0.1,0.0,,13 March 2003,
HONDA,Jazz (2002 YM),1.4 i-DSI SE,CVT,1339,Petrol,7.2,5.0,5.8,39.2,56.5,48.7,137,403,III,72.3,0.3,,0.1,0.0,,13 March 2003,
HONDA,HONDA S2000 (2002 YM),Convertible,M6,1997,Petrol,13.7,8.0,10.0,20.6,35.3,28.2,237,696,III,72.6,1.0,,0.1,0.1,,01 July 2001,
HONDA,Insight (2001 YM),Insight,M5,995,Petrol,4.1,3.0,3.4,68.9,94.2,83.1,80,236,III,69.0,0.2,0.1,0.1,0.0,,01 July 2001,
HONDA,NSX (2002 YM),3.2i Coupé,M6,3179,Petrol,17.9,9.1,12.4,15.8,31.0,22.8,291,861,III,72.0,0.7,,0.1,0.1,,31 January 2002,
HONDA,NSX (2002 YM),3.2i Targe (Open Top),M6,3179,Petrol,17.9,9.1,12.4,15.8,31.0,22.8,291,861,III,72.0,0.7,,0.1,0.1,,31 January 2002,
HONDA,NSX (2002 YM),3.0i Coupé,A4,2977,Petrol,18.3,8.8,12.3,15.4,32.1,23.0,287,854,III,73.0,1.0,,0.1,0.0,,30 May 2003,
HONDA,NSX (2002 YM),3.0i Targe (Open Top),A4,2977,Petrol,18.3,8.8,12.3,15.4,32.1,23.0,287,854,III,73.0,1.0,,0.1,0.0,,30 May 2003,
HYUNDAI,Amica,1.0l SOHC,M5,999,Petrol,7.5,5.3,6.1,37.7,53.3,46.3,146,424,III,72.0,0.5,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Amica,1.0l SOHC,A4,999,Petrol,8.6,5.7,6.8,32.8,49.6,41.5,161,473,III,69.0,0.5,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Accent 2003MY Facelift,1.3l SOHC,M5,1341,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,150,431,III,72.0,0.3,,0.0,0.0,,30 May 2003,
HYUNDAI,Accent 2003MY Facelift,1.6l DOHC,M5,1599,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,165,480,III,72.0,0.4,,0.0,0.1,,30 May 2003,
HYUNDAI,Accent 2003MY Facelift,1.6l DOHC,A4,1599,Petrol,11.4,6.1,8.0,24.8,46.3,35.3,192,556,III,72.0,0.4,,0.1,0.1,,30 May 2003,
HYUNDAI,Getz,1.1L,M5,1086,Petrol,7.2,5.0,5.8,39.2,56.5,48.7,138,403,III,72.0,0.4,0.0,0.0,0.0,,10 October 2002,
HYUNDAI,Getz,1.3L,M5,1341,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,150,431,III,70.0,0.4,0.0,0.0,0.0,,10 October 2002,
HYUNDAI,Getz,1.3L,A4,1341,Petrol,9.9,6.2,7.6,28.5,45.6,37.2,181,528,III,71.0,0.5,0.1,0.0,0.0,,10 October 2002,
HYUNDAI,Getz,1.6L,M5,1599,Petrol,8.3,5.4,6.5,34.0,52.3,43.5,156,451,III,71.0,0.4,0.1,0.0,0.0,,10 October 2002,
HYUNDAI,Getz,1.6L,A4,1599,Petrol,10.1,6.2,7.6,28.0,45.6,37.2,183,528,III,72.0,0.3,0.1,0.0,0.1,,10 October 2002,
HYUNDAI,Accent,1.5l TD,M5,1493,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,398,III,73.0,0.1,0.4,0.0,0.4,0.0,15 October 2002,
HYUNDAI,Accent,1.3l SOHC,M5,1341,Petrol,8.3,5.3,6.4,34.0,53.3,44.1,154,445,III,70.0,0.5,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Accent,1.3l SOHC,A4,1341,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,176,507,III,69.0,0.7,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Accent,1.5l SOHC,M5,1495,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,166,480,III,71.0,0.2,0.0,0.0,0.0,,30 May 2003,
HYUNDAI,Accent,1.5l SOHC,A4,1495,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,188,543,III,69.0,0.5,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Accent,1.5l DOHC (MVI),M5,1495,Petrol,9.2,5.5,6.8,30.7,51.4,41.5,164,473,III,73.0,0.4,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Matrix,1.5l TD,M5,1493,Diesel,7.6,5.0,6.0,37.2,56.5,47.1,158,434,III,74.0,0.2,0.4,0.0,0.4,0.0,15 October 2002,
HYUNDAI,Matrix,1.6l DOHC,M5,1599,Petrol,10.3,6.6,8.0,27.4,42.8,35.3,191,556,III,74.0,0.5,0.1,0.1,0.0,,15 October 2002,
HYUNDAI,Matrix,1.6l DOHC,A4,1599,Petrol,12.2,6.9,8.8,23.2,40.9,32.1,211,612,III,74.0,0.7,0.1,0.1,0.0,,15 October 2002,
HYUNDAI,Matrix,1.8l DOHC,M5,1795,Petrol,11.5,6.9,8.5,24.6,40.9,33.2,205,592,III,74.0,0.5,0.0,0.0,0.0,,15 October 2002,
HYUNDAI,Matrix,1.8l DOHC,A4,1795,Petrol,12.5,7.2,9.1,22.6,39.2,31.0,219,634,III,72.0,0.5,0.1,0.1,0.0,,15 October 2002,
HYUNDAI,Elantra,2.0l Turbo Diesel,M5,1991,Diesel,8.6,5.1,6.4,32.8,55.4,44.1,169,464,III,74.0,0.1,0.3,0.0,0.3,0.0,30 May 2003,
HYUNDAI,Elantra,1.6l DOHC,M5,1599,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,176,514,III,71.0,0.5,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Elantra,2.0l DOHC 4 Door,M5,1975,Petrol,11.0,6.3,8.0,25.7,44.8,35.3,192,556,III,72.0,0.4,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Elantra,2.0l DOHC 5 Door,M5,1975,Petrol,11.1,6.5,8.2,25.4,43.5,34.4,196,571,III,72.0,0.4,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Elantra,2.0l DOHC 4 Door,A4,1975,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,206,599,III,73.0,0.2,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Elantra,2.0l DOHC 5 Door,A4,1975,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,211,612,III,73.0,0.2,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Elantra,1.6l DOHC,A4,1599,Petrol,11.3,6.3,8.2,25.0,44.8,34.4,196,571,III,73.0,0.4,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Coupé,1.6l DOHC (2002 MY),M5,1599,Petrol,9.8,6.3,7.6,28.8,44.8,37.2,182,528,III,73.0,0.2,0.1,0.0,0.1,,30 May 2003,
HYUNDAI,Coupé,2.0l DOHC (2002 MY),M5,1975,Petrol,11.4,6.6,8.4,24.8,42.8,33.6,202,584,III,71.0,0.3,0.1,0.0,0.1,,30 May 2003,
HYUNDAI,Coupé,2.0l DOHC (2002 MY),A4,1975,Petrol,12.5,7.1,9.1,22.6,39.8,31.0,218,634,III,71.0,0.2,0.1,0.0,0.1,,30 May 2003,
HYUNDAI,Coupé,2.7l V6 (2002 MY),M6,2656,Petrol,14.6,7.9,10.4,19.3,35.8,27.2,250,722,III,73.0,0.1,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Coupé,2.7l V6 (2002 MY),A4,2656,Petrol,14.2,8.0,10.3,19.9,35.3,27.4,247,717,III,71.0,0.1,0.0,0.0,0.0,,30 May 2003,
HYUNDAI,Coupé,2.0l CVVT Engine (2003 MY) ,M5,1975,Petrol,10.9,6.4,8.0,25.9,44.1,35.3,193,556,III,74.0,0.3,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Coupé,2.0l CVVT Engine (2003 MY) ,A4,1975,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,211,612,III,73.0,0.2,0.1,0.0,0.0,,30 May 2003,
HYUNDAI,Sonata,2.0l DOHC (2002 MY Facelift),M5,1997,Petrol,12.4,7.1,9.0,22.8,39.8,31.4,215,625,III,74.0,0.7,0.1,0.1,0.0,,15 October 2002,
HYUNDAI,Sonata,2.0l DOHC (2002 MY Facelift),A4,1997,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,228,661,III,71.0,1.2,0.1,0.1,0.0,,15 October 2002,
HYUNDAI,Sonata,2.7l V6 (2002 MY Facelift),A4,2657,Petrol,14.7,8.3,10.7,19.2,34.0,26.4,256,744,III,71.0,0.6,0.0,0.0,0.0,,15 October 2002,
HYUNDAI,Trajet,2.0l Turbo Diesel,M5,1991,Diesel,9.3,6.0,7.2,30.4,47.1,39.2,192,522,III,75.0,0.4,0.6,0.0,0.5,0.0,30 May 2003,
HYUNDAI,Trajet,2.0l Turbo Diesel,A4,1991,Diesel,10.8,7.0,8.4,26.2,40.4,33.6,224,609,III,73.0,0.1,0.6,0.0,0.6,0.0,30 May 2003,
HYUNDAI,Trajet,2.0l DOHC,M5,1997,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,646,III,73.0,0.4,0.1,0.1,0.1,,30 May 2003,
HYUNDAI,Trajet,2.0l DOHC,A4,1997,Petrol,14.1,8.0,10.3,20.0,35.3,27.4,247,717,III,72.0,0.4,0.1,0.1,0.1,,30 May 2003,
HYUNDAI,Trajet,2.7l V6 DOHC,A4,2656,Petrol,15.8,8.7,11.3,17.9,32.5,25.0,271,786,III,73.0,0.4,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Santa Fe,2.4l,M5,2351,Petrol,13.1,7.8,9.8,21.6,36.2,28.8,235,682,III,74.0,0.6,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Santa Fe,2.7l V6,A4,2656,Petrol,14.9,9.4,11.4,19.0,30.1,24.8,274,792,III,72.0,0.7,0.1,0.1,0.0,,30 May 2003,
HYUNDAI,Santa Fe,2.0l Turbo Diesel,M5,1991,Diesel,9.5,6.5,7.6,29.7,43.5,37.2,202,550,III,74.0,0.2,0.6,0.0,0.6,0.1,30 May 2003,
HYUNDAI,Santa Fe,2.0l Turbo Diesel,A4,1991,Diesel,11.8,7.7,9.2,23.9,36.7,30.7,246,666,III,72.0,0.0,0.7,0.0,0.7,0.1,30 May 2003,
HYUNDAI,XG,3.0l DOHC,A5,2972,Petrol,16.2,8.6,11.4,17.4,33.8,24.8,273,792,III,72.0,0.5,0.0,0.0,0.0,,30 May 2003,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Except Insignia Model),A4,3494,Petrol,20.4,10.8,14.4,13.8,26.2,19.6,342,1002,III,74.0,0.8,0.2,0.1,0.1,0.0,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Insignia Model Only),A4,3494,Petrol,21.4,11.2,15.0,13.2,25.2,18.8,355,1045,III,74.0,0.8,0.2,0.1,0.1,0.0,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Except Insignia Model),M5,2999,Diesel,13.4,8.5,10.3,21.1,33.2,27.4,273,747,III,74.0,0.1,0.6,0.0,0.6,0.1,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Insignia Model Only),M5,2999,Diesel,13.4,8.7,10.4,21.1,32.5,27.2,275,752,III,74.0,0.1,0.6,0.0,0.6,0.1,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Except Insignia Model),A4,2999,Diesel,13.3,8.7,10.4,21.2,32.5,27.2,274,752,III,73.0,0.2,0.7,0.0,0.7,0.1,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Insignia Model Only),A4,2999,Diesel,13.5,8.8,10.5,20.9,32.1,26.9,277,760,III,73.0,0.2,0.7,0.0,0.7,0.1,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Except Insignia Model),M5,3494,Petrol,19.3,10.5,13.8,14.6,26.9,20.5,326,958,III,76.0,1.3,0.1,0.1,0.0,0.0,18 June 2002,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Insignia Model Only),M5,3494,Petrol,19.6,10.9,14.1,14.4,25.9,20.0,335,982,III,76.0,1.3,0.1,0.1,0.0,0.0,18 June 2002,
JAGUAR CARS,Jaguar X Type,2.0,A5,2099,Petrol,14.3,7.4,10.0,19.8,37.9,28.4,239,692,III,71.0,0.6,,0.1,0.0,,20 May 2002,
JAGUAR CARS,Jaguar X Type,2.0,5MT,2099,Petrol,12.7,7.1,9.2,22.2,39.6,30.7,219,640,III,71.0,0.4,,0.1,0.0,,20 May 2002,
JAGUAR CARS,New 'S' Type,2.5 Saloon,A6,2497,Petrol,14.5,7.9,10.3,19.4,35.8,27.4,249,717,III,73.0,1.0,,0.2,0.1,,20 May 2002,
JAGUAR CARS,New 'S' Type,2.5 Saloon,M5,2497,Petrol,13.3,7.3,9.5,21.2,38.7,29.6,229,663,III,73.0,0.6,,0.2,0.0,,20 May 2002,
JAGUAR CARS,New 'S' Type,3.0 Saloon,A6,2967,Petrol,15.3,8.0,10.7,18.5,35.1,26.4,259,744,III,74.0,0.6,,0.1,0.1,,20 May 2002,
JAGUAR CARS,New 'S' Type,3.0 Saloon,M5,2967,Petrol,14.7,7.7,10.3,19.2,36.7,27.4,249,717,III,73.0,0.4,,0.1,0.1,,20 May 2002,
JAGUAR CARS,New 'S' Type,4.2 Saloon,A6,4196,Petrol,17.1,8.2,11.5,16.5,34.2,24.5,274,802,III,74.0,0.5,,0.1,0.1,,20 May 2002,
JAGUAR CARS,New 'S' Type,4.2 Saloon - 'R',A6,4196,Petrol,18.5,9.2,12.5,15.3,30.5,22.5,314,873,III,73.0,0.7,,0.1,0.0,,20 May 2002,
JAGUAR CARS,XJ,3.0 Saloon,A6,2967,Petrol,15.3,7.7,10.5,18.5,36.7,27.0,249,727,III,72.0,0.7,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XJ,3.5 Saloon,A6,3555,Petrol,15.9,7.7,10.7,17.8,36.7,26.5,254,741,III,71.0,0.3,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XJ,4.2 Saloon,A6,4196,Petrol,16.0,8.1,10.9,17.7,34.9,26.0,264,755,III,72.0,0.1,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XJR,Saloon,A6,4196,Petrol,18.6,9.0,12.3,15.2,31.4,23.0,299,854,III,73.0,0.5,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XJ Super V8,Saloon,A6,4196,Petrol,18.6,9.0,12.3,15.2,31.4,23.0,299,854,III,73.0,0.5,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XK8,Coupé,A6,4196,Petrol,16.7,8.3,11.3,16.9,34.0,24.9,284,789,III,74.0,0.2,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XK8,Convertible,A6,4196,Petrol,16.8,8.3,11.4,16.8,33.8,24.7,279,795,III,74.0,0.2,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XKR,Coupé,A6,4196,Petrol,18.0,9.1,12.4,15.7,31.0,22.9,304,858,III,74.0,0.2,,0.1,0.0,,15 May 2003,
JAGUAR CARS,XKR,Convertible,A6,4196,Petrol,18.1,9.2,12.5,15.6,30.7,22.6,304,869,III,74.0,0.2,,0.1,0.0,,15 May 2003,
KIA,Shuma II,1.6,M5,1594,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,190,556,III,73.8,0.1,0.1,0.0,0.0,,15 March 2002,
KIA,Shuma II,1.8,M5,1793,Petrol,12.2,7.2,9.0,23.2,39.2,31.4,214,625,III,72.9,0.4,0.1,0.1,0.1,,15 March 2002,
KIA,Shuma II,1.8,A4,1793,Petrol,13.7,7.5,9.8,20.6,37.7,28.8,232,682,III,71.7,0.2,0.1,0.1,0.0,,15 March 2002,
KIA,Sportage (2001 Model Year),2.0 4WD,M5x2,1998,Petrol,13.6,8.3,10.2,20.8,34.0,27.7,241,709,III,72.7,0.4,0.1,0.0,0.1,,01 July 2001,
KIA,Sportage (2001 Model Year),2.0 4WD,A4x2,1998,Petrol,14.7,8.9,11.0,19.2,31.7,25.7,262,764,III,70.7,0.2,0.1,0.1,0.1,,01 July 2001,
KIA,Rio 2003 Model Year,1.3,M5,1343,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,459,III,72.5,0.5,0.1,0.1,0.0,,02 May 2003,
KIA,Rio 2003 Model Year,1.3 ,A4,1343,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,183,535,III,68.9,0.7,0.1,0.1,0.0,,02 May 2003,
KIA,Rio 2003 Model Year,1.5,M5,1493,Petrol,9.0,5.7,6.9,31.4,49.6,40.9,163,480,III,71.6,0.6,0.1,0.1,0.0,,02 May 2003,
KIA,Rio 2003 Model Year,1.5 ,A4,1493,Petrol,10.4,6.2,8.0,27.2,42.8,35.2,191,558,III,70.2,0.6,0.1,0.1,0.0,,02 May 2003,
KIA,Magentis 2003 Model Year,2.0 ,A4,1997,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,220,646,III,71.6,0.5,,0.1,0.0,,02 May 2003,
KIA,Magentis 2003 Model Year,2.5,A4,2493,Petrol,14.9,7.8,10.4,18.7,37.7,27.4,244,717,III,70.4,0.7,,0.1,0.0,,02 May 2003,
KIA,Magentis 2003 Model Year,2.0,M5,1997,Petrol,12.0,6.7,8.6,23.5,42.2,32.8,204,599,III,72.3,0.4,,0.0,0.0,,02 May 2003,
KIA,Carens 2003 Model Year,1.8 ,A4,1794,Petrol,12.3,7.2,9.1,23.0,39.2,31.0,215,634,III,72.0,0.3,,0.1,0.0,,02 May 2003,
KIA,Carens 2003 Model Year,1.8,M5,1794,Petrol,10.2,6.8,8.1,27.7,41.5,34.9,191,563,III,74.0,0.3,,0.0,0.0,,02 May 2003,
KIA,Carens 2003 Model Year,2.0,M5,1991,Diesel,9.6,5.4,7.0,29.4,52.3,40.4,185,506,III,74.0,0.2,0.8,0.4,0.4,0.0,02 May 2003,
KIA,Carens 2003 Model Year,2.0 ,A4,1991,Diesel,10.3,6.1,7.6,27.4,46.3,37.2,205,550,III,74.0,0.1,0.8,0.4,0.4,0.0,02 May 2003,
KIA,Sedona 2003 Model Year,2.5,M5,2497,Petrol,14.2,9.1,11.0,19.9,31.0,25.7,261,764,III,72.2,0.3,,0.1,0.0,,02 May 2003,
KIA,Sedona 2003 Model Year,2.9,M5,2902,Diesel,11.0,6.6,8.2,25.7,42.8,34.4,217,595,III,73.4,0.6,0.6,0.0,0.6,0.0,02 May 2003,
KIA,Sedona 2003 Model Year,2.5 ,A4,2497,Petrol,16.3,10.0,12.4,17.3,28.2,22.8,293,861,III,72.2,0.3,,0.1,0.0,,02 May 2003,
KIA,Sedona 2003 Model Year,2.9 ,A4,2902,Diesel,11.6,7.1,8.8,23.9,39.8,32.1,235,637,III,71.4,0.1,0.6,0.0,0.6,0.1,02 May 2003,
KIA,Sorento,2.5,M5,2497,Diesel,11.2,6.9,8.5,25.2,40.9,33.2,226,616,III,74.2,0.5,0.6,0.0,0.5,0.1,02 May 2003,
KIA,Sorento,2.5 ,A4,2497,Diesel,11.8,7.3,8.9,23.9,38.7,31.7,238,645,III,73.7,0.1,0.6,0.0,0.6,0.1,02 May 2003,
KIA,Sorento,3.5 ,A4,3497,Petrol,17.6,9.7,12.6,16.1,29.1,22.4,299,877,III,72.7,0.9,,0.1,0.2,,02 May 2003,
LAND ROVER,Defender Station Wagon,2.5 TD5 90 (2003 Model Year),M5,2495,Diesel,11.9,8.8,10.0,23.7,32.1,28.3,282,723,III,76.0,0.3,0.6,,0.5,0.1,09 September 2002,
LAND ROVER,Defender Station Wagon,2.5 TD5 110 (2003 Model Year),M5,2495,Diesel,12.2,9.5,10.5,23.2,29.7,26.9,299,760,III,75.0,0.4,0.7,,0.7,0.1,09 September 2002,
LAND ROVER,Defender Station Wagon,2.5 TD5 90 (2002 Model Year),M5,2495,Diesel,11.9,8.8,10.0,23.7,32.1,28.3,282,723,III,76.0,0.3,0.6,,0.5,0.1,29 November 2001,
LAND ROVER,Defender Station Wagon,2.5 TD5 110 (2002 Model Year),M5,2495,Diesel,12.2,9.5,10.5,23.2,29.7,26.9,299,760,III,75.0,0.4,0.7,,0.7,0.1,29 November 2001,
LAND ROVER,Discovery Series II,4.0 V8 (2002 Model Year),A4,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,397,1162,III,74.0,1.0,,0.1,0.0,,29 November 2001,
LAND ROVER,Discovery Series II,2.5 TD5 (2002 Model Year),M5,2495,Diesel,11.5,8.2,9.4,24.6,34.5,30.1,262,680,III,76.0,0.3,0.7,,0.7,0.0,29 November 2001,
LAND ROVER,Discovery Series II,2.5 TD5 (2002 Model Year),A4,2495,Diesel,12.7,9.0,10.3,22.2,31.4,27.4,284,747,III,76.0,0.1,0.7,,0.7,0.0,29 November 2001,
LAND ROVER,Discovery Series II,2.5 TD5 (2003 Model Year),M5,2495,Diesel,11.5,8.2,9.4,24.6,34.5,30.1,262,680,III,76.0,0.4,0.7,,0.7,0.1,17 March 2003,
LAND ROVER,Discovery Series II,2.5 TD5 (2003 Model Year),A4,2495,Diesel,12.7,9.0,10.3,22.2,31.4,27.4,284,747,III,76.0,0.1,0.7,,0.7,0.0,09 September 2002,
LAND ROVER,Discovery Series II,4.0 V8 (2003 Model Year),A4,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,397,1162,III,74.0,1.3,,0.2,0.1,,09 September 2002,
LAND ROVER,Freelander,1.8 (2003 Model Year),M5,1796,Petrol,13.6,8.5,10.4,20.8,33.3,27.3,248,719,III,74.0,0.8,,0.1,0.0,,09 September 2002,
LAND ROVER,Freelander,2.5 V6 (2003 Model Year),A5,2497,Petrol,17.2,9.7,12.4,16.5,29.1,22.7,298,865,III,68.0,0.5,,0.1,0.1,,09 September 2002,
