Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
FORD,Focus,2.0i 16V ST170 3/5 Door Saloon,M6,1988,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,212,634,IV,73.0,0.1,,0.1,0.1,,08 April 2003,
FORD,Focus,1.8 Zetec LPG (EYDL) 3 & 5 Door Saloon (16 inch tyre),M5,1796,LPG,14.9,8.1,10.6,19.0,34.9,26.6,170,369,IV,71.0,0.9,,0.0,0.0,,06 February 2003,
FORD,Focus,1.8 Zetec LPG (EYDL) Estate (15 inch tyre),M5,1796,LPG,14.9,8.1,10.6,19.0,34.9,26.6,171,369,IV,71.0,0.9,,0.0,0.0,,06 February 2003,
FORD,Focus,1.8 Zetec LPG (EYDL) Estate (16 inch tyre),M5,1796,LPG,15.0,8.2,10.7,18.8,34.4,26.4,173,372,IV,71.0,0.9,,0.0,0.0,,06 February 2003,
FORD,Focus,1.8 Zetec LPG (EYDL) 3 & 5 Door Saloon (17 inch tyre),M5,1796,LPG,15.0,8.2,10.7,18.8,34.4,26.4,172,372,IV,71.0,0.9,,0.0,0.0,,06 February 2003,
FORD,Focus,1.8 Zetec LPG (EYDL) Estate (17 inch tyre),M5,1796,LPG,15.1,8.3,10.8,18.7,34.0,26.2,175,375,IV,71.0,0.9,,0.0,0.0,,06 February 2003,
FORD,Focus,2.0i 16V ST170 Wagon (17,M6,1988,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,212,634,IV,73.0,0.1,,0.1,0.1,,08 April 2003,
FORD,New Mondeo,2.0i 16V 4/5 Door Saloon (18 inch tyre),A4,1999,Petrol,12.9,7.5,9.4,21.9,37.7,30.1,226,652,IV,70.0,0.1,,0.1,0.1,,22 November 2001,
FORD,New Mondeo,2.0i 16V Estate Zetec (18 inch tyre),A4,1999,Petrol,12.9,7.6,9.5,21.9,37.2,29.7,228,661,IV,70.0,0.1,,0.1,0.1,,22 November 2001,
FORD,New Mondeo,2.5 V6 4/5 Door Saloon Ghia X,A5,2495,Petrol,15.2,7.5,10.3,18.6,37.7,27.4,244,717,IV,73.0,0.2,,0.1,0.0,,25 March 2002,
FORD,New Mondeo,2.5 V6 Estate Ghia X,A5,2495,Petrol,15.5,7.7,10.5,18.2,36.7,26.9,250,730,IV,73.0,0.2,,0.1,0.0,,25 March 2002,
FORD,New Mondeo,2.5 V6 Zetec S,A5,2495,Petrol,15.6,7.9,10.7,18.1,35.8,26.4,254,744,IV,73.0,0.2,,0.1,0.0,,25 March 2002,
FORD,New Mondeo,3.0 V6 ST220 4/5 Door Saloon,M5,2967,Petrol,14.3,7.9,10.2,19.8,35.8,27.7,245,709,IV,73.0,0.2,,0.0,0.1,,25 March 2002,
FORD,New Mondeo,3.0 V6 ST220 Estate,M5,2967,Petrol,14.4,8.0,10.3,19.6,35.3,27.4,247,717,IV,73.0,0.2,,0.0,0.1,,25 March 2002,
FORD,New Mondeo,2.0i 16V 4/5 Door Saloon,A4,1999,Petrol,12.6,7.2,9.1,22.4,39.2,31.0,219,634,IV,70.0,0.1,,0.1,0.1,,29 November 2001,
FORD,New Mondeo,2.0i 16V Estate LX/Zetec,A4,1999,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,221,640,IV,70.0,0.1,,0.1,0.1,,29 November 2001,
FORD,New Mondeo,2.0i 16V Estate Ghia/Ghia X,A4,1999,Petrol,12.7,7.4,9.3,22.2,38.2,30.4,223,646,IV,70.0,0.1,,0.1,0.1,,29 November 2001,
FORD,New Mondeo,2.5 V6 4/5 Door Saloon Zetec S,M5,2495,Petrol,14.5,7.5,10.1,19.5,37.7,28.0,242,701,IV,71.0,0.2,,0.1,0.0,,01 July 2001,
FORD,New Mondeo,2.5 V6 4/5 Door Saloon Ghia X,M5,2495,Petrol,14.3,7.3,9.9,19.8,38.7,28.5,238,689,IV,71.0,0.2,,0.1,0.0,,01 July 2001,
FORD,New Mondeo,2.5 V6  Estate Ghia X,M5,2495,Petrol,14.4,7.4,10.0,19.6,38.2,28.2,240,696,IV,71.0,0.2,,0.1,0.0,,01 July 2001,
FORD,New Mondeo,2.5 V6 Estate Zetec S,M5,2495,Petrol,14.7,7.7,10.3,19.2,36.7,27.4,247,717,IV,71.0,0.2,,0.1,0.0,,01 July 2001,
FORD,New Galaxy,2.8i CD-V6,M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,750,IV,73.0,0.3,,0.1,0.1,,01 July 2001,
FORD,New Galaxy,2.8i CD-V6,A5,2792,Petrol,16.8,9.2,12.0,16.8,30.7,23.5,288,836,IV,73.0,0.4,,0.1,0.0,,01 July 2001,
FORD,New Galaxy,2.3i 16V,M5,2295,Petrol,14.0,7.8,10.1,20.2,36.2,28.0,242,701,IV,73.0,0.4,,0.1,0.0,,21 November 2001,
FORD,New Galaxy,2.3i 16V ,A4,2295,Petrol,15.1,8.6,11.0,18.7,32.8,25.7,264,764,IV,71.0,0.1,,0.1,0.0,,21 November 2001,
FORD,"Fusion ""Plus""",1.4i 5 Door (16 inch tyre),ASM  ,1388,Petrol,8.6,5.7,6.8,32.8,49.6,41.5,161,473,IV,71.0,0.4,,0.1,0.0,,08 April 2003,
FORD,"Fusion ""Plus""",1.6i - 5 door (16 inch tyre),M5,1596,Petrol,8.9,5.7,6.9,31.7,49.6,40.9,163,480,IV,71.0,0.6,,0.1,0.0,,08 April 2003,
HONDA,Accord 4 Door (2003 YM),2.4  i-VTEC Executive ,SS5,2354,Petrol,13.7,6.9,9.4,20.6,40.9,30.1,223,652,IV,69.3,0.4,,0.1,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0 i-VTEC SE ,5MT,1998,Petrol,10.1,5.9,7.4,28.0,47.9,38.2,176,514,IV,70.8,0.4,,0.0,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0 i-VTEC SE ,SS5,1998,Petrol,11.3,6.1,8.0,25.0,46.3,35.3,189,556,IV,70.9,0.4,,0.1,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0  i-VTEC Sport ,5MT,1998,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,190,556,IV,71.9,0.4,,0.0,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0  i-VTEC Sport ,SS5,1998,Petrol,11.9,6.4,8.4,23.7,44.1,33.6,200,584,IV,70.9,0.3,,0.0,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0  i-VTEC Executive ,5MT,1998,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,182,535,IV,71.9,0.5,,0.1,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.4  i-VTEC Executive,M6,2354,Petrol,12.8,6.9,9.1,22.1,40.9,31.0,216,634,IV,72.3,0.5,,0.0,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.0  i-VTEC Executive ,SS5,1998,Petrol,11.8,6.3,8.3,23.9,44.8,34.0,196,578,IV,70.9,0.3,,0.1,0.0,,28 May 2003,
HONDA,Accord 4 Door (2003 YM),2.4  i-VTEC Type-S ,M6,2354,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,214,625,IV,72.3,0.6,,0.0,0.0,,17 January 2003,
HONDA,Accord Tourer (2003 YM),2.0 i-VTEC SE,5MT,1998,Petrol,10.9,6.8,8.3,25.9,41.5,34.0,196,578,IV,73.1,0.3,,0.0,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.0 i-VTEC SE,SS5,1998,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,209,612,IV,72.1,0.3,,0.1,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.0 i-VTEC Executive,5MT,1998,Petrol,10.9,6.8,8.3,25.9,41.5,34.0,196,578,IV,73.1,0.3,,0.0,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.4 i-VTEC Executive,M6,2354,Petrol,13.4,7.7,9.8,21.1,36.7,28.8,232,682,IV,72.6,0.7,,0.0,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.0 i-VTEC Executive,SS5,1998,Petrol,12.6,6.8,8.9,22.4,41.5,31.7,211,620,IV,72.1,0.3,,0.1,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.4 i-VTEC Type-S,M6,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,675,IV,72.6,0.5,,0.0,0.0,,08 April 2003,
HONDA,Accord Tourer (2003 YM),2.4 i-VTEC Executive,SS5,2354,Petrol,14.3,7.5,10.0,19.8,37.7,28.2,237,696,IV,71.7,0.5,,0.1,0.0,,08 April 2003,
HONDA,Civic 4 door,IMA SE Executive,5MT,1339,Pet Hybrid,6.0,4.3,4.9,47.1,65.7,57.6,116,0,IV,71.6,0.3,,0.0,0.0,,13 March 2003,
JAGUAR CARS,Jaguar X Type,2.5,A5,2497,Petrol,15.0,7.6,10.3,18.9,37.3,27.5,244,714,IV,71.0,0.6,,0.0,0.0,,01 July 2001,
JAGUAR CARS,Jaguar X Type,2.5,M5,2497,Petrol,13.6,7.2,9.6,20.7,39.0,29.5,234,666,IV,74.0,0.2,,0.0,0.0,,01 July 2001,
JAGUAR CARS,Jaguar X Type,3.0,A5,2967,Petrol,15.1,7.8,10.5,18.7,36.4,27.0,249,727,IV,72.0,0.3,,0.1,0.0,,01 July 2001,
JAGUAR CARS,Jaguar X Type,3.0,M5,2967,Petrol,14.8,7.7,10.3,19.1,36.8,27.5,244,714,IV,74.0,0.4,,0.0,0.0,,01 July 2001,
LAMBORGHINI,Diablo Model Year 2001,132,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,1511,IV,74.0,,,,,,01 July 2001,
LAMBORGHINI,Diablo Model Year 2001,132 SE,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,1511,IV,74.0,,,,,,01 July 2001,
LAMBORGHINI,Diablo Model Year 2001,Roadster L144,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,1511,IV,74.0,,,,,,01 July 2001,
LEXUS,GS,GS430,A5,4293,Petrol,17.3,9.4,12.3,16.3,30.1,23.0,296,854,IV,71.0,0.1,,0.0,0.1,,14 April 2003,
LEXUS,RX,RX300,SAT5,2995,Petrol,16.9,9.4,12.2,16.7,30.1,23.2,288,846,IV,73.9,0.2,,0.0,0.0,,13 January 2003,
LEXUS,LS,LS430,A5,4293,Petrol,17.5,8.9,12.0,16.1,31.7,23.5,289,836,IV,72.0,0.2,,0.0,0.0,,09 April 2002,
LEXUS,SC,SC430,A5,4293,Petrol,17.2,9.0,12.0,16.4,31.4,23.5,287,836,IV,71.5,0.2,,0.0,0.0,,14 April 2003,
MAZDA,MPV (FL),2.3,M5,2261,Petrol,13.3,8.2,9.4,21.2,34.5,30.0,240,655,IV,73.0,0.8,,0.1,0.0,,25 October 2002,
MAZDA,Mazda6,2.0 4/5 Door ,M5,1999,Petrol,11.2,6.2,8.1,25.2,45.6,34.9,192,563,IV,72.3,0.4,,0.1,0.0,,22 November 2002,
MAZDA,Mazda6,2.3 4 Door,M5,2261,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,212,620,IV,73.4,0.2,,0.0,0.0,,25 October 2002,
MAZDA,Mazda6,2.3 5 Door &amp; Estate,M5,2261,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,218,634,IV,73.4,0.2,,0.0,0.0,,25 October 2002,
MAZDA,Mazda6,1.8 4/5 Door,M5,1798,Petrol,11.0,5.9,7.8,25.7,47.9,36.2,185,543,IV,73.3,0.3,,0.0,0.0,,22 November 2002,
MAZDA,Mazda6,1.8 Estate,M5,1798,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,193,563,IV,73.3,0.3,,0.0,0.0,,22 November 2002,
MAZDA,Mazda6,2.0 Estate,M5,1999,Petrol,11.3,6.3,8.2,25.0,44.8,34.4,195,571,IV,72.3,0.4,,0.1,0.0,,08 April 2003,
MAZDA,Mazda2,1.25 (14&quot; tyre),M5,1242,Petrol,8.6,5.0,6.3,32.8,56.5,44.8,149,438,IV,72.0,0.2,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.4 (14&quot; tyre),M5,1388,Petrol,8.7,5.3,6.5,32.5,53.2,43.5,154,451,IV,70.0,0.4,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.4 (15&quot; tyre),ASM  ,1388,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,161,473,IV,71.0,0.4,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.6 (15&quot; tyre),M5,1596,Petrol,9.6,5.8,7.1,29.4,48.7,39.8,168,493,IV,71.0,0.6,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.4 (15&quot; tyre),M5,1388,Petrol,9.0,5.5,6.8,31.4,51.4,41.5,161,473,IV,70.0,0.4,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.4 (14&quot; tyre),ASM  ,1388,Petrol,8.6,5.4,6.5,32.8,52.3,43.5,154,451,IV,71.0,0.4,,0.1,0.0,,24 March 2003,
MAZDA,Mazda2,1.6 (14&quot; tyre),M5,1596,Petrol,9.2,5.5,6.8,30.7,51.4,41.5,161,473,IV,71.0,0.6,,0.1,0.0,,24 March 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 175 rear tyres,SM6,698,Petrol,6.0,4.0,4.7,47.1,70.6,60.1,113,327,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 175 rear tyres,A6,698,Petrol,6.1,4.1,4.8,46.3,68.9,58.8,116,334,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 195 rear tyres,SM6,698,Petrol,6.1,4.2,4.9,46.3,67.3,57.6,118,341,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 195 rear tyres,A6,698,Petrol,6.3,4.4,5.1,44.8,64.2,55.4,121,354,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 225 rear tyres,SM6,698,Petrol,6.1,4.3,5.0,46.3,65.7,56.5,120,348,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),37kW 225 rear tyres,A6,698,Petrol,6.5,4.6,5.3,43.5,61.4,53.3,127,368,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 175 rear tyres,SM6,698,Petrol,6.0,4.0,4.7,47.1,70.6,60.1,113,327,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 175 rear tyres,A6,698,Petrol,6.1,4.1,4.8,46.3,68.9,58.8,116,334,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 195 rear tyres,SM6,698,Petrol,6.1,4.2,4.9,46.3,67.3,57.6,118,341,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 195 rear tyres,A6,698,Petrol,6.3,4.4,5.1,44.8,64.2,55.4,121,354,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 225 rear tyres,SM6,698,Petrol,6.1,4.3,5.0,46.3,65.7,56.5,120,348,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart City Coupe Hatchback (03MY),45kW 225 rear tyres,A6,698,Petrol,6.5,4.6,5.3,43.5,61.4,53.3,127,368,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 175 rear tyres,SM6,698,Petrol,6.0,4.0,4.7,47.1,70.6,60.1,113,327,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 175 rear tyres,A6,698,Petrol,6.1,4.1,4.8,46.3,68.9,58.8,116,334,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 195 rear tyres,SM6,698,Petrol,6.1,4.2,4.9,46.3,67.3,57.6,118,341,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 195 rear tyres,A6,698,Petrol,6.3,4.4,5.1,44.8,64.2,55.4,121,354,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 225 rear tyres,SM6,698,Petrol,6.1,4.3,5.0,46.3,65.7,56.5,120,348,IV,74.0,0.8,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),MCC Smart Cabrio Hatchback (03MY),45kW 225 rear tyres,A6,698,Petrol,6.5,4.6,5.3,43.5,61.4,53.3,127,368,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster - Coupé 225 rear tyres,A6,698,Petrol,6.5,4.4,5.1,43.5,64.2,55.4,122,354,IV,73.0,0.4,0.1,0.1,0.1,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster 45kW 205 rear tyres,SM6,698,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,122,354,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster 45kW 225 rear tyres,SM6,698,Petrol,6.6,4.6,5.3,42.8,61.4,53.3,126,368,IV,74.0,0.7,0.1,0.1,0.0,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster 60kW 205 rear tyres,A6,698,Petrol,6.3,4.3,5.1,44.8,65.7,55.4,121,354,IV,73.0,0.4,0.1,0.1,0.1,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster - Coupé 205 rear tyres,A6,698,Petrol,6.4,4.3,5.1,44.1,65.7,55.4,121,354,IV,73.0,0.4,0.1,0.1,0.1,,28 May 2003,
MICRO COMPACT CAR (MCC),SMART,Roadster 60kW 225 rear tyres,A6,698,Petrol,6.5,4.5,5.2,43.5,62.8,54.3,124,362,IV,73.0,0.4,0.1,0.1,0.1,,28 May 2003,
MITSUBISHI,Carisma,1.6 Equippe,A4,1597,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,198,584,IV,67.0,0.3,,0.0,0.0,,12 March 2003,
MITSUBISHI,Carisma,1.6 Equippe,M5,1597,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,174,514,IV,71.0,0.2,,0.0,0.0,,12 March 2003,
MITSUBISHI,Carisma,1.6 Classic,A4,1597,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,198,584,IV,67.0,0.3,,0.0,0.0,,12 March 2003,
MITSUBISHI,Carisma,1.6 Elegance,M5,1597,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,174,514,IV,71.0,0.2,,0.0,0.0,,19 March 2003,
MITSUBISHI,Carisma,1.6 Elegance,A4,1597,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,198,584,IV,67.0,0.3,,0.0,0.0,,19 March 2003,
MITSUBISHI,Carisma,1.6 Classic,M5,1597,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,174,514,IV,71.0,0.2,,0.0,0.0,,19 March 2003,
MITSUBISHI,Carisma,1.6 Mirage,M5,1597,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,174,514,IV,71.0,0.2,,0.0,0.0,,19 March 2003,
MITSUBISHI,Carisma,1.6 Mirage,A4,1597,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,198,584,IV,67.0,0.3,,0.0,0.0,,19 March 2003,
MITSUBISHI,Colt Space Star,1.8 S,M5,1834,Petrol,10.0,6.2,7.6,28.2,45.6,37.2,180,528,IV,73.0,0.6,,0.1,0.0,,29 May 2003,
MITSUBISHI,Colt Space Star,1.6 Equippe,A4,1584,Petrol,10.7,6.6,8.2,26.4,42.8,34.4,192,571,IV,73.0,0.3,,0.0,0.0,,19 March 2003,
MITSUBISHI,Colt Space Star,1.6 EQUIPPE,M5,1584,Petrol,9.3,6.0,7.2,30.4,47.2,39.2,171,501,IV,72.0,0.3,,0.0,0.0,,01 July 2001,
MITSUBISHI,Colt Space Star,1.6 MIRAGE,M5,1584,Petrol,9.3,6.0,7.2,30.4,47.2,39.2,171,501,IV,72.0,0.3,,0.0,0.0,,01 July 2001,
MITSUBISHI,Colt Space Star,1.6 MIRAGE,A4,1584,Petrol,10.7,6.6,8.2,26.4,42.8,34.4,192,571,IV,73.0,0.3,,0.0,0.0,,29 July 2002,
MITSUBISHI,Colt Space Star,1.3 CLASSIC,M5,1299,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,162,473,IV,73.0,0.4,,0.0,0.0,,31 January 2003,
MITSUBISHI,Colt Space Star,1.3 MIRAGE,M5,1299,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,162,473,IV,73.0,0.4,,0.0,0.0,,31 January 2003,
PORSCHE,911,911 GT3,M6,3600,Petrol,19.9,9.0,12.9,14.2,31.3,21.9,315,897,IV,75.0,0.6,,0.1,0.0,,24 February 2003,
PORSCHE,Cayenne,Cayenne Turbo,A6,4511,Petrol,21.9,11.9,15.7,12.9,23.7,18.0,378,1091,IV,76.0,0.4,,0.1,0.0,,24 February 2003,
PORSCHE,Cayenne,Cayenne S,A6,4511,Petrol,20.9,11.2,14.9,13.5,25.2,19.0,361,1034,IV,75.0,0.4,,0.0,0.0,,24 February 2003,
PROTON,Impian,1600,M5,1584,Petrol,9.0,5.4,6.7,31.4,52.5,42.2,161,465,IV,73.0,0.6,,0.0,0.0,,19 March 2003,
PROTON,Impian,1600 X,M5,1584,Petrol,9.0,5.4,6.7,31.4,52.5,42.2,161,465,IV,73.0,0.6,,0.0,0.0,,19 March 2003,
RENAULT,New Clio ,Renaultsport V6 255,M6,2946,Petrol,15.6,9.8,11.9,18.2,28.8,23.7,285,829,IV,75.0,0.4,,0.1,0.1,,09 May 2003,
RENAULT,Kangoo ,1.2 16V From VIN KC0WEF,M5,1149,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,165,486,IV,73.0,0.7,,0.1,0.0,,31 July 2002,
RENAULT,New Espace,3.5 V6 24V Auto From VIN JK0FAB,A5,3498,Petrol,17.3,9.3,12.2,16.3,30.4,23.2,292,846,IV,71.0,0.5,,0.0,0.1,,13 January 2003,
RENAULT,New Espace,3.5 V6 24V Auto From VIN JK0FBB,A5,3498,Petrol,17.5,9.5,12.4,16.2,29.8,22.8,297,861,IV,71.0,0.5,,0.0,0.1,,13 January 2003,
RENAULT,New Espace,2.0T 16V Auto From VIN JK0DAB,A5,1998,Petrol,14.8,8.1,10.5,19.1,34.9,26.9,251,730,IV,67.6,0.9,,0.1,0.0,,09 May 2003,
RENAULT,New Grand Espace,2.0T 16V Auto From VIN JK0DCB,A5,1998,Petrol,14.8,8.1,10.5,19.1,34.9,26.9,251,730,IV,67.6,0.9,,0.1,0.0,,09 May 2003,
RENAULT,New Grand Espace,3.5 V6 24V Auto From VIN JK0FCB,A5,3498,Petrol,17.5,9.5,12.4,16.2,29.8,22.8,297,861,IV,71.0,0.5,,0.0,0.1,,13 January 2003,
RENAULT,New Grand Espace,3.5 V6 24V Auto From VIN JK0FDB,A5,3498,Petrol,17.5,9.5,12.4,16.2,29.8,22.8,297,861,IV,71.0,0.5,,0.0,0.1,,13 January 2003,
ROLLS-ROYCE MOTOR CARS LTD,Phantom,Rolls-Royce Phantom,A6,6749,Petrol,24.6,11.0,15.9,11.5,25.7,17.8,385,1103,IV,72.0,0.6,,0.1,0.0,,04 March 2003,
SAAB,9-3 Sport Saloon,2.0t Aero 210hp B207R,M6,1998,Petrol,12.8,6.8,9.0,22.1,41.5,31.4,218,625,IV,72.0,0.6,,0.0,0.0,,02 May 2003,
SAAB,9-3 Sport Saloon,2.0t Aero 210hp B207R,A5,1998,Petrol,14.0,7.1,9.6,20.2,39.8,29.4,232,668,IV,72.0,0.4,,0.0,0.0,,02 May 2003,
SAAB,9-3 Sport Saloon,2.0t 175hp B207L,M5,1998,Petrol,11.5,6.3,8.3,24.6,44.8,34.0,199,578,IV,73.0,0.6,,0.1,0.0,,02 May 2003,
SAAB,9-3 Sport Saloon,1.8t 150hp B207E,M5,1998,Petrol,11.8,6.2,8.2,23.9,45.6,34.4,198,571,IV,72.0,0.6,,0.1,0.0,,02 May 2003,
SAAB,9-3 Sport Saloon,1.8t 150hp B207E,A5,1998,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,73.0,0.2,,0.0,0.0,,02 May 2003,
SAAB,9-3 Sport Saloon,2.0t 175hp B207L,A5,1998,Petrol,13.7,7.1,9.5,20.6,39.8,29.7,231,661,IV,72.0,0.2,,0.1,0.0,,02 May 2003,
SEAT,Arosa,1.0 (50 PS),M5,999,Petrol,7.8,4.7,5.8,36.2,60.1,48.7,139,403,IV,73.0,0.3,,0.1,0.0,,29 May 2003,
SEAT,Arosa,1.0 (50 PS) up to December 2002,M5,999,Petrol,7.8,4.7,5.8,36.2,60.1,48.7,139,403,IV,73.0,0.3,,0.0,0.0,,29 May 2003,
SEAT,Arosa,1.4  MPI Auto (60 PS),A4,1390,Petrol,10.0,6.1,7.5,28.2,46.3,37.7,180,521,IV,74.0,0.4,,0.1,0.0,,29 May 2003,
SEAT,Arosa,1.4 16V Sport (100 PS),M5,1390,Petrol,9.4,5.2,6.7,30.1,54.3,42.2,161,465,IV,73.0,0.7,,0.1,0.0,,29 May 2003,
SEAT,New Ibiza (From May 2002),1.2 (64 PS),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,72.0,0.6,,0.1,0.0,,29 May 2003,
SEAT,New Ibiza (From May 2002),1.4 16V (75 PS),M5,1390,Petrol,8.9,5.3,6.5,31.7,53.3,43.5,156,451,IV,71.0,0.2,,0.1,0.0,,29 May 2003,
SEAT,New Ibiza (From May 2002),1.4 16V (100 PS) up to December 2002,M5,1390,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,168,486,IV,70.0,0.3,,0.1,0.0,,29 May 2003,
SEAT,New Ibiza (From May 2002),1.4 16V (100 PS),M5,1390,Petrol,9.0,5.4,6.7,31.4,52.3,42.2,161,465,IV,72.0,0.3,,0.1,0.0,,29 May 2003,
SEAT,Cordoba,1.4 16V,M5,1390,Petrol,8.9,5.3,6.5,31.7,53.3,43.5,156,451,IV,71.0,0.2,,0.1,0.0,,19 March 2003,
SEAT,Leon,1.4 16V (75 PS),M5,1390,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,163,473,IV,72.0,0.2,,0.1,0.0,,29 May 2003,
