Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
VAUXHALL,"Astra, Model Year 2002",1.4i 16v (Estate),M5,1389,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,180,521,IV,73.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.4 16v (Hatchback),M5,1389,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,173,501,IV,73.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 16v (4 & 5 door),A4,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,185,535,IV,72.0,0.3,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 16v (Estate),A4,1598,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,190,549,IV,72.0,0.3,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 8v (3 door),A4,1598,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,195,563,IV,71.0,0.4,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 8v (4 & 5 door),A4,1598,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,197,571,IV,71.0,0.4,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 8v (Estate),A4,1598,Petrol,11.4,6.6,8.4,24.8,42.8,33.6,201,584,IV,71.0,0.4,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 16v (3 door),M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,168,486,IV,72.0,0.2,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6 16v (4 & 5 door),M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.2,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 16v (Estate),M5,1598,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,501,IV,72.0,0.2,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002","1.6i 8v (3, 4 & 5 door)",M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.7,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6i 8v (Estate),M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,175,507,IV,72.0,0.7,,0.1,0.0,,15 May 2003,
VAUXHALL,"Astra, Model Year 2002",1.8i 16v (4 & 5 door),A4,1796,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,207,599,IV,71.0,0.5,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.8i 16v (Estate),A4,1796,Petrol,12.1,6.8,8.8,23.3,41.5,32.1,211,612,IV,71.0,0.5,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002","1.8i 16v (3, 4 & 5 door)",M5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,IV,73.0,0.6,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.8i 16v (Estate),M5,1796,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,73.0,0.6,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.8,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra, Model Year 2002",1.6 16v 3 Door Hatch,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2002",1.6 16v 4 Door Saloon,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2002",1.6 16v 5 Door Estate,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2002",1.6 16v 5 Door Hatch,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2002",1.6 8v 5 Door Estate,M5,1598,LPG,12.6,7.5,9.4,22.4,37.7,30.1,151,326,IV,72.0,0.5,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2002",1.6 8v 5 Door Hatch,M5,1598,LPG,12.6,7.5,9.4,22.4,37.7,30.1,151,326,IV,72.0,0.5,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Corsa, Model Year 2002",1.0 12v,M5,973,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,135,390,IV,71.0,0.3,,0.1,0.0,,29 April 2002,
VAUXHALL,"Corsa, Model Year 2002","1.2i 16v FDR=3,74",M5,1199,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,151,438,IV,71.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Corsa, Model Year 2002","1.2i 16v FDR=3,94",M5,1199,Petrol,8.4,5.3,6.4,33.6,53.3,44.1,154,445,IV,72.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Corsa, Model Year 2002",1.4i 16v,M5,1389,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,501,IV,72.0,0.4,,0.0,0.0,,29 April 2002,
VAUXHALL,"Corsa, Model Year 2002",1.8i 16v,M5,1796,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,190,549,IV,74.0,0.7,,0.0,0.0,,29 April 2002,
VAUXHALL,"Corsa, Model Year 2002",1.2i 16v,MTA,1199,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,149,431,IV,73.0,0.3,,0.1,0.0,,24 April 2002,
VAUXHALL,"Corsa, Model Year 2002",1.4i 16v (3-dr),MTA,1389,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,190,549,IV,72.0,0.3,,0.1,0.1,,24 April 2002,
VAUXHALL,"Corsa, Model Year 2002",1.4i 16v (5-dr),MTA,1389,Petrol,11.3,6.1,8.0,25.0,46.3,35.3,192,556,IV,72.0,0.3,,0.1,0.1,,24 April 2002,
VAUXHALL,"VX220, Model Year 2002",2.2 16v,M5,2198,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,205,599,IV,73.0,0.4,,0.0,0.0,,17 December 2001,
VAUXHALL,"Zafira, Model Year 2002",1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,549,IV,73.0,0.2,,0.0,0.0,,29 April 2002,
VAUXHALL,"Zafira, Model Year 2002",1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,,0.0,0.0,,29 April 2002,
VAUXHALL,"Zafira, Model Year 2002",1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,599,IV,73.0,0.6,,0.0,0.0,,29 April 2002,
VAUXHALL,"Zafira, Model Year 2002",2.0i 16v turbo,M5,1998,Petrol,13.8,7.9,10.1,20.5,35.8,28.0,243,701,IV,74.0,0.4,,0.1,0.0,,29 April 2002,
VAUXHALL,"Zafira, Model Year 2002",2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,661,IV,73.0,0.6,,0.1,0.1,,29 April 2002,
VAUXHALL,"Zafira, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,74.0,0.8,,0.0,0.0,,29 April 2002,
VAUXHALL,"Vectra, Model Year 2002",1.8 16v Sri,M5,1796,LPG,14.6,8.0,10.5,19.3,35.1,27.0,169,364,IV,72.0,0.8,0.0,0.0,0.0,,07 November 2002,
VAUXHALL,"Vectra, Model Year 2002",1.8 16v,M5,1796,LPG,14.1,7.6,10.0,20.1,37.1,28.3,161,347,IV,72.0,0.7,0.0,0.0,0.0,,07 November 2002,
VAUXHALL,"Agila, Model Year 2002",1.0i 12v,M5,973,Petrol,7.7,5.6,6.4,36.7,50.4,44.1,154,445,IV,72.0,0.4,,0.1,0.1,,29 April 2002,
VAUXHALL,"Agila, Model Year 2002",1.2i 16v ,M5,1199,Petrol,8.0,5.7,6.5,35.3,49.6,43.5,156,451,IV,73.0,0.3,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra Convertible,Model Year 2002",1.6i 16v,M5,1598,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,175,507,IV,72.0,0.2,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Convertible,Model Year 2002",1.8i 16v,M5,1796,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,73.0,0.6,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Convertible,Model Year 2002",2.0i 16v turbo,M5,1998,Petrol,12.8,7.0,9.1,22.1,40.4,31.0,219,634,IV,73.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra Convertible,Model Year 2002",2.2i 16v,M5,2198,Petrol,12.3,6.6,8.7,23.0,42.8,32.5,209,604,IV,74.0,0.8,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Convertible,Model Year 2002",2.2i 16v,A4,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,73.0,0.6,,0.1,0.1,,29 April 2002,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 3 Door Hatch,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,0.1,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Estate,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Hatch,M5,1598,LPG,12.5,7.4,9.3,22.6,38.2,30.4,151,323,IV,72.0,0.4,,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 4 Door Saloon,M5,1598,LPG,12.6,7.5,9.4,22.4,37.7,30.1,151,326,IV,72.0,0.5,,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Estate,M5,1598,LPG,12.6,7.5,9.4,22.4,37.7,30.1,151,326,IV,72.0,0.5,,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Hatch,M5,1598,LPG,12.6,7.5,9.4,22.4,37.7,30.1,151,326,IV,72.0,0.5,,0.0,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Estate,M5,1796,LPG,14.2,8.0,10.3,19.8,35.4,27.5,167,357,IV,73.0,0.4,,0.1,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Hatch,M5,1796,LPG,14.2,8.0,10.3,19.8,35.4,27.5,167,357,IV,73.0,0.4,,0.1,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 4 Door Saloon,M5,1796,LPG,14.2,8.0,10.3,19.8,35.4,27.5,167,357,IV,73.0,0.4,,0.1,0.0,,19 March 2003,
VAUXHALL,"Astra, Model Year 2003","1.7 DTL 5 Door Hatchback, From VIN: W0L0TGF4835000000",M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,333,IV,70.0,0.3,0.3,,0.2,0.0,09 May 2003,
VAUXHALL,"Astra, Model Year 2003","1.7 CDTI 5 Door Estate, From VIN: W0L0TGF3538000000 / W0L0TGF3532000000",M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,129,347,IV,70.0,0.3,0.3,,0.2,0.0,12 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.4 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1389,Petrol,9.8,6.0,7.4,28.8,47.1,38.2,178,514,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.4 16v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1389,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,493,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,A4,1598,Petrol,11.4,6.6,8.4,24.8,42.8,33.6,201,584,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,A4,1598,Petrol,11.0,6.2,8.0,25.7,45.6,35.3,191,556,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Elegance 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,501,IV,72.0,0.2,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Club 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,174,507,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Envoy 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,174,507,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v LS 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,174,507,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Envoy 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,10.0,6.0,7.5,28.2,47.1,37.7,180,521,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door LS Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,10.0,6.0,7.5,28.2,47.1,37.7,180,521,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v (Z16XEP) 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,161,465,IV,71.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v (Z16XEP) 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1598,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,160,465,IV,71.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v (Z16XE) 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1598,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,170,493,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,A4,1598,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,190,549,IV,72.0,0.3,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,A4,1598,Petrol,10.4,5.9,7.6,27.2,47.9,37.2,182,528,IV,72.0,0.3,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Club 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,10.0,6.0,7.5,28.2,47.1,37.7,180,521,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v (Z16XE) 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1598,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,501,IV,72.0,0.2,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,A4,1796,Petrol,12.1,6.8,8.8,23.3,41.5,32.1,211,612,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,A4,1796,Petrol,11.7,6.4,8.4,24.1,44.1,33.6,201,584,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,1796,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,A4,2198,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,212,612,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Estate From VIN: W0L0TGF3538000000 / W0L0TGF3532000000,M5,2198,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,207,599,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Estate From VIN: W0L0TGF3538070216 / W0L0TGF3532161090,M5,2198,Petrol,11.7,6.1,8.2,24.1,46.3,34.4,196,571,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 4 Door Saloon From VIN: W0L0TGF6935000001,M5,1598,Petrol,9.9,5.9,7.4,28.5,47.9,38.2,178,514,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 4 Door Saloon From VIN: W0L0TGF6935000001,A4,1598,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,200,578,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 4 Door Saloon From VIN: W0L0TGF6935000001,A4,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,185,535,IV,72.0,0.3,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 4 Door Saloon From VIN: W0L0TGF6935000001,M5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,IV,73.0,0.6,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 4 Door Saloon From VIN: W0L0TGF6935127272,M5,1796,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,182,528,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 4 Door Saloon From VIN: W0L0TGF6935127272,M5,1598,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,172,501,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 4 Door Saloon From VIN: W0L0TGF6935000001,M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.2,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 4 Door Saloon From VIN: W0L0TGF6935127272,M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,167,486,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003","1.8 16v 4 Door Saloon, From VIN: W0L0TGF6935000001",A4,1796,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,207,599,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003","1.8 16v 4 Door Saloon, From VIN: W0L0TGF6935127272",A4,1796,Petrol,11.7,6.3,8.3,24.1,44.8,34.0,199,578,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 3 Door Hatchback From VIN: W0L0TGF0835000000,M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,168,486,IV,72.0,0.2,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 3 Door Hatchback From VIN: W0L0TGF0835000000,M5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 3 Door Hatchback From VIN: W0L0TGF0835127274,M5,1796,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,182,528,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 3 Door Hatchback From VIN: W0L0TGF0835000000,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 3 Door Hatchback From VIN: W0L0TGF0835127274,M5,2198,Petrol,11.7,6.0,8.1,24.1,47.1,34.9,194,563,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.4 16v 3 Door Hatchback From VIN: W0L0TGF0835000000,M5,1389,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,173,501,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 3 Door Hatchback From VIN: W0L0TGF0835127274,M5,1598,Petrol,9.4,5.4,6.9,30.1,52.3,40.9,165,480,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.0 16v 3 Door Hatchback From VIN: W0L0TGF0835000000,M5,1998,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,620,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1389,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,175,507,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v (Z16XEP) 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1598,Petrol,8.5,5.5,6.6,33.2,51.4,42.8,159,459,IV,71.0,0.5,0.1,0.1,0.0,,14 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Hatchback From VIN: W0L0TGF4835000000,A4,1598,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,200,578,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,A4,1796,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,207,599,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,IV,73.0,0.6,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,1796,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,182,528,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,A4,2198,Petrol,11.6,6.5,8.4,24.4,43.5,33.6,201,584,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,2198,Petrol,11.7,6.0,8.1,24.1,47.1,34.9,194,563,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,1389,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,167,486,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,A4,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,185,535,IV,72.0,0.3,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,A4,1598,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,179,521,IV,72.0,0.3,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.2,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,167,486,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Hatchback From VIN: W0L0TGF4835127271,A4,1598,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,189,549,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Active 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,175,507,IV,72.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v Active 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,167,486,IV,72.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,1598,Petrol,9.9,5.9,7.4,28.5,47.9,38.2,178,514,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",1.6 8v 5 Door Hatchback From VIN: W0L0TGF4835127271,M5,1598,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,172,501,IV,72.0,0.7,0.1,0.1,0.0,,09 May 2003,
