Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
FORD,New Focus,2.0 Duratec,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,170,1234,71,0.501,0.084,0.04,,
FORD,New Focus,2.0 Duratec,A4,1999,Petrol,11.2,6.1,8,25.2,46.3,35.3,192,1391,71,0.509,0.087,0.061,,
FORD,New Focus,2.5 Duratec,M6,2521,Petrol,13.7,6.8,9.3,20.6,41.5,30.4,224,1615,74,0.456,0.066,0.03,,
FORD,New Focus,1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.9,4,4.7,47.9,70.6,60.1,125,853,71,0.178,,0.205,0.221,0.019
FORD,New Focus,1.6 Duratorq TDCi (110PS),M5,1560,Diesel,6.2,4,4.8,45.6,70.6,58.9,127,871,70,0.145,,0.166,0.195,0.002
FORD,New Focus,1.6 Duratorq TDCi (110PS) 3/5 Door Saloon,CVT,1560,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1017,70,0.039,,0.193,0.203,0.002
FORD,New Focus,1.6 Duratorq TDCi (110PS) Estate,CVT,1560,Diesel,7.3,4.8,5.7,38.7,58.9,49.6,152,1034,70,0.039,,0.193,0.203,0.002
FORD,New Focus,1.8 Duratorq TDCi 3/5 Door Saloon,M5,1753,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,137,944,71,0.331,,0.216,0.253,0.015
FORD,New Focus,1.8 Duratorq TDCi 4 Door Saloon and Estate,M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,140,962,71,0.331,,0.216,0.253,0.015
FORD,New Focus,2.0 Duratorq TDCi 3/5 Door Saloon,M6,1997,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,148,1017,72,0.056,,0.208,0.22,0.003
FORD,New Focus,2.0 Duratorq TDCi 4 Door Saloon and Estate,M6,1997,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,151,1034,72,0.056,,0.208,0.22,0.003
FORD,Focus C-Max,1.6 Duratec,M5,1596,Petrol,8.9,5.7,6.9,31.7,49.6,40.9,166,1200,73,0.547,0.072,0.05,,
FORD,Focus C-Max,1.6 Duratec Ti-VCT,M5,1596,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,160,1147,70,0.314,0.085,0.036,,
FORD,Focus C-Max,1.8i 16V Duratec (125PS),M5,1798,Petrol,9.7,5.7,7.1,29.1,49.6,39.8,172,1234,71,0.413,0.081,0.034,,
FORD,Focus C-Max,1.8i 16V Duratec (125PS),CVT,1798,Petrol,10.6,6,7.7,26.6,47.1,36.7,186,1338,71,0.294,0.068,0.036,,
FORD,Focus C-Max,2.0i 16V Duratec,M5,1999,Petrol,10,5.6,7.3,28.2,50.4,38.7,176,1269,71,0.501,0.084,0.04,,
FORD,Focus C-Max,2.0i 16V Duratec,A4,1999,Petrol,11.3,6.2,8.1,25,45.6,34.9,194,1407,71,0.509,0.087,0.061,,
FORD,Focus C-Max,1.6 Duratorq TDCi (90PS),M5,1560,Diesel,6,4.1,4.8,47.1,68.9,58.9,127,871,71,0.178,,0.205,0.221,0.019
FORD,Focus C-Max,1.6 Duratorq TDCi (109PS),M5,1560,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,129,890,70,0.145,,0.166,0.195,0.002
FORD,Focus C-Max,1.6 Duratorq TDCi (109PS),CVT,1560,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,154,1053,70,0.039,,0.193,0.203,0.002
FORD,Focus C-Max,1.8 Duratorq TDCi,M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,143,980,71,0.331,,0.216,0.253,0.015
FORD,Focus C-Max,2.0 Duratorq TDCi (135PS),M6,1997,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1053,72,0.056,,0.208,0.22,0.003
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Saloon (16 inch tyre),M6,1798,Petrol,9.9,5.7,7.2,28.5,49.6,39.2,173,1252,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Saloon (17 inch tyre),M6,1798,Petrol,10,5.9,7.4,28.2,47.9,38.2,178,1285,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Saloon (18 inch tyre),M6,1798,Petrol,10.2,6.1,7.7,27.7,46.3,36.7,186,1338,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Estate (16 inch tyre),M6,1798,Petrol,10.1,5.9,7.4,28,47.9,38.2,179,1285,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Estate (17 inch tyre),M6,1798,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,183,1320,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,1.8i SCi 16V Estate (18 inch tyre),M6,1798,Petrol,10.4,6.3,7.9,27.2,44.8,35.8,191,1371,70,0.166,0.07,0.043,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Saloon (16 inch tyre),A4,1999,Petrol,12.6,7.2,9.1,22.4,39.2,31,218,1584,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Saloon (17 inch tyre),A4,1999,Petrol,12.7,7.3,9.2,22.2,38.7,30.7,221,1599,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Saloon (18 inch tyre),A4,1999,Petrol,12.9,7.5,9.4,21.9,37.7,30.1,227,1631,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Estate (16 inch tyre),A4,1999,Petrol,12.7,7.3,9.2,22.2,38.7,30.7,221,1599,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Estate (17 inch tyre),A4,1999,Petrol,12.8,7.4,9.3,22.1,38.2,30.4,223,1615,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.0i 16V Estate (18 inch tyre),A4,1999,Petrol,13,7.7,9.5,21.7,36.7,29.7,229,1653,70,0.12,0.07,0.05,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Saloon (17 inch tyre),M6,2495,Petrol,15.1,7.6,10.3,18.7,37.2,27.4,247,1792,72,0.094,0.023,0.025,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Saloon (18 inch tyre),M6,2495,Petrol,15.3,7.8,10.5,18.5,36.2,26.9,252,1825,72,0.094,0.023,0.025,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Estate (17 inch tyre),M6,2495,Petrol,15.2,7.8,10.5,18.6,36.2,26.9,251,1825,72,0.094,0.023,0.025,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Estate (18 inch tyre),M6,2495,Petrol,15.4,8,10.7,18.3,35.3,26.4,256,1860,72,0.094,0.023,0.025,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Saloon (17 inch tyre),A5,2495,Petrol,15.2,7.5,10.3,18.6,37.7,27.4,248,1792,73,0.696,0.081,0.066,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Saloon (18 inch tyre),A5,2495,Petrol,15.4,7.8,10.6,18.3,36.2,26.6,253,1846,73,0.696,0.081,0.066,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Estate (17 inch tyre),A5,2495,Petrol,15.4,7.8,10.6,18.3,36.2,26.6,253,1846,73,0.696,0.081,0.066,,
FORD,Mondeo Pre-2004½ Model Year,2.5i V6 Estate (18 inch tyre),A5,2495,Petrol,15.6,8,10.8,18.1,35.3,26.2,259,1874,73,0.696,0.081,0.066,,
FORD,Mondeo Pre-2004½ Model Year,3.0i V6 ST220 Saloon,M6,2967,Petrol,14.5,8,10.2,19.5,35.3,27.7,249,1772,72,0.416,0.031,0.017,,
FORD,Mondeo Pre-2004½ Model Year,3.0i V6 ST220 Estate,M6,2967,Petrol,14.6,8.2,10.6,19.3,34.4,26.6,254,1846,72,0.416,0.031,0.017,,
FORD,Mondeo Pre-2004½ Model Year,2.0 TDCi (130PS) Saloon (16 inch tyre),M6,1998,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1089,72,0.101,,0.225,0.246,0.021
FORD,Mondeo Pre-2004½ Model Year,2.0 TDCi (130PS) Saloon (17 inch tyre),M6,1998,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,161,1108,72,0.101,,0.225,0.246,0.021
FORD,Mondeo Pre-2004½ Model Year,2.0 TDCi (130PS) Estate (16 inch tyre),M6,1998,Diesel,8.3,5,6.2,34,56.5,45.6,163,1125,72,0.101,,0.225,0.246,0.021
FORD,Mondeo Pre-2004½ Model Year,2.0 TDCi (130PS) Estate (17 inch tyre),M6,1998,Diesel,8.4,5.1,6.3,33.6,55.4,44.8,167,1145,72,0.101,,0.225,0.246,0.021
FORD,Mondeo 2004½ Model Year Onwards,1.8 Duratec HE Saloon,M5,1798,Petrol,11.3,5.6,7.7,25,50.4,36.7,184,1338,71,0.372,0.084,0.061,,
FORD,Mondeo 2004½ Model Year Onwards,1.8 Duratec HE Estate,M5,1798,Petrol,11.4,5.8,7.9,24.8,48.7,35.8,189,1371,71,0.372,0.084,0.061,,
FORD,Mondeo 2004½ Model Year Onwards,1.8 Duratec SCi Saloon,M6,1798,Petrol,9.9,5.7,7.2,28.5,49.6,39.2,173,1252,70,0.407,0.075,0.007,,
FORD,Mondeo 2004½ Model Year Onwards,1.8 Duratec SCi Estate,M6,1798,Petrol,10.1,5.9,7.4,28,47.9,38.2,179,1285,70,0.407,0.075,0.007,,
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratec HE Saloon,M5,1999,Petrol,11.5,5.8,7.9,24.6,48.7,35.8,189,1371,72,0.51,0.08,0.064,,
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratec HE Saloon,A4,1999,Petrol,12.6,7.2,9.1,22.4,39.2,31,218,1584,70,0.22,0.061,0.05,,
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratec HE Estate,M5,1999,Petrol,11.6,6,8.1,24.4,47.1,34.9,193,1407,72,0.51,0.08,0.064,,
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratec HE Estate,A4,1999,Petrol,12.7,7.3,9.2,22.2,38.7,30.7,221,1599,70,0.22,0.061,0.05,,
FORD,Mondeo 2004½ Model Year Onwards,2.5 Duratec V6 Saloon,M6,2495,Petrol,15,7.5,10.2,18.8,37.7,27.7,244,1772,72,0.554,0.075,0.011,,
FORD,Mondeo 2004½ Model Year Onwards,2.5 Duratec V6 Saloon,A5,2495,Petrol,15.1,7.4,10.2,18.7,38.2,27.7,244,1772,73,0.385,0.094,0.021,,
FORD,Mondeo 2004½ Model Year Onwards,2.5 Duratec V6 Estate,M6,2495,Petrol,15.1,7.7,10.4,18.7,36.7,27.2,249,1805,72,0.554,0.075,0.011,,
FORD,Mondeo 2004½ Model Year Onwards,2.5 Duratec V6 Estate,A5,2495,Petrol,15.3,7.7,10.5,18.5,36.7,26.9,251,1825,73,0.385,0.094,0.021,,
FORD,Mondeo 2004½ Model Year Onwards,3.0 Duratec V6 (204PS) Saloon,M6,2967,Petrol,15.1,7.5,10.3,18.7,37.7,27.4,247,1792,73,0.452,0.045,0.041,,
FORD,Mondeo 2004½ Model Year Onwards,3.0 Duratec V6 (204PS) Estate,M6,2967,Petrol,15.3,7.7,10.5,18.5,36.7,26.9,252,1825,73,0.452,0.045,0.041,,
FORD,Mondeo 2004½ Model Year Onwards,3.0 Duratec ST V6 (226PS) Saloon,M6,2967,Petrol,14.5,8,10.4,19.5,35.3,27.2,249,1805,72,0.416,0.031,0.017,,
FORD,Mondeo 2004½ Model Year Onwards,3.0 Duratec ST V6 (226PS) Estate,M6,2967,Petrol,14.6,8.2,10.6,19.3,34.4,26.6,254,1846,72,0.416,0.031,0.017,,
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (90PS) Saloon,M5,1998,Diesel,7.7,4.6,5.8,36.7,61.4,48.7,154,1053,71,0.033,,0.218,0.229,0.02
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (90PS) Estate,M5,1998,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,157,1071,71,0.033,,0.218,0.229,0.02
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Saloon,M5,1998,Diesel,7.7,4.6,5.8,36.7,61.4,48.7,154,1053,71,0.149,,0.209,0.232,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Saloon,M6,1998,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1089,73,0.101,,0.225,0.246,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Estate,M5,1998,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,157,1071,71,0.149,,0.209,0.232,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (115PS) Estate,M6,1998,Diesel,8.3,5,6.2,34,56.5,45.6,163,1125,73,0.101,,0.225,0.246,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Saloon,M6,1998,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1089,73,0.101,,0.225,0.246,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.0 Duratorq TDCi (130PS) Estate,M6,1998,Diesel,8.3,5,6.2,34,56.5,45.6,163,1125,73,0.101,,0.225,0.246,0.021
FORD,Mondeo 2004½ Model Year Onwards,2.2 Duratorq TDCi Saloon,M6,2198,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,161,1108,73,0.081,,0.197,0.218,0.016
FORD,Mondeo 2004½ Model Year Onwards,2.2 Duratorq TDCi Estate,M6,2196,Diesel,8.4,5.1,6.3,33.6,55.4,44.8,166,1145,73,0.081,,0.197,0.218,0.016
FORD,Galaxy,2.3i DOHC,M5,2295,Petrol,14,7.8,10.1,20.2,36.2,28,242,1753,74,0.445,0.047,0.029,,
FORD,Galaxy,2.3i DOHC,A4,2295,Petrol,15.1,8.6,11,18.7,32.8,25.7,264,1910,74,0.368,0.06,0.04,,
FORD,Galaxy,2.8i CD-V6 24V,M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,1874,73,0.28,0.071,0.059,,
FORD,Galaxy,2.8i CD-V6 24V,A5,2792,Petrol,16.8,9.2,12,16.8,30.7,23.5,288,2089,73,0.449,0.061,0.016,,
FORD,New Galaxy,2.0 Duratec,M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,1427,72,0.506,0.064,0.052,,
FORD,New Galaxy,1.8 Duratorq (100PS),M5,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1145,70,0.216,,0.36,0.382,0.048
FORD,New Galaxy,1.8 Duratorq (125PS),M5,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1145,70,0.216,,0.36,0.382,0.048
FORD,New Galaxy,1.8 Duratorq (125PS),M6,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1145,70,0.145,,0.331,0.351,0.03
FORD,New Galaxy,2.0 Duratorq (140PS),M6,1997,Diesel,8.2,5.5,6.5,34.4,51.4,43.5,172,1179,71,0.045,,0.279,0.29,0.046
FORD,S-Max,2.0 Duratec,M5,1999,Petrol,11,6.4,8.1,25.7,44.1,34.9,194,1407,72,0.506,0.064,0.052,,
FORD,S-Max,2.5 Duratec,M6,2521,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,1631,72,0.197,0.052,0.03,,
FORD,S-Max,1.8 Duratorq (125PS),M5,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1125,70,0.216,,0.36,0.382,0.048
FORD,S-Max,1.8 Duratorq (125PS),M6,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1125,70,0.145,,0.331,0.351,0.03
FORD,S-Max,2.0 Duratorq (140PS),M6,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1163,71,0.045,,0.279,0.29,0.046
HONDA,Jazz,1.2 i-DSI S,5MT,1246,Petrol,6.8,4.7,5.5,41.5,60.1,51.4,129,955,70.2,0.467,0.086,0.043,,
HONDA,Jazz,1.4 i-DSI SE,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,1008,69.7,0.344,0.066,0.047,,
HONDA,Jazz,1.4 i-DSI SE,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,1025,72.8,0.337,0.078,0.033,,
HONDA,Jazz,1.4 i-DSI Sport,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,1008,69.7,0.344,0.066,0.047,,
HONDA,Jazz,1.4 i-DSI Sport,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,1025,72.8,0.337,0.078,0.033,,
HONDA,Civic 06,1.4 i-DSI S,6MT,1339,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1025,69.8,0.3,0.043,0.011,,
HONDA,Civic 06,1.4 i-DSI SE,6MT,1339,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1025,69.8,0.3,0.043,0.011,,
HONDA,Civic 06,1.8 i-VTEC S,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1113,69.9,0.2,0.027,0.006,,
HONDA,Civic 06,1.8 i-VTEC SE,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1113,69.9,0.2,0.027,0.006,,
HONDA,Civic 06,1.8 i-VTEC Sport,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1147,69.9,0.23,0.033,0.011,,
HONDA,Civic 06,1.8 i-VTEC ES,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1113,69.9,0.2,0.027,0.006,,
HONDA,Civic 06,1.8 i-VTEC EX,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1147,69.9,0.23,0.033,0.011,,
HONDA,Civic 06,2.2 i-CTDi S,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,926,70.6,0.144,,0.141,0.158,0.01
HONDA,Civic 06,2.2 i-CTDi SE,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,926,70.6,0.144,,0.141,0.158,0.01
HONDA,Civic 06,2.2 i-CTDi Sport,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,962,70.6,0.122,,0.149,0.163,0.014
HONDA,Civic 06,2.2 i-CTDi ES,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,926,70.6,0.144,,0.141,0.158,0.01
HONDA,Civic 06,2.2 i-CTDi EX,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,962,70.6,0.122,,0.149,0.163,0.014
HONDA,Civic 06,1.4 i-DSI SE I-SHIFT,6AMT,1339,Petrol,7.3,4.9,5.7,38.7,57.6,49.6,136,990,69.5,0.29,0.042,0.013,,
HONDA,Civic 06,1.8 i-VTEC S I-SHIFT,6AMT,1799,Petrol,8.3,5.1,6.3,34,55.4,44.8,149,1096,69.5,0.19,0.023,0.006,,
HONDA,Civic 06,1.8 i-VTEC SE I-SHIFT,6AMT,1799,Petrol,8.3,5.1,6.3,34,55.4,44.8,149,1096,69.5,0.19,0.023,0.006,,
HONDA,Civic 06,1.8 i-VTEC Sport I-SHIFT,6AMT,1799,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,153,1129,69.5,0.19,0.024,0.007,,
HONDA,Civic 06,1.8 i-VTEC ES I-SHIFT ,6AMT,1799,Petrol,8.3,5.1,6.3,34,55.4,44.8,149,1096,69.5,0.19,0.023,0.006,,
HONDA,Civic 06,1.8 i-VTEC EX I-SHIFT,6AMT,1799,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,153,1129,69.5,0.19,0.024,0.007,,
HONDA,Civic Hybrid,1.4 IMA ES,CVT,1339,Petrol Electric,5.2,4.3,4.6,54.3,65.7,61.4,109,800,68,0.19,0.055,0.012,,
HONDA,Accord 06 Saloon,2.0 i-VTEC SE,5MT,1998,Petrol,10.1,5.9,7.4,28,47.9,38.2,176,1285,69.9,0.45,0.041,0.004,,
HONDA,Accord 06 Saloon,2.0 i-VTEC SE,5AT,1998,Petrol,11.6,6,8,24.4,47.1,35.3,189,1391,71,0.38,0.056,0.007,,
HONDA,Accord 06 Saloon,2.0 i-VTEC Type-S,5MT,1998,Petrol,10.9,6.3,8,25.9,44.8,35.3,189,1391,71.8,0.37,0.04,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC Type-S,5AT,1998,Petrol,12.2,6.3,8.4,23.2,44.8,33.6,200,1461,71,0.33,0.07,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC EX,5MT,1998,Petrol,10.9,6.3,8,25.9,44.8,35.3,189,1391,71.8,0.37,0.04,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC EX,5AT,1998,Petrol,12.2,6.3,8.4,23.2,44.8,33.6,200,1461,71,0.33,0.07,0.01,,
HONDA,Accord 06 Saloon,2.4 i-VTEC Type-S,6MT,2354,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1564,72.3,0.56,0.033,0.009,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX,6MT,2354,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1564,72.3,0.56,0.033,0.009,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX,5AT,2354,Petrol,13.7,6.9,9.4,20.6,40.9,30.1,223,1631,69.3,0.36,0.046,0.013,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX (ADAS),5AT,2354,Petrol,13.6,6.7,9.2,20.8,42.2,30.7,218,1599,69.3,0.48,0.055,0.009,,
HONDA,Accord 06 Saloon,2.2 i-CTDi Sport,6MT,2204,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,998,72.1,0.176,,0.179,0.198,0.013
HONDA,Accord 06 Saloon,2.2 i-CTDi EX,6MT,2204,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,998,72.1,0.176,,0.179,0.198,0.013
HONDA,Accord 06 Tourer,2.0 i-VTEC SE,5MT,1998,Petrol,11.4,6.9,8.5,24.8,40.9,33.2,202,1479,72.9,0.47,0.039,0.012,,
HONDA,Accord 06 Tourer,2.0 i-VTEC SE,5AT,1998,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,208,1529,71.3,0.32,0.054,0.011,,
HONDA,Accord 06 Tourer,2.0 i-VTEC EX,5MT,1998,Petrol,11.6,7,8.6,24.4,40.4,32.8,204,1497,72.9,0.4,0.04,0.01,,
HONDA,Accord 06 Tourer,2.0 i-VTEC EX,5AT,1998,Petrol,12.9,6.8,9,21.9,41.5,31.4,213,1564,71.3,0.29,0.055,0.016,,
HONDA,Accord 06 Tourer,2.4 i-VTEC Type-S,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1687,72.6,0.51,0.046,0.024,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1687,72.6,0.51,0.046,0.024,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,5AT,2354,Petrol,14.3,7.5,10,19.8,37.7,28.2,237,1741,71.7,0.52,0.052,0.011,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX (ADAS),5AT,2354,Petrol,14,7.3,9.7,20.2,38.7,29.1,229,1687,71.7,0.45,0.048,0.009,,
HONDA,Accord 06 Tourer,2.2 i-CTDi Sport,6MT,2204,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,155,1071,72.5,0.19,,0.169,0.193,0.019
HONDA,Accord 06 Tourer,2.2 i-CTDi EX,6MT,2204,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,155,1071,72.5,0.19,,0.169,0.193,0.019
HONDA,CR-V,2.0 i-VTEC SE,5MT,1998,Petrol,11.5,7.6,9,24.6,37.2,31.4,215,1564,71.8,0.335,0.039,0.011,,
HONDA,CR-V,2.0 i-VTEC SE,4AT,1998,Petrol,12.3,7.6,9.3,23,37.2,30.4,221,1615,71.3,0.264,0.061,0.03,,
HONDA,CR-V,2.0 i-VTEC Sport,5MT,1998,Petrol,11.5,7.6,9,24.6,37.2,31.4,215,1564,71.8,0.335,0.039,0.011,,
HONDA,CR-V,2.0 i-VTEC Sport,4AT,1998,Petrol,12.3,7.6,9.3,23,37.2,30.4,221,1615,71.3,0.264,0.061,0.03,,
HONDA,CR-V,2.0 i-VTEC Executive,5MT,1998,Petrol,11.5,7.6,9,24.6,37.2,31.4,215,1564,71.8,0.335,0.039,0.011,,
HONDA,CR-V,2.0 i-VTEC Executive,4AT,1998,Petrol,12.3,7.6,9.3,23,37.2,30.4,221,1615,71.3,0.264,0.061,0.03,,
HONDA,CR-V,2.2 i-CTDi Sport,6MT,2204,Diesel,8.2,5.8,6.7,34.4,48.7,42.2,177,1215,72.3,0.105,,0.188,0.201,0.019
HONDA,CR-V,2.2 i-CTDi SE ,6MT,2204,Diesel,8.2,5.8,6.7,34.4,48.7,42.2,177,1215,72.3,0.105,,0.188,0.201,0.019
HONDA,CR-V,2.2 i-CTDi Executive,6MT,2204,Diesel,8.2,5.8,6.7,34.4,48.7,42.2,177,1215,72.3,0.105,,0.188,0.201,0.019
HONDA,FR-V,1.7i VTEC SE,5MT,1668,Petrol,9.3,6.5,7.5,30.4,43.5,37.7,179,1302,71.5,0.21,0.046,0.017,,
HONDA,FR-V,2.0 i-VTEC SE ,6MT,1998,Petrol,11,6.9,8.4,25.7,40.9,33.6,199,1461,72.8,0.35,0.037,0.011,,
HONDA,FR-V,2.0 i-VTEC Sport,6MT,1998,Petrol,11,6.9,8.4,25.7,40.9,33.6,199,1461,72.8,0.35,0.037,0.011,,
HONDA,FR-V,2.2 i-CTDi SE,6MT,2204,Diesel,8,5.3,6.3,35.3,53.3,44.8,167,1145,72.6,0.159,,0.181,0.2,0.013
HONDA,FR-V,2.2 i-CTDi SPORT,6MT,2204,Diesel,8,5.3,6.3,35.3,53.3,44.8,167,1145,72.6,0.159,,0.181,0.2,0.013
HONDA,S2000,2.0i VTEC Roadster,6MT,1997,Petrol,13.9,7.8,10,20.3,36.2,28.2,236,1741,73.2,0.45,0.051,0.04,,
HONDA,S2000,2.0i VTEC GT,6MT,1997,Petrol,13.9,7.8,10,20.3,36.2,28.2,236,1741,73.2,0.45,0.051,0.04,,
HYUNDAI,Amica,1.1l GSi,M5,1086,Petrol,6.7,4.7,5.4,42.2,60.1,52.3,128,939,73,0.277,0.024,0.023,0.047,
HYUNDAI,Amica,1.1l CDX,M5,1086,Petrol,6.8,4.9,5.5,41.5,57.6,51.4,131,955,73,0.277,0.024,0.023,0.047,
HYUNDAI,Amica,1.1l CDX,A4,1086,Petrol,8,5,6.1,35.3,56.5,46.3,145,1060,71,0.278,0.031,0.008,0.039,
HYUNDAI,Getz,1.1l,M5,1086,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,130,955,72,0.389,0.029,0.035,0.064,
HYUNDAI,Getz,1.4l DOHC,M5,1399,Petrol,7.5,5.1,6,37.7,55.4,47.1,141,1042,71,0.327,0.03,0.006,0.036,
HYUNDAI,Getz,1.4l DOHC,A4,1399,Petrol,9.1,5.3,6.7,31,53.3,42.2,159,1163,70,0.221,0.031,0.013,0.044,
