Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
ALFA ROMEO,Alfa 147,1.6 (120 bhp),M5,1598,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,194,1427,74,0.131,0.048,0.023,,
ALFA ROMEO,Alfa 147,2,M5,1970,Petrol,12.1,7,8.9,23.3,40.4,31.7,211,1549,74,0.364,0.055,0.06,,
ALFA ROMEO,Alfa 147,1.9 JTDM 16v,M5,1910,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,153,1053,72,0.138,,0.209,0.233,0.024
ALFA ROMEO,Alfa 147,1.9 JTDM 16v,M6,1910,Diesel,8,4.7,5.9,35.3,60.1,47.9,157,1071,74,0.199,,0.216,0.262,0.024
ALFA ROMEO,Alfa GT,2.0 JTS,M5,1970,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,207,1511,73,0.512,0.066,0.064,,
ALFA ROMEO,Alfa GT,3.2 V6 24v,M6,3179,Petrol,18.6,8.7,12.4,15.2,32.5,22.8,295,2153,74,0.267,0.034,0.061,,
ALFA ROMEO,Alfa GT,1.9 JTDM 16v,M6,1910,Diesel,8.5,4.9,6.2,33.2,57.6,45.6,165,1125,74.5,0.214,,0.221,0.276,0.024
ALFA ROMEO,Alfa 159,1.9 JTS,M6,1859,Petrol,12.2,6.6,8.7,23.2,42.8,32.5,205,1511,73,0.485,0.085,0.057,,
ALFA ROMEO,Alfa 159,2.2 JTS,M6,2198,Petrol,13,7.3,9.4,21.7,38.7,30.1,221,1631,73,0.568,0.028,0.055,,
ALFA ROMEO,Alfa 159,3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,273,1996,72,0.566,0.068,0.019,,
ALFA ROMEO,Alfa 159,1.9 16v JTDM,M6,1910,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1089,74,0.475,,0.22,0.268,0.003
ALFA ROMEO,Alfa 159,2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1236,75,0.33,,0.231,0.268,0.005
ALFA ROMEO,Alfa 159 Sportwagon,1.9 16v,M6,1859,Petrol,12.4,6.7,8.8,22.8,42.2,32.1,209,1529,73,0.485,0.085,0.057,,
ALFA ROMEO,Alfa 159 Sportwagon,2.2 16v,M6,2198,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,224,1653,73,0.568,0.028,0.055,,
ALFA ROMEO,Alfa 159 Sportwagon,3.2 JTS V6 Q4,M6,3195,Petrol,18.1,10.4,13.2,15.6,27.2,21.4,314,2294,72,0.566,0.068,0.019,,
ALFA ROMEO,Alfa 159 Sportwagon,1.9 JTDM 16v,M6,1910,Diesel,8.3,4.8,6.1,34,58.9,46.3,162,1108,74,0.475,,0.22,0.268,0.003
ALFA ROMEO,Alfa 159 Sportwagon,2.4 JTDM,M6,2387,Diesel,9.4,5.6,7,30.1,50.4,40.4,185,1269,75,0.33,,0.231,0.268,0.005
ALFA ROMEO,Alfa Brera,2.2 JTS,M6,2198,Petrol,13,7.3,9.4,21.7,38.7,30.1,221,1631,73,0.398,0.066,0.03,,
ALFA ROMEO,Alfa Brera,3.2 JTS V6 Q4,M6,3195,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,273,1996,73,0.691,0.05,0.032,,
ALFA ROMEO,Alfa Brera,2.4 JTDM,M6,2387,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1236,73,0.124,,0.231,0.248,0.004
ASTON MARTIN LAGONDA,DB9,Coupé & Convertible,A6,5935,Petrol,24.9,11.7,16.5,11.3,24.1,17.1,394,2871,74,0.453,0.051,0.001,,
ASTON MARTIN LAGONDA,DB9,Coupé & Convertible,M6,5935,Petrol,26.4,12.8,17.8,10.7,22.1,15.8,421,3107,75,0.636,0.054,0.012,,
ASTON MARTIN LAGONDA,Vanquish,V12 Vanquish S,M6,5935,Petrol,28.2,13.4,18.9,10,21.1,14.9,448,3295,75,0.491,0.054,0.008,,
ASTON MARTIN LAGONDA,V8 Vantage,Hatchback Manual,M6,4282,Petrol,25.2,12.5,17.2,11.2,22.6,16.4,406,2994,74,0.342,0.047,0.049,,
AUDI,A2 Standard,1.4 (75 PS),M5,1390,Petrol,8.2,4.7,6,34.4,60.1,47.1,144,1042,71,0.218,0.064,0.033,,
AUDI,A2 Standard,1.4 TDI (75 PS),M5,1422,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,799,72,0.095,,0.18,0.193,0.021
AUDI,A2 Standard,1.4 TDI (90 PS),M5,1422,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,799,72,0.118,,0.162,0.177,0.022
AUDI,A2 Standard,1.6 FSI (110 PS),M5,1589,Petrol,8.2,4.8,6,34.4,58.9,47.1,144,1042,73,0.148,0.058,0.014,,
AUDI,A2 SE,1.4 (75 PS),M5,1390,Petrol,8.2,4.7,6,34.4,60.1,47.1,144,1042,71,0.218,0.064,0.033,,
AUDI,A2 SE,1.4 TDI (75 PS),M5,1422,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,799,72,0.095,,0.18,0.193,0.021
AUDI,A2 SE,1.4 TDI (90 PS),M5,1422,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,799,72,0.118,,0.162,0.177,0.022
AUDI,A2 SE,1.6 FSI (110 PS),M5,1589,Petrol,8.2,4.8,6,34.4,58.9,47.1,144,1042,73,0.148,0.058,0.014,,
AUDI,A2 Sport,1.4 (75 PS),M5,1390,Petrol,8.2,4.7,6,34.4,60.1,47.1,144,1042,71,0.218,0.064,0.033,,
AUDI,A2 Sport,1.4 TDI (75 PS),M5,1422,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,799,72,0.095,,0.18,0.193,0.021
AUDI,A2 Sport,1.4 TDI (90 PS),M5,1422,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,799,72,0.118,,0.162,0.177,0.022
AUDI,A2 Sport,1.6 FSI (110 PS),M5,1589,Petrol,8.2,4.8,6,34.4,58.9,47.1,144,1042,73,0.148,0.058,0.014,,
AUDI,A3 S,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 S,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 S,1.6 FSI (115 PS),M6,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1163,73,0.066,0.025,0.046,,
AUDI,A3 S,1.9 TDI (105 PS),M5,1896,Diesel,6.4,4.5,5.1,44.1,62.8,55.4,137,926,71,0.19,,0.146,0.181,0.023
AUDI,A3 S,2.0 TDI (140 PS),M6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,150,1017,75,0.103,,0.239,0.261,0.016
AUDI,A3 S,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,156,1053,73,0.196,,0.184,0.215,0.02
AUDI,A3 S,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 S,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 S,2.0 T FSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 SE ,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 SE ,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 SE ,1.6 FSI (115 PS),M6,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1163,73,0.066,0.025,0.046,,
AUDI,A3 SE ,1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,962,71,0.041,,0.191,0.203,0.021
AUDI,A3 SE ,2.0 TDI (140 PS),M6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,150,1017,75,0.103,,0.239,0.261,0.016
AUDI,A3 SE ,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,156,1053,73,0.196,,0.184,0.215,0.02
AUDI,A3 SE ,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 SE ,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sport,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 Sport,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 Sport,1.6 FSI (115 PS),M6,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1163,73,0.066,0.025,0.046,,
AUDI,A3 Sport,1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,962,71,0.041,,0.191,0.203,0.021
AUDI,A3 Sport,2.0 TDI (140 PS),M6,1968,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,150,1017,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sport,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,156,1053,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sport,2.0 TDI quattro (140 PS),QM6,1968,Diesel,7.8,5,6,36.2,56.5,47.1,161,1089,75,0.139,,0.224,0.258,0.018
AUDI,A3 Sport,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 Sport,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sport,2.0 TFSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 Sport,2.0 TFSI (200 PS) DSG,D6,1984,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,1356,74,0.335,0.065,0.011,,
AUDI,A3 Sport,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 Sport,3.2 V6 quattro (250 PS),QM6,3189,Petrol,14.9,8.3,10.7,19,34,26.4,257,1860,74,0.378,0.034,0.024,,
AUDI,A3 Sport,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,240,1687,72,0.308,0.034,0.026,,
AUDI,A3 S line,1.6 FSI (115 PS),M6,1595,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,161,1163,73,0.066,0.025,0.046,,
AUDI,A3 S line,2.0 TDI (140 PS),M6,1968,Diesel,7.3,6.4,5.6,38.7,61.4,50.4,150,1017,75,0.103,,0.239,0.261,0.016
AUDI,A3 S line,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,156,1053,73,0.196,,0.184,0.215,0.02
AUDI,A3 S line,2.0 TDI quattro (140 PS),QM6,1968,Diesel,7.8,5,6,36.2,56.5,47.1,161,1089,75,0.139,,0.224,0.258,0.018
AUDI,A3 S line,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 S line,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 S line,2.0 TFSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 S line,2.0 TFSI (200 PS) SPECIAL EDITION,M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 S line,2.0 TFSI (200 PS) DSG,D6,1984,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,1356,74,0.335,0.065,0.011,,
AUDI,A3 S line,2.0 TFSI (200 PS) DSG SPECIAL EDITION,D6,1984,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,187,1356,74,0.335,0.065,0.011,,
AUDI,A3 S line,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 S line,2.0 TFSI quattro (200 PS) SPECIAL EDITION,QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 S line,3.2 V6 quattro (250 PS),QM6,3189,Petrol,14.9,8.3,10.7,19,34,26.4,257,1860,74,0.378,0.034,0.024,,
AUDI,A3 S line,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,233,1687,72,0.308,0.034,0.026,,
AUDI,A3 Sportback S,1.6 MPI (102 PS)  ,M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 Sportback S,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 Sportback S,1.6 (102 PS) SPECIAL EDITION,M5,1595,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,175,1269,70,0.761,0.064,0.032,,
AUDI,A3 Sportback S,1.6 FSI (115 PS),M6,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,163,1183,73,0.066,0.025,0.046,,
AUDI,A3 Sportback S,1.9 TDI (105 PS),M5,1896,Diesel,6.4,4.5,5.1,44.1,62.8,55.4,137,926,71,0.19,,0.146,0.181,0.023
AUDI,A3 Sportback S,2.0 TDI (140 PS),M6,1968,Diesel,7.4,4.8,5.7,38.2,58.9,49.6,153,1034,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback S,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5,5.9,36.7,56.5,47.9,159,1071,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback S,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 Sportback S,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sportback S,2.0 TFSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 Sportback SE,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 Sportback SE,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 Sportback SE,1.6 FSI (115 PS),M6,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,163,1183,73,0.066,0.025,0.046,,
AUDI,A3 Sportback SE,1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,962,71,0.041,,0.191,0.203,0.021
AUDI,A3 Sportback SE,2.0 TDI (140 PS),M6,1968,Diesel,7.4,4.8,5.7,38.2,58.9,49.6,153,1034,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback SE,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5,5.9,36.7,56.5,47.9,159,1071,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback SE,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 Sportback SE,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sportback SE,3.2 V6 quattro (250 PS),QM6,3189,Petrol,15,8.4,10.8,18.8,33.6,26.2,259,1874,74,0.378,0.034,0.024,,
AUDI,A3 Sportback SE,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,233,1687,72,0.308,0.034,0.026,,
AUDI,A3 Sportback Sport,1.6 MPI (102 PS),M5,1595,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,1252,70,0.644,0.06,0.03,,
AUDI,A3 Sportback Sport,1.6 MPI Tiptronic (102 PS),A6,1595,Petrol,11.5,6,8,24.6,47.1,35.3,192,1391,72,0.434,0.06,0.035,,
AUDI,A3 Sportback Sport,1.6 FSI (115 PS),M6,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,163,1183,73,0.066,0.025,0.046,,
AUDI,A3 Sportback Sport,1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,962,71,0.041,,0.191,0.203,0.021
AUDI,A3 Sportback Sport,2.0 TDI (140 PS),M6,1968,Diesel,7.4,4.8,5.7,38.2,58.9,49.6,153,1034,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback Sport,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5,5.9,36.7,56.5,47.9,159,1071,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback Sport,2.0 TDI quattro (140 PS),QM6,1968,Diesel,7.8,5,6,36.2,56.5,47.1,161,1089,75,0.139,,0.224,0.258,0.018
AUDI,A3 Sportback Sport,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 Sportback Sport,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sportback Sport,2.0 TFSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 Sportback Sport,2.0 TFSI (200 PS) DSG,D6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,190,1371,74,0.335,0.065,0.011,,
AUDI,A3 Sportback Sport,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 Sportback Sport,3.2 V6 quattro (250 PS),QM6,3189,Petrol,15,8.4,10.8,18.8,33.6,26.2,259,1874,72,0.378,0.034,0.024,,
AUDI,A3 Sportback Sport,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,233,1687,72,0.308,0.034,0.026,,
AUDI,A3 Sportback S line,1.6 FSI (115 PS),M6,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,163,1183,73,0.066,0.025,0.046,,
AUDI,A3 Sportback S line,2.0 TDI (140 PS) ,M6,1968,Diesel,7.4,4.8,5.7,38.2,58.9,49.6,153,1034,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback S line,2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5,5.9,36.7,56.5,47.9,159,1071,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback S line,2.0 TDI quattro (140 PS) ,QM6,1968,Diesel,7.8,5,6,36.2,56.5,47.1,161,1089,75,0.139,,0.224,0.258,0.018
AUDI,A3 Sportback S line,2.0 FSI (150 PS),M6,1984,Petrol,10.4,6,7.6,27.2,47.1,37.2,182,1320,71,0.308,0.053,0.042,,
AUDI,A3 Sportback S line,2.0 FSI Tiptronic (150 PS),A6,1984,Petrol,11.7,6.2,8.2,24.1,45.6,34.4,197,1427,74,0.179,0.052,0.043,,
AUDI,A3 Sportback S line,2.0 TFSI (200 PS),M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 Sportback S line,2.0 TFSI (200 PS) SPECIAL EDITION,M6,1984,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,190,1371,75,0.356,0.06,0.024,,
AUDI,A3 Sportback S line,2.0 TFSI (200 PS) DSG,D6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,190,1371,74,0.335,0.065,0.011,,
AUDI,A3 Sportback S line,2.0 TFSI (200 PS) DSG SPECIAL EDITION,D6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,190,1371,74,0.335,0.065,0.011,,
AUDI,A3 Sportback S line,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 Sportback S line,2.0 TFSI quattro (200 PS) SPECIAL EDITION,QM6,1984,Petrol,12.5,7,9,22.6,40.4,31.4,216,1564,75,0.215,0.041,0.018,,
AUDI,A3 Sportback S line,3.2 V6 quattro (250 PS),QM6,3189,Petrol,15,8.4,10.8,18.8,33.6,26.2,259,1874,74,0.378,0.034,0.024,,
AUDI,A3 Sportback S line,3.2 V6 quattro (250 PS) DSG,QD6,3189,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,233,1687,72,0.308,0.034,0.026,,
AUDI,A4 Saloon SE,1.6 MPI (102 PS),M5,1595,Petrol,11,6.2,7.9,25.7,45.6,35.8,190,1371,73,0.404,0.047,0.023,,
AUDI,A4 Saloon SE,1.8 T (163 PS),M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1444,71,0.446,0.02,0.017,,
AUDI,A4 Saloon SE,1.8 T multitronic (163 PS),AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,1461,71,0.617,0.058,0.049,,
AUDI,A4 Saloon SE,1.8 T quattro (163 PS),QM6,1781,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,1615,71,0.481,0.035,0.043,,
AUDI,A4 Saloon SE,1.9 TDI (115 PS),M5,1896,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,1034,71,0.089,,0.237,0.26,0.017
AUDI,A4 Saloon SE,2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,197,1427,73,0.682,0.068,0.044,,
AUDI,A4 Saloon SE,2.0 multitronic (130 PS),AV,1984,Petrol,11,6.3,8,25.7,44.8,35.3,192,1391,71,0.705,0.088,0.038,,
AUDI,A4 Saloon SE,2.0 TDI (140 PS),M6,1968,Diesel,8,4.7,5.9,35.3,60.1,47.9,158,1071,73,0.266,,0.228,0.267,0.019
AUDI,A4 Saloon SE,2.0 TDI multitronic (140 PS),AV,1968,Diesel,8.3,5.3,6.4,34,53.3,44.1,173,1163,72,0.125,,0.242,0.261,0.022
AUDI,A4 Saloon SE,2.0 TFSI (200 PS),M6,1984,Petrol,11.3,6.1,8,25,46.3,35.3,192,1391,73,0.61,0.059,0.017,,
AUDI,A4 Saloon SE,2.0 TFSI multitronic (200 PS),AV,1984,Petrol,11.5,6.4,8.3,24.6,44.1,34,199,1444,73,0.636,0.038,0.018,,
AUDI,A4 Saloon SE,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.8,6.8,9,22.1,41.5,31.4,216,1564,74,0.634,0.034,0.019,,
AUDI,A4 Saloon SE,2.0 TFSI Tiptronic quattro (200 PS),QA6,1984,Petrol,13.7,7.4,9.7,20.6,38.2,29.1,233,1687,74,0.617,0.061,0.024,,
AUDI,A4 Saloon SE,2.5 V6 TDI (163 PS),M6,2496,Diesel,9.7,5.4,6.9,29.1,52.3,40.9,184,1254,74,0.181,,0.196,0.245,0.013
AUDI,A4 Saloon SE,2.5 V6 TDI multitronic (163 PS),AV,2496,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,192,1288,72,0.163,,0.159,0.204,0.014
AUDI,A4 Saloon SE,3.0 V6 TDI quattro (204 PS),QM6,2967,Diesel,10.7,6,7.7,26.4,47.1,36.7,206,1397,73,0.208,,0.21,0.24,0.023
AUDI,A4 Saloon SE,3.0 V6 TDI Tiptronic quattro (204 PS),QA6,2967,Diesel,12,6.4,8.4,23.5,44.1,33.6,226,1526,75,0.234,,0.171,0.204,0.023
AUDI,A4 Saloon SE,3.2 V6 FSI quattro (256 PS) ,QM6,3123,Petrol,15.9,7.7,10.8,17.8,36.7,26.2,259,1874,71,0.462,0.064,0.031,,
AUDI,A4 Saloon SE,3.2 V6 FSI quattro Tiptronic (256 PS),QA6,3123,Petrol,15.7,8,10.8,18,35.3,26.2,259,1874,72,0.749,0.08,0.062,,
AUDI,A4 Saloon SE,3.2 V6 FSI multitronic (256 PS),AV,3123,Petrol,13.9,7,9.6,20.3,40.4,29.4,230,1670,74,0.887,0.075,0.037,,
AUDI,A4 Saloon S line,1.6 MPI (102 PS),M5,1595,Petrol,11,6.2,7.9,25.7,45.6,35.8,190,1371,73,0.404,0.047,0.023,,
AUDI,A4 Saloon S line,1.8 T (163 PS),M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1444,71,0.446,0.02,0.017,,
AUDI,A4 Saloon S line,1.8 T multitronic (163 PS),AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,1461,71,0.617,0.058,0.049,,
AUDI,A4 Saloon S line,1.8 T quattro (163 PS),QM6,1781,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,1615,71,0.481,0.035,0.043,,
AUDI,A4 Saloon S line,1.9 TDI (115 PS),M5,1896,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,1034,71,0.089,,0.237,0.26,0.017
AUDI,A4 Saloon S line,2.0 (130 PS),M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,197,1427,73,0.682,0.068,0.044,,
AUDI,A4 Saloon S line,2.0 multitronic (130 PS),AV,1984,Petrol,11,6.3,8,25.7,44.8,35.3,192,1391,71,0.705,0.088,0.038,,
AUDI,A4 Saloon S line,2.0 TDI (140 PS),M6,1968,Diesel,8,4.7,5.9,35.3,60.1,47.9,158,1071,73,0.266,,0.228,0.267,0.019
AUDI,A4 Saloon S line,2.0 TDI multitronic (140 PS),AV,1968,Diesel,8.3,5.3,6.4,34,53.3,44.1,173,1163,72,0.125,,0.242,0.261,0.022
AUDI,A4 Saloon S line,2.0 TFSI (200 PS),M6,1984,Petrol,11.3,6.1,8,25,46.3,35.3,192,1391,73,0.61,0.059,0.017,,
AUDI,A4 Saloon S line,2.0 TFSI multitronic (200 PS),AV,1984,Petrol,11.5,6.4,8.3,24.6,44.1,34,199,1444,73,0.636,0.038,0.018,,
AUDI,A4 Saloon S line,2.0 TFSI quattro (200 PS),QM6,1984,Petrol,12.8,6.8,9,22.1,41.5,31.4,216,1564,74,0.634,0.034,0.019,,
AUDI,A4 Saloon S line,2.0 TFSI Tiptronic quattro (200 PS),QA6,1984,Petrol,13.7,7.4,9.7,20.6,38.2,29.1,233,1687,74,0.617,0.061,0.024,,
