,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
NISSAN,Primera ,1.8 4/5 door  ,M5,1769,Petrol,9.6,6.1,7.4,29.4,46.3,38.2,177,1142,71.0,0.640,0.050,0.010,,
NISSAN,Primera ,1.8 4/5 door ,A4,1769,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,192,1236,70.0,0.600,0.070,0.070,,
NISSAN,Primera ,1.8 Estate ,M5,1769,Petrol,9.6,6.1,7.4,29.4,46.3,38.2,177,1142,71.0,0.640,0.050,0.010,,
NISSAN,Primera ,1.8 Estate ,A4,1769,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,192,1236,70.0,0.600,0.070,0.070,,
NISSAN,Primera ,2.0 4/5 door  ,M6,1998,Petrol,11.9,6.9,8.7,23.7,40.9,32.5,208,1343,67.0,0.580,0.050,0.020,,
NISSAN,Primera ,2.0 4/5 door  ,A6,1998,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,1360,67.0,0.580,0.050,0.020,,
NISSAN,Primera ,2.0 Estate ,M6,1998,Petrol,12.2,7.3,9.1,23.2,38.7,31.0,220,1408,67.0,0.580,0.050,0.020,,
NISSAN,Primera ,2.0 Estate ,A6,1998,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,1360,67.0,0.580,0.050,0.020,,
NISSAN,Primera ,2.2TD 102kW 4/5 door and Estate ,M6,2184,Diesel,8.1,5.0,6.1,34.9,56.5,46.3,164,990,73.0,0.187,,0.455,0.506,0.044
NISSAN,Primera ,1.8 Dual Fuel 4/5 door  ,M5,1769,LPG,12.7,7.6,9.5,22.2,37.1,29.8,155,714,72.0,2.064,0.080,0.025,,
NISSAN,X-TRAIL,2.2 dCi 4 x 4 ,M6,2184,Diesel,9.0,6.2,7.2,31.4,45.6,39.2,190,1169,72.8,0.430,,0.450,0.490,0.040
NISSAN,Terrano II,2.7 Turbo Diesel 3 door ,M5,2664,Diesel,11.8,8.6,9.8,23.9,32.8,28.8,260,1591,73.0,0.747,,0.632,0.748,0.063
NISSAN,Terrano II,2.7 Turbo Diesel 5 door ,M5,2664,Diesel,11.9,8.7,9.9,23.7,32.5,28.5,263,1608,73.0,0.747,,0.632,0.748,0.063
NISSAN,Terrano II,3.0 Turbo Diesel 3 door ,M5,2953,Diesel,11.3,7.4,8.8,25.0,38.2,32.1,232,1428,74.0,0.537,,0.616,0.720,0.033
NISSAN,Terrano II,3.0 Turbo Diesel 5 door ,M5,2953,Diesel,11.8,7.6,9.1,23.9,37.2,31.0,240,1478,74.0,0.537,,0.616,0.720,0.033
NISSAN,Terrano II,3.0 Turbo Diesel 5 door ,A4,2953,Diesel,12.8,8.3,9.9,22.1,34.0,28.5,262,1608,73.0,0.180,,0.662,0.718,0.046
NISSAN,Pathfinder,2.5 dCi 4 x 4 ,M6,2488,Diesel,11.5,7.6,9.0,24.6,37.2,31.4,238,1459,73.0,0.305,,0.672,0.799,0.075
NISSAN,Pathfinder,2.5 dCi 4 x 4 ,A5,2488,Diesel,13.2,8.3,10.1,21.4,34.0,28.0,267,1637,72.0,0.208,,0.640,0.716,0.081
NISSAN,Patrol,3.0 TDI 3/5 door ,MT,2953,Diesel,14.3,8.8,10.8,19.8,32.1,26.2,288,1749,73.9,0.490,,0.620,0.710,0.060
NISSAN,Patrol,3.0 TDI 5 door ,AT,2953,Diesel,13.9,9.1,10.8,20.3,31.0,26.2,287,1749,72.2,0.510,,0.550,0.640,0.080
NISSAN,Murano,3.5 4x4 ,E-CVT,3498,Petrol,17.2,9.5,12.3,16.4,29.7,23.0,295,1897,69.8,0.386,0.082,0.020,,
NISSAN,350Z,3.5 Coupé ,M6,3498,Petrol,16.1,8.7,11.4,17.5,32.5,24.8,273,1760,73.0,0.437,0.071,0.050,,
PERODUA,Perodua Kenari,GX Kenari ,M5,989,Petrol,6.7,5.0,5.6,42.2,56.5,50.4,136,866,70.3,0.708,0.059,0.022,,
PERODUA,Perodua Kenari,EZ Kenari ,A3,989,Petrol,8.0,6.1,6.8,35.3,46.3,41.5,165,1052,70.0,0.808,0.065,0.014,,
PERODUA,Perodua Kelisa,EX Kelisa ,M5,989,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,121,788,70.8,0.534,0.052,0.008,,
PERODUA,Perodua Kelisa,GX Kelisa ,M5,989,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,121,788,70.8,0.534,0.052,0.008,,
PERODUA,Perodua Kelisa,EZ Kelisa ,A3,989,Petrol,7.7,5.8,6.5,36.7,48.7,43.5,153,1003,70.0,0.996,0.065,0.019,,
PEUGEOT,1007,1.4 (75 bhp) ,M5,1360,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,153,990,74.0,0.798,0.094,0.013,,
PEUGEOT,1007,1.4 (75 bhp) ,A5,1360,Petrol,7.9,5.2,6.2,35.7,54.3,45.5,147,959,72.0,0.878,0.110,0.026,,
PEUGEOT,1007,1.4 HDi (68 bhp) ,M5,1398,Diesel,5.3,3.8,4.4,53.2,74.3,64.1,115,715,74.0,0.259,,0.347,0.376,0.034
PEUGEOT,206,1.1 (60 bhp) ,M5,1124,Petrol,8.2,5.0,6.2,34.4,56.4,45.5,148,959,74.0,0.828,0.092,0.022,,
PEUGEOT,206,1.4 (75 bhp) ,M5,1360,Petrol,8.4,5.0,6.3,33.6,56.4,44.8,149,974,72.0,0.467,0.078,0.016,,
PEUGEOT,206,1.4 (75 bhp) ,A4,1360,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,165,1067,71.0,0.503,0.100,0.024,,
PEUGEOT,206,1.4 (90 bhp) ,M5,1360,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,145,943,73.0,0.378,0.061,0.034,,
PEUGEOT,206,1.6 (110 bhp) ,M5,1587,Petrol,8.6,5.1,6.4,32.8,55.3,44.1,153,990,73.0,0.410,0.053,0.044,,
PEUGEOT,206,1.6 (110 bhp) ,A4,1587,Petrol,10.2,5.8,7.5,27.7,48.6,37.6,179,1161,73.0,0.253,0.037,0.048,,
PEUGEOT,206,2.0 (138 bhp) GTi ,M5,1997,Petrol,10.7,6.1,7.7,26.4,46.3,36.6,185,1192,74.0,1.190,0.119,0.053,,
PEUGEOT,206,2.0 (180 bhp) GTi 180 ,M5,1997,Petrol,11.8,6.7,8.6,23.9,42.1,32.8,204,1331,74.0,0.270,0.078,0.058,,
PEUGEOT,206,1.4 HDi (70 bhp) ,M5,1398,Diesel,5.5,3.6,4.3,51.3,78.4,65.6,113,699,71.0,0.517,,0.283,0.346,0.030
PEUGEOT,206,2.0 HDi (90 bhp) S ,M5,1997,Diesel,6.6,4.1,5.0,42.8,68.8,56.4,136,812,72.0,0.224,,0.452,0.482,0.026
PEUGEOT,206,2.0 HDi (90 bhp) ,M5,1997,Diesel,6.9,4.4,5.3,40.9,64.1,53.2,144,861,72.0,0.349,,0.418,0.466,0.038
PEUGEOT,206 Coupé Cabriolet,1.6 (110 bhp) ,M5,1587,Petrol,9.5,5.7,7.0,29.7,49.5,40.3,166,1083,72.0,1.058,0.108,0.034,,
PEUGEOT,206 Coupé Cabriolet,1.6 (110 bhp) ,A4,1587,Petrol,10.6,6.0,7.7,26.6,47.0,36.6,183,1192,71.0,0.318,0.062,0.076,,
PEUGEOT,206 Coupé Cabriolet,2.0 (138 bhp)  ,M5,1997,Petrol,11.2,6.2,8.0,25.2,45.5,35.3,191,1236,74.0,1.204,0.113,0.054,,
PEUGEOT,206 SW,1.4 (75 bhp) ,M5,1360,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,153,990,72.0,0.608,0.090,0.018,,
PEUGEOT,206 SW,1.6 (110 bhp)  ,A4,1587,Petrol,10.2,5.8,7.5,27.7,48.6,37.6,179,1161,73.0,0.211,0.038,0.090,,
PEUGEOT,206 SW,1.4 HDi (70 bhp) ,M5,1398,Diesel,5.6,3.8,4.4,50.4,74.3,64.1,117,715,71.0,0.158,,0.267,0.292,0.028
PEUGEOT,206 SW,2.0 HDi (90 bhp) S ,M5,1997,Diesel,6.8,4.1,5.1,41.5,68.8,55.3,138,829,72.0,0.109,,0.382,0.402,0.043
PEUGEOT,206 SW,2.0 HDi (90 bhp)  ,M5,1997,Diesel,6.9,4.4,5.3,40.9,64.1,53.2,144,861,72.0,0.106,,0.437,0.457,0.047
PEUGEOT,307,1.4 (90 bhp) ,M5,1360,Petrol,8.7,5.3,6.5,32.4,53.2,43.4,155,1006,71.0,0.529,0.080,0.016,,
PEUGEOT,307,1.6 (110 bhp) ,M5,1587,Petrol,9.5,5.8,7.2,29.7,48.6,39.2,169,1113,72.0,0.258,0.059,0.042,,
PEUGEOT,307,1.6 (110 bhp) ,A4,1587,Petrol,10.9,6.2,7.9,25.9,45.5,35.7,189,1222,73.0,0.962,0.114,0.118,,
PEUGEOT,307,2.0 (138 bhp) ,M5,1997,Petrol,10.9,6.2,7.9,25.9,45.5,35.7,188,1222,73.0,0.512,0.065,0.061,,
PEUGEOT,307,2.0 (138 bhp) ,A4,1997,Petrol,12.7,6.2,8.6,22.2,45.5,32.8,204,1331,74.0,0.424,0.068,0.030,,
PEUGEOT,307,1.6 HDi (110 bhp) ,M5,1560,Diesel,6.0,4.2,4.8,47.0,67.2,58.8,126,779,74.0,0.155,,0.290,0.305,0.037
PEUGEOT,307,2.0 HDi (90 bhp) ,M5,1997,Diesel,6.9,4.3,5.2,40.9,65.6,54.3,138,844,73.0,0.542,,0.397,0.416,0.025
PEUGEOT,307,2.0 HDi FAP (110 bhp) ,M5,1997,Diesel,7.0,4.2,5.2,40.4,67.3,54.1,138,847,74.0,0.100,0.030,0.339,0.370,0.003
PEUGEOT,307 Coupé Cabriolet,1.6 (110 bhp) ,M5,1587,Petrol,10.2,6.2,7.6,27.7,45.5,37.1,178,1176,72.0,0.209,0.030,0.026,,
PEUGEOT,307 Coupé Cabriolet,2.0 (138 bhp) ,M5,1997,Petrol,11.5,6.2,8.2,24.5,45.5,34.4,194,1269,73.0,0.470,0.076,0.056,,
PEUGEOT,307 Coupé Cabriolet,2.0 (138 bhp) ,A4,1997,Petrol,13.1,6.4,8.9,21.5,44.1,31.7,211,1377,74.0,0.487,0.068,0.024,,
PEUGEOT,307 Coupé Cabriolet,2.0 (180 bhp) ,M5,1997,Petrol,12.4,6.8,8.8,22.8,41.5,32.1,210,1360,72.0,0.329,0.086,0.055,,
PEUGEOT,307 Estate / SW,1.4 (90 bhp) ,M5,1360,Petrol,8.8,5.5,6.7,32.1,51.3,42.1,159,1037,71.0,0.551,0.055,0.008,,
PEUGEOT,307 Estate / SW,1.6 (110 bhp) ,M5,1587,Petrol,9.9,6.3,7.7,28.5,44.8,36.6,178,1192,73.0,0.366,0.050,0.146,,
PEUGEOT,307 Estate / SW,1.6 (110 bhp) ,A4,1587,Petrol,11.2,6.4,8.3,25.2,44.1,34.0,194,1284,73.0,0.862,0.094,0.110,,
PEUGEOT,307 Estate / SW,2.0 (138 bhp) ,M5,1997,Petrol,11.5,6.3,8.3,24.5,44.8,34.0,194,1284,73.0,0.470,0.076,0.056,,
PEUGEOT,307 Estate / SW,2.0 (138 bhp) ,A4,1997,Petrol,13.1,6.4,8.9,21.5,44.1,31.7,211,1377,74.0,0.487,0.068,0.024,,
PEUGEOT,307 Estate / SW,2.0 HDi (90 bhp) ,M5,1997,Diesel,7.1,4.5,5.4,39.7,62.7,52.3,143,876,73.0,0.160,,0.409,0.438,0.037
PEUGEOT,307 Estate / SW,1.6 HDi (110 bhp) Estate ,M5,1560,Diesel,6.1,4.3,4.9,46.3,65.6,57.6,128,796,74.0,0.155,,0.290,0.305,0.037
PEUGEOT,307 Estate / SW,1.6 HDi (110 bhp) SW ,M5,1560,Diesel,6.2,4.4,5.0,45.5,64.1,56.4,131,812,74.0,0.155,,0.290,0.305,0.037
PEUGEOT,407 Saloon,1.8 (116 bhp) ,M5,1749,Petrol,11.3,6.0,7.9,25.0,47.0,35.7,187,1222,74.0,0.792,0.132,0.078,,
PEUGEOT,407 Saloon,2.0 (138 bhp) ,M5,1998,Petrol,11.4,6.4,8.2,24.8,44.1,34.4,194,1269,74.0,0.940,0.137,0.065,,
PEUGEOT,407 Saloon,2.0 (138 bhp) ,A4,1998,Petrol,12.7,6.4,8.7,22.2,44.1,32.4,207,1347,73.0,1.007,0.092,0.017,,
PEUGEOT,407 Saloon,2.2 (160 bhp) ,M6,2230,Petrol,12.9,6.8,9.0,21.9,41.5,31.4,214,1390,73.0,0.546,0.084,0.055,,
PEUGEOT,407 Saloon,2.2 (160 bhp) ,A4,2230,Petrol,13.9,6.9,9.4,20.3,40.9,30.0,224,1455,72.0,0.638,0.060,0.053,,
PEUGEOT,407 Saloon,2.0 HDi (136 bhp) ,M6,1997,Diesel,7.7,4.9,5.9,36.6,57.6,47.8,155,959,75.0,0.057,,0.306,0.321,0.025
PEUGEOT,407 Saloon,2.0 HDi (136 bhp) ,A4,1997,Diesel,9.2,5.3,6.7,30.7,53.2,42.1,178,1088,74.0,0.037,,0.311,0.323,0.032
PEUGEOT,407 SW,1.8 (116 bhp) ,M5,1749,Petrol,11.4,6.2,8.1,24.8,45.5,34.8,192,1254,74.0,0.841,0.162,0.089,,
PEUGEOT,407 SW,2.0 (138 bhp) ,M5,1998,Petrol,11.5,6.5,8.3,24.5,43.4,34.0,197,1284,74.0,0.823,0.131,0.076,,
PEUGEOT,407 SW,2.0 (138 bhp) ,A4,1998,Petrol,12.8,6.4,8.8,22.0,44.1,32.1,210,1360,73.0,1.007,0.092,0.017,,
PEUGEOT,407 SW,2.2 (160 bhp) ,M6,2230,Petrol,12.9,6.8,9.0,21.9,41.5,31.4,214,1390,73.0,0.546,0.084,0.055,,
PEUGEOT,407 SW,2.2 (160 bhp) ,A4,2230,Petrol,14.2,7.0,9.6,19.9,40.3,29.4,228,1484,72.0,0.392,0.052,0.061,,
PEUGEOT,407 SW,2.0 HDi (136 bhp) ,M6,1997,Diesel,7.9,5.0,6.0,35.7,56.4,47.0,159,975,75.0,0.045,,0.335,0.347,0.025
PEUGEOT,407 SW,2.0 HDi (136 bhp) ,A4,1997,Diesel,9.4,5.4,6.8,30.0,52.3,41.5,180,1104,74.0,0.035,,0.307,0.319,0.034
PEUGEOT,607,2.2 (160 bhp) ,M5,2230,Petrol,12.7,7.2,9.2,22.2,39.2,30.7,219,1422,74.0,1.175,0.100,0.072,,
PEUGEOT,607,2.2 (160 bhp) ,A4,2230,Petrol,13.4,7.1,9.4,21.1,39.8,30.1,225,1450,72.0,0.851,0.131,0.103,,
PEUGEOT,607,2.0 HDi FAP (110 bhp) ,M5,1997,Diesel,8.0,4.8,6.0,35.3,58.9,47.1,160,973,74.0,0.073,,0.318,0.331,0.001
PEUGEOT,607,2.2 HDi FAP (136 bhp) ,M6,2179,Diesel,8.8,5.4,6.6,32.1,52.3,42.8,177,1071,73.0,0.253,,0.482,0.526,0.004
PEUGEOT,607,2.2 HDi FAP (136 bhp) ,A4,2179,Diesel,9.8,5.8,7.2,28.8,48.7,39.2,193,1169,72.0,0.094,,0.465,0.487,0.001
PEUGEOT,807,2.0 (138 bhp) ,M5,1998,Petrol,12.3,7.3,9.1,22.9,38.7,31.0,218,1408,72.0,0.598,0.044,0.026,,
PEUGEOT,807,2.0 (138 bhp) ,A4,1998,Petrol,13.7,7.3,9.6,20.6,38.7,29.4,230,1484,73.0,0.547,0.070,0.041,,
PEUGEOT,807,2.2 (160 bhp) ,M5,2230,Petrol,12.9,7.8,9.7,21.9,36.2,29.1,231,1500,73.0,0.456,0.055,0.043,,
PEUGEOT,807,2.0 HDi FAP (109 bhp) ,M5,1997,Diesel,9.4,5.9,7.2,30.0,47.8,39.2,189,1169,73.0,0.265,,0.445,0.498,0.003
PEUGEOT,807,2.2 HDi FAP (136 bhp) ,M6,2179,Diesel,9.7,6.1,7.3,29.1,46.3,38.7,195,1184,73.0,0.139,,0.597,0.619,0.007
PEUGEOT,807,2.0 HDi (110 bhp) ,M5,1997,Diesel,9.2,5.9,7.0,30.7,47.8,40.3,186,1137,73.0,0.303,,0.422,0.461,0.042
PEUGEOT,Expert Combi,2.0 HDi 16v (110 bhp) ,M5,1997,Diesel,8.9,6.0,7.0,31.7,47.1,40.4,186,1134,75.0,0.373,,0.476,0.513,0.026
PEUGEOT,New Partner Combi,1.4 (75 bhp) ,M5,1360,Petrol,9.7,6.2,7.5,29.1,45.5,37.6,176,1161,72.0,1.482,0.090,0.041,,
PEUGEOT,New Partner Combi,1.9 D (70 bhp) ,M5,1868,Diesel,8.8,5.7,6.9,32.1,49.5,40.9,181,1120,72.0,0.314,,0.406,0.440,0.043
PEUGEOT,New Partner Combi,2.0 HDi (90 bhp) ,M5,1997,Diesel,7.2,4.9,5.7,39.2,57.6,49.5,152,926,71.0,0.242,,0.302,0.341,0.047
PORSCHE,911 (Type 996),911 Carrera 4S Coupé ,M6,3596,Petrol,16.3,8.5,11.4,17.3,33.2,24.7,277,1767,75.0,0.347,0.064,0.020,,
PORSCHE,911 (Type 996),911 Carrera 4S Coupé Tiptronic S ,A5,3596,Petrol,18.2,8.9,12.1,15.5,31.7,23.3,294,1873,74.0,0.876,0.095,0.029,,
PORSCHE,911 (Type 996),911 Carrera 4S Cabriolet ,M6,3596,Petrol,16.3,8.5,11.4,17.3,33.2,24.8,277,1760,75.0,0.347,0.064,0.020,,
PORSCHE,911 (Type 996),911 Carrera 4S Cabriolet Tiptronic S ,A5,3596,Petrol,18.3,8.9,12.2,15.4,31.7,23.2,299,1881,74.0,0.876,0.095,0.029,,
PORSCHE,911 (Type 996),911 Turbo Coupé ,M6,3600,Petrol,18.9,9.2,12.9,14.9,30.7,21.9,309,1993,75.0,0.303,0.054,0.019,,
PORSCHE,911 (Type 996),911 Turbo Coupé Tiptronic S ,A5,3600,Petrol,21.9,9.6,13.9,12.9,29.4,20.3,339,2150,73.0,0.404,0.088,0.032,,
PORSCHE,911 (Type 996),911 Turbo Cabriolet ,M6,3600,Petrol,18.9,9.2,12.9,14.9,30.7,21.9,309,1993,75.0,0.303,0.054,0.019,,
PORSCHE,911 (Type 996),911 Turbo Cabriolet Tiptronic S ,A5,3600,Petrol,21.9,9.6,13.9,12.9,29.4,20.3,339,2150,73.0,0.404,0.088,0.032,,
PORSCHE,911 (Type 996),911 Turbo S Coupé ,M6,3600,Petrol,19.6,9.7,13.3,14.4,29.1,21.2,324,2059,75.0,0.373,0.074,0.035,,
PORSCHE,911 (Type 996),911 Turbo S Coupé Tiptronic S ,A5,3600,Petrol,22.2,9.8,14.2,12.7,28.8,19.9,345,2193,73.0,0.704,0.080,0.038,,
PORSCHE,911 (Type 996),911 Turbo S Cabriolet ,M6,3600,Petrol,19.6,9.7,13.3,14.4,29.1,21.2,324,2059,75.0,0.373,0.074,0.035,,
PORSCHE,911 (Type 996),911 Turbo S Cabriolet Tiptronic S ,A5,3600,Petrol,22.2,9.8,14.2,12.7,28.8,19.9,345,2193,73.0,0.704,0.080,0.038,,
PROTON,Impian,1600,A4,1584,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,215,1390,73.0,0.940,0.102,0.010,,
PROTON,Impian,1600 X ,A4,1584,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,215,1390,73.0,0.940,0.102,0.010,,
PROTON,GEN2,1.3 4 Door Hatchback ,MT,1300,Petrol,10.2,5.2,7.0,27.7,54.3,40.4,166,1080,71.0,0.380,0.070,0.010,,
PROTON,GEN2,1.6 4 Door Hatchback ,MT,1597,Petrol,10.1,5.5,7.2,28.0,51.4,39.2,169,1113,73.0,0.690,0.060,0.020,,
PROTON,GEN2,1.6 4 Door Hatchback ,AT,1597,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,192,1250,71.0,0.400,0.150,0.050,,
RENAULT,Clio ,1.2 (C/BB2DEF ),M5,1149,Petrol,7.9,4.9,6.0,35.8,57.7,47.1,143,927,70.6,0.539,0.070,0.017,,
RENAULT,Clio ,1.2 16V (C/BB05EF),M5,1149,Petrol,7.8,4.9,5.9,36.3,57.7,47.9,139,911,73.0,0.268,0.091,0.072,,
RENAULT,Clio ,1.2 16V Quickshift5 (C/BB0WEH),M5,1149,Petrol,7.6,4.8,5.8,37.2,58.9,48.8,137,894,69.6,0.298,0.056,0.038,,
RENAULT,Clio ,1.4 16V (C/BB0PEG),M5,1390,Petrol,9.2,5.3,6.7,30.7,53.4,42.2,160,1034,73.4,0.378,0.071,0.034,,
RENAULT,Clio ,1.4 16V (C/BB0PEA),A4,1390,Petrol,10.0,5.8,7.3,28.3,48.8,38.7,174,1128,73.5,0.359,0.061,0.052,,
RENAULT,Clio ,1.6 16V (C/BB1DEF),M5,1598,Petrol,9.5,5.9,7.2,29.7,47.9,39.2,165,1113,74.0,0.778,0.089,0.023,,
RENAULT,Clio ,1.6 16V (C/BB1DEA),A4,1598,Petrol,10.6,5.6,7.4,26.7,50.5,38.2,175,1142,70.8,0.454,0.062,0.037,,
RENAULT,Clio ,Renaultsport 182 (CB220F),M5,1998,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,1250,72.3,0.559,0.122,0.037,,
RENAULT,Clio ,1.5 dCi 65 (C/BB07EF),M5,1461,Diesel,5.4,3.7,4.3,52.4,76.4,65.8,115,696,73.6,0.334,,0.417,0.433,0.025
RENAULT,Clio ,1.5 dCi 80 (C/BB08EF),M5,1461,Diesel,5.3,3.6,4.2,52.9,78.6,67.3,110,681,72.2,0.323,,0.395,0.410,0.024
RENAULT,Clio ,1.5 dCi 100 (C/BB2G05),M5,1461,Diesel,5.2,3.8,4.3,54.4,74.4,65.8,113,696,71.2,0.363,,0.371,0.396,0.020
RENAULT,Kangoo ,1.2 16V (KC0WEF),M5,1149,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,165,1080,73.0,0.678,0.083,0.037,,
RENAULT,Kangoo ,1.6 16V Auto (KC0SAA),A4,1598,Petrol,11.0,6.3,8.0,25.7,44.9,35.4,190,1233,71.4,0.643,0.068,0.041,,
RENAULT,Kangoo ,4 x 4 1.6 16V (KCAPA8),M5,1598,Petrol,10.8,7.3,8.6,26.2,38.7,32.8,205,1331,73.0,0.943,0.136,0.038,,
RENAULT,Kangoo ,1.5 dCi 65 (KC07EF),M5,1461,Diesel,6.5,4.9,5.5,43.5,57.6,51.4,146,892,71.7,0.155,,0.386,0.402,0.043
RENAULT,Kangoo ,4 x 4 1.9 dCi 80 (KCAVA8),M5,1870,Diesel,9.3,6.3,7.4,30.4,44.9,38.2,196,1200,73.4,0.312,,0.423,0.446,0.040
RENAULT,Kangoo ,1.5 dCi 80 (KC08EF),M5,1461,Diesel,6.3,4.6,5.3,44.1,61.5,53.4,139,858,69.7,0.221,,0.365,0.373,0.038
RENAULT,Modus,1.2 16V 75 (JP0K05),M5,1149,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,145,927,71.0,0.314,0.074,0.036,,
RENAULT,Modus,1.4 16V 98 (JP0J05),M5,1390,Petrol,8.7,5.6,6.7,32.5,50.4,42.2,161,1034,71.0,0.569,0.137,0.067,,
RENAULT,Modus,1.5 dCi 65 (JP0E05),M5,1461,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,125,762,71.0,0.334,,0.439,0.460,0.035
RENAULT,Modus,1.5 dCi 80 (JP0D05),M5,1461,Diesel,5.6,4.1,4.6,50.4,68.9,61.4,122,746,71.8,0.470,,0.213,0.256,0.024
RENAULT,Mégane Hatch / Sport Hatch,1.4 16V (C/BM0B0H),M5,1390,Petrol,9.2,5.5,6.8,29.7,51.4,41.5,164,1052,70.5,0.365,0.067,0.065,,
RENAULT,Mégane Hatch / Sport Hatch,1.6 16V (C/BM0C0H),M5,1598,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,163,1052,71.0,0.379,0.113,0.047,,
RENAULT,Mégane Hatch / Sport Hatch,1.6 16V (C/BM0JAA),A4,1598,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,70.0,0.370,0.067,0.046,,
RENAULT,Mégane Hatch / Sport Hatch,1.6 16V Auto (C/BM0J0A),A4,1598,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,70.0,0.370,0.067,0.046,,
RENAULT,Mégane Hatch / Sport Hatch,2.0 16V (C/BM0U06),M6,1998,Petrol,10.9,6.4,8.0,25.9,44.1,35.3,191,1236,71.0,0.623,0.062,0.016,,
RENAULT,Mégane Hatch / Sport Hatch,2.0 16V (C/BM1N06),M6,1998,Petrol,10.9,6.4,8.0,25.9,44.1,35.5,191,1229,71.0,0.419,0.068,0.038,,
RENAULT,Mégane Hatch / Sport Hatch,2.0 16V Auto (B/CM0U0A),A4,1998,Petrol,11.8,6.5,8.4,23.9,43.5,33.6,201,1299,70.6,0.521,0.064,0.030,,
RENAULT,Mégane Hatch / Sport Hatch,1.5 dCi 80 (C/BM0F05),M5,1461,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,117,730,72.0,0.515,,0.468,0.499,0.034
RENAULT,Mégane Hatch / Sport Hatch,1.5 dCi 100 (BM0205),M5,1461,Diesel,5.5,4.0,4.5,51.4,70.7,62.9,119,729,71.5,0.179,,0.373,0.395,0.032
RENAULT,Mégane Hatch / Sport Hatch,1.5 dCi 100 (CM0F05),M5,1461,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,119,730,72.0,0.515,,0.468,0.499,0.034
RENAULT,Mégane Hatch / Sport Hatch,1.9 dCi 120 (C/BM0G06),M6,1870,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,141,876,71.3,0.415,,0.411,0.441,0.038
RENAULT,Mégane Hatch / Sport Hatch,2.0 T 165 (CM0W06),M6,1998,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,184,1189,71.0,0.542,0.044,0.032,,
RENAULT,Mégane Hatch / Sport Hatch,1.5 dCi 100 Auto (BM020A),A5,1461,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,153,941,67.1,0.094,,0.457,0.473,0.034
RENAULT,Mégane Sport Saloon,1.4 16V (LM0B0H),M5,1390,Petrol,9.1,5.4,6.8,31.0,52.3,41.5,161,1052,70.5,0.365,0.067,0.065,,
RENAULT,Mégane Sport Saloon,1.6 V.V.T. (LM0C0H),M5,1598,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,163,1052,71.0,0.379,0.113,0.047,,
RENAULT,Mégane Sport Saloon,1.6 V.V.T. Auto (LM0J0A),A4,1598,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,70.0,0.370,0.067,0.046,,
RENAULT,Mégane Sport Saloon,2.0 V.V.T. 136 (LM1N06),M6,1998,Petrol,10.9,6.4,8.0,25.9,44.1,35.3,191,1236,71.0,0.382,0.058,0.029,,
RENAULT,Mégane Sport Saloon,1.5 dCi 80 (LM0FC5),M5,1461,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,122,746,72.0,0.515,,0.468,0.499,0.034
RENAULT,Mégane Sport Saloon,1.5 dCi 100 (LMR2C5),M5,1461,Diesel,5.6,4.1,4.6,50.4,68.9,61.4,122,746,71.5,0.179,,0.373,0.395,0.032
