Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
FORD,"Mondeo, February 2004 Onwards",1.8 Duratec SCi Estate,M6,1798,Petrol,10.1,5.9,7.4,28,47.9,38.2,179,1242,70,0.407,0.075,0.007,,
FORD,"Mondeo, February 2004 Onwards",2.0 Duratec HE Saloon,M5,1999,Petrol,11.5,5.8,7.9,24.6,48.7,35.8,189,1326,72,0.51,0.08,0.064,,
FORD,"Mondeo, February 2004 Onwards",2.0 Duratec HE Saloon,A4,1999,Petrol,12.6,7.2,9.1,22.4,39.2,31,218,1531,70,0.22,0.061,0.05,,
FORD,"Mondeo, February 2004 Onwards",2.0 Duratec HE Estate,M5,1999,Petrol,11.6,6,8.1,24.4,47.1,34.9,193,1360,72,0.51,0.08,0.064,,
FORD,"Mondeo, February 2004 Onwards",2.0 Duratec HE Estate,A4,1999,Petrol,12.7,7.3,9.2,22.2,38.7,30.7,221,1546,70,0.22,0.061,0.05,,
FORD,"Mondeo, February 2004 Onwards",2.5 Duratec V6 Saloon,M6,2495,Petrol,15,7.5,10.2,18.8,37.7,27.7,244,1713,72,0.554,0.075,0.011,,
FORD,"Mondeo, February 2004 Onwards",2.5 Duratec V6 Saloon,A5,2495,Petrol,15.1,7.4,10.2,18.7,38.2,27.7,244,1713,73,0.385,0.094,0.021,,
FORD,"Mondeo, February 2004 Onwards",2.5 Duratec V6 Estate,M6,2495,Petrol,15.1,7.7,10.4,18.7,36.7,27.2,249,1745,72,0.554,0.075,0.011,,
FORD,"Mondeo, February 2004 Onwards",2.5 Duratec V6 Estate,A5,2495,Petrol,15.3,7.7,10.5,18.5,36.7,26.9,251,1764,73,0.385,0.094,0.021,,
FORD,"Mondeo, February 2004 Onwards",3.0 Duratec V6 (204PS) Saloon,M6,2967,Petrol,15.1,7.5,10.3,18.7,37.7,27.4,247,1732,73,0.452,0.045,0.041,,
FORD,"Mondeo, February 2004 Onwards",3.0 Duratec V6 (204PS) Estate,M6,2967,Petrol,15.3,7.7,10.5,18.5,36.7,26.9,252,1764,73,0.452,0.045,0.041,,
FORD,"Mondeo, February 2004 Onwards",3.0 Duratec ST V6 (226PS) Saloon,M6,2967,Petrol,14.5,8,10.4,19.5,35.3,27.2,249,1745,72,0.416,0.031,0.017,,
FORD,"Mondeo, February 2004 Onwards",3.0 Duratec ST V6 (226PS) Estate,M6,2967,Petrol,14.6,8.2,10.6,19.3,34.4,26.6,254,1784,72,0.416,0.031,0.017,,
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (90PS) Saloon,M5,1998,Diesel,7.7,4.6,5.8,36.7,61.4,48.7,154,1042,71,0.033,,0.218,0.229,0.02
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (90PS) Estate,M5,1998,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,157,1059,71,0.033,,0.218,0.229,0.02
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (115PS) Saloon,M5,1998,Diesel,7.7,4.6,5.8,36.7,61.4,48.7,154,1042,71,0.149,,0.209,0.232,0.021
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (115PS) Saloon,M6,1998,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1077,73,0.101,,0.225,0.246,0.021
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (115PS) Estate,M5,1998,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,157,1059,71,0.149,,0.209,0.232,0.021
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (115PS) Estate,M6,1998,Diesel,8.3,5,6.2,34,56.5,45.6,163,1113,73,0.101,,0.225,0.246,0.021
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (130PS) Saloon,M6,1998,Diesel,8.1,4.8,6,34.9,58.9,47.1,159,1077,73,0.101,,0.225,0.246,0.021
FORD,"Mondeo, February 2004 Onwards",2.0 Duratorq TDCi (130PS) Estate,M6,1998,Diesel,8.3,5,6.2,34,56.5,45.6,163,1113,73,0.101,,0.225,0.246,0.021
FORD,"Mondeo, February 2004 Onwards",2.2 Duratorq TDCi Saloon,M6,2198,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,161,1096,73,0.081,,0.197,0.218,0.016
FORD,"Mondeo, February 2004 Onwards",2.2 Duratorq TDCi Estate,M6,2196,Diesel,8.4,5.1,6.3,33.6,55.4,44.8,166,1132,73,0.081,,0.197,0.218,0.016
FORD,"New Mondeo, May 2007 Onwards",1.6 Duratec (110PS),M5,1596,Petrol,10,5.6,7.2,28.2,50.4,39.2,172,1211,72,0.576,0.095,0.061,,
FORD,"New Mondeo, May 2007 Onwards",1.6 Duratec (125PS),M5,1596,Petrol,10.3,5.7,7.4,27.4,49.6,38.2,177,1242,72,0.576,0.095,0.061,,
FORD,"New Mondeo, May 2007 Onwards",2.0 Duratec,M5,1999,Petrol,11.2,6,7.9,25.2,47.1,35.8,189,1326,72,0.506,0.064,0.052,,
FORD,"New Mondeo, May 2007 Onwards",2.5 Duratec,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,1561,71,0.197,0.052,0.03,,
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (100PS) Saloon,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1023,69,0.275,,0.235,0.258,0.023
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (125PS) Saloon,M5,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1042,69,0.275,,0.235,0.258,0.023
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (125PS) Saloon,M6,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1042,69,0.344,,0.226,0.256,0.023
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (100PS) Estate,M5,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1042,69,0.275,,0.235,0.258,0.023
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (125PS) Estate,M5,1753,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,69,0.275,,0.235,0.258,0.023
FORD,"New Mondeo, May 2007 Onwards",1.8 Duratorq TDCi (125PS) Estate,M6,1753,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,69,0.344,,0.226,0.256,0.023
FORD,"New Mondeo, May 2007 Onwards",2.0 Duratorq TDCi (130PS),M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,71,0.255,,0.237,0.267,0.001
FORD,"New Mondeo, May 2007 Onwards",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,71,0.255,,0.237,0.267,0.001
FORD,Galaxy,2.3i DOHC,M5,2295,Petrol,14,7.8,10.1,20.2,36.2,28,242,1695,74,0.445,0.047,0.029,,
FORD,Galaxy,2.3i DOHC,A4,2295,Petrol,15.1,8.6,11,18.7,32.8,25.7,264,1847,74,0.368,0.06,0.04,,
FORD,Galaxy,2.8i CD-V6 24V,M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,1811,73,0.28,0.071,0.059,,
FORD,Galaxy,2.8i CD-V6 24V,A5,2792,Petrol,16.8,9.2,12,16.8,30.7,23.5,288,2020,73,0.449,0.061,0.016,,
FORD,"New Galaxy, March 2006 Onwards",2.0 Duratec,M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,1380,72,0.506,0.064,0.052,,
FORD,"New Galaxy, March 2006 Onwards",1.8 Duratorq (100PS),M5,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1132,70,0.216,,0.36,0.382,0.048
FORD,"New Galaxy, March 2006 Onwards",1.8 Duratorq (125PS),M5,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1132,70,0.216,,0.36,0.382,0.048
FORD,"New Galaxy, March 2006 Onwards",1.8 Duratorq (125PS),M6,1753,Diesel,8,5.3,6.3,35.3,53.3,44.8,166,1132,70,0.145,,0.331,0.351,0.03
FORD,"New Galaxy, March 2006 Onwards",2.0 Duratorq (130PS),M6,1997,Diesel,8.2,5.5,6.5,34.4,51.4,43.5,172,1166,71,0.255,,0.237,0.267,0.001
FORD,"New Galaxy, March 2006 Onwards",2.0 Duratorq (140PS),M6,1997,Diesel,8.2,5.5,6.5,34.4,51.4,43.5,172,1166,71,0.045,,0.279,0.29,0.046
FORD,"New Galaxy, March 2006 Onwards",2.0 Duratorq TDCi (140PS) (+ DPF),M6,1997,Diesel,8.2,5.5,6.5,34.4,51.4,43.5,172,1166,71,0.255,,0.237,0.267,0.001
FORD,S-Max,2.0 Duratec,M5,1999,Petrol,11,6.4,8.1,25.7,44.1,34.9,194,1360,72,0.506,0.064,0.052,,
FORD,S-Max,2.5 Duratec,M6,2521,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,1577,72,0.197,0.052,0.03,,
FORD,S-Max,1.8 Duratorq (100PS),M5,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1113,70,0.216,,0.36,0.382,0.048
FORD,S-Max,1.8 Duratorq (125PS),M5,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1113,70,0.216,,0.36,0.382,0.048
FORD,S-Max,1.8 Duratorq (125PS),M6,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1113,70,0.145,,0.331,0.351,0.03
FORD,S-Max,2.0 Duratorq (130PS),M6,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1150,71,0.255,,0.237,0.267,0.001
FORD,S-Max,2.0 Duratorq (140PS),M6,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1150,71,0.045,,0.279,0.29,0.046
FORD,S-Max,2.0 Duratorq TDCi (140PS) (+ DPF),M6,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1150,71,0.255,,0.237,0.267,0.001
FORD,Tourneo Connect ,1.8 Duratorq (75PS),M5,1753,Diesel,7.8,5.5,6.3,36.2,51.4,44.8,171,1132,71,0.261,,0.241,0.265,0.02
FORD,Tourneo Connect ,1.8 Duratorq (90PS),M5,1753,Diesel,7.9,5.5,6.4,35.8,51.4,44.1,172,1150,71,0.261,,0.241,0.265,0.02
FORD,Tourneo Connect ,1.8 Duratorq (110PS),M5,1753,Diesel,7.6,5.2,6,37.2,54.3,47.1,163,1077,73,0.285,,0.213,0.235,0.018
FORD,Transit Tourneo SWB Bus (FWD) 2006 Model Year,2.2 Duratorq TDCi (110PS),M5,2198,Diesel,9.6,6.9,7.9,29.4,40.9,35.8,208,1417,72,0.351,,0.314,0.344,0.031
FORD,Transit Tourneo SWB Bus (FWD) 2006 Model Year,2.2 Duratorq TDCi (130PS),M5,2198,Diesel,10.1,7,8.1,28,40.4,34.9,215,1454,73,0.34,,0.28,0.33,0.043
HONDA,Jazz,1.2 i-DSI S,5MT,1246,Petrol,6.8,4.7,5.5,41.5,60.1,51.4,129,923,70.2,0.467,0.086,0.043,,
HONDA,Jazz,1.4 i-DSI SE,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,975,69.7,0.344,0.066,0.047,,
HONDA,Jazz,1.4 i-DSI SE,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,991,72.8,0.337,0.078,0.033,,
HONDA,Jazz,1.4 i-DSI Sport,5MT,1339,Petrol,7.3,5.1,5.8,38.7,55.4,48.7,137,975,69.7,0.344,0.066,0.047,,
HONDA,Jazz,1.4 i-DSI Sport,CVT,1339,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,139,991,72.8,0.337,0.078,0.033,,
HONDA,Civic 06,1.4 i-DSI SE,6MT,1339,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,991,69.8,0.3,0.043,0.011,,
HONDA,Civic 06,1.4 i-DSI SE,i-SHIFT,1339,Petrol,7.5,5,5.9,37.7,56.5,47.9,139,991,69.5,0.29,0.042,0.013,,
HONDA,Civic 06,1.8 i-VTEC SE,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1076,69.9,0.2,0.027,0.006,,
HONDA,Civic 06,1.8 i-VTEC SE,i-SHIFT,1799,Petrol,9,5.4,6.7,31.4,52.3,42.2,158,1125,69.5,0.19,0.023,0.006,,
HONDA,Civic 06,1.8 i-VTEC Sport,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1109,69.9,0.23,0.033,0.011,,
HONDA,Civic 06,1.8 i-VTEC Sport,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31,51.4,41.5,160,1144,69.5,0.19,0.024,0.007,,
HONDA,Civic 06,1.8 i-VTEC ES,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1076,69.9,0.2,0.027,0.006,,
HONDA,Civic 06,1.8 i-VTEC ES,i-SHIFT,1799,Petrol,9,5.4,6.7,31.4,52.3,42.2,158,1125,69.5,0.19,0.023,0.006,,
HONDA,Civic 06,1.8 i-VTEC EX,6MT,1799,Petrol,8.4,5.5,6.6,33.6,51.4,42.8,156,1109,69.9,0.23,0.033,0.011,,
HONDA,Civic 06,1.8 i-VTEC EX,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31,51.4,41.5,160,1144,69.5,0.19,0.024,0.007,,
HONDA,Civic 06,2.2 i-CTDi SE,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,916,70.6,0.144,,0.141,0.158,0.01
HONDA,Civic 06,2.2 i-CTDi Sport,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,952,70.6,0.122,,0.149,0.163,0.014
HONDA,Civic 06,2.2 i-CTDi ES,6MT,2204,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,135,916,70.6,0.144,,0.141,0.158,0.01
HONDA,Civic 06,2.2 i-CTDi EX,6MT,2204,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,952,70.6,0.122,,0.149,0.163,0.014
HONDA,Civic Type R,2.0 i-VTEC Type R,6MT,1998,Petrol,12.7,7,9.1,22.2,40.4,31,215,1531,73.1,0.45,0.042,0.016,,
HONDA,Civic Type R,2.0 i-VTEC Type R GT,6MT,1998,Petrol,12.7,7,9.1,22.2,40.4,31,215,1531,73.1,0.45,0.042,0.016,,
HONDA,Civic Type S,1.8 i-VTEC S,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1076,69.9,0.23,0.033,0.011,,
HONDA,Civic Type S,1.8 i-VTEC S,i-SHIFT,1799,Petrol,9,5.4,6.7,31.4,52.3,42.2,158,1125,69.5,0.31,0.037,0.006,,
HONDA,Civic Type S,1.8 i-VTEC Type S GT,6MT,1799,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,152,1076,69.9,0.23,0.033,0.011,,
HONDA,Civic Type S,1.8 i-VTEC Type S GT,i-SHIFT,1799,Petrol,9.1,5.5,6.8,31,51.4,41.5,160,1144,69.5,0.31,0.037,0.006,,
HONDA,Civic Type S,2.2 i-CTDi Type S,6MT,2204,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,138,934,71.3,0.119,,0.165,0.184,0.001
HONDA,Civic Type S,2.2 i-CTDi Type S GT,6MT,2204,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,138,934,71.3,0.119,,0.165,0.184,0.001
HONDA,Civic Hybrid,1.4 IMA ES,CVT,1339,Petrol Electric,5.2,4.3,4.6,54.3,65.7,61.4,109,773,68,0.19,0.055,0.012,,
HONDA,Accord 06 Saloon,2.0 i-VTEC SE,5MT,1998,Petrol,10.1,5.9,7.4,28,47.9,38.2,176,1242,69.9,0.45,0.041,0.004,,
HONDA,Accord 06 Saloon,2.0 i-VTEC SE,5AT,1998,Petrol,11.6,6,8,24.4,47.1,35.3,189,1344,71,0.38,0.056,0.007,,
HONDA,Accord 06 Saloon,2.0 i-VTEC Type-S,5MT,1998,Petrol,10.9,6.3,8,25.9,44.8,35.3,189,1344,71.8,0.37,0.04,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC Type-S,5AT,1998,Petrol,12.2,6.3,8.4,23.2,44.8,33.6,200,1413,71,0.33,0.07,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC EX,5MT,1998,Petrol,10.9,6.3,8,25.9,44.8,35.3,189,1344,71.8,0.37,0.04,0.01,,
HONDA,Accord 06 Saloon,2.0 i-VTEC EX,5AT,1998,Petrol,12.2,6.3,8.4,23.2,44.8,33.6,200,1413,71,0.33,0.07,0.01,,
HONDA,Accord 06 Saloon,2.4 i-VTEC Type-S,6MT,2354,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1511,72.3,0.56,0.033,0.009,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX,6MT,2354,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1511,72.3,0.56,0.033,0.009,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX,5AT,2354,Petrol,13.7,6.9,9.4,20.6,40.9,30.1,223,1577,69.3,0.36,0.046,0.013,,
HONDA,Accord 06 Saloon,2.4 i-VTEC EX (ADAS),5AT,2354,Petrol,13.6,6.7,9.2,20.8,42.2,30.7,218,1546,69.3,0.48,0.055,0.009,,
HONDA,Accord 06 Saloon,2.2 i-CTDi Sport,6MT,2204,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,987,72.1,0.176,,0.179,0.198,0.013
HONDA,Accord 06 Saloon,2.2 i-CTDi EX,6MT,2204,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,987,72.1,0.176,,0.179,0.198,0.013
HONDA,Accord 06 Tourer,2.0 i-VTEC SE,5MT,1998,Petrol,11.4,6.9,8.5,24.8,40.9,33.2,202,1430,72.9,0.47,0.039,0.012,,
HONDA,Accord 06 Tourer,2.0 i-VTEC SE,5AT,1998,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,208,1479,71.3,0.32,0.054,0.011,,
HONDA,Accord 06 Tourer,2.0 i-VTEC EX,5MT,1998,Petrol,11.6,7,8.6,24.4,40.4,32.8,204,1447,72.9,0.4,0.04,0.01,,
HONDA,Accord 06 Tourer,2.0 i-VTEC EX,5AT,1998,Petrol,12.9,6.8,9,21.9,41.5,31.4,213,1511,71.3,0.29,0.055,0.016,,
HONDA,Accord 06 Tourer,2.4 i-VTEC Type-S,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1631,72.6,0.51,0.046,0.024,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,6MT,2354,Petrol,13.3,7.7,9.7,21.2,36.7,29.1,230,1631,72.6,0.51,0.046,0.024,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX,5AT,2354,Petrol,14.3,7.5,10,19.8,37.7,28.2,237,1683,71.7,0.52,0.052,0.011,,
HONDA,Accord 06 Tourer,2.4 i-VTEC EX (ADAS),5AT,2354,Petrol,14,7.3,9.7,20.2,38.7,29.1,229,1631,71.7,0.45,0.048,0.009,,
HONDA,Accord 06 Tourer,2.2 i-CTDi Sport,6MT,2204,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,155,1059,72.5,0.19,,0.169,0.193,0.019
HONDA,Accord 06 Tourer,2.2 i-CTDi EX,6MT,2204,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,155,1059,72.5,0.19,,0.169,0.193,0.019
HONDA,CR-V 07,SE,6MT,1997,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1360,72.9,0.2,0.029,0.039,,
HONDA,CR-V 07,SE,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1380,70.4,0.31,0.037,0.016,,
HONDA,CR-V 07,ES,6MT,1997,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1360,72.9,0.2,0.029,0.039,,
HONDA,CR-V 07,ES,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1380,70.4,0.31,0.037,0.016,,
HONDA,CR-V 07,EX,6MT,1997,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,192,1360,72.9,0.2,0.029,0.039,,
HONDA,CR-V 07,EX,5AT,1997,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,1380,70.4,0.31,0.037,0.016,,
HONDA,CR-V 07,SE,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1166,73.3,0.116,,0.137,0.155,0.023
HONDA,CR-V 07,ES,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1166,73.3,0.116,,0.137,0.155,0.023
HONDA,CR-V 07,EX,6MT,2204,Diesel,8.1,5.7,6.5,34.9,49.6,43.5,173,1166,73.3,0.116,,0.137,0.155,0.023
HONDA,FR-V 07,SE,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1259,70.5,0.2,0.029,0.035,,
HONDA,FR-V 07,SE,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1360,71.1,0.18,0.036,0.012,,
HONDA,FR-V 07,ES,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1259,70.5,0.2,0.029,0.035,,
HONDA,FR-V 07,ES,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1360,71.1,0.18,0.036,0.012,,
HONDA,FR-V 07,EX,6MT,1799,Petrol,9.4,6.3,7.5,30.1,44.8,37.7,177,1259,70.5,0.2,0.029,0.035,,
HONDA,FR-V 07,EX,5 AMT,1799,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,190,1360,71.1,0.18,0.036,0.012,,
HONDA,FR-V 07,SE,5 AMT,2204,Diesel,8,5.3,6.3,35.3,53.3,44.8,167,1132,72.6,0.159,0.181,0.2,,
HONDA,FR-V 07,ES,5 AMT,2204,Diesel,8,5.3,6.3,35.3,53.3,44.8,167,1132,72.6,0.159,0.181,0.2,,
HONDA,FR-V 07,EX,5 AMT,2204,Diesel,8,5.3,6.3,35.3,53.3,44.8,167,1132,72.6,0.159,0.181,0.2,,
HONDA,S2000,2.0 i-VTEC Roadster,6MT,1997,Petrol,13.9,7.8,10,20.3,36.2,28.2,236,1683,73.2,0.45,0.051,0.04,,
HONDA,S2000,2.0 i-VTEC GT,6MT,1997,Petrol,13.9,7.8,10,20.3,36.2,28.2,236,1683,73.2,0.45,0.051,0.04,,
HUMMER,H3,3.7 - L5,5MT,3653,Petrol,15.4,25.7,20.5,18.4,11,13.8,327,3439,75,0.454,0.052,0.012,,
HUMMER,H3,3.7 - L5 AUT,A4,3653,Petrol,15.1,23.3,19.5,18.7,12.1,14.5,346,3273,72,0.385,0.071,0.022,,
HYUNDAI,Amica,1.1l GSi,M5,1086,Petrol,6.7,4.7,5.4,42.2,60.1,52.3,128,907,73,0.277,0.024,0.023,0.047,
HYUNDAI,Amica,1.1l CDX,M5,1086,Petrol,6.8,4.9,5.5,41.5,57.6,51.4,131,923,73,0.277,0.024,0.023,0.047,
HYUNDAI,Amica,1.1l CDX,A4,1086,Petrol,8,5,6.1,35.3,56.5,46.3,145,1025,71,0.278,0.031,0.008,0.039,
HYUNDAI,Getz,1.1l,M5,1086,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,130,923,72,0.389,0.029,0.035,0.064,
HYUNDAI,Getz,1.4l DOHC,M5,1399,Petrol,7.5,5.1,6,37.7,55.4,47.1,141,1008,71,0.327,0.03,0.006,0.036,
HYUNDAI,Getz,1.4l DOHC,A4,1399,Petrol,9.1,5.3,6.7,31,53.3,42.2,159,1125,70,0.221,0.031,0.013,0.044,
HYUNDAI,Getz,1.5l CRTD GSi,M5,1493,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,118,808,71,0.36,0.05,0.18,0.23,0.018
HYUNDAI,Getz,1.5l CRTD CDX+,M5,1493,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,118,808,71,0.36,0.05,0.18,0.23,0.018
HYUNDAI,Getz,1.6l,M5,1599,Petrol,7.6,5.1,6,37.2,55.4,47.1,143,1008,71,0.225,0.026,0.011,0.037,
HYUNDAI,Getz,1.6l,A4,1599,Petrol,9.2,5.3,6.7,30.7,53.3,42.2,160,1125,71,0.235,0.03,0.01,0.04,
HYUNDAI,Accent,1.4l DOHC,M5,1399,Petrol,8,5.1,6.2,35.3,55.4,45.6,146,1041,72,0.582,0.056,0.013,0.069,
HYUNDAI,Accent,1.4l DOHC,A4,1399,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,165,1160,70,0.334,0.037,0.024,0.061,
HYUNDAI,Matrix,1.5l CRTD,M5,1493,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,140,952,70,0.12,0.02,0.22,0.24,0.016
HYUNDAI,Matrix,1.6l DOHC,M5,1599,Petrol,9.1,6.3,7.3,31,44.8,38.7,174,1226,74,0.36,0.03,0.01,0.04,
HYUNDAI,Matrix,1.6l DOHC,A4,1599,Petrol,11.1,6.6,8.3,25.4,42.8,34,198,1396,74,0.37,0.03,0.01,0.04,
HYUNDAI,Matrix,1.8l DOHC,M5,1795,Petrol,10.8,6.7,8.3,26.2,42.2,34,198,1396,74,0.42,0.03,0.01,0.04,
HYUNDAI,Matrix,1.8l DOHC,A4,1795,Petrol,12.2,7,9,23.2,40.4,31.4,215,1511,72,0.37,0.04,0.01,0.05,
HYUNDAI,Coupé,1.6l DOHC,M5,1599,Petrol,9.8,6.3,7.6,28.8,44.8,37.2,182,1276,73,0.192,0.025,0.024,0.049,
HYUNDAI,Coupé,2.0l,M5,1975,Petrol,10.9,6.4,8,25.9,44.1,35.3,193,1344,74,0.156,0.013,0.012,0.025,
HYUNDAI,Coupé,2.0l,A4,1975,Petrol,11.9,6.6,8.5,23.7,42.8,33.2,203,1430,73,0.132,0.022,0.024,0.046,
HYUNDAI,Coupé,2.7l V6,M6,2656,Petrol,14,7.6,9.9,20.2,37.2,28.5,236,1665,73,0.246,0.014,0.007,0.021,
HYUNDAI,Coupé,2.7l V6,A4,2656,Petrol,14.2,8,10.3,19.9,35.3,27.4,247,1732,71,0.349,0.021,0,0.021,
HYUNDAI,Sonata,2.0l,M5,1998,Petrol,10.4,6.6,8,27.2,42.8,35.3,190,1344,71,0.343,0.029,0.014,0.043,
HYUNDAI,Sonata,2.0l,A4,1998,Petrol,10.8,7,8.4,26.2,40.4,33.6,200,1413,70,0.294,0.03,0.05,0.08,
HYUNDAI,Sonata,2.0l CRTD,M6,1991,Diesel,8.2,5,6.1,34.4,56.5,46.3,163,1096,71,0.085,0.011,0.199,0.21,0.001
HYUNDAI,Sonata,2.0l CRTD,A4,1991,Diesel,10.6,5.5,7.3,26.6,51.4,38.7,191,1311,70,0.056,0.001,0.193,0.194,0.002
HYUNDAI,Sonata,3.3l V6,A4,3342,Petrol,14.8,7.4,10.1,19.1,38.2,28,241,1695,71,0.359,0.049,0.002,0.051,
HYUNDAI,Grandeur,3.3l V6,A5,3342,Petrol,15.1,7.4,10.2,18.7,38.2,27.7,245,1713,70,0.367,0.057,0.013,0.07,
HYUNDAI,Trajet,2.0l DOHC,M5,1997,Petrol,11.2,7.2,8.7,25.2,39.2,32.5,208,1460,74,0.516,0.041,0.012,0.053,
HYUNDAI,Trajet,2.0l DOHC,A4,1997,Petrol,12.9,7.6,9.6,21.9,37.2,29.4,230,1614,74,0.504,0.049,0.024,0.073,
