Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.6,6,7.7,26.6,47.1,36.7,184,1293,74,0.335,0.065,0.011,,
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.3,6.8,8.8,23,41.5,32.1,209,1479,74,0.215,0.041,0.018,,
AUDI,A3 (from NOV 06 Wk 45 >) ,3.2 V6 250ps quattro,QM6,3189,Petrol,14.7,8.1,10.5,19.2,34.9,26.9,250,1764,74,0.378,0.034,0.024,,
AUDI,A3 (from NOV 06 Wk 45 >) ,3.2 V6 250ps quattro S-Tronic,QD6,3189,Petrol,13,7.5,9.5,21.7,37.7,29.7,226,1598,72,0.308,0.034,0.026,,
AUDI,A3 (from NOV 06 Wk 45 >) ,1.9 TDI 105ps,M5,1896,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,135,916,71,0.131,,0.224,0.248,0.02
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TDI 140ps,M6,1968,Diesel,7.2,4.6,5.5,39.2,61.4,51.4,146,987,75,0.103,,0.239,0.261,0.016
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TDI 140ps S-Tronic,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1042,73,0.196,,0.184,0.215,0.02
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TDI 170ps with DPF,M6,1968,Diesel,7.8,4.6,5.8,36.2,61.4,48.7,154,1042,74,0.079,,0.216,0.23,0.001
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TDI 170ps S-Tronic with DPF,D6,1968,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,72,0.055,,0.196,0.212,0.001
AUDI,A3 (from NOV 06 Wk 45 >) ,2.0 TDI 170ps quattro with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1150,74,0.033,,0.192,0.205,0.001
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.6 102ps,M5,1595,Petrol,9.7,5.7,7.2,29.1,49.6,39.2,171,1211,70,0.761,0.064,0.032,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.6 102ps Tiptronic,A6,1595,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,183,1293,72,0.494,0.074,0.04,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.6 FSI 115ps,M6,1598,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,158,1109,73,0.066,0.025,0.046,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.8 TFSI 160ps,M6,1781,Petrol,10.1,5.8,7.4,28,48.7,38.2,176,1242,74,0.658,0.058,0.028,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.8 TFSI 160ps S-Tronic,D6,1781,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,1259,73,0.617,0.058,0.026,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps,M6,1984,Petrol,10.3,5.8,7.4,27.4,48.7,38.2,177,1242,71,0.308,0.053,0.042,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps Tiptronic,A6,1984,Petrol,11.6,6.1,8.1,24.4,46.3,34.9,194,1360,74,0.179,0.052,0.043,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps,M6,1984,Petrol,11,6.1,7.9,25.7,46.3,35.8,189,1326,75,0.356,0.06,0.024,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.6,6,7.7,26.6,47.1,36.7,184,1293,74,0.335,0.065,0.011,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.4,6.9,8.9,22.8,40.9,31.7,212,1497,74,0.215,0.041,0.018,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro,QM6,3189,Petrol,14.7,8.1,10.5,19.2,34.9,26.9,250,1764,74,0.378,0.034,0.024,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro S-Tronic,QD6,3189,Petrol,13.1,7.6,9.6,21.6,37.2,29.4,228,1614,72,0.308,0.034,0.026,,
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.9 TDI 105ps,M5,1896,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,138,934,71,0.131,,0.224,0.248,0.02
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TDI 140ps,M6,1968,Diesel,7.2,4.6,5.5,39.2,61.4,51.4,146,987,75,0.103,,0.239,0.261,0.016
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TDI 140ps S-Tronic,D6,1968,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1042,73,0.196,,0.184,0.215,0.02
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TDI 170ps with DPF,M6,1968,Diesel,7.8,4.6,5.8,36.2,61.4,48.7,154,1042,74,0.079,,0.216,0.23,0.001
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TDI 170ps S-Tronic with DPF,D6,1968,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1059,72,0.055,,0.196,0.212,0.001
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro with DPF,QM6,1968,Diesel,8.5,5.1,6.4,33.2,55.4,44.1,173,1150,74,0.033,,0.192,0.205,0.001
AUDI,S3 (from NOV 06 Wk 45 >),2.0 TFSI 265ps quattro ,QM6,1984,Petrol,12.4,7.2,9.1,22.8,39.2,31,217,1531,0.2,0.065,0.022,,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.8 T 163ps,M5,1781,Petrol,11.3,6.4,8.2,25,44.1,34.4,197,1380,71,0.446,0.02,0.017,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.8 T 163ps Multitronic,AV,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1396,71,0.617,0.058,0.049,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.8 T 163ps quattro,QM6,1781,Petrol,12.8,7.1,9.2,22.1,39.7,30.7,221,1546,71,0.481,0.035,0.043,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 130ps,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1380,73,0.682,0.068,0.044,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 130ps Multitronic,AV,1984,Petrol,11,6.3,8,25.7,44.8,35.3,191,1344,71,0.705,0.088,0.038,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 200ps,M5,1984,Petrol,10.9,5.8,7.7,25.9,48.7,36.7,184,1293,73,0.61,0.059,0.017,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 200ps Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1360,73,0.636,0.038,0.018,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1479,74,0.634,0.034,0.019,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Tiptronic,QA6,1984,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,224,1577,74,0.617,0.061,0.024,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 220ps Special Edition,M6,1984,Petrol,11.2,6.2,8,25.2,45.6,35.3,192,1344,73,0.666,0.076,0.029,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TFSI 220ps quattro Special Edition,QM6,1984,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1511,73,0.643,0.046,0.03,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.2 V6 FSI 256ps Multitronic,AV,3123,Petrol,13.8,6.9,9.5,20.5,40.9,29.7,227,1598,74,0.887,0.075,0.037,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.2 V6 FSI 256ps quattro,QM6,3123,Petrol,15.7,7.5,10.5,18,37.7,26.9,250,1764,71,0.462,0.064,0.031,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.2 V6 FSI 256ps quattro Tiptronic,QA6,3123,Petrol,15.6,7.9,10.7,18.1,35.8,26.4,257,1798,72,0.749,0.08,0.062,,
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.9 TDI 115ps,M5,1896,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,152,1023,71,0.051,,0.191,0.21,0.021
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps,M6,1968,Diesel,7.8,4.5,5.7,36.2,62.8,49.6,151,1023,73,0.115,,0.226,0.257,0.022
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1113,72,0.044,,0.229,0.241,0.022
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1042,72,0.017,,0.19,0.198,0.001
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro with DPF,QM6,1984,Diesel,9.2,5.3,6.7,30.7,53.3,42.2,177,1202,74,0.01,,0.191,0.201,0.001
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps with DPF,M6,2698,Diesel,9.5,5.1,6.7,29.7,55.4,42.2,179,1202,72,0.217,,0.195,0.221,0.001
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,179,1222,72,0.166,,0.188,0.21,0.001
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1346,73,0.208,,0.21,0.24,0.023
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Tiptronic,QA6,2967,Diesel,11.6,6.2,8.2,24.4,45.6,34.4,219,1475,73,0.234,,0.171,0.204,0.022
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps,M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34,199,1396,71,0.446,0.02,0.017,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps Multitronic,AV,1781,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,202,1413,71,0.617,0.058,0.049,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps quattro,QM6,1781,Petrol,12.8,7.1,9.2,22.1,39.7,30.7,221,1546,71,0.481,0.035,0.043,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps,M5,1984,Petrol,11.6,6.1,8.2,24.4,46.3,34.4,193,1380,73,0.682,0.068,0.044,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps Multitronic,AV,1984,Petrol,11.1,6.4,8.1,25.4,44.1,34.9,194,1360,71,0.705,0.088,0.038,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps,M6,1984,Petrol,11,5.9,7.8,25.7,47.9,36.2,186,1311,73,0.61,0.059,0.017,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps Multitronic,AV,1984,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,1360,73,0.636,0.038,0.018,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro,QM6,1984,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,209,1479,74,0.634,0.034,0.019,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Tiptronic,QA6,1984,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,226,1598,74,0.617,0.061,0.024,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 220ps Special Edition,M6,1984,Petrol,11.3,6.3,8.1,25,44.8,34.9,194,1360,73,0.666,0.076,0.029,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 220ps quattro Special Edition,QM6,1984,Petrol,12.7,6.9,9,22.2,40.9,31.4,214,1511,73,0.643,0.046,0.03,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps Multitronic,AV,3123,Petrol,13.9,7,9.6,20.3,40.4,29.4,229,1614,74,0.887,0.075,0.037,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro,QM6,3123,Petrol,15.8,7.6,10.9,17.9,37.2,26.6,252,1784,71,0.462,0.064,0.031,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro Tiptronic,QA6,3123,Petrol,15.6,7.9,10.7,18.1,35.8,26.4,257,1798,72,0.749,0.08,0.062,,
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.9 TDI 115ps,M5,1896,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1042,71,0.051,,0.191,0.21,0.021
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps,M6,1968,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1042,73,0.115,,0.226,0.257,0.022
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic,AV,1968,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,164,1113,72,0.044,,0.229,0.241,0.022
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps with DPF,M6,1984,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,154,1042,72,0.017,,0.19,0.198,0.001
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro,QM6,1984,Diesel,9.3,5.4,6.8,30.4,52.3,41.5,179,1222,74,0.01,,0.191,0.201,0.001
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps with DPF,M6,2698,Diesel,9.6,5.2,6.8,29.4,54.3,41.5,182,1222,72,0.217,,0.195,0.221,0.001
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic with DPF,AV,2698,Diesel,9.2,5.4,6.8,20.7,52.3,41.5,179,1222,72,0.166,,0.188,0.21,0.001
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro,QM6,2967,Diesel,10.7,5.7,7.5,26.4,49.6,37.7,198,1346,73,0.208,,0.21,0.24,0.023
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Tiptronic,QA6,2967,Diesel,11.8,6.3,8.3,23.9,44.8,34,222,1492,73,0.234,,0.171,0.204,0.022
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.0 TFSI 170ps,M6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,189,1326,72,0.728,0.042,0.02,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.0 TFSI 170ps Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,1380,72,0.7,0.069,0.031,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.4 V6 177ps,M6,2393,Petrol,14.3,7.1,9.7,19.8,39.8,29.1,233,1631,74,0.604,0.037,0.017,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.4 V6 177ps Multitronic,AV,2393,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,229,1614,74,0.425,0.058,0.023,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.4 V6 177ps quattro,QM6,2393,Petrol,16,7.8,10.9,17.7,36.2,25.9,262,1832,73,0.697,0.05,0.034,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.8 V6 FSI 210ps,M6,2773,Petrol,12.9,6.3,8.7,21.9,44.8,32.5,207,1460,71,0.244,0.071,0.049,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.8 V6 FSI 210ps Multitronic,AV,2773,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,209,1479,73,0.217,0.071,0.053,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.2 V6 FSI 256ps,M6,3123,Petrol,14.3,7.1,9.7,19.8,39.8,29.1,233,1631,73,0.841,0.061,0.044,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.2 V6 FSI 256ps Multitronic,AV,3123,Petrol,13.9,7.1,9.6,20.3,39.8,29.4,229,1614,74,0.599,0.079,0.056,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.2 V6 FSI 256ps quattro,QM6,3123,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,255,1798,74,0.808,0.056,0.038,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.2 V6 FSI 256ps quattro Tiptronic,QA6,3123,Petrol,15.7,8.1,10.9,18,34.9,25.9,262,1832,71,0.828,0.091,0.041,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,4.2 V8 FSI 350ps quattro Tiptronic,QA6,4163,Petrol,15.6,8.1,10.8,18.1,34.9,26.2,257,1811,72,0.446,0.06,0.034,,
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.0 TDI 140ps,M6,1968,Diesel,8.5,4.7,6.1,33.2,60.1,46.3,160,1096,72,0.15,,0.23,0.267,0.02
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.0 TDI 140ps Multitronic with DPF,AV,1968,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,178,1202,72,0.02,,0.199,0.21,0.001
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.7 V6 TDI 180ps,M6,2698,Diesel,9.7,5.3,6.9,29.1,53.3,40.9,184,1240,72,0.232,,0.215,0.251,0.017
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.7 V6 TDI 180ps Multitronic,AV,2698,Diesel,9.9,5.7,7.2,28.5,49.6,39.2,192,1294,71,0.294,,0.196,0.232,0.021
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,2.7 V6 TDI 180ps quattro Tiptronic,QA6,2698,Diesel,11.4,6.5,8.3,24.8,43.5,34,219,1492,70,0.222,,0.222,0.248,0.023
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.0 V6 TDI 233ps quattro,QM6,2967,Diesel,11.3,6.1,8,25,46.3,35.3,211,1437,73,0.28,,0.232,0.271,0.02
AUDI,A6 Saloon (from NOV 06 Wk 45 >) ,3.0 V6 TDI 233ps quattro Tiptronic,QA6,2967,Diesel,12,6.1,8.3,23.5,46.3,34,223,1492,70,0.205,,0.219,0.245,0.017
AUDI,A6 Avant (from NOV 06 Wk 45 >),2.0 TFSI 170ps,M6,1984,Petrol,11,6.4,8.1,25.7,44.1,34.9,194,1360,72,0.728,0.042,0.02,,
AUDI,A6 Avant (from NOV 06 Wk 45 >),2.0 TFSI 170ps Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,1380,72,0.7,0.069,0.031,,
