Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
TOYOTA,Previa,2.0 D-4D,M5,1995,Diesel,9.0,6.1,7.2,31.4,46.3,39.2,191,522,III,73.9,0.140,0.400,,0.390,0.037,
TOYOTA,Landcruiser,Colorado 3.0 D4-D Manual,M5x2,2982,Diesel,11.7,8.2,9.5,24.1,34.4,29.7,253,689,III,73.0,0.310,0.650,,0.620,0.061,
TOYOTA,Landcruiser,Colorado 3.0 D4-D Auto,A4x2,2982,Diesel,12.8,9.0,10.4,22.1,31.4,27.2,279,752,III,74.0,0.100,0.615,,0.600,0.062,
TOYOTA,Landcruiser,Colorado 3.4 24v Auto,A4x2,3378,Petrol,18.5,11.7,14.1,15.3,24.1,20.0,341,982,III,73.0,1.020,,0.150,0.050,,
TOYOTA,Landcruiser,Amazon 4.2 24v TD Manual,M5x2,4164,Diesel,14.1,9.3,11.1,20.0,30.4,25.4,292,805,III,75.2,0.700,0.620,,0.580,0.078,
TOYOTA,Landcruiser,Amazon 4.2 24v TD Auto,A4x2,4164,Diesel,15.8,10.8,12.6,17.9,26.2,22.4,340,913,III,72.9,0.300,0.600,,0.570,0.078,
TOYOTA,Landcruiser,Amazon 4.7 32v Auto,A4x2,4664,Petrol,21.8,13.5,16.5,13.0,20.9,17.1,393,1148,III,70.9,0.020,,0.230,0.060,,
VAUXHALL,"Astra, Model Year 2001",1.7 DTi 16v Estate,M5,1686,Diesel,6.2,4.1,4.9,45.6,68.9,57.6,132,355,III,72.0,0.117,0.442,,0.421,0.033
VAUXHALL,"Astra, Model Year 2001",1.7 DTi 16v Hatch/Saloon,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,130,347,III,72.0,0.117,0.442,,0.421,0.053
VAUXHALL,"Astra, Model Year 2001",2.0 DTi 16v Estate,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,159,427,III,72.0,0.132,0.457,,0.435,0.046
VAUXHALL,"Astra, Model Year 2001",2.0 DTi 16v Hatch,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,412,III,72.0,0.132,0.457,,0.435,0.046
VAUXHALL,"Astra, Model Year 2001",ECO4 LS 1.7 DTi 5 Door Hatch,M5,1686,Diesel,6.0,3.5,4.4,47.1,80.8,64.3,119,318,III,72.0,0.105,0.515,,0.497,0.033
VAUXHALL,"Astra, Model Year 2002","1.7 DTi 16v (3, 4 & 5 door)",M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,130,347,III,72.0,0.101,0.450,,0.429,0.031
VAUXHALL,"Astra, Model Year 2002",1.7 DTi 16v (Estate),M5,1686,Diesel,6.2,4.1,4.9,45.6,68.9,57.6,132,355,III,72.0,0.101,0.450,,0.429,0.031
VAUXHALL,"Astra, Model Year 2002",1.7 DTi 16v ECO4 (5 door),M5,1686,Diesel,6.0,3.5,4.4,47.1,80.7,64.2,119,319,III,72.0,0.103,0.431,,0.412,0.023
VAUXHALL,"Astra, Model Year 2002",2.0 DTi 16v,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,412,III,72.0,0.120,0.457,,0.435,0.042
VAUXHALL,"Astra, Model Year 2002",2.0 DTi 16v (Estate),M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,159,427,III,72.0,0.120,0.457,,0.435,0.042
VAUXHALL,"Corsa, Model Year 2002",1.7 Di 16v,M5,1686,Diesel,5.8,4.1,4.7,48.7,68.9,60.1,127,340,III,73.0,0.130,0.388,,0.347,0.023
VAUXHALL,"Corsa, Model Year 2002",1.7 DTi 16v,M5,1686,Diesel,5.8,4.1,4.7,48.7,68.9,60.1,127,340,III,74.0,0.225,0.377,,0.347,0.022
VAUXHALL,"Frontera, Model Year 2001",2.2i 16v Estate/Limited,M5,2198,Petrol,15.8,8.9,11.4,17.9,31.7,24.8,273,792,III,74.0,1.065,0.134,0.102,0.032,
VAUXHALL,"Frontera, Model Year 2001",2.2 DTi 16v Estate/Limited,M5,2171,Diesel,11.2,7.2,8.7,25.2,39.2,32.5,235,629,III,75.0,0.311,0.701,,0.652,0.051
VAUXHALL,"Frontera, Model Year 2001",2.2 DTi 16v Estate/Limited,A4,2171,Diesel,12.3,7.9,9.5,23.0,35.8,29.7,257,689,III,75.0,0.197,0.718,,0.680,0.061
VAUXHALL,"Frontera, Model Year 2001",2.2i 16v Sport/RS,M5,2198,Petrol,15.8,8.9,11.4,17.9,31.7,24.8,273,792,III,74.0,1.065,0.134,0.102,0.032,
VAUXHALL,"Frontera, Model Year 2001",2.2 DTi 16v Sport/RS,M5,2171,Diesel,11.1,7.1,8.6,25.4,39.8,32.8,232,624,III,75.0,0.311,0.701,,0.652,0.051
VAUXHALL,"Frontera, Model Year 2001",3.2i V6 24v Estate/Limited,M5,3165,Petrol,18.0,10.5,13.2,15.7,26.9,21.4,316,918,III,75.0,0.677,0.163,0.091,0.072,
VAUXHALL,"Frontera, Model Year 2001",3.2i V6 24v Estate/Limited,A4,3165,Petrol,19.8,11.2,14.3,14.3,25.2,19.8,344,992,III,76.0,0.488,0.221,0.153,0.068,
VAUXHALL,"Frontera, Model Year 2001",3.2i V6 24v Sport/ RS,M5,3165,Petrol,17.8,10.2,13.0,15.7,26.9,21.4,312,918,III,75.0,0.677,0.163,0.091,0.072,
VAUXHALL,"Frontera, Model Year 2002",2.2 DTi 16v,A4,2171,Diesel,12.2,7.8,9.4,23.2,36.2,30.1,254,680,III,75.0,0.197,0.718,,0.680,0.061
VAUXHALL,"Frontera, Model Year 2002",2.2 DTi 16v (3 door),M5,2171,Diesel,11.1,7.1,8.6,25.4,39.8,32.8,232,624,III,75.0,0.311,0.701,,0.652,0.051
VAUXHALL,"Frontera, Model Year 2002",2.2 DTi 16v (5 door),M5,2171,Diesel,11.2,7.2,8.7,25.2,39.2,32.5,235,629,III,75.0,0.311,0.701,,0.652,0.051
VAUXHALL,"Frontera, Model Year 2002",2.2i 16v (5 door),M5,2198,Petrol,16.2,9.1,11.7,17.4,31.0,24.1,280,815,III,74.0,1.065,,0.102,0.032,
VAUXHALL,"Frontera, Model Year 2002",2.2i 16v (3 door),M5,2198,Petrol,15.8,8.9,11.4,17.9,31.7,24.8,273,792,III,74.0,1.065,,0.102,0.032,
VAUXHALL,"Frontera, Model Year 2002",3.2i V6 24v (5 door),A4,3165,Petrol,19.8,11.2,14.3,14.3,25.2,19.8,344,992,III,76.0,0.488,,0.153,0.068,
VAUXHALL,"Frontera, Model Year 2002",3.2i V6 24v (5 door),M5,3165,Petrol,18.0,10.5,13.2,15.7,26.9,21.4,316,918,III,75.0,0.677,,0.091,0.072,
VAUXHALL,"Frontera, Model Year 2002",3.2i V6 24v (3 door),M5,3165,Petrol,17.8,10.2,13.0,15.9,27.7,21.7,312,905,III,75.0,0.677,,0.091,0.072,
VAUXHALL,"Omega, Model Year 2001",2.2 DTi 16v Estate,M5,2171,Diesel,9.8,5.8,7.3,28.8,48.7,38.7,197,529,III,72.0,0.360,0.474,,0.443,0.039
VAUXHALL,"Omega, Model Year 2001",2.2 DTi 16v Saloon,M5,2171,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,192,514,III,72.0,0.360,0.474,,0.443,0.039
VAUXHALL,"Omega, Model Year 2001",2.2i 16v Estate,A4,2198,Petrol,15.0,7.5,10.3,18.8,37.7,27.4,248,717,III,74.0,0.194,0.182,0.136,0.046,
VAUXHALL,"Omega, Model Year 2001",2.2i 16v Saloon,A4,2198,Petrol,14.9,7.3,10.1,19.0,38.7,28.0,243,701,III,74.0,0.194,0.182,0.136,0.046,
VAUXHALL,"Omega, Model Year 2001",2.6i V6 24v Estate,M5,2597,Petrol,15.0,8.2,10.7,18.8,34.4,26.4,257,744,III,74.0,0.522,0.178,0.112,0.066,
VAUXHALL,"Omega, Model Year 2001",2.6i V6 24v Estate,A4,2597,Petrol,16.5,8.7,11.6,17.1,32.5,24.4,279,805,III,74.0,0.804,0.218,0.158,0.060,
VAUXHALL,"Omega, Model Year 2001",2.6i V6 24v Saloon,M5,2597,Petrol,14.9,8.1,10.6,19.0,34.9,26.6,255,738,III,74.0,0.522,0.178,0.112,0.066,
VAUXHALL,"Omega, Model Year 2001",2.6i V6 24v Saloon,A4,2597,Petrol,16.4,8.6,11.5,17.2,32.8,24.6,276,798,III,74.0,0.804,0.218,0.158,0.060,
VAUXHALL,"Omega, Model Year 2002",2.2 DTi 16v (4 door),M5,2172,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,192,514,III,72.0,0.360,0.474,,0.443,0.039
VAUXHALL,"Omega, Model Year 2002",2.2 DTi 16v (5 door),M5,2172,Diesel,9.8,5.8,7.3,28.8,48.7,38.7,197,529,III,72.0,0.360,0.474,,0.443,0.039
VAUXHALL,"Omega, Model Year 2002",2.2i 16v (5 door),A4,2198,Petrol,15.0,7.5,10.3,18.8,37.7,27.4,248,717,III,74.0,0.194,,0.136,0.046,
VAUXHALL,"Omega, Model Year 2002",2.2i 16v (4 door),A4,2198,Petrol,14.9,7.3,10.1,19.0,38.7,28.0,243,701,III,74.0,0.194,,0.136,0.046,
VAUXHALL,"Omega, Model Year 2002",2.6i V6 24v (5 door),A4,2597,Petrol,16.5,8.7,11.6,17.1,32.5,24.4,279,805,III,74.0,0.804,,0.158,0.060,
VAUXHALL,"Omega, Model Year 2002",2.6i V6 24v (4 door),A4,2597,Petrol,16.4,8.6,11.5,17.2,32.8,24.6,276,798,III,74.0,0.804,,0.158,0.060,
VAUXHALL,"Omega, Model Year 2002",2.6i V6 24v (5 door),M5,2597,Petrol,15.0,8.5,10.9,18.8,33.2,25.9,262,758,III,74.0,0.522,,0.112,0.066,
VAUXHALL,"Omega, Model Year 2002",2.6i V6 24v (4 door),M5,2597,Petrol,15.0,8.5,10.9,18.8,33.2,25.9,262,758,III,74.0,0.522,,0.112,0.066,
VAUXHALL,"Omega, Model Year 2002",3.2i V6 24v (5 door),A4,3175,Petrol,16.9,9.0,11.9,16.7,31.4,23.7,286,829,III,74.0,0.330,,0.132,0.055,
VAUXHALL,"Omega, Model Year 2002",3.2i V6 24v (4 door),A4,3175,Petrol,16.8,8.9,11.8,16.8,31.7,23.9,284,822,III,74.0,0.330,,0.132,0.055,
VAUXHALL,"Omega, Model Year 2002",3.2i V6 24v (5 door),M5,3175,Petrol,15.9,7.9,10.9,17.8,35.8,25.9,260,758,III,74.0,1.835,,0.150,0.039,
VAUXHALL,"Omega, Model Year 2002",3.2i V6 24v (4 door),M5,3175,Petrol,15.8,7.8,10.8,17.9,36.2,26.2,258,750,III,74.0,1.835,,0.150,0.039,
VAUXHALL,"Omega, Model Year 2002",2.2i 16v (5 door),M5,2198,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,236,682,III,74.0,0.406,,0.064,0.036,
VAUXHALL,"Omega, Model Year 2002",2.2i 16v (4 door),M5,2198,Petrol,14.0,7.1,9.6,20.2,39.8,29.4,231,668,III,74.0,0.406,,0.064,0.036,
VAUXHALL,"Vectra, Model Year 2001",2.0 DTi 16v Estate,M5,1994,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,157,420,III,72.0,0.191,0.455,,0.429,0.043
VAUXHALL,"Vectra, Model Year 2001",2.0 DTi 16v Hatch / Saloon,M5,1994,Diesel,7.7,4.5,5.7,36.7,62.8,49.6,154,412,III,72.0,0.191,0.455,,0.429,0.043
VAUXHALL,"Vectra, Model Year 2001",2.2 DTi 16v Estate,M5,2172,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,178,478,III,73.0,0.272,0.445,,0.417,0.043
VAUXHALL,"Vectra, Model Year 2001",2.2 DTi 16v Hatch / Saloon,M5,2172,Diesel,9.0,5.0,6.5,31.4,56.5,43.5,176,470,III,73.0,0.272,0.445,,0.417,0.031
VAUXHALL,"Vectra, Model Year 2001",2.6i V6 24v Estate (exc. GSi),M5,2597,Petrol,14.3,7.4,9.9,19.8,38.2,28.5,238,689,III,74.0,1.279,0.183,0.157,0.026,
VAUXHALL,"Vectra, Model Year 2001",2.6i V6 24v Estate,A4,2597,Petrol,15.0,7.9,10.5,18.8,35.8,26.9,252,730,III,74.0,1.327,0.188,0.135,0.053,
VAUXHALL,"Vectra, Model Year 2001",2.6i V6 24v Hatch (exc. GSi),M5,2597,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,236,682,III,74.0,1.279,0.183,0.157,0.026,
VAUXHALL,"Vectra, Model Year 2001",2.6i V6 24v Hatch/Saloon,A4,2597,Petrol,14.9,7.8,10.4,19.0,36.2,27.2,250,722,III,74.0,1.327,0.188,0.135,0.053,
VAUXHALL,"Vectra, Model Year 2001",2.6i V6 24v Saloon (exc. GSi),M5,2597,Petrol,14.0,7.2,9.7,20.2,39.2,29.1,233,675,III,74.0,1.279,0.183,0.157,0.026,
VAUXHALL,"Zafira, Model Year 2001",2.0 DTi 16v,M5,1995,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,178,478,III,73.0,0.478,0.482,,0.428,0.038
VAUXHALL,"Zafira, Model Year 2002",2.0 DTi 16v,M5,1995,Diesel,8.2,5.5,6.5,34.4,51.4,43.5,175,470,III,73.0,0.434,0.482,,0.428,0.034
VOLKSWAGEN,Lupo,1.4 (75 bhp),M5,1390,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,319,III,73.0,0.095,0.447,,0.428,0.017
VOLKSWAGEN,Lupo,1.7 (60 bhp),M5,1716,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,319,III,73.0,0.333,0.385,,0.332,0.024
VOLKSWAGEN,Polo (available from February 2002),1.9 SDI (64 bhp),M5,1896,Diesel,6.4,4.1,4.9,44.1,68.9,57.6,132,355,III,71.0,0.259,0.400,,0.363,0.013
VOLKSWAGEN,Polo (available from February 2002),1.4 TDi PD (75 bhp),M5,1422,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,124,333,III,73.0,0.082,0.397,,0.386,0.029
VOLKSWAGEN,Polo (available from February 2002),1.9 TDi PD (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,74.0,0.073,0.424,,0.403,0.020
VOLKSWAGEN,Golf  Hatchback (3 Door),1.9 TDI PD (150 bhp),M6,1896,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,146,391,III,74.0,0.177,0.395,,0.363,0.024
VOLKSWAGEN,Golf  Hatchback (3 Door),1.9 TDI PD (130 bhp),M6,1896,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,146,391,III,72.0,0.081,0.392,,0.376,0.029
