Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI (265 Tyres),A5,3222,Diesel,9.9,5.9,7.3,28.5,47.9,38.7,194,1325,III,72,0.037,,0.35,0.364,0.03
MERCEDES-BENZ,E Class (W211) Saloon,E500 (All Tyre Sizes),A7,5461,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,276,1996,III,71,0.246,0.119,0.051,,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (205 Tyres),S/A6,1796,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,214,1549,III,72,0.65,0.08,0.016,0.096,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (225 Tyres),S/A6,1796,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,214,1549,III,72,0.65,0.08,0.016,0.096,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (265 Tyres),S/A6,1796,Petrol,12.8,6.9,9.1,22.1,40.9,31,218,1584,III,72,0.65,0.08,0.016,0.096,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (205 Tyres),M6,1796,Petrol,12.9,6.8,9.1,21.9,41.5,31,218,1584,III,72,0.748,0.068,0.019,0.087,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (225 Tyres),M6,1796,Petrol,12.9,6.8,9.1,21.9,41.5,31,218,1584,III,72,0.748,0.068,0.019,0.087,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (265 Tyres),M6,1796,Petrol,13,7,9.3,21.7,40.4,30.4,223,1615,III,72,0.748,0.068,0.019,0.087,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (205 Tyres),A5,1796,Petrol,13.3,7,9.4,21.2,40.4,30.1,225,1631,III,73,0.295,0.035,0.019,0.054,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (225 Tyres),A5,1796,Petrol,13.3,7,9.4,21.2,40.4,30.1,225,1631,III,73,0.295,0.035,0.019,0.054,
MERCEDES-BENZ,E Class (S211) Estate,E200 Kompressor (265 Tyres),A5,1796,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,230,1670,III,73,0.295,0.035,0.019,0.054,
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (205 Tyres),S/A6,2148,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,173,1198,III,74,0.088,0.015,0.385,0.4,0.028
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (225 Tyres),S/A6,2148,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,173,1198,III,74,0.088,0.015,0.385,0.4,0.028
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (265 Tyres),S/A6,2148,Diesel,9,5.6,6.9,31.4,50.4,40.9,183,1254,III,74,0.088,0.015,0.385,0.4,0.028
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (205 Tyres),M6,2148,Diesel,9.6,5.3,6.9,29.4,53.3,40.9,183,1254,III,74,0.067,0.015,0.405,0.42,0.04
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (225 Tyres),M6,2148,Diesel,9.6,5.3,6.9,29.4,53.3,40.9,183,1254,III,74,0.067,0.015,0.405,0.42,0.04
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (265 Tyres),M6,2148,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,191,1308,III,74,0.067,0.015,0.405,0.42,0.04
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (205 Tyres),A5,2148,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,188,1288,III,73,0.036,0.013,0.378,0.391,0.029
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (225 Tyres),A5,2148,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,188,1288,III,73,0.036,0.013,0.378,0.391,0.029
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI (265 Tyres),A5,2148,Diesel,9.8,5.9,7.3,28.8,47.9,38.7,194,1325,III,73,0.036,0.013,0.378,0.391,0.029
MERCEDES-BENZ,E Class (S211) Estate,E240 (205 Tyres),A5,2597,Petrol,15.9,8,10.9,17.8,35.3,25.9,262,1896,III,70,0.268,0.08,0.035,0.115,
MERCEDES-BENZ,E Class (S211) Estate,E240 (225 Tyres),A5,2597,Petrol,15.9,8,10.9,17.8,35.3,25.9,262,1896,III,70,0.268,0.08,0.035,0.115,
MERCEDES-BENZ,E Class (S211) Estate,E240 (265 Tyres),A5,2597,Petrol,16,8.3,11.1,17.7,34,25.5,266,1925,III,70,0.268,0.08,0.035,0.115,
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (205 Tyres),S/A6,2685,Diesel,9.1,5.5,6.8,31,51.4,41.5,180,1236,III,73,0.051,0.016,0.309,0.325,0.037
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (225 Tyres),S/A6,2685,Diesel,9.1,5.5,6.8,31,51.4,41.5,180,1236,III,73,0.051,0.016,0.309,0.325,0.037
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (265 Tyres),S/A6,2685,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1288,III,73,0.051,0.016,0.309,0.325,0.037
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (205 Tyres),M6,2685,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,188,1288,III,73,0.189,0.027,0.374,0.401,0.036
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (225 Tyres),M6,2685,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,188,1288,III,73,0.189,0.027,0.374,0.401,0.036
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (265 Tyres),M6,2685,Diesel,10,5.8,7.4,28.2,48.7,38.2,196,1342,III,73,0.189,0.027,0.374,0.401,0.036
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (205 Tyres),A5,2685,Diesel,10,5.6,7.2,28.2,50.4,39.2,193,1308,III,73,0.032,0.014,0.417,0.431,0.049
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (225 Tyres),A5,2685,Diesel,10,5.6,7.2,28.2,50.4,39.2,193,1308,III,73,0.032,0.014,0.417,0.431,0.049
MERCEDES-BENZ,E Class (S211) Estate,E270 CDI (265 Tyres),A5,2685,Diesel,10.5,6,7.6,26.9,47.1,37.2,202,1378,III,73,0.032,0.014,0.417,0.431,0.049
MERCEDES-BENZ,E Class (S211) Estate,E320 (205 Tyres),A5,3199,Petrol,15.7,7.6,10.6,18,37.2,26.7,254,1839,III,69,0.145,0.033,0.048,0.081,
MERCEDES-BENZ,E Class (S211) Estate,E320 (225 Tyres),A5,3199,Petrol,15.7,7.6,10.6,18,37.2,26.7,254,1839,III,69,0.145,0.033,0.048,0.081,
MERCEDES-BENZ,E Class (S211) Estate,E320 (265 Tyres),A5,3199,Petrol,15.8,7.9,10.8,17.9,35.8,26.2,258,1874,III,69,0.145,0.033,0.048,0.081,
MERCEDES-BENZ,E Class (S211) Estate,E320 CDI (205 Tyres),A5,3222,Diesel,10.1,5.7,7.3,28,49.6,38.7,194,1325,III,72,0.013,0.012,0.374,0.386,0.03
MERCEDES-BENZ,E Class (S211) Estate,E320 CDI (225 Tyres),A5,3222,Diesel,10.1,5.7,7.3,28,49.6,38.7,194,1325,III,72,0.013,0.012,0.374,0.386,0.03
MERCEDES-BENZ,E Class (S211) Estate,E320 CDI (265 Tyres),A5,3222,Diesel,10.2,6.2,7.6,27.7,45.6,37.2,201,1378,III,72,0.013,0.012,0.374,0.386,0.03
MERCEDES-BENZ,E Class (S211) Estate,E500 (245 Tyres),A7,5461,Petrol,17.3,8.4,11.6,16.3,33.6,24.4,276,2012,III,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (S211) Estate,E500 (265 Tyres),A7,5461,Petrol,17.6,8.6,11.9,16.1,32.8,23.7,284,2072,III,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (S211) Estate,E55 AMG,A7,5439,Petrol,20.1,9.8,13.6,14.1,28.8,20.8,326,2360,III,74,0.312,0.032,0.024,0.056,
MERCEDES-BENZ,S-Class (W220) Saloon,S280,A5,2799,Petrol,16.8,7.9,11.1,16.8,35.8,25.5,266,1925,III,70,0.271,0.077,0.038,0.115,
MERCEDES-BENZ,S-Class (W220) Saloon,S320,A5,3199,Petrol,17.1,7.7,11.1,16.5,36.7,25.5,266,1925,III,71,0.154,0.043,0.032,0.075,
MERCEDES-BENZ,S-Class (W220) Saloon,S320 CDI EU3,A5,3222,Diesel,11,5.8,7.7,25.7,48.7,36.7,204,1397,III,73,0.019,,0.384,0.394,0.033
MERCEDES-BENZ,S-Class (W220) Saloon,S350,A5,3724,Petrol,16.4,8.1,11.1,17.2,34.9,25.5,266,1925,III,74,0.185,0.05,0.046,0.096,
MERCEDES-BENZ,S-Class (W220) Saloon,S430,A7,4266,Petrol,16.5,7.7,10.9,17.1,36.7,25.9,263,1896,III,70,0.307,0.056,0.015,0.071,
MERCEDES-BENZ,S-Class (W220) Saloon,S500,A7,4966,Petrol,17.3,8,11.4,16.3,35.3,24.8,270,1980,III,71,0.313,0.07,0.017,0.087,
MERCEDES-BENZ,S-Class (W220) Saloon,S55 AMG,A5,5439,Petrol,19.7,9.5,13.2,14.3,29.7,21.4,317,2294,III,74,0.322,0.029,0.014,0.043,
MERCEDES-BENZ,S-Class (W220) Saloon,S600,A5,5513,Petrol,23.1,10.2,14.8,12.2,27.7,19.1,355,2571,III,72,0.378,0.044,0.023,0.067,
MERCEDES-BENZ,S-Class (V220) Limousine,S320 CDI EU3,A5,3222,Diesel,11,5.8,7.7,25.7,48.7,36.7,204,1397,III,73,0.019,,0.384,0.394,0.033
MERCEDES-BENZ,S-Class (V220) Limousine,S350,A5,3724,Petrol,16.4,8.1,11.1,17.2,34.9,25.5,266,1925,III,74,0.185,0.05,0.046,0.096,
MERCEDES-BENZ,S-Class (V220) Limousine,S430,A7,4266,Petrol,16.5,7.7,10.9,17.1,36.7,25.9,263,1896,III,70,0.307,0.056,0.015,0.071,
MERCEDES-BENZ,S-Class (V220) Limousine,S500,A7,4966,Petrol,17.3,8,11.4,16.3,35.3,24.8,270,1980,III,71,0.313,0.07,0.017,0.087,
MERCEDES-BENZ,S-Class (V220) Limousine,S55 AMG,A5,5439,Petrol,19.7,9.5,13.2,14.3,29.7,21.4,317,2294,III,74,0.322,0.029,0.014,0.043,
MERCEDES-BENZ,S-Class (V220) Limousine,S600 ,A5,5513,Petrol,23.1,10.2,14.8,12.2,27.7,19.1,355,2571,III,72,0.378,0.044,0.023,0.067,
MERCEDES-BENZ,S-Class (V220) Limousine,S65 AMG,A5,5980,Petrol,23.2,10.2,14.9,12.2,27.7,19,357,2584,III,74,0.419,0.057,0.026,0.083,
MERCEDES-BENZ,S Class (V220) Pullman,S500,A5,4966,Petrol,18,8.7,11.9,15.7,32.5,23.7,285,2072,III,72,0.224,0.046,0.026,0.072,
MERCEDES-BENZ,S Class (V220) Pullman,S500 (ZEV),A5,4966,Petrol,18.5,8.5,11.9,15.3,33.2,23.7,285,2072,III,72,0.202,0.052,0.034,0.086,
MERCEDES-BENZ,S Class (V220) Pullman,S500,A7,4966,Petrol,17.3,8,11.4,16.3,35.3,24.8,270,1980,III,71,0.313,0.07,0.017,0.087,
MERCEDES-BENZ,S Class (V220) Pullman,S600,A5,5513,Petrol,23.1,10.2,14.8,12.2,27.7,19.1,355,2571,III,72,0.378,0.044,0.023,0.067,
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Trend Estate,M5,2148,Diesel,10.4,6.8,8.1,27.2,41.5,34.9,214,1469,III,74,0.265,0.043,0.512,0.555,0.043
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Trend Estate,A4,2148,Diesel,11.1,7,8.5,25.5,40.4,33.2,224,1545,III,74,0.083,0.021,0.614,0.635,0.048
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Ambiente Estate,M5,2148,Diesel,10.4,6.8,8.1,27.2,41.5,34.9,214,1469,III,74,0.265,0.043,0.512,0.555,0.043
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Ambiente Estate,A4,2148,Diesel,11.1,7,8.5,25.5,40.4,33.2,224,1545,III,74,0.083,0.021,0.614,0.635,0.048
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Fashion,M5,2148,Diesel,10.4,6.8,8.1,27.2,41.5,34.9,214,1469,III,74,0.265,0.043,0.512,0.555,0.043
MERCEDES-BENZ,V-Class (W638) Estate,V220 CDI Fashion,A4,2148,Diesel,11.1,7,8.5,25.5,40.4,33.2,224,1545,III,74,0.083,0.021,0.614,0.635,0.048
MERCEDES-BENZ,V-Class (W638) Estate,V230 Trend Estate,M5,2295,Petrol,16.9,9,11.9,16.7,31.4,23.7,284,2072,III,74,0.426,0.128,0.089,0.217,
MERCEDES-BENZ,V-Class (W638) Estate,V230 Trend Estate,A4,2295,Petrol,17.7,9.7,12.6,15.9,29.1,22.4,301,2192,III,73,0.724,0.195,0.098,0.293,
MERCEDES-BENZ,V-Class (W638) Estate,V230 Ambiente Estate,M5,2295,Petrol,16.9,9,11.9,16.7,31.4,23.7,284,2072,III,74,0.426,0.128,0.089,0.217,
MERCEDES-BENZ,V-Class (W638) Estate,V230 Ambiente Estate,A4,2295,Petrol,17.7,9.7,12.6,15.9,29.1,22.4,301,2192,III,73,0.724,0.195,0.098,0.293,
MERCEDES-BENZ,V-Class (W638) Estate,V230 Fashion,M5,2295,Petrol,16.9,9,11.9,16.7,31.4,23.7,284,2072,III,74,0.426,0.128,0.088,0.216,
MERCEDES-BENZ,V-Class (W638) Estate,V230 Fashion,A4,2295,Petrol,17.7,9.7,12.6,15.9,29.1,22.4,301,2192,III,73,0.724,0.195,0.098,0.294,
MERCEDES-BENZ,M-Class (W163) Estate,ML270 CDI,M6,2688,Diesel,12.5,7.7,9.4,22.6,36.7,30,248,1709,III,74,0.386,,0.594,0.646,0.043
MERCEDES-BENZ,M-Class (W163) Estate,ML270 CDI,A5,2688,Diesel,12.4,8,9.5,22.8,35.3,29.7,250,1727,III,72,0.193,,0.562,0.588,0.054
MERCEDES-BENZ,M-Class (W163) Estate,ML320,A5,3199,Petrol,18.6,10.7,13.5,15.2,26.4,20.9,324,2349,III,74,0.315,0.071,0.04,0.111,
MERCEDES-BENZ,M-Class (W163) Estate,ML350,A5,3724,Petrol,17.7,9.8,12.7,15.9,28.8,22.2,305,2212,III,73,0.248,0.05,0.042,0.092,
MERCEDES-BENZ,M-Class (W163) Estate,ML400 CDI,A5,3996,Diesel,14.7,8.8,10.9,19.2,32.1,25.9,288,1980,III,76,0.124,,0.618,0.653,0.051
MERCEDES-BENZ,M-Class (W163) Estate,ML500,A5,4966,Petrol,20.5,11.2,14.6,13.8,25.2,19.3,350,2544,III,73,0.282,0.054,0.019,0.073,
MERCEDES-BENZ,M-Class (W163) Estate,ML55 AMG,A5,5439,Petrol,20.6,11.4,14.8,13.7,24.8,19.1,354,2571,III,74,0.482,0.061,0.037,0.098,
MERCEDES-BENZ,M-Class (W163) Estate,ML270 CDI (05MY),M6,2685,Diesel,11.9,7.6,9.2,23.7,37.2,30.7,244,1670,III,74,0.386,,0.594,0.646,0.043
MERCEDES-BENZ,M-Class (W163) Estate,ML270 CDI (05MY),A5,2685,Diesel,11.8,7.6,9.1,23.9,37.2,31,241,1654,III,72,0.193,,0.562,0.588,0.054
MERCEDES-BENZ,M-Class (W163) Estate,ML350 (05MY),A5,3724,Petrol,17.7,9.8,12.7,15.9,28.8,22.2,305,2212,III,73,0.248,0.05,0.042,0.092,
MERCEDES-BENZ,M-Class (W163) Estate,ML400 (05MY),A5,3996,Diesel,14.7,8.8,10.9,19.2,32.1,25.9,288,1980,III,76,0.124,,0.618,0.653,0.051
MERCEDES-BENZ,M-Class (W163) Estate,ML500 (05MY),A5,4966,Petrol,19.9,10.8,14.1,14.2,26.2,20,335,2455,III,73,0.282,0.054,0.019,0.073,
MERCEDES-BENZ,CL-Class (C215) Coupé,CL500,A7,4966,Petrol,17.3,8,11.4,16.3,35.3,24.8,270,1980,III,71,0.313,0.07,0.017,0.087,
MERCEDES-BENZ,CL-Class (C215) Coupé,CL55 AMG,A5,5439,Petrol,19.7,9.5,13.2,14.3,29.7,21.4,317,2294,III,74,0.322,0.029,0.014,0.043,
MERCEDES-BENZ,CL-Class (C215) Coupé,CL600,A5,5513,Petrol,23,10.1,14.7,12.3,28,19.2,353,2557,III,72,0.559,0.043,0.016,0.059,
MERCEDES-BENZ,CL-Class (C215) Coupé,CL65 AMG,A5,5980,Petrol,23.2,10.2,14.9,12.2,27.7,19,357,2584,III,74,0.419,0.057,0.026,0.083,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (225 Tyres),S/A6,1796,Petrol,11.3,6,8.2,25,47.1,34.4,197,1427,III,73,0.45,0.064,0.021,0.085,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (255 Tyres),S/A6,1796,Petrol,12,6.6,8.6,23.5,42.8,32.8,206,1497,III,73,0.45,0.064,0.021,0.085,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (225 Tyres),M6,1796,Petrol,12.2,6.3,8.5,23.2,44.8,33.2,204,1479,III,70,0.689,0.1,0.024,0.124,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (245 Tyres),M6,1796,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,214,1549,III,70,0.689,0.1,0.024,0.124,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (255 Tyres),M6,1796,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,214,1549,III,70,0.689,0.1,0.024,0.124,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (225 Tyres),A5,1796,Petrol,12.5,6.1,8.6,22.6,46.3,32.8,206,1497,III,74,0.721,0.087,0.015,0.102,
MERCEDES-BENZ,CLK (C209) Coupé,CLK200 Kompressor (255 Tyres),A5,1796,Petrol,13.2,6.5,8.9,21.4,43.5,31.7,214,1549,III,74,0.721,0.087,0.015,0.102,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (225 Tyres),S/A6,2597,Petrol,14.9,7.1,10.2,19,39.8,27.7,245,1772,III,72,0.233,0.046,0.027,0.073,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (255 Tyres),S/A6,2597,Petrol,15.3,7.3,10.2,18.5,38.7,27.7,245,1772,III,72,0.233,0.046,0.027,0.073,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (225 Tyres),M6,2597,Petrol,15.9,7.5,10.6,17.8,37.7,26.7,254,1839,III,72,0.191,0.039,0.037,0.076,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (255 Tyres),M6,2597,Petrol,16,7.8,10.8,17.7,36.2,26.2,259,1874,III,72,0.191,0.039,0.037,0.076,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (225 Tyres),A5,2597,Petrol,14.5,7.4,9.9,19.5,38.2,28.5,238,1723,III,70,0.314,0.082,0.03,0.112,
MERCEDES-BENZ,CLK (C209) Coupé,CLK240 (255 Tyres),A5,2597,Petrol,15.4,7.5,10.4,18.3,37.7,27.2,250,1805,III,70,0.314,0.082,0.03,0.112,
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (225 Tyres),S/A6,2685,Diesel,8.3,5,6.3,34,56.5,44.8,167,1145,III,72,0.138,,0.439,0.477,0.046
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (245 Tyres),S/A6,2685,Diesel,8.5,5.3,6.5,33.2,53.3,43.5,172,1179,III,72,0.138,,0.439,0.477,0.046
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (255 Tyres),S/A6,2685,Diesel,8.6,5.3,6.6,32.8,53.3,42.8,175,1198,III,72,0.138,,0.439,0.477,0.046
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (225 Tyres),M6,2685,Diesel,8.9,5,6.6,31.7,56.5,42.8,175,1198,III,72,0.268,,0.404,0.455,0.038
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (245 Tyres),M6,2685,Diesel,9.1,5.3,6.8,31,53.3,41.5,180,1236,III,72,0.268,,0.404,0.455,0.038
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (255 Tyres),M6,2685,Diesel,9.3,5.4,6.9,30.4,52.3,40.9,183,1254,III,72,0.268,,0.404,0.455,0.038
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (225 Tyres),A5,2685,Diesel,9.2,5.3,6.9,30.7,53.3,40.9,183,1254,III,71,0.068,,0.389,0.413,0.036
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (245 Tyres),A5,2685,Diesel,9.4,5.6,7.1,30.1,50.4,39.8,188,1288,III,71,0.068,,0.389,0.413,0.036
MERCEDES-BENZ,CLK (C209) Coupé,CLK270 (255 Tyres),A5,2685,Diesel,9.6,5.7,7.2,29.4,49.6,39.2,191,1308,III,71,0.068,,0.389,0.413,0.036
MERCEDES-BENZ,CLK (C209) Coupé,CLK320 (225 Tyres),A5,3199,Petrol,14.9,7.5,10.2,19,37.7,27.7,245,1772,III,71,0.232,0.055,0.034,0.089,
MERCEDES-BENZ,CLK (C209) Coupé,CLK320 (255 Tyres),A5,3199,Petrol,15.6,7.5,10.4,18.1,37.7,27.2,250,1805,III,71,0.232,0.055,0.034,0.089,
MERCEDES-BENZ,CLK (C209) Coupé,CLK500,A5,4966,Petrol,16.9,8.4,11.5,16.7,33.6,24.6,276,1996,III,74,0.295,0.063,0.026,0.089,
MERCEDES-BENZ,CLK (C209) Coupé,CLK500 (245 Tyres),A7,4966,Petrol,16,8,10.9,17.7,35.3,25.9,260,1896,III,73,0.317,0.045,0.018,0.063,
MERCEDES-BENZ,CLK (C209) Coupé,CLK500 (255 Tyres),A7,4966,Petrol,16.8,8.2,11.4,16.8,34.4,24.4,272,2012,III,73,0.317,0.045,0.018,0.063,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (225 Tyres),S/A6,1796,Petrol,12.4,6.5,8.5,22.8,43.5,33.2,204,1479,III,73,0.381,0.079,0.038,0.117,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (245 Tyres),S/A6,1796,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,1529,III,73,0.381,0.079,0.038,0.117,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (255 Tyres),S/A6,1796,Petrol,12.6,6.7,8.8,22.4,42.2,32.1,211,1529,III,73,0.381,0.079,0.038,0.117,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (225 Tyres),M6,1796,Petrol,12.5,6.6,8.8,22.6,42.8,32.1,211,1529,III,73,0.327,0.055,0.037,0.092,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (245 Tyres),M6,1796,Petrol,12.6,6.8,9.1,22.4,41.5,31,218,1584,III,73,0.327,0.055,0.037,0.092,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (255 Tyres),M6,1796,Petrol,12.6,6.9,9.1,22.4,40.9,31,218,1584,III,73,0.327,0.055,0.037,0.092,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (225 Tyres),A5,1796,Petrol,12.8,6.7,8.9,22.1,42.2,31.7,214,1549,III,74,0.393,0.062,0.026,0.088,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (245 Tyres),A5,1796,Petrol,12.9,6.9,9.2,21.9,40.9,30.7,221,1599,III,74,0.393,0.062,0.026,0.088,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK200 Kompressor (255 Tyres),A5,1796,Petrol,13.1,6.8,9.2,21.6,41.5,30.7,221,1599,III,74,0.393,0.062,0.026,0.088,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (225 Tyres),S/A6,2597,Petrol,15.3,7.5,10.4,18.5,37.7,27.2,250,1805,III,72,0.272,0.056,0.031,0.087,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (255 Tyres),S/A6,2597,Petrol,15.5,7.6,10.6,18.2,37.2,26.7,254,1839,III,72,0.272,0.056,0.031,0.087,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (225 Tyres),M6,2597,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,262,1896,III,72,0.144,0.038,0.026,0.064,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (255 Tyres),M6,2597,Petrol,16.3,8.3,11.2,17.3,34,25.2,269,1948,III,72,0.144,0.038,0.026,0.064,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (225 Tyres),A5,2597,Petrol,15,7.5,10.1,18.8,37.7,28,242,1753,III,70,0.318,0.082,0.046,0.128,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK240 (255 Tyres),A5,2597,Petrol,15.3,7.7,10.4,18.5,36.7,27.2,250,1805,III,70,0.318,0.082,0.046,0.128,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK320 (225 Tyres),A5,3199,Petrol,15.7,7.7,10.4,18,36.7,27.2,250,1805,III,71,0.344,0.078,0.045,0.123,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK320 (245 Tyres),A5,3199,Petrol,15.9,7.8,10.6,17.8,36.2,26.7,254,1839,III,71,0.344,0.078,0.045,0.123,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK320 (255 Tyres),A5,3199,Petrol,15.9,8.1,10.9,17.8,34.9,25.9,262,1896,III,71,0.344,0.078,0.045,0.123,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK500 (245 Tyres),A5,4966,Petrol,17.2,8.6,11.6,16.4,32.8,24.4,278,2012,III,74,0.308,0.062,0.025,0.087,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK500 (255 Tyres),A5,4966,Petrol,17.1,8.6,11.6,16.5,32.8,24.4,278,2012,III,74,0.308,0.062,0.025,0.087,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK500 (245 Tyres),A7,4966,Petrol,16.9,8.2,11.1,16.7,34.4,25.5,265,1925,III,73,0.317,0.045,0.018,0.063,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK500 (255 Tyres),A7,4966,Petrol,17.2,8.3,11.6,16.4,34,24.4,275,2012,III,73,0.317,0.045,0.018,0.063,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK55 AMG,A5,5439,Petrol,18.2,8.9,12.3,15.5,31.7,23,295,2135,III,72,0.217,0.027,0.012,0.039,
MERCEDES-BENZ,CLK (A209) Cabriolet,CLK55 AMG,A5,4966,Petrol,17.5,8.9,12.1,16.1,31.7,23.3,290,2107,III,72,0.366,0.026,0.011,0.037,
MERCEDES-BENZ,SL-Class (R230),SL350 ,A5,3724,Petrol,17.5,8.3,11.7,16.1,34,24.1,281,2037,III,73,0.257,0.065,0.044,0.109,
MERCEDES-BENZ,SL-Class (R230),SL350 ,S/A6,3724,Petrol,17.2,8.3,11.5,16.4,34,24.6,276,1996,III,73,0.176,0.028,0.03,0.058,
MERCEDES-BENZ,SL-Class (R230),SL500,A7,4966,Petrol,18.3,8.6,12.1,15.4,32.8,23.3,292,2107,III,74,0.378,0.062,0.015,0.077,
